"sample.depths","sample.ages","Acer.negundo","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Amaranthaceae.undiff.","Corylus","Brassicaceae.undiff.","Cupressaceae","Cyperaceae","Fraxinus.nigra.type","Poaceae.undiff.","Iva.xanthifolia.type","Fabaceae.undiff.","Asteraceae.subf..Cichorioideae","Liliaceae.undiff.","Picea","Pinus.undiff.","Platanus","Populus.tremuloides.type","Quercus","Salix","Salsola","Sarcobatus.vermiculatus","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Xanthium","Rosaceae.undiff.","Asteraceae.tribe.Cynareae","Humulus","Dalea.candida","Fraxinus.pennsylvanica","Ceanothus","Iva.annua.type","Ostrya.Carpinus","Rumex","Symphoricarpos.type","Pinus.subg..Strobus.undiff.","Juglans.cinerea","Dalea.purpurea.type","Pinus.subg..Pinus","Thalictrum","Urtica.type","Triticum.type","Plantago.major.type","Abies","Apiaceae","Zea.mays","Avena.type","Brassica","Acer.saccharum","Plantago.undiff.","Polygonum.aviculare.type","Avena.Triticum","Cerealia.undiff.","Secale.type","Ranunculaceae..tricolpate..undiff.","Amorpha.type","Fraxinus.undiff.","Larix","Acer.saccharinum","Allium","Lycopus.type","Euphorbia","Fagus","Juglans.nigra","Celtis","Tilia","Carya","Pinaceae..vesiculate..undiff.","Populus.balsamifera.type","Vitis","Ranunculaceae..pericolpate.","Zigadenus","Polygonum.bistortoides.type","Pediomelum.type","Cephalanthus","Ephedra.trifurca.type","Acer.rubrum","Juglans.undiff.","Ranunculaceae.undiff.","Sphaeralcea","Pinaceae.undiff.","Pinus.edulis.type","Anemone.canadensis.type","Parthenocissus","Caryophyllaceae.undiff.","Viburnum.lentago","Prunus.type","Phlox","Galium","Gaura","Stellaria","Tsuga","Morus","Polygonum.lapathifolium.type","Shepherdia.canadensis","Ephedra.viridis.type","Shepherdia.argentea","Tidestromia.type","Dalea.undiff.","Rhus","Polygonum.amphibium","cf..Parnassia","Campanula.rotundifolia.type","Amelanchier.type","Ericaceae","Sanguisorba"
1296,-32,0.00623700623700624,0.0124740124740125,0.00207900207900208,0.201663201663202,0.115384615384615,0.0145530145530146,0.147609147609148,0.00831600831600832,0.00831600831600832,0.00207900207900208,0.0457380457380457,0.00415800415800416,0.182952182952183,0.0291060291060291,0.00207900207900208,0.00831600831600832,0.00207900207900208,0.00207900207900208,0.0446985446985447,0.00207900207900208,0.00831600831600832,0.0353430353430353,0.0145530145530146,0.0249480249480249,0.00207900207900208,0.0166320166320166,0.0353430353430353,0.00415800415800416,0.00415800415800416,0.00207900207900208,0.00415800415800416,0.00207900207900208,0.00415800415800416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,-16,0.012396694214876,0.00413223140495868,0.00206611570247934,0.254132231404959,0.0774793388429752,0.0103305785123967,0.113636363636364,0.00206611570247934,0.00826446280991736,0.00206611570247934,0.0227272727272727,0.00619834710743802,0.146694214876033,0.0557851239669422,0.00206611570247934,0.00206611570247934,0,0.00206611570247934,0.097107438016529,0,0,0.0495867768595041,0.00826446280991736,0.0433884297520661,0,0.0165289256198347,0.0185950413223141,0.00206611570247934,0.00413223140495868,0,0.00206611570247934,0,0.0144628099173554,0.00206611570247934,0.00206611570247934,0.00413223140495868,0.00619834710743802,0.00309917355371901,0.00206611570247934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,1,0.0114285714285714,0.0182857142857143,0.00228571428571429,0.166857142857143,0.106285714285714,0.0137142857142857,0.0548571428571429,0.00457142857142857,0.00228571428571429,0,0.0274285714285714,0.0182857142857143,0.118857142857143,0.0502857142857143,0,0,0,0.00685714285714286,0.0822857142857143,0,0.00228571428571429,0.0342857142857143,0.00914285714285714,0.141714285714286,0,0.032,0.016,0.00228571428571429,0.0137142857142857,0,0.00685714285714286,0,0.00685714285714286,0,0,0.00914285714285714,0.00228571428571429,0,0,0.00228571428571429,0.00685714285714286,0.00685714285714286,0.00228571428571429,0.00228571428571429,0.00914285714285714,0.00914285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,18,0.00394736842105263,0.0131578947368421,0,0.214473684210526,0.1,0.00789473684210526,0.153947368421053,0.00263157894736842,0.00657894736842105,0.00526315789473684,0.0592105263157895,0.00789473684210526,0.131578947368421,0.0236842105263158,0.00131578947368421,0.00263157894736842,0,0.00789473684210526,0.05,0,0,0.0302631578947368,0.00131578947368421,0.0592105263157895,0.00131578947368421,0.0276315789473684,0.00526315789473684,0.0236842105263158,0.0105263157894737,0,0,0,0.00263157894736842,0,0.00131578947368421,0.00526315789473684,0.00131578947368421,0,0.00263157894736842,0,0.00131578947368421,0.00131578947368421,0,0,0.0131578947368421,0,0.00131578947368421,0.00394736842105263,0.00131578947368421,0.00657894736842105,0.00526315789473684,0.00131578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1324,26,0.00488997555012225,0.0374898125509372,0,0.198859005704971,0.115729421352893,0.006519967400163,0.071719641401793,0.0032599837000815,0.00162999185004075,0.00814995925020375,0.058679706601467,0.006519967400163,0.097799511002445,0.0929095354523227,0.00162999185004075,0,0,0,0.0399348003259984,0,0.00162999185004075,0.0309698451507742,0.0032599837000815,0.101059494702526,0,0.032599837000815,0.0114099429502852,0.00162999185004075,0,0,0,0,0.0032599837000815,0,0.00162999185004075,0,0.0032599837000815,0,0.00162999185004075,0,0,0,0,0,0.00488997555012225,0,0,0,0.00407497962510187,0.0097799511002445,0.00407497962510187,0,0.00162999185004075,0.0032599837000815,0.00488997555012225,0.0032599837000815,0.0244498777506112,0.00162999185004075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,35,0.00479041916167665,0.0095808383233533,0,0.131736526946108,0.174850299401198,0.00718562874251497,0.0790419161676647,0,0.00598802395209581,0.0119760479041916,0.0502994011976048,0,0.136526946107784,0.0982035928143713,0,0,0,0.0095808383233533,0.0407185628742515,0,0.00239520958083832,0.0215568862275449,0,0.102994011976048,0,0.0143712574850299,0.0095808383233533,0.00718562874251497,0.00718562874251497,0,0.00239520958083832,0,0,0,0,0,0.00239520958083832,0,0,0,0,0.00239520958083832,0.00239520958083832,0,0,0,0,0,0.00718562874251497,0.0143712574850299,0.00479041916167665,0,0.00239520958083832,0,0.00718562874251497,0.00239520958083832,0.0167664670658683,0,0.00239520958083832,0.00239520958083832,0.00239520958083832,0.00239520958083832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1332,43,0.00183823529411765,0.0165441176470588,0,0.135110294117647,0.159007352941176,0.0183823529411765,0.0955882352941176,0,0.00183823529411765,0.0128676470588235,0.0661764705882353,0,0.159926470588235,0.0275735294117647,0,0,0,0.00183823529411765,0.09375,0,0,0.0275735294117647,0.0147058823529412,0.0459558823529412,0,0.0477941176470588,0.0165441176470588,0.00551470588235294,0,0,0,0,0,0,0,0.00735294117647059,0.00735294117647059,0,0,0,0.00183823529411765,0,0.00183823529411765,0,0,0,0,0,0.00367647058823529,0.00735294117647059,0,0,0.00183823529411765,0.00183823529411765,0.00183823529411765,0,0.00367647058823529,0.00367647058823529,0.00183823529411765,0,0.00183823529411765,0,0.00183823529411765,0.00367647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1336,51,0,0.00537634408602151,0.0089605734767025,0.0931899641577061,0.232974910394265,0.014336917562724,0.0878136200716846,0.007168458781362,0,0.003584229390681,0.0519713261648745,0.007168458781362,0.159498207885305,0.003584229390681,0,0,0,0.0017921146953405,0.111111111111111,0.0017921146953405,0.0017921146953405,0.03584229390681,0.00537634408602151,0.0340501792114695,0.00537634408602151,0.043010752688172,0.003584229390681,0,0.0017921146953405,0,0.0017921146953405,0.003584229390681,0,0,0,0.003584229390681,0.0017921146953405,0,0.0017921146953405,0,0.0017921146953405,0.003584229390681,0.0125448028673835,0,0.0268817204301075,0,0,0,0,0.0125448028673835,0,0,0,0,0,0.0017921146953405,0,0,0.0017921146953405,0,0.003584229390681,0,0,0,0.0017921146953405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,60,0.00234741784037559,0.0305164319248826,0.00234741784037559,0.0586854460093897,0.205399061032864,0.0140845070422535,0.0469483568075117,0,0.00234741784037559,0,0.131455399061033,0.00704225352112676,0.272300469483568,0.00938967136150235,0.00234741784037559,0,0,0.00117370892018779,0.0833333333333333,0,0,0.0305164319248826,0.00704225352112676,0.00234741784037559,0.00469483568075117,0.0375586854460094,0.0117370892018779,0,0,0,0,0,0,0,0.00234741784037559,0.00469483568075117,0.00234741784037559,0,0.00234741784037559,0,0,0.00234741784037559,0,0,0.00234741784037559,0,0,0,0.00234741784037559,0,0,0,0,0,0,0,0.00234741784037559,0.00352112676056338,0.00469483568075117,0,0,0,0,0.00234741784037559,0,0.00234741784037559,0.00234741784037559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1344,78,0,0.0268292682926829,0,0.048780487804878,0.251219512195122,0.0268292682926829,0.0292682926829268,0.0024390243902439,0.0097560975609756,0.0024390243902439,0.0634146341463415,0,0.326829268292683,0,0.0048780487804878,0,0,0.00731707317073171,0.0780487804878049,0,0.0024390243902439,0.0317073170731707,0.0024390243902439,0,0.0048780487804878,0.0341463414634146,0.0048780487804878,0.0024390243902439,0.0048780487804878,0,0,0,0,0,0,0.0048780487804878,0.0024390243902439,0,0.0048780487804878,0,0.0048780487804878,0.0048780487804878,0.0024390243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024390243902439,0,0,0.0024390243902439,0,0,0,0.0024390243902439,0.0024390243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
