"sample.depths","sample.ages","Abies","Acer.negundo","Acer.rubrum","Acer.saccharinum","Acer.saccharum","Alnus.incana","Alnus.viridis","Amelanchier.type","Betula","Carya","Celtis","Cephalanthus","Cornus","Corylus","Cupressaceae","Ephedra.trifurca.type","Ephedra.viridis.type","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Fraxinus.undiff.","Juglans.cinerea","Juglans.nigra","Juglans.undiff.","Larix","Morus","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus.balsamifera","Populus.tremuloides.type","Populus.undiff.","Quercus","Salix","Sarcobatus.vermiculatus","Shepherdia.argentea","Tilia","Ulmus","Vitis","Allium.type","Ambrosia.type","Amorpha.type","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Caryophyllaceae","Chenopodiaceae.Amaranthaceae.undiff.","Dalea.candida","Dalea.purpurea.type","Dalea.undiff.","Euphorbia","Galium","Humulus","Iva.annua.type","Iva.xanthifolia","Lamiaceae","Liliaceae","Myrica","Phlox","Plantago","Poaceae.undiff.","Polygonum.amphibium","Polygonum.lapathifolium.type","Ranunculaceae..tricolpate.","Ranunculaceae.undiff.","Rosaceae.undiff.","Rumex","Sanguisorba.canadensis","Thalictrum","Urtica","Xanthium","Cyperaceae","Zea.mays"
1322,5369,0,0,0,0,0.0164473684210526,0.0131578947368421,0.00657894736842105,0,0,0,0,0,0,0.00657894736842105,0,0,0,0,0.00328947368421053,0,0,0,0,0.00328947368421053,0,0,0,0.0263157894736842,0.0131578947368421,0.0197368421052632,0,0.00328947368421053,0.00328947368421053,0.00328947368421053,0.253289473684211,0.0427631578947368,0.00328947368421053,0,0,0.0460526315789474,0,0,0.161184210526316,0,0,0.118421052631579,0.00986842105263158,0,0,0.0263157894736842,0,0,0,0,0,0.00328947368421053,0.00328947368421053,0.00328947368421053,0,0,0,0,0,0.184210526315789,0,0,0,0,0,0,0,0.00328947368421053,0,0,0.0230263157894737,0
1335,5463,0,0,0,0,0,0,0.0075187969924812,0,0.0100250626566416,0,0,0,0,0.0025062656641604,0,0,0,0,0.0050125313283208,0.0025062656641604,0.0025062656641604,0,0.0025062656641604,0,0,0.0025062656641604,0,0.0225563909774436,0.012531328320802,0.0075187969924812,0,0,0,0,0.2531328320802,0.0300751879699248,0.0100250626566416,0,0,0.025062656641604,0,0,0.318295739348371,0.0025062656641604,0,0.110275689223058,0.012531328320802,0,0,0.0275689223057644,0,0,0,0,0,0,0.0150375939849624,0,0,0,0,0,0,0.0852130325814536,0,0,0,0,0,0,0,0,0,0.0050125313283208,0.0275689223057644,0
1350,5577,0,0,0,0,0.0060790273556231,0.00911854103343465,0.0151975683890578,0,0.00911854103343465,0,0,0,0,0.00911854103343465,0,0,0,0,0,0,0.00911854103343465,0,0,0,0,0.00303951367781155,0,0.0577507598784195,0.0151975683890578,0.0638297872340425,0,0,0,0,0.164133738601824,0.0151975683890578,0,0,0,0.0243161094224924,0,0.0060790273556231,0.173252279635258,0,0,0.145896656534954,0.0182370820668693,0,0,0.033434650455927,0,0,0,0,0,0.00303951367781155,0.00303951367781155,0,0,0,0,0,0,0.158054711246201,0,0,0,0.00303951367781155,0,0,0,0.0060790273556231,0,0,0.0486322188449848,0
1365,5698,0,0,0,0,0,0.0204678362573099,0.0146198830409357,0,0.0087719298245614,0,0,0,0,0,0,0,0,0.00584795321637427,0.0087719298245614,0,0,0,0,0,0,0,0.00584795321637427,0.0233918128654971,0.00584795321637427,0.0380116959064327,0,0,0,0,0.0935672514619883,0.0175438596491228,0.00584795321637427,0,0,0.00584795321637427,0.00292397660818713,0,0.157894736842105,0.00584795321637427,0.00292397660818713,0.298245614035088,0.0204678362573099,0,0,0.0467836257309941,0,0,0,0,0,0,0.0116959064327485,0,0,0,0,0,0,0.175438596491228,0,0,0,0,0,0,0,0.00584795321637427,0,0.00292397660818713,0.0146198830409357,0
1380,5824,0,0,0,0,0.0231884057971014,0.0202898550724638,0.0144927536231884,0,0,0,0,0,0,0.00579710144927536,0,0,0,0.00289855072463768,0,0,0,0,0,0,0,0.00289855072463768,0,0.063768115942029,0.0115942028985507,0.0434782608695652,0,0,0.00289855072463768,0,0.214492753623188,0.0115942028985507,0,0,0,0.0173913043478261,0,0,0.156521739130435,0.00289855072463768,0,0.11304347826087,0.0231884057971014,0,0,0.0434782608695652,0,0,0,0,0,0.00289855072463768,0.00289855072463768,0.00289855072463768,0,0,0,0,0,0.202898550724638,0,0,0,0,0,0,0,0.00289855072463768,0,0,0.0115942028985507,0
1385,5867,0,0,0,0,0,0.0056980056980057,0.0170940170940171,0,0.00854700854700855,0,0,0,0,0.00284900284900285,0,0,0,0.00284900284900285,0,0.00284900284900285,0,0,0,0,0,0.00854700854700855,0,0.0626780626780627,0,0.0341880341880342,0,0,0.00284900284900285,0,0.199430199430199,0.0142450142450142,0.00284900284900285,0,0,0.0313390313390313,0.00284900284900285,0,0.0883190883190883,0,0,0.15954415954416,0.0056980056980057,0,0,0.0655270655270655,0,0,0,0,0,0,0.00284900284900285,0,0,0,0,0,0,0.190883190883191,0,0,0,0,0.0056980056980057,0,0,0.0056980056980057,0,0.0113960113960114,0.0655270655270655,0
1390,5910,0,0,0,0,0,0.00759493670886076,0.0126582278481013,0,0.010126582278481,0,0.00253164556962025,0,0.00253164556962025,0,0,0,0,0,0.00506329113924051,0,0,0,0,0,0.00253164556962025,0.010126582278481,0,0.030379746835443,0.00253164556962025,0.0227848101265823,0,0,0,0,0.29873417721519,0.020253164556962,0,0,0,0.0354430379746835,0,0,0.0886075949367089,0,0,0.124050632911392,0.00253164556962025,0,0,0.0329113924050633,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217721518987342,0,0,0,0,0,0,0,0,0,0.00759493670886076,0.0632911392405063,0
1395,5955,0.0029940119760479,0,0,0,0,0.00898203592814371,0.00598802395209581,0,0.00598802395209581,0.0029940119760479,0,0,0,0.00598802395209581,0,0,0,0.0029940119760479,0,0,0,0,0,0,0,0.0029940119760479,0,0.0568862275449102,0.0209580838323353,0.0449101796407186,0,0,0.0149700598802395,0,0.0748502994011976,0.0179640718562874,0,0,0,0.00898203592814371,0,0,0.092814371257485,0.0119760479041916,0.0029940119760479,0.125748502994012,0.0209580838323353,0,0,0.0479041916167665,0,0,0,0,0,0.0029940119760479,0.00598802395209581,0,0,0,0,0,0,0.323353293413174,0,0,0,0,0,0.0029940119760479,0,0.00598802395209581,0,0.0029940119760479,0.0748502994011976,0
1402.5,6022,0,0,0,0,0,0.00604229607250755,0.0151057401812689,0,0.027190332326284,0,0,0,0,0.00302114803625378,0,0,0,0,0,0,0,0,0,0,0,0.00604229607250755,0,0.0725075528700906,0.00302114803625378,0.0483383685800604,0,0,0,0,0.081570996978852,0.0211480362537764,0,0.00302114803625378,0,0.0151057401812689,0,0,0.0574018126888218,0.00604229607250755,0,0.232628398791541,0,0.00302114803625378,0,0.0483383685800604,0,0,0,0,0,0,0.0120845921450151,0.00302114803625378,0,0,0,0,0,0.274924471299094,0,0,0,0,0,0,0,0,0,0.00604229607250755,0.054380664652568,0
1410,6090,0,0.00284900284900285,0,0,0.00854700854700855,0.0142450142450142,0.0170940170940171,0,0.0341880341880342,0,0,0,0,0.00284900284900285,0,0,0,0,0.00284900284900285,0,0.00284900284900285,0,0.00284900284900285,0,0,0.00854700854700855,0,0.037037037037037,0.0142450142450142,0.0740740740740741,0,0,0.00284900284900285,0,0.0911680911680912,0.0398860398860399,0.00854700854700855,0,0,0.0541310541310541,0,0.00284900284900285,0.0854700854700855,0,0,0.193732193732194,0.0113960113960114,0,0,0.0256410256410256,0,0,0,0,0,0,0.00284900284900285,0.00284900284900285,0,0,0,0,0,0.210826210826211,0,0,0,0,0,0,0,0.00854700854700855,0,0,0.037037037037037,0
1425,6231,0,0,0,0,0,0.014367816091954,0.00862068965517241,0,0.028735632183908,0,0,0.0028735632183908,0,0.00574712643678161,0,0,0,0.00574712643678161,0.014367816091954,0,0,0,0,0,0,0.00574712643678161,0,0.0258620689655172,0.0172413793103448,0.0028735632183908,0,0,0,0,0.255747126436782,0.0172413793103448,0.00574712643678161,0,0,0.0258620689655172,0.00574712643678161,0,0.103448275862069,0.0172413793103448,0.00862068965517241,0.186781609195402,0.0114942528735632,0,0,0.0316091954022989,0,0,0,0,0,0.00574712643678161,0.00574712643678161,0,0,0,0,0,0,0.146551724137931,0,0,0,0,0,0.00574712643678161,0,0.00574712643678161,0,0,0.028735632183908,0
1440,6375,0,0,0,0,0.0108695652173913,0.0135869565217391,0.00815217391304348,0.00271739130434783,0.00815217391304348,0,0,0,0,0,0,0,0,0,0.00543478260869565,0,0.00271739130434783,0,0,0.00815217391304348,0.00271739130434783,0.00543478260869565,0,0.0271739130434783,0.00543478260869565,0.046195652173913,0,0,0.00543478260869565,0,0.182065217391304,0.0597826086956522,0.0190217391304348,0,0,0.0380434782608696,0,0.0108695652173913,0.0516304347826087,0,0,0.160326086956522,0.016304347826087,0,0,0.0489130434782609,0,0,0.00271739130434783,0.00271739130434783,0,0,0.00543478260869565,0,0,0,0,0,0,0.190217391304348,0,0,0,0.00543478260869565,0,0,0,0.00543478260869565,0.00271739130434783,0,0.046195652173913,0
1457,6544,0,0,0,0,0.0056657223796034,0.0028328611898017,0.0056657223796034,0,0.0113314447592068,0,0,0,0,0.0056657223796034,0,0,0,0,0.0028328611898017,0,0,0,0,0,0.0028328611898017,0.0056657223796034,0,0.0254957507082153,0.028328611898017,0.0424929178470255,0,0,0.0028328611898017,0,0.169971671388102,0.0084985835694051,0.0028328611898017,0,0,0.056657223796034,0,0,0.178470254957507,0,0,0.161473087818697,0.0056657223796034,0,0,0.093484419263456,0,0,0,0,0,0,0.0028328611898017,0,0,0,0,0,0,0.147308781869688,0,0,0,0,0,0,0,0,0,0,0.0311614730878187,0
1470,6675,0,0,0,0,0.0196078431372549,0.00280112044817927,0,0,0,0,0,0,0,0,0,0,0,0,0.0336134453781513,0,0,0,0,0.00280112044817927,0.00280112044817927,0.00280112044817927,0,0.0196078431372549,0.00560224089635854,0.0280112044817927,0,0,0.0140056022408964,0,0.19327731092437,0.0168067226890756,0,0.00560224089635854,0.00280112044817927,0.00840336134453781,0,0.00280112044817927,0.134453781512605,0.00560224089635854,0.00840336134453781,0.168067226890756,0.0280112044817927,0.00280112044817927,0,0.0364145658263305,0.00280112044817927,0,0.00280112044817927,0.00280112044817927,0.00280112044817927,0,0,0,0,0.00280112044817927,0,0.00280112044817927,0,0.207282913165266,0,0,0,0,0,0,0.00280112044817927,0,0,0.00280112044817927,0.0252100840336134,0
1485,6831,0,0,0,0,0.00277777777777778,0.00277777777777778,0,0,0.0111111111111111,0,0,0,0,0.00277777777777778,0,0,0,0,0.0111111111111111,0,0,0,0,0,0,0.00277777777777778,0,0.0333333333333333,0.00555555555555556,0.0333333333333333,0,0,0.00277777777777778,0,0.322222222222222,0.00555555555555556,0,0,0,0.0166666666666667,0,0,0.302777777777778,0.00277777777777778,0,0.1,0.025,0,0,0.0583333333333333,0,0,0,0,0,0,0.0166666666666667,0,0,0,0,0,0,0.0333333333333333,0,0,0.00277777777777778,0,0.00277777777777778,0,0,0.00277777777777778,0,0,0,0
1491,6894,0,0,0.00547945205479452,0,0.00273972602739726,0.00273972602739726,0.00273972602739726,0,0.0136986301369863,0,0,0,0.00547945205479452,0,0,0,0,0,0.00547945205479452,0,0,0,0,0,0,0.00273972602739726,0,0.0383561643835616,0.0219178082191781,0.0164383561643836,0,0,0,0,0.364383561643836,0.00547945205479452,0,0,0,0.0301369863013699,0,0,0.0602739726027397,0.010958904109589,0,0.073972602739726,0.00547945205479452,0,0,0.0684931506849315,0,0,0,0,0,0,0.00821917808219178,0.00273972602739726,0,0,0,0,0,0.180821917808219,0,0,0,0,0,0,0,0,0,0.00547945205479452,0.0657534246575342,0
1500,6990,0,0,0,0,0,0.00210084033613445,0.00420168067226891,0,0.0126050420168067,0,0,0,0,0.00210084033613445,0.00210084033613445,0,0,0.00210084033613445,0.00210084033613445,0,0,0,0,0,0,0.00420168067226891,0,0.00630252100840336,0,0.0378151260504202,0,0,0,0,0.126050420168067,0.00630252100840336,0.00210084033613445,0.00420168067226891,0,0.0336134453781513,0.00210084033613445,0,0.26890756302521,0.00420168067226891,0.00210084033613445,0.239495798319328,0.0126050420168067,0,0,0.0630252100840336,0,0,0,0,0,0,0.0105042016806723,0,0,0,0,0.00210084033613445,0,0.126050420168067,0,0,0,0,0,0,0,0,0,0.0168067226890756,0.00420168067226891,0
1507,7067,0,0,0,0,0.00280112044817927,0.00560224089635854,0,0,0.00840336134453781,0.00280112044817927,0,0,0,0.00560224089635854,0,0,0,0.00280112044817927,0.00560224089635854,0,0,0,0,0,0,0.0140056022408964,0.00280112044817927,0.0560224089635854,0.0140056022408964,0.00840336134453781,0,0,0,0.00560224089635854,0.327731092436975,0.00280112044817927,0.00560224089635854,0,0.00280112044817927,0.0336134453781513,0,0,0.100840336134454,0.0168067226890756,0.00280112044817927,0.151260504201681,0,0,0,0.030812324929972,0,0,0,0,0,0,0.00560224089635854,0.00280112044817927,0.00840336134453781,0,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0.030812324929972,0
1515,7155,0,0,0,0,0.00552486187845304,0.00276243093922652,0.00828729281767956,0,0.0138121546961326,0.00276243093922652,0.00552486187845304,0,0,0.00276243093922652,0,0,0,0.00276243093922652,0,0.00552486187845304,0,0,0,0,0,0.00552486187845304,0.00276243093922652,0.0193370165745856,0.0138121546961326,0.0138121546961326,0,0,0,0,0.287292817679558,0.0193370165745856,0.00276243093922652,0,0,0.0386740331491713,0,0,0.232044198895028,0.00276243093922652,0.00276243093922652,0.12707182320442,0.0138121546961326,0,0,0.074585635359116,0,0,0,0,0,0,0.0248618784530387,0,0,0,0,0,0,0.0497237569060773,0,0,0,0,0,0.00276243093922652,0,0,0,0,0.0165745856353591,0
1522,7235,0,0,0,0,0,0,0.00224719101123596,0,0.00449438202247191,0,0,0,0,0,0,0,0,0.00224719101123596,0.00674157303370787,0.00449438202247191,0,0,0,0,0,0.00449438202247191,0.00224719101123596,0.0179775280898876,0.00449438202247191,0.00449438202247191,0,0,0,0,0.289887640449438,0.00449438202247191,0.00224719101123596,0,0,0.0359550561797753,0,0,0.334831460674157,0.00674157303370787,0,0.123595505617978,0.0112359550561798,0,0,0.0382022471910112,0,0,0,0,0,0,0.0539325842696629,0,0,0,0,0,0,0.0224719101123595,0,0,0,0.00449438202247191,0,0,0,0,0,0.00674157303370787,0.0112359550561798,0
1530,7327,0,0,0,0,0,0.0021978021978022,0.00659340659340659,0,0.0175824175824176,0,0,0.0021978021978022,0,0.0043956043956044,0,0,0,0,0.0043956043956044,0,0,0,0,0,0,0,0,0.0043956043956044,0.0043956043956044,0.0351648351648352,0,0,0,0,0.138461538461538,0.0549450549450549,0.0021978021978022,0,0,0.0153846153846154,0,0,0.241758241758242,0,0,0.184615384615385,0.0175824175824176,0,0,0.0703296703296703,0,0,0,0,0,0,0.0263736263736264,0.0021978021978022,0,0,0,0,0,0.134065934065934,0,0,0,0,0,0,0,0.0021978021978022,0,0.0043956043956044,0.0241758241758242,0
1537,7409,0,0,0,0,0,0.0106382978723404,0,0,0.00531914893617021,0,0,0,0,0.00265957446808511,0,0,0,0,0,0,0,0,0,0,0,0.00531914893617021,0.00797872340425532,0.0425531914893617,0.0132978723404255,0.0292553191489362,0,0,0,0,0.143617021276596,0.0345744680851064,0.00265957446808511,0,0,0.0319148936170213,0.00265957446808511,0,0.199468085106383,0.0159574468085106,0,0.172872340425532,0.0132978723404255,0,0,0.074468085106383,0,0,0,0,0.00265957446808511,0,0.0106382978723404,0.00531914893617021,0,0,0,0,0,0.11436170212766,0,0,0,0,0,0.00265957446808511,0,0.00265957446808511,0,0.00531914893617021,0.0478723404255319,0
1545,7506,0.00285714285714286,0,0,0,0.00571428571428571,0.00285714285714286,0.00571428571428571,0,0.00571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00285714285714286,0,0.02,0.00285714285714286,0.0228571428571429,0,0,0.00571428571428571,0,0.06,0.0285714285714286,0,0,0,0.00857142857142857,0,0,0.362857142857143,0,0.00285714285714286,0.242857142857143,0.0257142857142857,0,0,0.0971428571428571,0,0,0,0,0.00285714285714286,0,0.00857142857142857,0,0,0,0,0,0,0.0628571428571429,0,0,0,0,0,0.00571428571428571,0,0,0,0.00285714285714286,0.0114285714285714,0
1552.5,7598,0,0,0,0,0,0.0153374233128834,0,0,0.0644171779141104,0,0,0,0,0.00306748466257669,0,0,0,0,0,0,0,0,0,0,0,0.0122699386503067,0.0122699386503067,0.0306748466257669,0.00613496932515337,0.0398773006134969,0,0,0,0,0.0552147239263804,0.0245398773006135,0.00306748466257669,0,0,0.0184049079754601,0,0,0.0797546012269939,0.0429447852760736,0,0.337423312883436,0.00613496932515337,0,0,0.0858895705521472,0,0,0.00306748466257669,0,0,0,0.00306748466257669,0,0,0,0,0,0,0.113496932515337,0,0,0,0.00306748466257669,0,0,0,0,0,0,0.0398773006134969,0
1560,7693,0,0,0,0,0.00282485875706215,0.0282485875706215,0.00564971751412429,0,0.0225988700564972,0.00564971751412429,0,0,0,0.00847457627118644,0,0,0,0.00282485875706215,0.00282485875706215,0,0,0,0,0.00282485875706215,0,0.0169491525423729,0,0.019774011299435,0.00564971751412429,0.0932203389830508,0,0,0,0.00282485875706215,0.0790960451977401,0.0225988700564972,0.00564971751412429,0.00564971751412429,0,0.019774011299435,0,0,0.107344632768362,0.0112994350282486,0,0.18361581920904,0.0338983050847458,0,0,0.0847457627118644,0,0,0,0.00282485875706215,0,0.00282485875706215,0.00564971751412429,0.00564971751412429,0.00847457627118644,0,0,0,0,0.163841807909605,0,0,0,0,0.00282485875706215,0.00564971751412429,0,0.00564971751412429,0,0,0.0225988700564972,0
1567,7783,0,0,0,0,0,0.00959232613908873,0.00719424460431655,0,0.0239808153477218,0,0,0,0,0.00719424460431655,0,0,0,0.00479616306954436,0.00479616306954436,0.00719424460431655,0,0,0,0,0,0.0167865707434053,0.00479616306954436,0.0551558752997602,0.00719424460431655,0.0311750599520384,0,0,0.00239808153477218,0,0.0815347721822542,0.0311750599520384,0,0,0,0.0287769784172662,0,0,0.0623501199040767,0.0191846522781775,0.00239808153477218,0.26378896882494,0.00959232613908873,0,0,0.0551558752997602,0,0,0,0,0,0,0.00479616306954436,0.00479616306954436,0,0,0,0,0,0.177458033573141,0,0,0,0,0,0,0,0.00239808153477218,0,0.00239808153477218,0.0719424460431655,0
1575,7888,0.010989010989011,0,0,0,0,0.010989010989011,0.010989010989011,0,0.0467032967032967,0.00274725274725275,0,0,0,0.00274725274725275,0,0,0,0,0.00274725274725275,0,0.00274725274725275,0,0.00274725274725275,0,0.00274725274725275,0.00824175824175824,0.010989010989011,0.0302197802197802,0.021978021978022,0.0412087912087912,0,0.00274725274725275,0.00824175824175824,0,0.0494505494505494,0.0192307692307692,0.00549450549450549,0,0,0.0357142857142857,0,0,0.134615384615385,0,0,0.173076923076923,0.0164835164835165,0,0,0.112637362637363,0,0,0,0,0,0,0.00824175824175824,0,0,0,0,0,0,0.151098901098901,0,0,0,0,0,0.00274725274725275,0,0,0,0,0.0714285714285714,0
1582,7982,0,0,0,0,0,0.00852272727272727,0.0113636363636364,0,0.0369318181818182,0,0,0,0.0113636363636364,0.00852272727272727,0,0,0,0,0,0.00568181818181818,0,0,0,0,0,0.00568181818181818,0,0.0426136363636364,0,0.0284090909090909,0,0,0,0,0.102272727272727,0.0284090909090909,0,0,0,0.0198863636363636,0.00284090909090909,0,0.102272727272727,0.0142045454545455,0,0.21875,0.0113636363636364,0,0,0.0738636363636364,0,0,0,0,0,0,0.00852272727272727,0,0,0,0,0,0,0.204545454545455,0,0,0,0,0,0,0,0,0,0,0.0539772727272727,0
1590,8091,0,0,0,0,0.00544959128065395,0.0163487738419619,0.0136239782016349,0,0.0136239782016349,0,0,0,0,0.0163487738419619,0,0,0,0,0,0,0,0,0.00272479564032698,0,0,0.0136239782016349,0,0.0408719346049046,0.00272479564032698,0.0463215258855586,0,0,0,0.00272479564032698,0.11716621253406,0.0435967302452316,0,0.00272479564032698,0,0.0245231607629428,0,0,0.103542234332425,0,0,0.108991825613079,0.0163487738419619,0,0,0.0653950953678474,0,0,0,0,0,0.00272479564032698,0.00272479564032698,0.0136239782016349,0,0,0,0,0,0.267029972752044,0,0,0,0,0.00817438692098093,0,0,0.0108991825613079,0,0.00544959128065395,0.0326975476839237,0
1595,8160,0,0,0,0,0,0.0162162162162162,0.0027027027027027,0,0.0243243243243243,0,0,0,0,0.0027027027027027,0,0,0,0.0027027027027027,0.0027027027027027,0,0,0,0,0,0,0.00540540540540541,0.00540540540540541,0.0567567567567568,0,0.0135135135135135,0,0,0,0,0.121621621621622,0.0351351351351351,0,0,0,0.0216216216216216,0,0,0.0918918918918919,0.027027027027027,0,0.205405405405405,0.00810810810810811,0.0027027027027027,0,0.0810810810810811,0,0,0,0,0,0,0.0027027027027027,0,0,0,0,0,0,0.197297297297297,0,0,0,0,0,0,0,0.00810810810810811,0,0.0027027027027027,0.0621621621621622,0
1600,8229,0,0,0,0,0,0.0265957446808511,0.0319148936170213,0,0.0452127659574468,0,0,0,0.00531914893617021,0.00531914893617021,0,0,0,0.00797872340425532,0,0,0,0,0,0,0,0.00531914893617021,0,0.0425531914893617,0.00265957446808511,0.0425531914893617,0,0,0,0,0.0877659574468085,0.023936170212766,0.0106382978723404,0,0.00265957446808511,0.0265957446808511,0,0,0.125,0.00531914893617021,0,0.234042553191489,0.00265957446808511,0,0,0.0797872340425532,0,0,0,0,0,0.00531914893617021,0.00265957446808511,0.00265957446808511,0,0,0,0,0,0.151595744680851,0,0,0,0,0,0,0.00265957446808511,0,0,0.00265957446808511,0.0186170212765957,0
1605,8299,0,0,0,0,0,0.028328611898017,0.0028328611898017,0,0.0396600566572238,0.0028328611898017,0,0,0,0.0028328611898017,0,0,0,0.0056657223796034,0,0.0198300283286119,0.0028328611898017,0,0,0,0,0.0056657223796034,0.0084985835694051,0.0679886685552408,0.0084985835694051,0.0396600566572238,0,0,0,0,0.084985835694051,0.028328611898017,0.0084985835694051,0,0,0.028328611898017,0,0,0.104815864022663,0.0084985835694051,0.0028328611898017,0.18413597733711,0.0028328611898017,0,0,0.110481586402266,0,0,0,0,0,0,0.0056657223796034,0,0,0,0,0,0,0.152974504249292,0,0,0,0,0,0,0,0,0,0,0.0424929178470255,0
1610,8370,0,0,0,0,0,0.0105540897097625,0.0079155672823219,0,0.029023746701847,0,0,0,0.00263852242744063,0.00527704485488127,0,0,0,0,0,0,0,0,0,0,0,0.00263852242744063,0,0.079155672823219,0.00263852242744063,0.0554089709762533,0,0,0,0,0.0765171503957784,0.029023746701847,0.0105540897097625,0,0,0.029023746701847,0,0,0.184696569920844,0.0079155672823219,0,0.203166226912929,0.0105540897097625,0,0,0.0765171503957784,0,0,0,0,0,0,0.0105540897097625,0,0,0,0,0,0,0.110817941952507,0,0,0,0,0,0,0,0.00527704485488127,0,0.00263852242744063,0.0474934036939314,0
1615,8441,0,0,0,0,0,0.0129449838187702,0.0129449838187702,0,0.029126213592233,0,0,0,0,0.0129449838187702,0,0,0,0,0,0.00323624595469256,0,0,0,0,0,0.0194174757281553,0,0.0517799352750809,0,0.0323624595469256,0,0,0,0.00323624595469256,0.0938511326860841,0.0517799352750809,0.00323624595469256,0,0,0.0323624595469256,0,0,0.122977346278317,0.0129449838187702,0,0.262135922330097,0.00970873786407767,0,0,0.0647249190938511,0,0,0,0,0,0,0.00323624595469256,0,0,0,0,0,0,0.106796116504854,0,0,0,0,0,0,0,0,0,0.00323624595469256,0.0550161812297735,0
1620,8512,0,0,0,0,0,0.00405679513184584,0.0121703853955375,0,0.0162271805273834,0,0.00202839756592292,0,0,0.00811359026369168,0,0,0,0.00608519269776876,0.00202839756592292,0,0.00202839756592292,0,0,0,0,0.00608519269776876,0,0.0202839756592292,0,0.0730223123732252,0,0,0,0.0344827586206897,0.0304259634888438,0.0365111561866126,0.00608519269776876,0.00202839756592292,0,0.0365111561866126,0,0,0.109533468559838,0,0,0.202839756592292,0.0304259634888438,0,0,0.0567951318458418,0,0,0,0,0,0,0,0,0,0,0,0,0.00405679513184584,0.22920892494929,0,0,0,0.00202839756592292,0,0,0,0.0141987829614604,0.00202839756592292,0,0.050709939148073,0
1625,8583,0,0,0,0,0.0028328611898017,0.0113314447592068,0.0028328611898017,0,0.0198300283286119,0,0,0,0.0028328611898017,0.0056657223796034,0,0,0,0,0,0,0,0,0,0,0,0.0056657223796034,0.0141643059490085,0.0793201133144476,0.0963172804532578,0,0,0,0,0.0028328611898017,0.0736543909348442,0.0169971671388102,0.0141643059490085,0,0,0.0509915014164306,0,0,0.107648725212465,0.0198300283286119,0.0028328611898017,0.161473087818697,0.0084985835694051,0.0028328611898017,0,0.0623229461756374,0,0,0,0,0,0,0.0056657223796034,0.0028328611898017,0,0,0,0,0,0.15014164305949,0,0,0.0056657223796034,0.0028328611898017,0,0.0028328611898017,0,0,0,0.0028328611898017,0.0623229461756374,0
1630,8655,0,0,0,0,0,0.0220125786163522,0.00628930817610063,0,0.0345911949685535,0,0,0,0,0.0157232704402516,0,0.00314465408805031,0,0,0,0,0,0,0,0,0,0.00628930817610063,0.00314465408805031,0.0314465408805031,0,0.0314465408805031,0,0,0.00314465408805031,0,0.0566037735849057,0.0377358490566038,0.00314465408805031,0,0,0.0220125786163522,0,0,0.157232704402516,0.00628930817610063,0.00314465408805031,0.242138364779874,0.0157232704402516,0,0,0.0849056603773585,0,0,0.00314465408805031,0,0,0,0,0.00314465408805031,0,0,0,0,0,0.157232704402516,0,0,0,0,0,0.00314465408805031,0,0,0,0.00628930817610063,0.0408805031446541,0
1635,8728,0,0,0,0,0.00294117647058824,0.0147058823529412,0.00294117647058824,0,0.0470588235294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00294117647058824,0.0147058823529412,0.0323529411764706,0.00294117647058824,0.0264705882352941,0,0,0,0.00294117647058824,0.0676470588235294,0.0323529411764706,0.00588235294117647,0,0,0.0147058823529412,0,0,0.141176470588235,0.0147058823529412,0.00294117647058824,0.288235294117647,0.00294117647058824,0,0,0.1,0,0,0,0,0,0,0.00294117647058824,0,0,0,0,0,0,0.105882352941176,0,0,0,0,0,0,0,0.00294117647058824,0,0.0117647058823529,0.0558823529411765,0
1640,8800,0,0,0,0,0,0.00819672131147541,0.00819672131147541,0,0.0245901639344262,0,0,0,0.00273224043715847,0.0109289617486339,0,0,0,0,0,0.00273224043715847,0,0,0,0,0,0.00546448087431694,0.00273224043715847,0.0655737704918033,0.00273224043715847,0.046448087431694,0,0,0.00819672131147541,0,0.0765027322404372,0.0355191256830601,0.00273224043715847,0,0,0.0191256830601093,0,0,0.193989071038251,0,0,0.229508196721311,0.0136612021857923,0,0,0.0792349726775956,0,0,0,0,0,0,0.00273224043715847,0.00546448087431694,0,0,0,0,0,0.133879781420765,0,0,0,0,0,0,0,0,0,0.00819672131147541,0.0109289617486339,0
