"depth","best.age","min.age","max.age"
1,-41,-43,-40
2,-38,-40,-36
3,-34,-37,-32
4,-31,-34,-27
5,-27,-32,-23
7,-20,-27,-15
9,-13,-21,-5
11,-4,-12,5
15,18,12,24
21,51,44,58
25,184,148,220
31,384,294,474
35,408,329,489
41,445,375,515
45,469,404,537
51,506,445,573
55,530,469,601
61,567,498,651
65,NA,NA,NA
71,NA,NA,NA
77,NA,NA,NA
