"sample.depths","sample.ages","Abies","Artemisia","Betula","Amaranthaceae.undiff.","Quercus","Salix","Tilia","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Vitis","Alnus","Ambrosia","Juniperus.Thuja","Fraxinus","Pinus","Poaceae","Acer.saccharum","Ostrya","Cyperaceae","Picea","Platanus","Populus","Acer.saccharinum","Fagus","Acer.rubrum","Plantago","Juglans","Acer.undiff.","Campanulaceae","Larix","Sarcobatus.vermiculatus","Rumex","Carya","Corylus","Elaeagnus","Myrica","Liquidambar","Acer.spicatum","Ephedra","Rosaceae","Ericaceae","Ilex","Xanthium","Acer.negundo"
110,1169,0.00277777777777778,0.00833333333333333,0.258333333333333,0,0.0666666666666667,0,0,0.0861111111111111,0,0.0194444444444444,0,0.0138888888888889,0.00277777777777778,0.0277777777777778,0.00833333333333333,0.465277777777778,0.00277777777777778,0.00833333333333333,0.00277777777777778,0.00277777777777778,0.0125,0.00277777777777778,0.00277777777777778,0,0,0.00277777777777778,0,0,0,0,0.00277777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,1224,0.00244498777506112,0.00244498777506112,0.234718826405868,0.00244498777506112,0.0537897310513447,0.00244498777506112,0,0.058679706601467,0.00244498777506112,0.0122249388753056,0,0.00733496332518337,0.0097799511002445,0.0611246943765281,0.0097799511002445,0.465770171149144,0.00733496332518337,0.0122249388753056,0.00488997555012225,0.00244498777506112,0.0207823960880196,0.00244498777506112,0.0122249388753056,0.00244498777506112,0.00244498777506112,0.00488997555012225,0,0,0,0,0,0,0,0,0,0.00244498777506112,0,0,0,0,0,0,0,0,0
120,1278,0.00238663484486874,0.00477326968973747,0.210023866348449,0,0.0429594272076372,0,0,0.0548926014319809,0,0.0119331742243437,0,0.0167064439140811,0.0071599045346062,0.107398568019093,0.00238663484486874,0.458233890214797,0.00238663484486874,0.0167064439140811,0.0071599045346062,0.0167064439140811,0.00954653937947494,0,0.0071599045346062,0.00238663484486874,0,0.00954653937947494,0,0,0,0,0.0071599045346062,0,0,0,0,0,0.00238663484486874,0,0,0,0,0,0,0,0
125,1333,0,0.0102171136653895,0.245210727969349,0.00510855683269476,0.0408684546615581,0.00255427841634738,0,0.0638569604086845,0,0.0204342273307791,0,0.0255427841634738,0.00510855683269476,0.0587484035759898,0.0102171136653895,0.452107279693487,0,0.0102171136653895,0.0153256704980843,0.00255427841634738,0.016602809706258,0.00255427841634738,0.00766283524904215,0,0,0.00510855683269476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,1387,0.00529100529100529,0.00529100529100529,0.198412698412698,0,0.0661375661375661,0.00264550264550265,0,0.0158730158730159,0.00529100529100529,0.00529100529100529,0,0.0343915343915344,0.00529100529100529,0.0291005291005291,0.0158730158730159,0.53968253968254,0,0.0132275132275132,0.0211640211640212,0.0105820105820106,0,0.00264550264550265,0.00264550264550265,0.00264550264550265,0.00529100529100529,0.00529100529100529,0,0,0,0,0,0,0,0,0.00529100529100529,0,0,0.00264550264550265,0,0,0,0,0,0,0
132,1409,0.00291120815138282,0.00873362445414847,0.183406113537118,0.00291120815138282,0.0756914119359534,0,0.00291120815138282,0.0465793304221252,0.00582241630276565,0.0116448326055313,0,0.0232896652110626,0.00582241630276565,0.0232896652110626,0.00291120815138282,0.572052401746725,0,0.00582241630276565,0.0116448326055313,0,0.00873362445414847,0,0,0.00291120815138282,0,0,0,0,0,0,0,0,0,0,0.00291120815138282,0,0,0,0,0,0,0,0,0,0
142,1518,0.00449101796407186,0.00898203592814371,0.260479041916168,0,0.0778443113772455,0,0,0.0449101796407186,0.0029940119760479,0.0179640718562874,0,0.0209580838323353,0,0.0179640718562874,0.0029940119760479,0.495508982035928,0.0029940119760479,0.0119760479041916,0,0.00898203592814371,0.0029940119760479,0,0.00898203592814371,0,0,0,0,0,0,0,0.00898203592814371,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,1583,0.00536672629695885,0,0.203935599284436,0.0035778175313059,0.0286225402504472,0.0035778175313059,0.0035778175313059,0.0429338103756708,0,0.0035778175313059,0,0.0429338103756708,0.0178890876565295,0.0500894454382826,0.0071556350626118,0.518783542039356,0.0035778175313059,0.0035778175313059,0.0107334525939177,0.0071556350626118,0.0143112701252236,0.0035778175313059,0,0.0035778175313059,0.0071556350626118,0.0071556350626118,0,0.0035778175313059,0,0,0,0,0,0,0,0,0.0035778175313059,0,0,0,0,0,0,0,0
150,1605,0.00343053173241852,0,0.243567753001715,0,0.0583190394511149,0.00343053173241852,0.00343053173241852,0.0445969125214408,0,0.0171526586620926,0,0.0205831903945112,0.00343053173241852,0.0205831903945112,0.0102915951972556,0.506003430531732,0.00686106346483705,0.0274442538593482,0.0102915951972556,0.00343053173241852,0.00686106346483705,0,0.00686106346483705,0,0,0,0,0,0,0,0.00343053173241852,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,1643,0.0031201248049922,0.0062402496099844,0.252730109204368,0.0031201248049922,0.093603744149766,0,0,0.146645865834633,0,0.0218408736349454,0,0.0374414976599064,0.0062402496099844,0.031201248049922,0.0124804992199688,0.3198127925117,0,0.0218408736349454,0.0218408736349454,0.0031201248049922,0.0031201248049922,0.0031201248049922,0,0,0.0031201248049922,0,0,0,0,0,0,0,0,0.0031201248049922,0,0,0,0,0.0031201248049922,0.0031201248049922,0,0,0,0,0
168,1776,0,0.00542740841248304,0.173677069199457,0.00271370420624152,0.0705563093622795,0.00271370420624152,0.00271370420624152,0.0895522388059701,0.00271370420624152,0.0162822252374491,0,0.0217096336499322,0,0.100407055630936,0.00271370420624152,0.424694708276798,0,0.0244233378561737,0.00814111261872456,0.00271370420624152,0.0108548168249661,0,0.0189959294436906,0,0.00271370420624152,0.0108548168249661,0,0.00271370420624152,0,0,0,0,0,0,0,0,0,0,0,0,0.00271370420624152,0,0,0,0
182,1909,0.00911854103343465,0.00303951367781155,0.276595744680851,0,0.0547112462006079,0.00303951367781155,0.00303951367781155,0.0911854103343465,0,0.0121580547112462,0,0.0455927051671733,0.0121580547112462,0.0151975683890578,0.00911854103343465,0.419452887537994,0.00303951367781155,0.0182370820668693,0.0121580547112462,0,0.0060790273556231,0,0,0,0.00303951367781155,0.00303951367781155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,1984,0.00890207715133531,0.0029673590504451,0.243323442136499,0.0029673590504451,0.0356083086053412,0.0029673590504451,0,0.0445103857566766,0.0029673590504451,0.0118694362017804,0,0.0593471810089021,0.00890207715133531,0.0207715133531157,0.0178041543026706,0.477744807121662,0.0029673590504451,0.0148367952522255,0.0118694362017804,0.00593471810089021,0.0029673590504451,0.0029673590504451,0.00593471810089021,0.0029673590504451,0.0029673590504451,0,0,0,0,0,0,0,0,0,0.0029673590504451,0,0,0,0,0,0,0.0029673590504451,0,0,0
217,2240,0.00570613409415121,0,0.288159771754636,0.00570613409415121,0.0599144079885877,0.00285306704707561,0.00285306704707561,0.102710413694722,0,0.0114122681883024,0,0.0228245363766049,0.00285306704707561,0.014265335235378,0.00570613409415121,0.426533523537803,0.00285306704707561,0.0228245363766049,0.00285306704707561,0,0.00285306704707561,0.00285306704707561,0.00285306704707561,0.00285306704707561,0,0.00285306704707561,0,0.00285306704707561,0,0,0.00285306704707561,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,2269,0,0.0195258019525802,0.220362622036262,0.00278940027894003,0.0697350069735007,0.00278940027894003,0,0.103207810320781,0.00278940027894003,0.0139470013947001,0,0.0195258019525802,0,0.0111576011157601,0.0139470013947001,0.449093444909344,0,0.0223152022315202,0.00836820083682008,0.00836820083682008,0.0153417015341702,0.00278940027894003,0.00557880055788006,0,0,0.00278940027894003,0,0,0,0,0,0,0.00278940027894003,0,0,0,0,0,0,0,0,0,0.00278940027894003,0,0
260,2648,0.00165289256198347,0.00661157024793388,0.234710743801653,0,0.059504132231405,0.00330578512396694,0.00330578512396694,0.0991735537190083,0,0.00330578512396694,0,0.0165289256198347,0,0.0429752066115702,0.00991735537190083,0.479338842975207,0.00330578512396694,0.0165289256198347,0.00991735537190083,0.00330578512396694,0,0.00330578512396694,0.00330578512396694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,3342,0.00687285223367698,0.00343642611683849,0.185567010309278,0.00343642611683849,0.0549828178694158,0,0,0.0549828178694158,0.00343642611683849,0.00687285223367698,0,0.0274914089347079,0,0.0584192439862543,0.00343642611683849,0.501718213058419,0.0171821305841924,0.0274914089347079,0.013745704467354,0.00687285223367698,0,0.00343642611683849,0.00687285223367698,0,0.00343642611683849,0.00687285223367698,0,0,0,0,0,0,0.00343642611683849,0,0,0,0,0,0,0,0,0,0,0,0
359,3944,0.00396825396825397,0.00793650793650794,0.166666666666667,0,0.111111111111111,0.00396825396825397,0,0.0634920634920635,0,0.0198412698412698,0,0.0317460317460317,0.00793650793650794,0.0317460317460317,0.0198412698412698,0.436507936507937,0.00793650793650794,0.0357142857142857,0.0277777777777778,0,0.00793650793650794,0.00396825396825397,0.00396825396825397,0,0,0.00396825396825397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00396825396825397,0
399,4547,0,0.0132669983416252,0.0796019900497512,0,0.0696517412935323,0.0066334991708126,0.0066334991708126,0.0199004975124378,0,0.0099502487562189,0,0.0165837479270315,0.0033167495854063,0.0265339966832504,0.0033167495854063,0.648424543946932,0.0132669983416252,0.0165837479270315,0.0199004975124378,0.0066334991708126,0.0165837479270315,0.0033167495854063,0.0033167495854063,0,0.0033167495854063,0.0033167495854063,0,0.0066334991708126,0,0,0,0,0,0,0,0,0,0,0,0,0.0033167495854063,0,0,0,0
430,5014,0.0188902007083825,0.00708382526564345,0.110979929161747,0.00236127508854782,0.106257378984652,0.00236127508854782,0,0.0283353010625738,0,0.00708382526564345,0,0.0236127508854782,0,0.0212514757969303,0.00944510035419126,0.58323494687131,0.00472255017709563,0.0236127508854782,0.0188902007083825,0.00944510035419126,0.00826446280991736,0,0.00236127508854782,0,0.00236127508854782,0.00236127508854782,0,0.00236127508854782,0,0,0.00236127508854782,0,0,0,0,0,0.00236127508854782,0,0,0,0,0,0,0,0
440,5165,0.0065359477124183,0.00326797385620915,0.0784313725490196,0,0.107843137254902,0,0,0.0326797385620915,0,0.0163398692810458,0,0.0228758169934641,0,0.0294117647058824,0.0261437908496732,0.630718954248366,0,0.0130718954248366,0.0065359477124183,0,0,0,0.0130718954248366,0,0.00326797385620915,0.0065359477124183,0,0,0,0,0,0,0,0,0.00326797385620915,0,0,0,0,0,0,0,0,0,0
450,5316,0.0134529147982063,0.0119581464872945,0.155455904334828,0,0.0986547085201794,0.00298953662182362,0.00298953662182362,0.0269058295964126,0.00298953662182362,0.0119581464872945,0,0.0298953662182362,0.00597907324364723,0.0448430493273543,0.00896860986547085,0.535127055306427,0,0.0149476831091181,0,0,0.00896860986547085,0,0.00298953662182362,0,0,0.00298953662182362,0,0.00298953662182362,0,0,0,0,0,0,0.00298953662182362,0,0.00597907324364723,0,0,0,0.00597907324364723,0,0,0,0
455,5425,0.00586080586080586,0.0131868131868132,0.165567765567766,0.00293040293040293,0.111355311355311,0.00146520146520147,0,0.0366300366300366,0.00293040293040293,0.0117216117216117,0,0.0234432234432234,0.00879120879120879,0.0234432234432234,0.0131868131868132,0.473260073260073,0.0146520146520147,0.0175824175824176,0.0234432234432234,0.00879120879120879,0.00366300366300366,0,0.0102564102564103,0,0.00293040293040293,0.0146520146520147,0,0,0,0,0.0043956043956044,0.00146520146520147,0,0.00146520146520147,0,0,0.00146520146520147,0,0,0,0.00146520146520147,0,0,0,0
460,5534,0.00155763239875389,0.0109034267912773,0.133956386292835,0.00623052959501558,0.0841121495327103,0.00311526479750779,0,0.116822429906542,0.00155763239875389,0.0155763239875389,0,0.0264797507788162,0.00778816199376947,0.0202492211838006,0.0233644859813084,0.484423676012461,0.0109034267912773,0.00934579439252336,0.0202492211838006,0.00311526479750779,0.00311526479750779,0.00155763239875389,0.00155763239875389,0,0,0.00623052959501558,0,0.00155763239875389,0,0,0.00467289719626168,0,0,0,0.00155763239875389,0,0,0,0,0,0,0,0,0,0
470,5752,0,0.00386100386100386,0.0888030888030888,0.0115830115830116,0.0810810810810811,0.00386100386100386,0,0.108108108108108,0,0.0193050193050193,0,0.0115830115830116,0,0.0424710424710425,0.0115830115830116,0.579150579150579,0.0115830115830116,0.00772200772200772,0.00386100386100386,0.00386100386100386,0.00386100386100386,0,0.00772200772200772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,5971,0,0.009000900090009,0.122412241224122,0.0054005400540054,0.0882088208820882,0,0,0.0594059405940594,0.0036003600360036,0.0216021602160216,0,0.045004500450045,0.0108010801080108,0.0234023402340234,0.0108010801080108,0.53015301530153,0.0018001800180018,0.0144014401440144,0.0288028802880288,0.009000900090009,0,0,0.009000900090009,0,0,0,0,0,0,0,0.0018001800180018,0,0,0,0,0,0,0,0.0018001800180018,0,0.0036003600360036,0,0,0,0
500,6408,0,0.00352112676056338,0.163732394366197,0.00528169014084507,0.116197183098592,0.00352112676056338,0.00352112676056338,0.00528169014084507,0.00176056338028169,0.022887323943662,0,0.028169014084507,0.0123239436619718,0.0193661971830986,0.022887323943662,0.55193661971831,0.00528169014084507,0.0105633802816901,0.00528169014084507,0,0.000880281690140845,0.00176056338028169,0.00528169014084507,0.00176056338028169,0.00176056338028169,0.00352112676056338,0,0,0,0,0.00176056338028169,0,0,0,0,0,0,0.00176056338028169,0,0,0,0,0,0,0
519,6713,0.00267022696929239,0.00267022696929239,0.101468624833111,0.0106809078771696,0.0854472630173565,0.00267022696929239,0,0,0,0.0160213618157543,0,0.0106809078771696,0.0106809078771696,0,0.0213618157543391,0.655540720961282,0.00801068090787717,0.00267022696929239,0.0373831775700935,0.00534045393858478,0,0,0.0160213618157543,0,0,0.00534045393858478,0,0,0,0,0.00267022696929239,0,0,0,0,0,0,0,0,0,0.00267022696929239,0,0,0,0
549,7195,0,0.00529801324503311,0.095364238410596,0.0105960264900662,0.100662251655629,0,0.00529801324503311,0,0.00264900662251656,0.0185430463576159,0,0.0211920529801325,0.00794701986754967,0.00529801324503311,0.0211920529801325,0.623841059602649,0.0185430463576159,0.0158940397350993,0.0211920529801325,0.00794701986754967,0,0.00264900662251656,0.0132450331125828,0,0,0,0,0.00264900662251656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,7708,0.00201409869083585,0.00604229607250755,0.118831822759315,0.00604229607250755,0.0362537764350453,0.00201409869083585,0,0,0.0040281973816717,0.0281973816717019,0,0.0080563947633434,0.0040281973816717,0.0181268882175227,0.0201409869083585,0.695871097683787,0.00604229607250755,0.00604229607250755,0.0120845921450151,0.0040281973816717,0,0,0.0080563947633434,0.00201409869083585,0,0.00201409869083585,0,0.0040281973816717,0,0,0.00201409869083585,0,0,0,0,0,0,0.0040281973816717,0,0,0,0,0,0,0
615,8567,0.00253164556962025,0.010126582278481,0.189873417721519,0.0151898734177215,0.0354430379746835,0,0,0,0.00253164556962025,0.030379746835443,0,0.0253164556962025,0.0126582278481013,0.0253164556962025,0.020253164556962,0.586075949367089,0.00506329113924051,0,0.00759493670886076,0.00253164556962025,0.00632911392405063,0.00506329113924051,0.00759493670886076,0,0,0,0,0.00253164556962025,0,0,0,0,0.00253164556962025,0,0.00253164556962025,0,0,0,0.00253164556962025,0,0,0,0,0,0
630,8926,0,0.0131208997188379,0.12933458294283,0.00749765698219306,0.00937207122774133,0.0056232427366448,0,0,0,0.0224929709465792,0,0.0356138706654171,0.0168697282099344,0.00749765698219306,0.00749765698219306,0.706654170571696,0.00374882849109653,0.00374882849109653,0.0131208997188379,0.00374882849109653,0.00468603561387067,0,0.00187441424554827,0,0,0.00187441424554827,0,0,0,0,0,0,0,0,0,0,0.00187441424554827,0,0,0,0.00187441424554827,0,0,0.00187441424554827,0
650,9296,0.0016366612111293,0.016366612111293,0.108019639934534,0.00654664484451719,0.0327332242225859,0.00327332242225859,0.00327332242225859,0,0.00654664484451719,0.0294599018003273,0,0.00654664484451719,0.0130932896890344,0.016366612111293,0,0.65139116202946,0.016366612111293,0.00654664484451719,0.0196399345335516,0,0.0490998363338789,0,0.00327332242225859,0,0,0,0,0.00654664484451719,0,0,0,0,0,0.00327332242225859,0,0,0,0,0,0,0,0,0,0,0
667,9442,0.0216666666666667,0.0233333333333333,0.153333333333333,0.00333333333333333,0.0333333333333333,0,0,0.00666666666666667,0.00333333333333333,0.0333333333333333,0,0.0566666666666667,0.01,0.0366666666666667,0.01,0.541666666666667,0.0133333333333333,0,0.00666666666666667,0.00666666666666667,0.0133333333333333,0,0,0,0,0,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0
670,9468,0.00980392156862745,0.00980392156862745,0.137254901960784,0.0130718954248366,0.0522875816993464,0,0,0,0.00980392156862745,0.0326797385620915,0,0.0294117647058824,0.0163398692810458,0.042483660130719,0.0065359477124183,0.547385620915033,0.0130718954248366,0,0.0163398692810458,0,0.0408496732026144,0,0.00326797385620915,0,0,0,0,0.00326797385620915,0,0,0.00326797385620915,0,0,0.00326797385620915,0,0,0,0,0,0,0.00980392156862745,0,0,0,0
672,9485,0.00779727095516569,0.0194931773879142,0.16374269005848,0.00779727095516569,0.0155945419103314,0.00779727095516569,0.00389863547758285,0,0.0116959064327485,0.00779727095516569,0,0.0467836257309941,0.0194931773879142,0.0233918128654971,0.0116959064327485,0.594541910331384,0.00389863547758285,0,0.0194931773879142,0,0.0272904483430799,0,0.00389863547758285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00389863547758285,0,0,0,0,0,0
675,9511,0.00690846286701209,0.0103626943005181,0.141623488773748,0.0103626943005181,0.0379965457685665,0.00345423143350604,0,0,0.00345423143350604,0.0483592400690846,0,0.0276338514680484,0.0103626943005181,0.0345423143350604,0.00345423143350604,0.585492227979275,0,0.00345423143350604,0.0172711571675302,0.00345423143350604,0.0310880829015544,0,0.00345423143350604,0,0,0,0,0.00690846286701209,0,0,0.00690846286701209,0,0,0,0,0,0.00345423143350604,0,0,0,0,0,0,0,0
680,9554,0.00857632933104631,0.0205831903945112,0.137221269296741,0.0102915951972556,0.0445969125214408,0.0137221269296741,0,0,0.0102915951972556,0.0308747855917667,0,0.0240137221269297,0.0102915951972556,0.0240137221269297,0.0102915951972556,0.55917667238422,0,0,0.0205831903945112,0.00343053173241852,0.0480274442538593,0,0.0102915951972556,0,0,0,0,0,0,0,0,0,0,0.00686106346483705,0,0,0,0,0,0,0.00686106346483705,0,0,0,0
682,9571,0.0110236220472441,0.0062992125984252,0.14488188976378,0.0094488188976378,0.0440944881889764,0.0125984251968504,0,0,0.0094488188976378,0.0125984251968504,0,0.0346456692913386,0.0188976377952756,0.047244094488189,0.0031496062992126,0.584251968503937,0.0031496062992126,0,0.0094488188976378,0.0031496062992126,0.0204724409448819,0,0.0094488188976378,0,0,0,0,0.0031496062992126,0,0,0.0031496062992126,0,0.0031496062992126,0,0,0,0.0031496062992126,0,0,0.0031496062992126,0,0,0,0,0
685,9597,0.0173076923076923,0.0115384615384615,0.119230769230769,0.00769230769230769,0.0307692307692308,0.00769230769230769,0,0.00384615384615385,0,0.0192307692307692,0,0.0115384615384615,0.0153846153846154,0.0384615384615385,0.00384615384615385,0.586538461538462,0.0115384615384615,0,0.00769230769230769,0.00384615384615385,0.0538461538461538,0.00769230769230769,0.0192307692307692,0,0,0,0,0,0,0,0,0,0,0,0.00384615384615385,0,0,0,0.00384615384615385,0,0.00769230769230769,0,0,0.00769230769230769,0
712,9969,0.004149377593361,0.0138312586445367,0.143845089903181,0.00276625172890733,0.0359612724757953,0.00829875518672199,0,0,0,0.0276625172890733,0,0.00553250345781466,0.00553250345781466,0.0193637621023513,0.0138312586445367,0.6417704011065,0.00829875518672199,0.00276625172890733,0.0193637621023513,0,0.0387275242047026,0,0,0,0,0,0,0,0,0,0.00553250345781466,0,0,0.00276625172890733,0,0,0,0,0,0,0,0,0,0,0
