"sample.depths","sample.ages","Abies","Artemisia","Betula","Amaranthaceae.undiff.","Quercus","Salix","Tilia","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Vitis","Alnus","Ambrosia","Juniperus.Thuja","Fraxinus","Pinus","Poaceae","Acer.saccharum","Ostrya","Cyperaceae","Picea","Platanus","Populus","Acer.saccharinum","Fagus","Acer.rubrum","Plantago","Juglans","Acer.undiff.","Campanulaceae","Larix","Sarcobatus.vermiculatus","Rumex","Carya","Corylus","Elaeagnus","Myrica","Liquidambar","Acer.spicatum","Ephedra","Rosaceae","Ericaceae","Ilex","Xanthium","Acer.negundo"
13,113,0.00344827586206897,0.00344827586206897,0.220689655172414,0.0103448275862069,0.0413793103448276,0.00344827586206897,0.00689655172413793,0.2,0.00689655172413793,0.0172413793103448,0.00344827586206897,0.0241379310344828,0.0172413793103448,0.0241379310344828,0.00689655172413793,0.348275862068965,0.00344827586206897,0.0379310344827586,0.0206896551724138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,124,0.0085348506401138,0.0085348506401138,0.227596017069701,0.00284495021337127,0.0568990042674253,0,0,0.213371266002845,0.00284495021337127,0.0227596017069701,0,0.0085348506401138,0.00568990042674253,0.0142247510668563,0.00284495021337127,0.34850640113798,0.00568990042674253,0.0341394025604552,0.0113798008534851,0.0085348506401138,0.00568990042674253,0.00568990042674253,0.00284495021337127,0.00284495021337127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,134,0.0032,0.0032,0.2432,0.0096,0.0384,0,0.0032,0.1824,0,0.0064,0,0.016,0.0192,0.0192,0.0032,0.3856,0.0064,0.0352,0.0064,0,0.0064,0.0032,0,0.0032,0.0064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,145,0.00291970802919708,0.00291970802919708,0.268613138686131,0.00291970802919708,0.0554744525547445,0.00291970802919708,0,0.134306569343066,0,0.0145985401459854,0.00291970802919708,0.0204379562043796,0.00291970802919708,0.00291970802919708,0.0116788321167883,0.376642335766423,0,0.035036496350365,0.0233576642335766,0,0.0160583941605839,0.00583941605839416,0.00583941605839416,0,0.00291970802919708,0.00583941605839416,0.00291970802919708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,156,0.00305810397553517,0.0091743119266055,0.250764525993884,0.0091743119266055,0.0611620795107034,0.00305810397553517,0.00611620795107034,0.155963302752294,0,0.0091743119266055,0,0.018348623853211,0,0.0152905198776758,0.00305810397553517,0.409785932721713,0.00305810397553517,0.018348623853211,0.00611620795107034,0.00305810397553517,0.0122324159021407,0,0,0.00305810397553517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,167,0,0.00774193548387097,0.24,0.00258064516129032,0.0825806451612903,0,0.00258064516129032,0.167741935483871,0.00258064516129032,0.0103225806451613,0,0.0154838709677419,0.00774193548387097,0.0335483870967742,0.00258064516129032,0.36258064516129,0.00258064516129032,0.0387096774193548,0.00774193548387097,0,0,0.00258064516129032,0.00258064516129032,0.00258064516129032,0,0,0,0.00516129032258065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,178,0.00859598853868195,0.0200573065902579,0.197707736389685,0.00286532951289398,0.0974212034383954,0.00286532951289398,0.00286532951289398,0.128939828080229,0.00573065902578797,0.0171919770773639,0,0.0286532951289398,0.00573065902578797,0.0171919770773639,0.0114613180515759,0.378223495702006,0,0.0315186246418338,0.00573065902578797,0,0.00573065902578797,0.00573065902578797,0.0114613180515759,0.00573065902578797,0,0,0,0,0.00573065902578797,0.00286532951289398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,200,0.00920245398773006,0.00613496932515337,0.254601226993865,0.00613496932515337,0.0184049079754601,0,0,0.128834355828221,0.00613496932515337,0.0184049079754601,0,0.0122699386503067,0.00920245398773006,0.0122699386503067,0.00613496932515337,0.441717791411043,0.00306748466257669,0.0214723926380368,0.0153374233128834,0.00306748466257669,0.0153374233128834,0.00306748466257669,0,0,0,0.00306748466257669,0,0,0,0,0.00613496932515337,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,211,0.00664451827242525,0.0132890365448505,0.225913621262458,0.00332225913621262,0.0431893687707641,0,0,0.106312292358804,0,0.00664451827242525,0,0.0299003322259136,0.00332225913621262,0.0166112956810631,0.00332225913621262,0.475083056478405,0.00664451827242525,0.00996677740863787,0.0199335548172757,0,0.0166112956810631,0,0.00332225913621262,0,0,0.00664451827242525,0,0.00332225913621262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,265,0,0.0237642585551331,0.33745247148289,0,0.0522813688212928,0,0,0.118821292775665,0.00475285171102662,0.0142585551330798,0,0.0522813688212928,0,0,0.0190114068441065,0.310836501901141,0.0190114068441065,0.0142585551330798,0.0190114068441065,0.00950570342205323,0,0,0,0,0,0,0,0,0,0,0,0.00475285171102662,0,0,0,0,0,0,0,0,0,0,0,0,0
34,341,0,0,0.236902050113895,0.00455580865603645,0.0774487471526196,0,0.00455580865603645,0.0911161731207289,0,0.0182232346241458,0,0.0182232346241458,0.00911161731207289,0.0318906605922551,0,0.439635535307517,0.00455580865603645,0.00911161731207289,0.0318906605922551,0.00455580865603645,0.00911161731207289,0,0,0,0,0.00911161731207289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,396,0.00554016620498615,0,0.152354570637119,0.00277008310249307,0.0554016620498615,0.00554016620498615,0.00277008310249307,0.0249307479224377,0.00277008310249307,0.0110803324099723,0,0.00554016620498615,0.00277008310249307,0.00554016620498615,0.00554016620498615,0.666204986149584,0.00554016620498615,0.0138504155124654,0.0166204986149584,0,0.0124653739612188,0,0.00277008310249307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,548,0,0.00879765395894428,0.24633431085044,0,0.0527859237536657,0,0.00293255131964809,0.0469208211143695,0.00293255131964809,0.0146627565982405,0,0.0351906158357771,0.00293255131964809,0.0498533724340176,0.00879765395894428,0.466275659824047,0,0.0117302052785924,0.0175953079178886,0.00293255131964809,0.0146627565982405,0.00293255131964809,0.00293255131964809,0.00293255131964809,0,0.00293255131964809,0,0,0,0,0.00293255131964809,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,701,0,0.0141342756183746,0.261484098939929,0.00706713780918728,0.088339222614841,0,0,0.0459363957597173,0.00353356890459364,0.0176678445229682,0,0.0106007067137809,0,0.0247349823321555,0.0141342756183746,0.42756183745583,0.0106007067137809,0.0106007067137809,0.0247349823321555,0.00353356890459364,0.0141342756183746,0,0.00706713780918728,0,0.00353356890459364,0.00353356890459364,0,0,0,0,0.00353356890459364,0,0.00353356890459364,0,0,0,0,0,0,0,0,0,0,0,0
102,1082,0.00367647058823529,0.00367647058823529,0.169117647058824,0.00367647058823529,0.0588235294117647,0,0,0.0661764705882353,0,0.0110294117647059,0,0,0,0.0183823529411765,0.00367647058823529,0.643382352941177,0,0.00367647058823529,0.00735294117647059,0,0.00367647058823529,0,0,0.00367647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1115,0,0.0128040973111396,0.261203585147247,0,0.0435339308578745,0.00256081946222791,0,0.0563380281690141,0,0.00768245838668374,0,0.0256081946222791,0.00768245838668374,0.058898847631242,0.00768245838668374,0.446862996158771,0.0102432778489117,0.0153649167733675,0.00512163892445583,0.00768245838668374,0,0.00256081946222791,0.00256081946222791,0.00512163892445583,0,0.00768245838668374,0,0,0,0.00256081946222791,0.00256081946222791,0.00256081946222791,0,0.00256081946222791,0.00256081946222791,0,0,0,0,0,0,0,0,0,0
