"sample.depths","sample.ages","Acer.saccharum.type","Acer.pensylvanicum","Acer.rubrum","Ambrosia.type","Artemisia","Betula","Carya","Castanea","Asteraceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Fagus","Fraxinus..tetracolpate.","Fraxinus..tricolpate.","Poaceae.undiff.","Juglans.cinerea","Kalmia","Ostrya.Carpinus","Picea","Pinus.subg..Strobus","Pinus.undiff.","Plantago.lanceolata","Plantago.media","Platanus","Quercus","Rumex","Sambucus","Tilia","Tsuga","Ulmus","Alnus","Myrica","Viburnum","Cerealia","Abies","Acer.spicatum","Ilex","Populus","Ericaceae.undiff.","Nyssa","Geranium","Juglans.nigra","Salix","Taxus","Thalictrum","Rhus","Ranunculus","Liquidambar","Brassicaceae","Primulaceae","Larix","Celtis","Cornus","Prunus.Sorbus","Rosaceae.undiff.","Galium","Portulacaceae","Acer.saccharinum.type","Amaranthaceae","Acer.negundo","Vitis","Sanguisorba","Potentilla.type","Clethra","Cephalanthus","Liliaceae","Cannabaceae","Apiaceae","Caryophyllaceae","Oxyria.digyna","Rubus","Urtica.type","Geum.type","Fabaceae","Dryas.type","Polygonaceae.undiff.","Saxifragaceae","Lamiaceae","Scrophulariaceae"
101,4704,0.0296296296296296,0.00740740740740741,0.0111111111111111,0,0,0.244444444444444,0.0259259259259259,0.0037037037037037,0,0.0111111111111111,0,0,0.240740740740741,0.0185185185185185,0,0,0.00740740740740741,0,0.0259259259259259,0,0.0148148148148148,0.062962962962963,0,0,0.0037037037037037,0.211111111111111,0,0,0.0037037037037037,0.037037037037037,0.0148148148148148,0.0148148148148148,0,0,0,0,0,0,0,0,0,0,0,0,0.0037037037037037,0,0,0,0,0,0,0,0,0.0037037037037037,0.0037037037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,4894,0.051150895140665,0.00255754475703325,0.00255754475703325,0,0.00255754475703325,0.273657289002558,0.0255754475703325,0,0.0051150895140665,0.00767263427109974,0.0051150895140665,0.00255754475703325,0.283887468030691,0.040920716112532,0,0.00255754475703325,0.00255754475703325,0,0.020460358056266,0.00255754475703325,0.0179028132992327,0.0230179028132992,0,0,0.010230179028133,0.135549872122762,0,0.00255754475703325,0.00255754475703325,0.0358056265984655,0.0153452685421995,0.020460358056266,0,0,0,0,0,0,0.00255754475703325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00255754475703325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,5105,0.0477453580901857,0.00795755968169761,0,0,0,0.289124668435013,0.00795755968169761,0.0026525198938992,0,0.0159151193633952,0,0.0026525198938992,0.209549071618037,0.0450928381962865,0.0106100795755968,0,0.0106100795755968,0,0.0106100795755968,0.00530503978779841,0.0106100795755968,0.0371352785145889,0,0,0.00530503978779841,0.148541114058355,0,0,0.0026525198938992,0.0981432360742706,0.013262599469496,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00795755968169761,0,0,0.0026525198938992,0,0,0,0,0,0,0,0,0.00530503978779841,0.0026525198938992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,5219,0.0240601503759399,0,0.00150375939849624,0.00150375939849624,0.00300751879699248,0.276691729323308,0.0150375939849624,0,0.00150375939849624,0.00601503759398496,0.00601503759398496,0.00150375939849624,0.204511278195489,0.0255639097744361,0.00300751879699248,0.00150375939849624,0.0105263157894737,0,0.0120300751879699,0,0.0120300751879699,0.0300751879699248,0,0,0.00150375939849624,0.129323308270677,0,0,0.00300751879699248,0.21203007518797,0.0075187969924812,0.00451127819548872,0,0,0,0,0,0,0,0,0,0,0.00300751879699248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00300751879699248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,5348,0.0221774193548387,0.00201612903225806,0.00201612903225806,0,0,0.201612903225806,0.00403225806451613,0,0,0,0,0,0.189516129032258,0.0221774193548387,0.0100806451612903,0,0.0120967741935484,0,0.0201612903225806,0.00403225806451613,0.0161290322580645,0.0201612903225806,0,0,0.00403225806451613,0.120967741935484,0,0,0.00604838709677419,0.318548387096774,0.0100806451612903,0.0120967741935484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00201612903225806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,5651,0.0284090909090909,0.00568181818181818,0,0.00284090909090909,0,0.161931818181818,0.0142045454545455,0,0,0,0,0,0.213068181818182,0.0113636363636364,0.00568181818181818,0.00284090909090909,0.00284090909090909,0,0.00568181818181818,0.00284090909090909,0.0113636363636364,0.0340909090909091,0,0,0.00284090909090909,0.105113636363636,0,0,0.00568181818181818,0.357954545454545,0.0170454545454545,0.00852272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,6001,0.0264279624893436,0,0.00852514919011083,0.00170502983802217,0,0.184143222506394,0.0127877237851662,0.00255754475703325,0,0.00426257459505541,0,0.00170502983802217,0.18925831202046,0.0153452685421995,0.00426257459505541,0.00170502983802217,0.0127877237851662,0,0.00682011935208866,0.00170502983802217,0.00852514919011083,0.0264279624893436,0,0,0.00682011935208866,0.136402387041773,0.000852514919011083,0,0.00255754475703325,0.306052855924979,0.0187553282182438,0.0110826939471441,0,0,0,0,0,0,0,0,0,0,0.000852514919011083,0,0.000852514919011083,0,0.000852514919011083,0,0.000852514919011083,0,0,0,0,0,0,0,0,0,0.000852514919011083,0.000852514919011083,0.00255754475703325,0.000852514919011083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,6381,0.0251572327044025,0.00419287211740042,0.00209643605870021,0,0,0.19916142557652,0.00628930817610063,0,0,0.00838574423480084,0,0.00419287211740042,0.226415094339623,0.010482180293501,0.00628930817610063,0.00209643605870021,0.00419287211740042,0,0.010482180293501,0.00209643605870021,0.0188679245283019,0.0146750524109015,0,0,0.00838574423480084,0.0985324947589098,0,0,0,0.322851153039832,0.0167714884696017,0.00419287211740042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00209643605870021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00209643605870021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,6772,0.0316957210776545,0.0063391442155309,0.00158478605388273,0.00475435816164818,0,0.179080824088748,0.00792393026941363,0,0,0,0,0.00158478605388273,0.19175911251981,0.0126782884310618,0.0063391442155309,0,0,0,0.0158478605388273,0.00316957210776545,0.0158478605388273,0.0253565768621236,0,0,0.0110935023771791,0.114104595879556,0,0.00316957210776545,0.00316957210776545,0.340729001584786,0.0142630744849445,0.00475435816164818,0,0,0,0,0,0,0,0,0,0,0.00158478605388273,0,0,0,0.00158478605388273,0,0,0,0,0,0,0,0,0,0,0,0.00158478605388273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,7157,0.0320855614973262,0.0053475935828877,0,0,0,0.179144385026738,0.0106951871657754,0,0.00267379679144385,0,0,0.00267379679144385,0.179144385026738,0.00802139037433155,0.0053475935828877,0,0.0053475935828877,0,0.0427807486631016,0,0.0106951871657754,0.0294117647058824,0,0,0.00802139037433155,0.136363636363636,0,0,0.00267379679144385,0.296791443850267,0.0213903743315508,0.0133689839572193,0,0,0,0,0,0,0.00267379679144385,0,0,0,0,0,0,0,0,0,0.00267379679144385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00267379679144385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,7519,0.0124610591900312,0,0.00155763239875389,0.00155763239875389,0.00155763239875389,0.202492211838006,0.00155763239875389,0,0,0.00467289719626168,0.00155763239875389,0.00311526479750779,0.160436137071651,0.0233644859813084,0.00311526479750779,0.00155763239875389,0.00155763239875389,0,0.014018691588785,0.00155763239875389,0.0218068535825545,0.0342679127725857,0,0,0.0124610591900312,0.161993769470405,0,0,0.00311526479750779,0.283489096573209,0.029595015576324,0.00934579439252336,0,0,0,0,0,0.00155763239875389,0,0,0,0,0,0,0,0,0,0,0.00155763239875389,0,0,0,0,0,0,0,0,0,0.00311526479750779,0,0,0,0,0.00155763239875389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,7839,0.012962962962963,0.00555555555555556,0.00277777777777778,0.00277777777777778,0,0.258333333333333,0.0037037037037037,0.000925925925925926,0,0.0037037037037037,0,0.00277777777777778,0.126851851851852,0.012962962962963,0.00462962962962963,0,0.000925925925925926,0,0.0148148148148148,0.00185185185185185,0.0555555555555556,0.0564814814814815,0,0,0.0037037037037037,0.14537037037037,0,0,0.00740740740740741,0.248148148148148,0.0111111111111111,0.00462962962962963,0.000925925925925926,0.000925925925925926,0,0,0,0.00185185185185185,0,0,0,0,0.000925925925925926,0,0.000925925925925926,0,0,0,0.000925925925925926,0,0,0,0,0,0,0.000925925925925926,0,0,0.00185185185185185,0.00185185185185185,0,0,0,0,0.000925925925925926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,8101,0.0120967741935484,0,0.00201612903225806,0.00201612903225806,0,0.235887096774194,0,0,0,0.00604838709677419,0,0,0.0584677419354839,0.0120967741935484,0.0100806451612903,0.00201612903225806,0,0,0.0342741935483871,0,0.0262096774193548,0.116935483870968,0,0,0.00201612903225806,0.233870967741935,0,0,0.00403225806451613,0.213709677419355,0.0141129032258065,0.00201612903225806,0,0,0,0,0,0.00604838709677419,0.00201612903225806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00201612903225806,0.00201612903225806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,8286,0,0.00211864406779661,0.00211864406779661,0.00635593220338983,0,0.0656779661016949,0.00423728813559322,0.00211864406779661,0,0.00635593220338983,0.00211864406779661,0.0127118644067797,0.00847457627118644,0.0169491525423729,0.0211864406779661,0.00423728813559322,0,0,0.048728813559322,0.00211864406779661,0.086864406779661,0.101694915254237,0,0,0.00423728813559322,0.288135593220339,0,0,0.00635593220338983,0.241525423728814,0.0296610169491525,0.0105932203389831,0,0.00211864406779661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169491525423729,0.00423728813559322,0.00211864406779661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,8327,0.017208413001912,0.00191204588910134,0.00191204588910134,0.00382409177820268,0.00191204588910134,0.0669216061185468,0,0.00191204588910134,0,0.00382409177820268,0,0.00573613766730402,0.00573613766730402,0.0382409177820268,0.0133843212237094,0,0.00382409177820268,0,0.0363288718929254,0.00191204588910134,0.095602294455067,0.11472275334608,0,0,0,0.437858508604206,0,0,0.00382409177820268,0.0975143403441683,0.0191204588910134,0.00573613766730402,0.00573613766730402,0,0,0.00191204588910134,0,0,0.0095602294455067,0,0,0,0,0,0,0,0,0,0,0.00191204588910134,0,0,0,0,0,0,0,0,0,0,0,0.00191204588910134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,8351,0.0161290322580645,0,0.00230414746543779,0.00691244239631336,0,0.0921658986175115,0.00460829493087558,0.00230414746543779,0,0.00460829493087558,0.00460829493087558,0,0.0138248847926267,0.0299539170506912,0.0138248847926267,0,0.00230414746543779,0,0.0576036866359447,0,0.0506912442396313,0.147465437788018,0,0,0.00230414746543779,0.442396313364055,0,0,0.00230414746543779,0.0668202764976959,0.0161290322580645,0.0138248847926267,0,0,0,0,0,0.00230414746543779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00460829493087558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,8385,0.032377428307123,0,0.00647548566142461,0.00555041628122109,0.00185013876040703,0.062904717853839,0.00185013876040703,0.000925069380203515,0.000925069380203515,0.00647548566142461,0.00185013876040703,0,0.00185013876040703,0.0342275670675301,0.0101757631822387,0.000925069380203515,0,0,0.0416281221091582,0.000925069380203515,0.0814061054579093,0.172987974098057,0,0,0.00555041628122109,0.331174838112858,0,0,0.00185013876040703,0.144310823311748,0.0296022201665125,0.00832562442183164,0.00555041628122109,0,0,0.000925069380203515,0,0.00277520814061055,0,0,0,0,0,0,0,0.000925069380203515,0,0,0,0,0,0.000925069380203515,0,0.000925069380203515,0,0,0,0,0,0,0,0,0,0,0,0.000925069380203515,0.000925069380203515,0,0,0,0,0,0,0,0,0,0,0,0,0
230,8407,0.0124309392265193,0.00414364640883978,0.00828729281767956,0.00276243093922652,0,0.0621546961325967,0,0.00138121546961326,0.00138121546961326,0.00828729281767956,0,0.00138121546961326,0.0069060773480663,0.0220994475138122,0.0220994475138122,0.00276243093922652,0.00138121546961326,0,0.0386740331491713,0.00828729281767956,0.095303867403315,0.200276243093923,0,0,0.00276243093922652,0.276243093922652,0,0,0.00552486187845304,0.179558011049724,0.0138121546961326,0.0069060773480663,0.00414364640883978,0,0,0,0,0.00138121546961326,0.00138121546961326,0,0,0,0,0,0.00276243093922652,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00414364640883978,0,0.00138121546961326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,8521,0.0145985401459854,0.0024330900243309,0.0024330900243309,0,0,0.048661800486618,0,0,0.00121654501216545,0.00364963503649635,0.00121654501216545,0,0.0048661800486618,0.0304136253041363,0.0072992700729927,0.00121654501216545,0.00121654501216545,0,0.0425790754257908,0.0072992700729927,0.0936739659367397,0.20316301703163,0,0,0.0048661800486618,0.265206812652068,0,0,0.0024330900243309,0.222627737226277,0.0170316301703163,0.0109489051094891,0,0,0,0.00121654501216545,0,0,0,0,0,0,0,0.00121654501216545,0.00121654501216545,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0072992700729927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,8679,0.00881742738589212,0,0.00363070539419087,0.00466804979253112,0.000518672199170124,0.0554979253112033,0.0020746887966805,0,0.000518672199170124,0.004149377593361,0.00155601659751037,0.0020746887966805,0.00311203319502075,0.0186721991701245,0.0155601659751037,0.00103734439834025,0.00103734439834025,0,0.0238589211618257,0.00622406639004149,0.12396265560166,0.174273858921162,0,0,0.00259336099585062,0.285788381742739,0,0,0.0020746887966805,0.224066390041494,0.0171161825726141,0.00726141078838174,0,0,0,0.00155601659751037,0.000518672199170124,0,0,0,0,0,0,0,0.000518672199170124,0,0,0.000518672199170124,0,0,0,0,0.000518672199170124,0,0,0,0,0,0.00570539419087137,0,0.000518672199170124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,8874,0.0195822454308094,0.00522193211488251,0.00261096605744125,0.00261096605744125,0,0.0496083550913838,0,0.00130548302872063,0,0.00522193211488251,0,0.00130548302872063,0,0.0261096605744125,0.0156657963446475,0,0.00130548302872063,0,0.0274151436031332,0.00652741514360313,0.10313315926893,0.20757180156658,0,0,0.00130548302872063,0.302872062663185,0,0,0.00261096605744125,0.178851174934726,0.0117493472584856,0.0169712793733681,0,0,0,0.00261096605744125,0,0.00130548302872063,0,0,0,0,0,0.00130548302872063,0.00261096605744125,0.00130548302872063,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00130548302872063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,9092,0.007380073800738,0.00276752767527675,0.00092250922509225,0,0,0.0599630996309963,0.00276752767527675,0.0018450184501845,0.0018450184501845,0.003690036900369,0.00092250922509225,0.0055350553505535,0.00276752767527675,0.0212177121771218,0.007380073800738,0,0,0,0.0350553505535055,0.00645756457564576,0.129151291512915,0.228782287822878,0,0,0.003690036900369,0.291512915129151,0,0,0.00092250922509225,0.138376383763838,0.0193726937269373,0.014760147601476,0.00092250922509225,0,0,0.0018450184501845,0,0.003690036900369,0.00092250922509225,0,0,0,0,0,0.003690036900369,0.00092250922509225,0,0,0,0,0,0,0,0,0,0,0,0,0.00092250922509225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,9317,0.0152740341419587,0.000898472596585804,0.000898472596585804,0.00179694519317161,0.000898472596585804,0.0575022461814915,0.00359389038634322,0.000898472596585804,0.000898472596585804,0.00539083557951483,0.00269541778975741,0.00359389038634322,0.000898472596585804,0.0107816711590297,0.00898472596585804,0.000898472596585804,0.00179694519317161,0,0.0332434860736747,0.00718778077268643,0.129380053908356,0.249775381850854,0,0,0.00539083557951483,0.297394429469901,0,0,0,0.120395327942498,0.0170709793351303,0.00628930817610063,0,0.000898472596585804,0,0.00269541778975741,0.000898472596585804,0.00269541778975741,0,0,0,0,0,0.00179694519317161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00628930817610063,0,0.000898472596585804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,9570,0.0126811594202899,0.00452898550724638,0.00452898550724638,0,0,0.0625,0,0,0.000905797101449275,0.00815217391304348,0,0.00452898550724638,0.000905797101449275,0.0117753623188406,0.0135869565217391,0.00181159420289855,0,0,0.0443840579710145,0.0108695652173913,0.144021739130435,0.284420289855072,0,0,0.00452898550724638,0.27536231884058,0,0,0.00271739130434783,0.0797101449275362,0.00996376811594203,0.0072463768115942,0.00181159420289855,0,0,0.0036231884057971,0,0.000905797101449275,0.000905797101449275,0,0,0,0,0.000905797101449275,0.00181159420289855,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000905797101449275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,9878,0.00969425801640567,0,0.00596569724086503,0,0.00298284862043251,0.0611483967188665,0.00149142431021626,0,0.000745712155108128,0.00447427293064877,0.000745712155108128,0.00149142431021626,0,0.00671140939597315,0.00745712155108128,0,0,0,0.0387770320656227,0.0111856823266219,0.199850857568978,0.280387770320656,0,0,0.00149142431021626,0.273676360924683,0,0,0.000745712155108128,0.058165548098434,0.0111856823266219,0.00969425801640567,0,0,0,0.00671140939597315,0,0.00149142431021626,0,0,0,0,0,0,0.000745712155108128,0.000745712155108128,0,0,0,0,0,0,0,0,0,0,0,0,0.00149142431021626,0,0.000745712155108128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,10213,0.0083732057416268,0.000598086124401914,0.00299043062200957,0.00239234449760766,0.00119617224880383,0.0580143540669856,0.000598086124401914,0.000598086124401914,0.000598086124401914,0.0125598086124402,0,0.00299043062200957,0,0.0155502392344498,0.0101674641148325,0.000598086124401914,0,0,0.0598086124401914,0.0131578947368421,0.18122009569378,0.27511961722488,0,0,0.00239234449760766,0.300239234449761,0,0,0,0.0179425837320574,0.0143540669856459,0.00657894736842105,0,0,0,0.00777511961722488,0,0.00179425837320574,0,0,0,0,0,0.00119617224880383,0.00119617224880383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
