"sample.depths","sample.ages","Acer.saccharum.type","Acer.pensylvanicum","Acer.rubrum","Ambrosia.type","Artemisia","Betula","Carya","Castanea","Asteraceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Fagus","Fraxinus..tetracolpate.","Fraxinus..tricolpate.","Poaceae.undiff.","Juglans.cinerea","Kalmia","Ostrya.Carpinus","Picea","Pinus.subg..Strobus","Pinus.undiff.","Plantago.lanceolata","Plantago.media","Platanus","Quercus","Rumex","Sambucus","Tilia","Tsuga","Ulmus","Alnus","Myrica","Viburnum","Cerealia","Abies","Acer.spicatum","Ilex","Populus","Ericaceae.undiff.","Nyssa","Geranium","Juglans.nigra","Salix","Taxus","Thalictrum","Rhus","Ranunculus","Liquidambar","Brassicaceae","Primulaceae","Larix","Celtis","Cornus","Prunus.Sorbus","Rosaceae.undiff.","Galium","Portulacaceae","Acer.saccharinum.type","Amaranthaceae","Acer.negundo","Vitis","Sanguisorba","Potentilla.type","Clethra","Cephalanthus","Liliaceae","Cannabaceae","Apiaceae","Caryophyllaceae","Oxyria.digyna","Rubus","Urtica.type","Geum.type","Fabaceae","Dryas.type","Polygonaceae.undiff.","Saxifragaceae","Lamiaceae","Scrophulariaceae"
0,-105,0.018348623853211,0.00458715596330275,0.00458715596330275,0.036697247706422,0.00229357798165138,0.275229357798165,0.00458715596330275,0.00229357798165138,0.00229357798165138,0.018348623853211,0.00229357798165138,0.00229357798165138,0.162844036697248,0.018348623853211,0.00688073394495413,0.0252293577981651,0.00229357798165138,0.00229357798165138,0.018348623853211,0.018348623853211,0.018348623853211,0.055045871559633,0.00229357798165138,0.00229357798165138,0.00229357798165138,0.100917431192661,0.0229357798165138,0.00229357798165138,0.00229357798165138,0.13302752293578,0.0114678899082569,0.0091743119266055,0.00229357798165138,0.00458715596330275,0.00229357798165138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,506,0.0150753768844221,0.0016750418760469,0.0033500837520938,0,0.0016750418760469,0.234505862646566,0.0201005025125628,0.016750418760469,0.0033500837520938,0.016750418760469,0.0067001675041876,0,0.21608040201005,0.0284757118927973,0.0100502512562814,0,0.0050251256281407,0,0.0201005025125628,0.0284757118927973,0.0100502512562814,0.0368509212730318,0,0,0.0016750418760469,0.102177554438861,0.0016750418760469,0,0.0067001675041876,0.169179229480737,0.0100502512562814,0.0201005025125628,0.0033500837520938,0.0016750418760469,0,0.0016750418760469,0.0016750418760469,0.0016750418760469,0.0016750418760469,0.0016750418760469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1175,0.0241286863270777,0,0.00268096514745308,0,0,0.254691689008043,0.0107238605898123,0.0294906166219839,0,0,0.00268096514745308,0.00268096514745308,0.230563002680965,0.0214477211796247,0.00268096514745308,0.00268096514745308,0,0,0.0160857908847185,0,0.0268096514745308,0.0375335120643432,0,0,0.00268096514745308,0.136729222520107,0,0,0.00268096514745308,0.152815013404826,0.0160857908847185,0.0187667560321716,0.00268096514745308,0,0,0,0,0,0,0,0.00268096514745308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,1768,0.0299539170506912,0.00691244239631336,0,0,0,0.248847926267281,0.0115207373271889,0.0161290322580645,0,0.00921658986175115,0.00460829493087558,0,0.214285714285714,0.00921658986175115,0.00691244239631336,0.00230414746543779,0,0,0.0184331797235023,0.00691244239631336,0.0253456221198157,0.0414746543778802,0,0,0,0.117511520737327,0,0,0,0.184331797235023,0.0253456221198157,0.0115207373271889,0,0.00230414746543779,0,0,0,0.00230414746543779,0,0,0,0.00230414746543779,0.00230414746543779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2438,0.0375302663438257,0.00121065375302663,0.00242130750605327,0,0.00121065375302663,0.225181598062954,0.0169491525423729,0.00968523002421308,0,0.00847457627118644,0.00242130750605327,0.00847457627118644,0.227602905569007,0.0314769975786925,0.00605326876513317,0.00242130750605327,0.0036319612590799,0,0.0157384987893462,0.00242130750605327,0.0217917675544794,0.0532687651331719,0,0,0.0036319612590799,0.14043583535109,0,0,0.00121065375302663,0.138014527845036,0.0217917675544794,0.00847457627118644,0,0,0,0,0,0.00242130750605327,0.00121065375302663,0,0,0,0.00121065375302663,0.00121065375302663,0.00121065375302663,0.00121065375302663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2987,0.0366492146596859,0,0.00785340314136126,0,0.00261780104712042,0.232984293193717,0.0157068062827225,0.0104712041884817,0,0.0104712041884817,0,0.00785340314136126,0.214659685863874,0.0261780104712042,0.00785340314136126,0.00523560209424084,0.00261780104712042,0,0.0209424083769634,0.0104712041884817,0.0183246073298429,0.0392670157068063,0,0,0,0.167539267015707,0,0,0.00523560209424084,0.12565445026178,0.00523560209424084,0.0104712041884817,0,0.00261780104712042,0,0,0,0.00523560209424084,0,0.00261780104712042,0,0,0,0,0,0,0.00261780104712042,0.00261780104712042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,3467,0.0461783439490446,0.00318471337579618,0.00159235668789809,0.00159235668789809,0,0.214968152866242,0.0127388535031847,0.00636942675159236,0.00318471337579618,0.00955414012738853,0.00318471337579618,0.00318471337579618,0.248407643312102,0.035031847133758,0.00477707006369427,0,0,0,0.0127388535031847,0.00477707006369427,0.0270700636942675,0.0461783439490446,0,0,0.00159235668789809,0.157643312101911,0,0,0.00318471337579618,0.105095541401274,0.0191082802547771,0.0159235668789809,0,0.00159235668789809,0,0.00318471337579618,0,0.00318471337579618,0,0,0,0,0,0,0.00159235668789809,0,0,0,0.00159235668789809,0.00159235668789809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,3871,0.0304347826086957,0,0,0,0,0.2,0.0173913043478261,0.00434782608695652,0,0.00869565217391304,0,0.00434782608695652,0.230434782608696,0.0347826086956522,0.0130434782608696,0,0,0,0.0260869565217391,0.0130434782608696,0.0217391304347826,0.0478260869565217,0,0,0,0.265217391304348,0,0,0,0.0478260869565217,0,0.0130434782608696,0,0.00434782608695652,0,0.00434782608695652,0,0.00434782608695652,0,0,0,0,0,0,0,0,0,0.00434782608695652,0,0,0.00434782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,4191,0.0429362880886427,0.00415512465373961,0.00554016620498615,0.00138504155124654,0,0.228531855955679,0.0193905817174515,0.00692520775623269,0,0.00554016620498615,0.00831024930747922,0.00415512465373961,0.243767313019391,0.0304709141274238,0.00415512465373961,0,0.00554016620498615,0,0.03601108033241,0.00277008310249307,0.0332409972299169,0.0429362880886427,0,0,0.00969529085872576,0.178670360110803,0,0,0.00138504155124654,0.0373961218836565,0.0166204986149584,0.018005540166205,0.00138504155124654,0,0,0.00138504155124654,0,0.00554016620498615,0,0,0,0,0,0,0,0.00138504155124654,0,0,0.00138504155124654,0,0,0.00138504155124654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,4328,0.0203592814371257,0.0119760479041916,0.0179640718562874,0.00239520958083832,0.00119760479041916,0.227544910179641,0.0095808383233533,0.00119760479041916,0,0.0179640718562874,0,0.00119760479041916,0.245508982035928,0.0287425149700599,0.00239520958083832,0.00359281437125748,0.00359281437125748,0,0.0167664670658683,0,0.0263473053892216,0.0526946107784431,0,0,0.00359281437125748,0.226347305389222,0,0.00239520958083832,0.00239520958083832,0.0275449101796407,0.0275449101796407,0.0107784431137725,0,0,0,0,0,0,0.00119760479041916,0,0.00239520958083832,0,0,0,0.00119760479041916,0,0,0,0,0,0,0.00119760479041916,0.00119760479041916,0.00119760479041916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
