"sample.depths","sample.ages","Abies.balsamea","Abies.undiff.","Acer.negundo","Acer.nigrum","Acer.rubrum","Acer.saccharinum","Acer.saccharum","Acer.spicatum","Acer.undiff.","Alnus.incana","Alnus.undiff.","Alnus.viridis.subsp..crispa","Andromeda","Arctostaphylos","Betula","Carya","Castanea","Celtis","Cephalanthus","Cornus.canadensis","Cornus.sericea","Cornus.suecica","Corylus","Cupressaceae","Elaeagnus","Empetrum.type","Ephedra","Ericaceae.undiff.","Fagus","Fraxinus.nigra","Fraxinus.pennsylvanica","Hippophae.rhamnoides","Ilex","Juglans","Larix","Ledum","Liquidambar","Morus","Myrica","Ostrya","Picea","Pinus.banksiana.P..resinosa","Pinus.strobus","Pinus.undiff.","Platanus","Populus.balsamifera","Populus.tremuloides","Prunus","Quercus","Rhus","Ribes.undiff.","Ribes.aureum","Rubus","Salix","Sambucus","Shepherdia.canadensis","Sorbus","Taxus","Tilia","Tsuga.canadensis","Ulmus","Vaccinium.type","Viburnum","Allium","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Asteraceae.undiff.","Astragalus","Brassicaceae","Campanulaceae","Caryophyllaceae.undiff.","Chenopodiaceae","Convolvulus","Cyperaceae.undiff.","Dipsacaceae","Dryas","Epilobium.latifolium","Euphorbiaceae","Fabaceae.undiff.","Fragaria","Galium","Gentianaceae","Geum","Humulus","Hypericum","Iris","Iva","Juncaceae","Lamiaceae.undiff.","Liliaceae","Linum","Lotus","Lysimachia","Moneses.uniflora","Oenothera","Oxalis","Papaver.argemone","Parnassia","Plantago","Poaceae","Polygonaceae.undiff.","Polygonum.aviculare.type","Polygonum.viviparum.type","Polygonum.type","Potentilla","Ranunculaceae.undiff.","Rosaceae.undiff.","Rumex.acetosa","Rumex.type.undiff.","Rumex.Oxyria.digyna.undiff.","Sanguisorba","Saxifraga.cernua","Saxifraga.stellaris","Saxifragaceae.undiff.","Scrophularia","Solanum","Spergula","Stachys","Thalictrum","Trientalis","Urtica"
380,NA,0.00695652173913044,0.00869565217391304,0,0.00173913043478261,0.00347826086956522,0,0.00347826086956522,0.00173913043478261,0.0104347826086957,0.04,0,0,0,0,0.133913043478261,0,0.00521739130434783,0,0,0,0,0,0.00347826086956522,0.0365217391304348,0,0,0,0,0.00695652173913044,0.0139130434782609,0,0,0.00347826086956522,0,0,0,0,0,0,0.00695652173913044,0.0765217391304348,0.00173913043478261,0.173913043478261,0.135652173913043,0.00173913043478261,0.00869565217391304,0.00173913043478261,0,0.114782608695652,0,0,0,0,0,0,0,0,0,0,0.149565217391304,0.0208695652173913,0,0,0,0,0,0.00347826086956522,0.00173913043478261,0,0,0,0,0,0,0,0,0.00869565217391304,0.00173913043478261,0,0,0,0,0,0,0.00173913043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00173913043478261,0,0,0,0.00173913043478261,0,0,0,0.00173913043478261,0.00173913043478261,0,0,0,0,0,0,0,0,0,0,0.00347826086956522,0
390,NA,0.0116959064327485,0.0116959064327485,0,0,0.0116959064327485,0,0,0,0.0116959064327485,0.0662768031189084,0,0.0175438596491228,0,0,0.179337231968811,0,0,0,0,0,0,0,0.00974658869395711,0.0214424951267057,0,0,0,0,0,0.00779727095516569,0,0,0.00584795321637427,0,0,0,0.00194931773879142,0,0.01364522417154,0.00389863547758285,0.0662768031189084,0.00779727095516569,0.230019493177388,0.181286549707602,0.00389863547758285,0,0.00389863547758285,0,0.113060428849903,0,0,0,0,0.00194931773879142,0,0,0,0,0,0.00194931773879142,0.00389863547758285,0,0,0,0.00194931773879142,0.00194931773879142,0.00194931773879142,0,0,0,0,0,0,0,0,0,0.00194931773879142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00194931773879142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00194931773879142,0,0,0,0
400,NA,0.0212014134275618,0.0247349823321555,0,0,0.0106007067137809,0,0,0,0.0141342756183746,0.0724381625441696,0,0.0247349823321555,0,0,0.231448763250883,0.00530035335689046,0,0,0,0.00353356890459364,0.00176678445229682,0,0.019434628975265,0.0229681978798587,0,0,0,0.00176678445229682,0,0.0106007067137809,0,0,0.00176678445229682,0,0,0,0,0,0.0265017667844523,0.0123674911660777,0.049469964664311,0.0123674911660777,0.159010600706714,0.128975265017668,0.00530035335689046,0.0123674911660777,0.00706713780918728,0,0.0671378091872792,0.00176678445229682,0,0,0,0.00176678445229682,0,0,0,0,0,0.0106007067137809,0.00353356890459364,0,0.00353356890459364,0,0,0,0,0.00176678445229682,0,0,NA,0.00176678445229682,0,0,0,0,0.0106007067137809,0,0,0,0,0,0,0,0.00176678445229682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00353356890459364,0,0,0,0,0,0,0.00353356890459364,0,0.00353356890459364,0.00353356890459364,0,0,0,0,0,0,0,0,0.00176678445229682,0,0
410,NA,0.0237623762376238,0.0316831683168317,0,0,0,0.00198019801980198,0,0,0.0217821782178218,0.0138613861386139,0,0.00198019801980198,0,0,0.19009900990099,0,0,0,0,0,0,0,0.0237623762376238,0.0495049504950495,0,0,0,0,0,0.0099009900990099,0,0,0,0,0,0,0,0.00396039603960396,0.0138613861386139,0.0198019801980198,0.0475247524752475,0.0118811881188119,0.201980198019802,0.154455445544554,0.00198019801980198,0.0237623762376238,0.0277227722772277,0,0.0712871287128713,0,0,0,0,0.00594059405940594,0,0,0,0,0,0.0099009900990099,0.00792079207920792,0,0,0,0.00594059405940594,0,0.00198019801980198,0.00594059405940594,0,0,0,0,0,0,0.00198019801980198,0,0.00198019801980198,0,0,0,0,0.00594059405940594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00396039603960396,0,0,0,0,0,0,0,0,0.00198019801980198,0,0,0,0,0,0,0,0,0,0,0,0
415,NA,0.0251177394034537,0.0313971742543171,0,0,0.00313971742543171,0,0,0,0.00313971742543171,0.00156985871271586,0,0.0141287284144427,0,0,0.26530612244898,0,0.00156985871271586,0,0,0.00470957613814757,0,0,0.0141287284144427,0.0266875981161695,0,0,0,0,0.00313971742543171,0.00313971742543171,0.00156985871271586,0,0,0,0,0,0,0,0.00627943485086342,0.00156985871271586,0.0518053375196232,0.00156985871271586,0.222919937205651,0.103610675039246,0.00313971742543171,0.0455259026687598,0.00313971742543171,0,0.0423861852433281,0,0,0,0,0.00313971742543171,0.00156985871271586,0,0,0,0,0,0.00941915227629513,0,0,0,0,0.00156985871271586,0.00941915227629513,0.0141287284144427,0,0,0,0.00156985871271586,0,0,0.00156985871271586,0,0.0172684458398744,0,0,0,0,0,0,0,0.00784929356357928,0,0.00313971742543171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00784929356357928,0,0.00156985871271586,0,0,0,0.00941915227629513,0.0235478806907378,0,0,0,0.00156985871271586,0,0,0.00313971742543171,0,0,0,0.00156985871271586,0,0,0
420,NA,0.00641025641025641,0.00961538461538462,0,0.00320512820512821,0,0,0,0,0.00320512820512821,0.0448717948717949,0,0.0384615384615385,0,0,0.467948717948718,0,0,0,0,0,0,0,0.0144230769230769,0.0480769230769231,0,0,0,0.00320512820512821,0,0.0128205128205128,0.00480769230769231,0,0,0,0,0,0,0,0.0224358974358974,0.0112179487179487,0.0352564102564103,0.00801282051282051,0.0528846153846154,0.0240384615384615,0.00320512820512821,0.0336538461538462,0.0176282051282051,0,0.0560897435897436,0,0,0,0,0.00480769230769231,0,0,0,0,0,0,0.00641025641025641,0,0,0,0,0,0,0.00961538461538462,0,0,0,0.0016025641025641,0,0,0.0016025641025641,0,0.00641025641025641,0,0.0016025641025641,0,0,0.0352564102564103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00641025641025641,0,0,0,0,0,0,0.00320512820512821,0,0.0016025641025641,0,0,0,0,0,0,0,0,0,0,0,0
423,NA,0.0316055625790139,0.0391908975979772,0,0,0.00632111251580278,0,0,0,0.00632111251580278,0.00379266750948167,0.00252844500632111,0.0480404551201011,0,0,0.445006321112516,0.00126422250316056,0,0,0,0,0,0.00252844500632111,0.0126422250316056,0.0353982300884956,0,0,0,0.00379266750948167,0.00252844500632111,0.00758533501896334,0.00252844500632111,0,0.00126422250316056,0,0,0,0,0,0.0265486725663717,0.0139064475347661,0.0556257901390645,0.00379266750948167,0.0821744627054362,0.0353982300884956,0,0,0.00758533501896334,0,0.0240202275600506,0,0,0,0,0.0126422250316056,0.00126422250316056,0,0,0,0,0.00126422250316056,0.00632111251580278,0.00126422250316056,0,0,0.00379266750948167,0,0.00126422250316056,0.0088495575221239,0,0,0,0,0,0,0.00126422250316056,0.00126422250316056,0.0252844500632111,0,0,0,0,0,0,0,0,0,0.00126422250316056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126422250316056,0,0,0,0,0,0.00758533501896334,0.0088495575221239,0,0.00126422250316056,0.00126422250316056,0,0,0,0.00126422250316056,0,0,0,0,0,0,0
425,NA,0.0307692307692308,0.0384615384615385,0,0,0,0,0,0,0,0.00192307692307692,0.00384615384615385,0.0365384615384615,0,0,0.290384615384615,0,0,0,0,0,0,0,0.0211538461538462,0.0538461538461538,0,0,0,0.00769230769230769,0,0.0153846153846154,0.00384615384615385,0,0,0,0,0,0,0,0.0192307692307692,0.00961538461538462,0.0730769230769231,0.0192307692307692,0.0730769230769231,0.0461538461538462,0,0.0615384615384615,0.00961538461538462,0,0.0576923076923077,0,0,0,0,0.0173076923076923,0.00384615384615385,0,0,0.00384615384615385,0,0.00384615384615385,0.00384615384615385,0.00192307692307692,0,0,0,0,0.0134615384615385,0.0173076923076923,0,0,0,0,0,0,0,0.00192307692307692,0.0192307692307692,0,0,0,0,0.00192307692307692,0,0,0,0,0.00192307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115384615384615,0,0,0,0,0,0.00384615384615385,0.0173076923076923,0,0,0,0,0,0,0.00384615384615385,0,0,0,0,0,0,0
427,NA,0.0357142857142857,0.0476190476190476,0,0,0.00148809523809524,0,0,0,0.00446428571428571,0.00148809523809524,0.00148809523809524,0.0238095238095238,0,0,0.209821428571429,0,0.00297619047619048,0,0,0.00148809523809524,0.00148809523809524,0,0.0193452380952381,0.0758928571428571,0,0,0,0.0104166666666667,0,0.0104166666666667,0,0,0,0,0,0,0,0,0.0491071428571429,0.00892857142857143,0.0773809523809524,0.0282738095238095,0.0610119047619048,0.068452380952381,0,0.0654761904761905,0.0148809523809524,0,0.0297619047619048,0,0,0,0,0.0223214285714286,0.00297619047619048,0,0,0,0,0.00595238095238095,0.00744047619047619,0.00148809523809524,0,0,0,0,0.00446428571428571,0.0208333333333333,0,0,0,0,0,0,0,0,0.0178571428571429,0.00148809523809524,0,0.00297619047619048,0,0,0,0,0,0.00297619047619048,0.00446428571428571,0,0,0,0,0,0.00148809523809524,0,0,0,0,0,0,0,0,0,0.0163690476190476,0,0,0,0.00148809523809524,0,0.00446428571428571,0.0267857142857143,0,0,0,0,0,0,0.00297619047619048,0,0,0,0,0,0,0
429,NA,0.0471014492753623,0.0615942028985507,0,0,0.00181159420289855,0,0.00181159420289855,0,0.0036231884057971,0.00543478260869565,0.0036231884057971,0.0253623188405797,0,0.00181159420289855,0.172101449275362,0,0.00181159420289855,0.00181159420289855,0,0.00181159420289855,0.00181159420289855,0.00181159420289855,0.016304347826087,0.115942028985507,0,NA,0,0.0235507246376812,0,0.0108695652173913,0.00181159420289855,0,0.0036231884057971,0.00181159420289855,0.0036231884057971,0,0,0.00181159420289855,0.0452898550724638,0.0181159420289855,0.0978260869565217,0.0144927536231884,0.036231884057971,0.0398550724637681,0,0.0634057971014493,0.0144927536231884,0,0.016304347826087,0,0,0,0,0.0181159420289855,0.00905797101449275,0,0,0,0,0.00181159420289855,0.00905797101449275,0,0,0,0.0036231884057971,0,0.00181159420289855,0.0235507246376812,0,0,0.00181159420289855,0,0,0,0.00181159420289855,0,0.0289855072463768,0,0,0,0,0,0,0,0,0,0.0036231884057971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00905797101449275,0,0,0,0,0,0.0036231884057971,0.0253623188405797,0,0,0,0,0,0,0,0,0,0,0,0,0,0
