"depth","best.age","min.age","max.age"
0,-29,-56,-3
10,23,-20,65
20,74,-5,152
30,187,94,278
40,360,273,443
60,706,606,804
80,1052,924,1213
100,1350,1193,1546
120,1523,1377,1660
140,1695,1551,1829
160,1868,1701,2014
180,2040,1833,2211
200,2226,1997,2413
220,2447,2251,2620
240,2669,2481,2845
260,2890,2680,3085
280,3111,2859,3347
300,3324,3050,3588
320,3513,3283,3723
340,3701,3506,3889
360,3890,3693,4077
380,4078,3848,4283
400,4291,4034,4509
420,4577,4367,4775
440,4863,4669,5052
460,5149,4943,5355
480,5435,5170,5666
500,5738,5433,5993
520,6093,5869,6309
540,6448,6246,6649
560,6803,6583,7014
580,7159,6862,7398
600,7439,7118,7694
620,7607,7371,7814
640,7774,7584,7952
660,7942,7768,8107
680,8110,7916,8275
700,8326,8070,8573
720,8686,7850,9499
740,9047,7546,10493
760,9143,8284,9992
780,9240,8890,9577
800,9510,9267,9753
840,10236,10049,10421
860,10600,10373,10828
880,11922,11540,12273
910,NA,NA,NA
920,NA,NA,NA
940,NA,NA,NA
960,NA,NA,NA
980,NA,NA,NA
990,NA,NA,NA
1010,NA,NA,NA
