"sample.depths","sample.ages","Abies","Acer.saccharum","Acer.undiff.","Alnus.incana","Alnus.viridis","Amaranthaceae","Ambrosia","Apiaceae","Arceuthobium","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Athyrium","Betula","Botrychium","Brassicaceae","Carya","Caryophyllaceae","Castanea","Celtis","Cerealia","Cornus.canadensis","Cornus.racemosa","Corylus","Cyperaceae","Dryopteris.carthusiana","Ephedra","Epilobium","Equisetum","Fabaceae","Fagus","Filicopsida.undiff.","Filipendula","Fraxinus.nigra","Fraxinus.pennsylvanica","Galium","Huperzia.lucidula","Juglans","Juniperus.Thuja","Lamiaceae","Larix","Lycopodiaceae.undiff.","Menyanthes.trifoliata","Morus","Myrica","Myriophyllum","Nuphar","Nymphaea","Nyssa","Ophioglossum","Osmunda","Ostrya.Carpinus","Oxyria.digyna","Picea.glauca","Picea.mariana","Pinus.strobus","Pinus.undiff.","Platanus","Poaceae.undiff.","Polygonum.undiff.","Polygonum.viviparum","Populus","Potamogetonaceae","Pteridium","Quercus","Ranunculus","Rosaceae.undiff.","Rubus","Rumex","Salix","Saxifraga.oppositifolia","Shepherdia","Shepherdia.argentea","Sphagnum","Thalictrum","Thelypteris","Tilia","Tsuga","Typha","Ulmus","Urticaceae","Viburnum","Vitis","Woodsia"
1152,8917,9,4,2,4,7,0,5,0,0,6,0,0,0,153,0,0,2,0,0,1,0,1,0,15,0,0,0,0,0,0,5,6,0,3,3,0,0,3,7,1,6,1,0,0,11,1,1,0,0,0,0,8,0,10,0,116,523,5,1,0,0,1,2,2,55,2,0,0,4,1,0,0,0,0,0,0,0,5,2,23,0,1,0,0
1154,8999,8,4,0,6,8,3,0,0,1,5,2,0,0,231,0,0,2,0,0,0,0,0,0,7,5,0,0,0,0,0,5,0,0,17,0,0,0,0,10,0,7,0,0,0,1,1,3,0,0,0,0,9,1,4,0,44,561,6,9,0,0,0,0,1,63,0,0,0,9,1,0,0,0,0,0,0,0,7,0,19,0,0,0,0
1156,9081,26,2,2,2,6,0,1,0,0,6,4,0,0,71,0,0,1,0,0,0,0,0,0,18,8,0,0,0,0,0,1,17,0,1,0,0,0,1,7,0,10,0,0,0,38,0,0,0,0,0,0,4,0,25,1,28,712,1,4,0,0,1,0,2,20,0,0,0,0,3,0,0,0,0,0,0,0,10,7,7,0,0,0,0
1158,9163,7,2,0,4,0,0,0,0,0,8,0,0,0,308,0,1,1,0,0,0,0,0,0,4,10,0,0,0,0,0,2,30,0,5,0,0,0,0,4,0,7,0,0,0,1,0,0,0,0,0,0,0,0,70,0,20,487,0,7,0,0,0,0,3,12,0,0,0,3,0,0,1,0,0,0,0,0,3,9,3,0,2,0,0
1160,9244,6,2,2,2,8,0,2,0,0,8,2,0,0,54,0,0,0,0,0,0,0,0,0,10,52,0,0,0,0,0,10,16,0,2,0,0,0,0,10,0,10,0,0,0,0,0,2,0,0,0,0,0,0,28,0,18,704,0,0,0,0,0,0,4,38,0,0,0,6,4,0,0,0,0,0,0,0,18,28,4,0,2,0,0
1164,9402,51,1,1,0,11,1,0,0,1,10,5,0,0,56,0,0,1,0,1,0,0,0,0,7,10,0,0,0,0,0,2,5,0,1,0,0,0,0,24,0,7,0,0,0,29,0,2,1,0,0,0,7,0,11,4,59,647,1,4,0,0,4,0,2,7,1,1,0,5,3,0,0,0,0,0,0,0,4,21,7,0,0,0,0
1168,9560,7,2,2,1,11,0,0,0,0,5,2,0,0,95,0,0,4,0,0,0,0,0,1,6,1,0,0,0,0,0,0,3,0,8,0,0,0,0,3,0,6,0,0,0,13,1,0,0,0,0,0,8,0,15,3,15,724,1,0,0,0,1,3,0,70,1,0,0,3,1,0,0,0,0,0,0,0,12,7,15,0,1,0,0
1172,9718,17,1,0,1,25,0,0,0,1,7,3,0,0,148,0,0,0,0,0,0,0,0,1,5,4,0,0,0,0,0,0,0,0,8,0,0,0,0,17,0,11,0,0,0,3,0,3,0,0,0,0,4,0,7,0,11,674,7,1,0,0,0,1,0,39,1,0,0,2,1,0,1,0,0,0,0,0,14,7,16,0,0,0,0
1176,9875,4,1,4,2,6,0,0,1,1,3,6,0,0,182,0,0,3,0,0,0,0,1,0,18,3,0,0,0,1,1,0,4,0,19,0,0,0,0,6,0,16,0,0,0,29,0,0,0,1,0,0,13,0,37,1,1,564,2,4,0,0,6,2,5,75,1,1,0,3,7,0,0,0,0,0,0,0,1,7,16,0,0,0,0
1180,10033,34,2,4,4,2,1,0,0,0,5,2,0,0,164,0,0,3,0,0,0,0,0,0,4,7,0,0,0,0,0,0,1,0,3,0,0,0,0,38,0,27,0,0,0,52,0,0,0,0,0,0,15,0,48,12,49,570,4,3,0,0,10,0,1,24,0,4,0,9,9,0,3,0,0,0,0,0,3,1,8,0,0,0,0
1184,10191,3,0,5,1,1,0,3,1,1,13,2,0,0,137,0,0,1,0,0,0,0,0,0,21,2,0,0,0,0,0,0,5,0,9,1,0,0,1,12,0,11,2,0,0,53,0,1,0,0,0,0,18,0,51,0,17,524,0,7,0,0,7,0,3,76,0,0,0,4,8,0,0,0,0,0,0,0,0,6,19,0,0,0,0
1188,10349,35,0,5,1,2,1,0,0,0,12,7,0,0,66,0,2,5,0,1,0,0,1,0,11,20,0,0,1,0,0,0,5,0,16,1,0,0,2,93,0,28,3,0,0,95,0,2,0,1,0,0,33,0,107,6,9,280,4,2,0,0,8,4,2,72,2,2,0,11,11,0,1,0,0,1,0,0,12,0,24,0,0,0,0
1192,10506,1,2,3,1,0,1,1,0,0,25,15,0,0,86,0,0,9,0,0,0,0,0,0,10,4,0,0,0,0,0,1,11,0,21,3,0,0,2,14,1,6,9,0,0,65,1,0,0,0,0,0,24,0,267,0,20,192,0,6,0,1,2,5,2,134,0,1,0,10,23,0,2,0,0,0,0,0,8,2,18,0,0,0,0
1196,10664,6,2,2,2,4,0,0,0,1,29,12,0,1,47,0,0,4,0,1,0,0,1,0,29,28,0,0,0,0,0,0,11,0,12,0,0,1,4,88,0,9,9,0,0,190,2,0,0,0,0,0,26,1,238,0,10,105,1,18,0,0,18,6,2,50,0,1,0,1,26,0,2,0,0,0,0,0,1,6,12,0,1,0,0
1200,10822,8,0,1,2,2,0,0,0,0,6,3,0,0,27,0,0,1,0,0,0,0,0,0,1,61,1,0,0,0,0,0,10,0,3,0,0,0,1,12,0,6,4,0,0,7,0,0,0,0,0,0,2,0,153,5,7,81,0,11,0,3,2,6,0,13,0,4,0,3,8,0,2,0,0,0,0,0,3,1,8,0,2,0,0
1204,10980,33,5,5,0,5,0,0,0,0,19,1,1,0,36,0,0,5,0,0,0,0,1,1,15,36,0,0,1,0,0,0,13,0,14,1,0,0,6,94,0,8,6,0,0,49,0,0,0,0,0,0,23,0,268,8,27,155,8,2,0,0,16,3,3,77,7,5,0,3,11,0,1,0,0,0,0,1,10,0,22,0,0,0,0
1212,11295,34,1,1,2,8,1,0,0,0,15,21,0,0,115,0,0,1,1,0,0,0,0,0,4,138,0,0,0,0,0,0,8,0,6,0,0,2,1,173,0,19,9,0,0,45,0,0,0,0,0,0,6,0,26,7,41,152,0,2,0,0,130,12,1,6,0,0,0,5,26,0,2,1,0,0,1,0,8,2,9,0,0,0,0
1220,11611,26,0,1,22,14,0,0,6,0,42,10,1,0,65,0,1,0,3,0,0,0,0,0,14,232,0,1,0,0,2,0,8,0,4,2,0,0,0,35,0,9,1,0,0,3,0,0,0,0,0,0,8,0,54,6,37,271,0,14,0,0,2,7,5,14,7,2,1,3,59,0,0,0,0,3,0,0,1,1,10,0,0,0,0
1228,NA,5,0,0,9,8,1,1,0,0,37,4,0,1,37,0,0,3,3,0,1,0,0,0,6,201,0,0,0,0,1,0,6,0,4,0,0,0,0,9,0,2,3,0,0,3,0,1,0,0,0,2,4,0,120,5,14,230,0,34,0,0,1,7,2,25,5,2,0,3,31,0,2,1,4,1,0,0,2,0,5,0,0,0,0
1236,NA,17,1,1,15,13,4,0,4,1,98,17,0,0,29,0,3,1,2,0,0,0,1,0,21,263,0,0,2,0,0,0,8,0,6,1,0,1,0,12,1,5,4,0,0,7,0,0,0,0,0,0,11,0,54,1,7,229,0,37,0,0,5,4,2,18,6,3,0,9,69,0,1,1,0,2,0,0,1,2,16,0,0,0,0
1252,NA,8,0,7,3,4,2,0,6,0,72,15,1,0,12,0,1,1,1,0,0,0,3,1,26,101,0,0,0,0,0,0,7,0,20,5,0,0,1,58,0,12,2,0,0,10,0,0,0,0,1,0,22,1,38,4,6,105,0,8,0,0,6,4,0,23,3,2,0,9,44,0,9,2,0,0,0,0,0,3,5,0,0,0,0
1260,NA,10,0,1,1,1,2,1,3,0,4,14,0,0,8,0,0,2,5,0,0,0,0,0,21,57,0,0,4,0,2,0,1,0,3,0,0,0,0,42,0,7,0,0,0,4,0,1,0,0,0,0,6,0,45,1,8,341,0,11,0,0,0,4,2,12,0,2,0,3,33,0,2,3,0,0,0,0,0,0,9,0,0,0,0
1276,NA,3,0,1,0,3,3,0,1,0,11,9,0,0,1,0,0,1,1,0,2,0,1,0,4,34,0,0,0,0,0,0,6,0,0,1,0,0,0,11,1,2,0,0,0,1,0,0,0,1,0,0,0,0,18,3,1,98,0,15,0,1,3,10,0,27,3,1,0,0,11,1,0,1,0,0,0,0,0,0,11,3,4,0,1
1284,NA,15,0,2,1,1,0,1,0,0,10,6,0,0,3,0,1,1,2,0,0,0,1,0,25,48,0,0,0,0,0,1,1,0,1,1,0,0,0,20,0,0,3,0,0,2,0,0,0,0,0,0,2,0,49,0,6,74,0,10,0,0,2,9,2,12,1,0,0,0,6,0,0,2,0,0,0,0,0,0,4,0,0,0,0
1292,NA,5,0,0,3,1,3,1,0,0,4,4,0,3,0,0,0,0,0,0,0,0,2,0,17,43,0,0,0,0,0,0,0,0,3,2,0,0,0,8,0,1,0,0,0,5,0,0,0,0,0,0,3,0,20,1,3,115,0,10,0,0,2,13,2,12,1,0,0,0,4,0,0,1,0,0,0,0,0,0,23,3,2,0,1
