"sample.depths","sample.ages","Acer.rubrum","Artemisia","Betula","Carya","Caryophyllaceae","Corylus","Cyperaceae","Ericaceae","Fagus","Poaceae.undiff.","Ilex","Asteraceae.subf..Cichorioideae","Nyssa","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Quercus","Rubus","Rumex","Salix","Thalictrum","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Apiaceae","Ambrosia","Alnus.viridis","Rosaceae.undiff.","Myrica.Comptonia.peregrina","Amaranthaceae","Caprifoliaceae","Brassicaceae","Plantago","cf..Hypericum","Abies","Acer.undiff.","Ostrya.Carpinus","Rhus","Scrophulariaceae","Juglans.cinerea","Zea.mays","Fabaceae","Iva","Fraxinus.pennsylvanica","Cupressaceae.Taxaceae","Solanum","Castanea","Fraxinus.nigra","Platanus","Tilia","Alnus.incana","Helianthemum","Hudsonia","Betulaceae.Myricaceae.undiff.","Liquidambar","Polygonaceae.undiff.","Onagraceae","Lamiaceae","Rhamnus","Juglans.nigra","Ranunculaceae.undiff."
435,8263,0,0,0.0649953574744661,0.00185701021355617,0.00185701021355617,0.0204271123491179,0.0148560817084494,0.0519962859795729,0,0.0687093779015785,0.00185701021355617,0,0.00185701021355617,0.00464252553389044,0.00928505106778087,0.0204271123491179,0.455896007428041,0.12627669452182,0,0,0.00185701021355617,0,0.011142061281337,0.0389972144846797,0,0,0,0.00557103064066852,0,0.0668523676880223,0.00185701021355617,0,0,0,0,0.000928505106778087,0,0.0074280408542247,0,0,0,0,0,0.00928505106778087,0,0,0,0,0,0,0,0,0,0,0.011142061281337,0,0,0,0,0,0,0
445,8656,0,0,0.127358490566038,0,0,0.0306603773584906,0.0283018867924528,0.0754716981132075,0,0.0613207547169811,0.00943396226415094,0,0,0.0188679245283019,0.00471698113207547,0.0117924528301887,0.341981132075472,0.127358490566038,0,0,0,0,0,0.0330188679245283,0.0117924528301887,0,0,0.0212264150943396,0,0.0683962264150943,0,0,0,0,0,0,0.00235849056603774,0,0,0,0,0,0,0.0070754716981132,0.00471698113207547,0.00471698113207547,0,0,0,0,0,0,0,0,0.0070754716981132,0.00235849056603774,0,0,0,0,0,0
453,8971,0,0.00204918032786885,0.125,0,0,0.055327868852459,0.0327868852459016,0.133196721311475,0,0.0614754098360656,0,0,0.00204918032786885,0.0276639344262295,0.014344262295082,0.0348360655737705,0.248975409836066,0.100409836065574,0,0.00204918032786885,0,0,0.00819672131147541,0.0163934426229508,0.0102459016393443,0,0.00614754098360656,0.0204918032786885,0.00204918032786885,0.0717213114754098,0,0,0,0,0,0.00204918032786885,0,0.00409836065573771,0,0,0.00204918032786885,0,0,0,0.00204918032786885,0,0,0,0.00409836065573771,0,0,0,0,0,0.0102459016393443,0,0,0,0,0,0,0
465,9443,0,0,0.111229946524064,0,0,0.0235294117647059,0.0106951871657754,0.0620320855614973,0,0.0491978609625668,0,0,0.00641711229946524,0.0748663101604278,0.0299465240641711,0.0406417112299465,0.413903743315508,0.0727272727272727,0,0,0,0,0.0106951871657754,0.0106951871657754,0.00427807486631016,0,0.00213903743315508,0.0128342245989305,0,0.0470588235294118,0,0,0,0,0,0,0,0.00427807486631016,0,0,0.00213903743315508,0,0,0,0,0,0,0,0,0,0,0.00213903743315508,0,0,0.00855614973262032,0,0,0,0,0,0,0
475,9836,0,0,0.0521472392638037,0,0,0.0245398773006135,0.0184049079754601,0.0122699386503067,0,0.0460122699386503,0,0,0,0.116564417177914,0.0306748466257669,0.0337423312883436,0.501533742331288,0.0276073619631902,0,0,0.00306748466257669,0,0.00613496932515337,0.0122699386503067,0.00306748466257669,0,0,0.0460122699386503,0,0.0521472392638037,0,0,0,0,0,0.00460122699386503,0,0,0,0,0,0,0,0,0,0,0,0,0.00306748466257669,0,0,0,0,0,0.00613496932515337,0,0,0,0,0,0,0
485,10230,0,0,0.0723860589812333,0,0,0.0160857908847185,0.0214477211796247,0.00536193029490617,0,0.0107238605898123,0,0,0,0.17828418230563,0.0804289544235925,0.0375335120643432,0.42627345844504,0.0241286863270777,0,0,0,0,0.00536193029490617,0.00536193029490617,0,0,0,0.0482573726541555,0,0.0536193029490617,0,0,0,0,0,0.00670241286863271,0,0.00268096514745308,0,0,0,0,0,0,0.00268096514745308,0,0,0,0.00268096514745308,0,0,0,0,0,0,0,0,0,0,0,0,0
495,10623,0,0.0029585798816568,0.0207100591715976,0,0,0.0029585798816568,0.0236686390532544,0,0,0.00887573964497041,0,0,0,0.220414201183432,0.118343195266272,0.0236686390532544,0.482248520710059,0.014792899408284,0,0,0,0.0029585798816568,0.0177514792899408,0,0,0,0.0029585798816568,0.00887573964497041,0,0.029585798816568,0,0,0,0,0,0.0014792899408284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177514792899408,0,0,0,0,0,0,0
505,11017,0,0,0.0176211453744493,0,0,0.00587371512481645,0.0293685756240822,0.00293685756240822,0.00293685756240822,0.00881057268722467,0,0,0,0.23201174743025,0.0704845814977974,0.0352422907488987,0.362701908957416,0.0411160058737151,0,0,0,0,0,0.0117474302496329,0,0,0,0.0734214390602056,0.00293685756240822,0.079295154185022,0,0,0,0,0,0.0117474302496329,0,0.00293685756240822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00881057268722467,0,0,0,0,0,0,0
520,11967,0,0.0027027027027027,0.0027027027027027,0.0027027027027027,0,0.0108108108108108,0.0567567567567568,0.0162162162162162,0,0.0378378378378378,0.00540540540540541,0,0,0.145945945945946,0.0459459459459459,0,0.50945945945946,0.0216216216216216,0,0,0,0,0,0.0648648648648649,0.0027027027027027,0,0,0.0351351351351351,0,0.00810810810810811,0,0,0,0,0,0.00135135135135135,0,0.00810810810810811,0,0,0,0,0,0,0,0,0,0,0.0027027027027027,0,0,0,0,0,0.0189189189189189,0,0,0,0,0,0,0
522,12333,0,0,0.0072202166064982,0,0,0.0192539109506619,0.0938628158844765,0.0288808664259928,0.00240673886883273,0.0914560770156438,0,0,0,0.161251504211793,0.0409145607701564,0,0.42719614921781,0.0312876052948255,0,0,0,0,0,0.0529482551143201,0.00240673886883273,0,0,0.00962695547533093,0,0.0168471720818291,0,0,0,0,0,0,0,0.00481347773766546,0,0,0,0,0,0,0.00240673886883273,0.00240673886883273,0,0,0,0,0,0,0,0,0.00481347773766546,0,0,0,0,0,0,0
535,14715,0,0.00221975582685905,0.0177580466148724,0,0,0.0377358490566038,0.170921198668147,0.0199778024417314,0.00221975582685905,0.0799112097669256,0,0,0,0.128745837957825,0.0133185349611543,0,0.296337402885683,0.0421753607103219,0,0,0,0,0,0.102108768035516,0,0,0,0.00665926748057714,0,0.0377358490566038,0,0,0,0,0,0.00443951165371809,0,0.00887902330743618,0,0,0,0,0,0.00443951165371809,0.00221975582685905,0,0,0,0.00665926748057714,0,0,0,0,0,0.0155382907880133,0,0,0,0,0,0,0
545,16548,0,0.0601307189542484,0.0784313725490196,0,0.00261437908496732,0.0156862745098039,0.0522875816993464,0.0758169934640523,0,0.10718954248366,0.00261437908496732,0,0,0.0941176470588235,0.00261437908496732,0,0.0954248366013072,0.0784313725490196,0,0,0.0183006535947712,0,0,0.0522875816993464,0,0,0,0.0156862745098039,0.00522875816993464,0.183006535947712,0,0,0.0104575163398693,0,0,0.00261437908496732,0,0.0209150326797386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261437908496732,0,0,0,0,0,0,0
548,NA,0,0.048723897911833,0.0510440835266821,0,0.00464037122969838,0.00696055684454756,0.187935034802784,0.0881670533642691,0,0.11368909512761,0,0,0,0.0765661252900232,0,0,0.132250580046404,0.0394431554524362,0,0,0.00928074245939675,0,0,0.0278422273781903,0.00696055684454756,0,0,0.00696055684454756,0.0116009280742459,0.160092807424594,0,0,0.00232018561484919,0,0,0,0,0.00696055684454756,0.00232018561484919,0,0,0,0.00232018561484919,0.00232018561484919,0.00232018561484919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00928074245939675
552,NA,0,0.020997375328084,0.0288713910761155,0,0,0.0078740157480315,0.204724409448819,0.099737532808399,0,0.15748031496063,0,0,0,0.141732283464567,0,0,0.204724409448819,0.010498687664042,0,0,0.0131233595800525,0,0,0.0498687664041995,0.0026246719160105,0,0,0.0078740157480315,0.0026246719160105,0.020997375328084,0,0,0,0,0,0,0,0.020997375328084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005249343832021
