"depth","best.age","min.age","max.age"
580,10,-61,87
595,106,41,174
605,171,74,267
620,448,354,541
640,817,725,907
660,1186,1094,1275
680,1555,1464,1648
700,1924,1831,2021
720,2294,2195,2395
740,2663,2559,2773
760,3032,2920,3149
780,3401,3282,3529
800,3770,3643,3909
830,4324,4182,4481
840,4508,4361,4671
860,4877,4718,5052
880,5247,5073,5431
900,5616,5429,5811
920,5985,5784,6191
940,6354,6141,6573
960,6723,6497,6954
980,7092,6853,7335
1000,7461,7210,7718
1020,7759,7522,7995
1040,8017,7815,8225
1060,8275,8097,8459
1070,8404,8233,8579
1100,8792,8615,8962
1120,9050,8859,9238
1140,9308,9097,9521
1160,NA,NA,NA
