"depth","best.age","min.age","max.age"
0.5,42,-47,127
10,192,105,275
20,349,265,431
30,507,425,587
40,665,586,744
50,822,745,901
60,980,904,1058
70,1138,1063,1215
100,1611,1538,1688
110,1768,1695,1846
120,1926,1852,2005
130,2084,2008,2163
140,2241,2163,2321
150,2399,2317,2479
160,2557,2471,2637
170,2714,2623,2794
179,2856,2760,2936
200,3187,3077,3269
210,3345,3225,3429
220,3502,3376,3588
230,3660,3527,3748
240,3818,3680,3908
250,3975,3833,4069
260,4133,3986,4230
270,4291,4138,4390
280,4448,4291,4551
315,5000,4826,5116
325,5158,4978,5277
335,5315,5130,5438
345,5473,5283,5600
355,NA,NA,NA
365,NA,NA,NA
374,NA,NA,NA
