"sample.depths","sample.ages","Abies","Acer.saccharum.type","Acer.pensylvanicum","Acer.rubrum","Ambrosia.type","Artemisia","Betula","Carya","Castanea","Asteraceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Fagus","Herbs.undiff.","Ilex","Juglans.cinerea","Ostrya.Carpinus","Picea","Platanus","Quercus","Thalictrum","Tilia","Tsuga","Ulmus","Alnus","Fraxinus","Myrica","Pinus","Poaceae","Acer.spicatum","Larix","Amaranthaceae","Salix","Juglans.nigra","Populus"
0,250,0.050767414403778,0.0200708382526564,0.00826446280991736,0.00118063754427391,0.00472255017709563,0.00354191263282172,0.311688311688312,0.00590318772136954,0.00118063754427391,0.00236127508854782,0.025974025974026,0.00472255017709563,0.00590318772136954,0.0495867768595041,0.0106257378984652,0.00118063754427391,0.00236127508854782,0.0330578512396694,0.180637544273908,0.00472255017709563,0.0554899645808737,0.00118063754427391,0.00118063754427391,0.0613931523022432,0.0153482880755608,0.0177095631641086,0.0188902007083825,0.00118063754427391,0.0956316410861865,0.00354191263282172,0,0,0,0,0,0
20,623,0.0180383314543405,0.028184892897407,0.00338218714768884,0,0.00112739571589628,0.00338218714768884,0.401352874859076,0.00676437429537768,0.00112739571589628,0,0.0124013528748591,0.00225479143179256,0.00225479143179256,0.119503945885006,0.00338218714768884,0,0,0.0135287485907554,0.108229988726043,0.00450958286358512,0.0541149943630214,0.00225479143179256,0.00112739571589628,0.0755355129650507,0.0270574971815107,0.0135287485907554,0.0214205186020293,0,0.068771138669673,0.00225479143179256,0.00112739571589628,0.00112739571589628,0.00225479143179256,0,0,0
57,1006,0.0302613480055021,0.0261348005502063,0.00687757909215956,0.00137551581843191,0.00275103163686382,0,0.47455295735901,0.00412654745529574,0.00137551581843191,0.00412654745529574,0.00550206327372765,0.00550206327372765,0,0.118294360385144,0.00412654745529574,0.00275103163686382,0.00137551581843191,0.0178817056396149,0.015130674002751,0.00275103163686382,0.0563961485557084,0,0.00137551581843191,0.0825309491059147,0.0261348005502063,0.0165061898211829,0.0261348005502063,0,0.0605226960110041,0.00137551581843191,0.00137551581843191,0,0,0.00275103163686382,0,0
87,1275,0.0273972602739726,0.037359900373599,0.0037359900373599,0.0024906600249066,0.0024906600249066,0.0012453300124533,0.36239103362391,0.0087173100871731,0.0037359900373599,0.0024906600249066,0.0112079701120797,0.0049813200498132,0,0.155666251556663,0.0037359900373599,0,0,0.0211706102117061,0.0759651307596513,0.0037359900373599,0.0510585305105853,0.0024906600249066,0,0.0821917808219178,0.0174346201743462,0.0211706102117061,0.0311332503113325,0,0.0610211706102117,0.0012453300124533,0,0.0024906600249066,0,0.0012453300124533,0,0
105,1788,0.0260303687635575,0.0419378163412871,0.00433839479392625,0.00216919739696312,0.000723065798987708,0.00144613159797542,0.4352856109906,0.00506146059291396,0,0.000723065798987708,0.0108459869848156,0.000723065798987708,0,0.146782357194505,0.00289226319595083,0.000723065798987708,0.00144613159797542,0.0195227765726681,0.00506146059291396,0.0093998553868402,0.0600144613159798,0,0.00144613159797542,0.076644974692697,0.0216919739696312,0.0253073029645698,0.0209689081706435,0,0.0723065798987708,0.00216919739696312,0.00144613159797542,0.000723065798987708,0.00144613159797542,0.000723065798987708,0,0
135,3132,0.0248366013071895,0.0392156862745098,0.00392156862745098,0.00261437908496732,0.0065359477124183,0.00130718954248366,0.38562091503268,0.00522875816993464,0.00130718954248366,0.00130718954248366,0.0117647058823529,0.00522875816993464,0.00392156862745098,0.108496732026144,0.00130718954248366,0.00130718954248366,0.00392156862745098,0.0235294117647059,0.00392156862745098,0.00784313725490196,0.073202614379085,0.00261437908496732,0,0.0274509803921569,0.0366013071895425,0.0379084967320261,0.0287581699346405,0,0.142483660130719,0.00130718954248366,0.00130718954248366,0,0.00261437908496732,0,0.00130718954248366,0.00130718954248366
155,4152,0.0277777777777778,0.0444444444444444,0.00555555555555556,0.00555555555555556,0,0.0037037037037037,0.427777777777778,0.00740740740740741,0,0.00185185185185185,0.00925925925925926,0.00185185185185185,0.00740740740740741,0.0740740740740741,0.00185185185185185,0,0.0037037037037037,0.0203703703703704,0.00740740740740741,0.0037037037037037,0.0851851851851852,0.00555555555555556,0,0.00740740740740741,0.0185185185185185,0.0203703703703704,0.037037037037037,0.0037037037037037,0.164814814814815,0,0,0.00185185185185185,0.00185185185185185,0,0,0
165,4642,0.019311502938707,0.0235096557514694,0.00419815281276238,0,0,0.00167926112510495,0.548278757346767,0.00335852225020991,0.00167926112510495,0.00167926112510495,0.00671704450041982,0.00587741393786734,0.000839630562552477,0.126784214945424,0.00335852225020991,0.000839630562552477,0.00167926112510495,0.0167926112510495,0.00335852225020991,0.00335852225020991,0.0486985726280437,0.000839630562552477,0.000839630562552477,0.0184718723761545,0.0226700251889169,0.0184718723761545,0.0260285474391268,0.00251889168765743,0.0864819479429051,0.000839630562552477,0,0,0,0.000839630562552477,0,0
175,5098,0.0146386093321134,0.0274473924977127,0.00091491308325709,0.00091491308325709,0,0.00274473924977127,0.448307410795974,0.00457456541628545,0,0.00365965233302836,0.00640439158279963,0.00548947849954254,0.00365965233302836,0.102470265324794,0.00274473924977127,0,0.00457456541628545,0.0109789569990851,0.00182982616651418,0.010064043915828,0.0338517840805123,0.00274473924977127,0.00091491308325709,0.170173833485819,0.0173833485818847,0.0192131747483989,0.0256175663311985,0.00091491308325709,0.0713632204940531,0.00182982616651418,0.00182982616651418,0.00091491308325709,0,0.00091491308325709,0,0.00091491308325709
203,6192,0.0122186495176849,0.0263665594855305,0.00643086816720257,0.00192926045016077,0.00321543408360129,0.000643086816720257,0.44887459807074,0.00514469453376206,0.00192926045016077,0.00514469453376206,0.00643086816720257,0,0.000643086816720257,0.0803858520900322,0.0045016077170418,0.00192926045016077,0.00192926045016077,0.0122186495176849,0.0045016077170418,0.00771704180064309,0.0546623794212219,0.00128617363344051,0,0.162057877813505,0.0141479099678457,0.0160771704180064,0.0231511254019293,0.000643086816720257,0.0906752411575563,0.00385852090032154,0.000643086816720257,0,0.000643086816720257,0,0,0
240,7316,0.00823045267489712,0.0150891632373114,0.00548696844993141,0,0.00137174211248285,0,0.367626886145405,0.00137174211248285,0.00274348422496571,0.00274348422496571,0.00685871056241427,0.00137174211248285,0.00411522633744856,0.065843621399177,0,0,0.00137174211248285,0.0137174211248285,0.00411522633744856,0.0123456790123457,0.0644718792866941,0.00137174211248285,0.00137174211248285,0.155006858710562,0.0342935528120713,0.0274348422496571,0.0192043895747599,0.00137174211248285,0.172839506172839,0.00137174211248285,0.00137174211248285,0.00137174211248285,0.00137174211248285,0,0,0.00274348422496571
277,8219,0.015600624024961,0.0202808112324493,0,0,0.0046801872074883,0.00390015600624025,0.295631825273011,0.0015600624024961,0,0.00234009360374415,0.0195007800312012,0.0078003120124805,0.00234009360374415,0.00858034321372855,0.0015600624024961,0,0,0.0304212168486739,0.00702028081123245,0.0031201248049922,0.0686427457098284,0.00234009360374415,0,0.0280811232449298,0.0140405616224649,0.0171606864274571,0.0109204368174727,0.00390015600624025,0.422776911076443,0.0015600624024961,0.00078003120124805,0.00078003120124805,0.0031201248049922,0,0,0.0015600624024961
303,8846,0.0348537005163511,0.0167814113597246,0.00172117039586919,0.000860585197934596,0.00258175559380379,0.00129087779690189,0.277969018932874,0.00387263339070568,0.000430292598967298,0.00172117039586919,0.00473321858864028,0.00301204819277108,0.00172117039586919,0.0288296041308089,0.00258175559380379,0,0.000430292598967298,0.0249569707401033,0.00645438898450947,0.00559380378657487,0.116609294320138,0.000430292598967298,0.000860585197934596,0.044750430292599,0.0133390705679862,0.011617900172117,0.0219449225473322,0.00301204819277108,0.360154905335628,0.00129087779690189,0.00129087779690189,0.00172117039586919,0.000430292598967298,0.000860585197934596,0.000860585197934596,0.000430292598967298
333,9696,0.0253766851704996,0.00475812846946868,0.000793021411578113,0.000793021411578113,0.00396510705789056,0.00237906423473434,0.233941316415543,0.000793021411578113,0,0.00317208564631245,0.0111022997620936,0.00396510705789056,0.00475812846946868,0.00396510705789056,0.000793021411578113,0,0,0.0253766851704996,0.0111022997620936,0.00475812846946868,0.126883425852498,0.000793021411578113,0,0.0222045995241872,0.0198255352894528,0.0198255352894528,0.0206185567010309,0.00158604282315623,0.43298969072165,0.00713719270420301,0.000793021411578113,0.000793021411578113,0.00237906423473434,0.00158604282315623,0,0.000793021411578113
371,11136,0.0343511450381679,0.00763358778625954,0.00127226463104326,0,0,0.00127226463104326,0.375318066157761,0.00381679389312977,0.00127226463104326,0.0101781170483461,0.0127226463104326,0.0101781170483461,0.00636132315521628,0,0,0,0.00508905852417303,0.0101781170483461,0.0279898218829517,0.00127226463104326,0.0674300254452926,0,0,0,0.0165394402035623,0.099236641221374,0.0165394402035623,0.00381679389312977,0.251908396946565,0.00636132315521628,0,0.00763358778625954,0,0.00636132315521628,0,0.0152671755725191
381,11582,0.0438871473354232,0.00156739811912226,0,0,0.00156739811912226,0.00156739811912226,0.214733542319749,0.00156739811912226,0,0.00470219435736677,0.0141065830721003,0.0109717868338558,0.00940438871473354,0.00156739811912226,0.00626959247648903,0.00156739811912226,0,0.0156739811912226,0.0705329153605016,0,0.0470219435736677,0,0,0.00470219435736677,0.0109717868338558,0.326018808777429,0.00940438871473354,0.00313479623824451,0.150470219435737,0.00940438871473354,0,0.00783699059561128,0,0.0125391849529781,0,0.0188087774294671
403,12646,0.0151187904967603,0.00215982721382289,0,0.00215982721382289,0,0.0107991360691145,0.0907127429805616,0,0,0.00215982721382289,0,0.00431965442764579,0.0172786177105832,0,0.00215982721382289,0,0.00215982721382289,0.00431965442764579,0.110151187904968,0,0.0518358531317495,0,0,0.0172786177105832,0.0172786177105832,0.308855291576674,0.0151187904967603,0,0.254859611231102,0.00647948164146868,0,0.00647948164146868,0,0.00647948164146868,0,0.0518358531317495
413,13163,0.0118694362017804,0.0029673590504451,0,0,0.0029673590504451,0.0118694362017804,0.163204747774481,0,0,0.0148367952522255,0,0.0207715133531157,0.112759643916914,0,0.00593471810089021,0,0,0.0445103857566766,0.228486646884273,0,0.0178041543026706,0.0029673590504451,0,0,0.0029673590504451,0.112759643916914,0.0029673590504451,0,0.207715133531157,0.0178041543026706,0,0,0,0.00890207715133531,0,0.00593471810089021
438,NA,0.0115606936416185,0,0,0,0.0404624277456647,0.023121387283237,0.0346820809248555,0,0,0.0115606936416185,0.00578034682080925,0.0173410404624277,0.109826589595376,0,0.0346820809248555,0,0,0.0173410404624277,0.317919075144509,0,0.023121387283237,0,0,0,0.00578034682080925,0.0173410404624277,0.0115606936416185,0,0.225433526011561,0.0578034682080925,0,0,0,0.0346820809248555,0,0
