"sample.depths","sample.ages","Abies","Ambrosia.type","Artemisia","Betula","Carya","Amaranthaceae.undiff.","Cupressaceae","Cyperaceae","Larix","Ostrya.Carpinus","Picea","Platanus","Quercus","Salix","Ulmus","Alnus","Pinus","Populus","Poaceae","Humulus","Fraxinus.nigra","Juglans.nigra","Celtis","Sarcobatus.vermiculatus","Vitis","Acer.saccharum","Asteraceae.undiff.","Corylus","Tilia","Iva.annua","Fraxinus.pennsylvanica","Juglans.cinerea","Ranunculus","Epilobium","Rumex","Shepherdia.canadensis","Potentilla","Caryophyllaceae","Rosaceae.undiff.","Acer.negundo","Liliaceae","Thalictrum","Polygonum","Urtica","Ephedra","Ericaceae"
835,NA,0,0.032258064516129,0.0258064516129032,0.032258064516129,0,0.0064516129032258,0.0129032258064516,0.064516129032258,0.103225806451613,0,0.361290322580645,0,0.0451612903225806,0.0387096774193548,0.0580645161290323,0.032258064516129,0.0774193548387097,0.0193548387096774,0.0129032258064516,0,0.0516129032258065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064516129032258,0,0,0.0129032258064516,0.0064516129032258,0,0,0,0,0
840,NA,0,0.0169014084507042,0.0422535211267606,0.0676056338028169,0,0.00845070422535211,0.0140845070422535,0.0563380281690141,0.0535211267605634,0.0169014084507042,0.366197183098592,0,0.0507042253521127,0.028169014084507,0.076056338028169,0.0253521126760563,0.0394366197183099,0.0394366197183099,0.0112676056338028,0.0028169014084507,0.0507042253521127,0,0,0,0,0,0.0028169014084507,0.0197183098591549,0,0,0,0.0028169014084507,0,0,0,0,0,0,0.0028169014084507,0,0,0.0028169014084507,0.0028169014084507,0,0,0
845,12135,0,0.009009009009009,0.018018018018018,0.063063063063063,0,0,0.018018018018018,0.0810810810810811,0.0810810810810811,0,0.423423423423423,0,0.027027027027027,0.036036036036036,0.027027027027027,0.018018018018018,0.036036036036036,0.027027027027027,0.009009009009009,0,0.045045045045045,0,0,0,0,0,0.009009009009009,0,0,0,0,0,0.009009009009009,0,0,0,0,0,0.009009009009009,0.027027027027027,0.027027027027027,0,0,0,0,0
850,12158,0.012396694214876,0.00826446280991736,0.0185950413223141,0.0847107438016529,0.00413223140495868,0.0103305785123967,0.0103305785123967,0.0371900826446281,0.0413223140495868,0.012396694214876,0.388429752066116,0,0.0413223140495868,0.0475206611570248,0.090909090909091,0.0185950413223141,0.0309917355371901,0.0206611570247934,0.0165289256198347,0.00206611570247934,0.0619834710743802,0,0.00206611570247934,0.00206611570247934,0,0,0.00206611570247934,0.00826446280991736,0,0.00206611570247934,0,0,0.00826446280991736,0,0,0,0,0,0.00413223140495868,0.00826446280991736,0.00206611570247934,0.00206611570247934,0,0,0,0
850,12158,0.012396694214876,0.00826446280991736,0.0185950413223141,0.0847107438016529,0.00413223140495868,0.0103305785123967,0.0103305785123967,0.0371900826446281,0.0413223140495868,0.012396694214876,0.388429752066116,0,0.0413223140495868,0.0475206611570248,0.090909090909091,0.0185950413223141,0.0309917355371901,0.0206611570247934,0.0165289256198347,0.00206611570247934,0.0619834710743802,0,0.00206611570247934,0.00206611570247934,0,0,0.00206611570247934,0.00826446280991736,0,0.00206611570247934,0,0,0.00826446280991736,0,0,0,0,0,0.00413223140495868,0.00826446280991736,0.00206611570247934,0.00206611570247934,0,0,0,0
860,12204,0.00452488687782805,0.0113122171945701,0.0384615384615385,0.088235294117647,0,0.00904977375565611,0,0.085972850678733,0.0475113122171946,0.00904977375565611,0.416289592760181,0,0.0361990950226244,0.0203619909502262,0.0384615384615385,0.0158371040723982,0.0429864253393665,0.00904977375565611,0.0339366515837104,0,0.0294117647058824,0,0,0,0,0.00452488687782805,0.00452488687782805,0.00904977375565611,0,0,0.00226244343891403,0,0.0248868778280543,0,0,0,0,0.00226244343891403,0,0,0,0,0,0.0158371040723982,0,0
870,12250,0.00195694716242661,0.00587084148727984,0.0489236790606654,0.0626223091976517,0,0.00391389432485323,0.00782778864970646,0.0626223091976517,0.0352250489236791,0.0117416829745597,0.547945205479452,0,0.0176125244618395,0.0313111545988258,0.0273972602739726,0.025440313111546,0.0136986301369863,0.00782778864970646,0.0215264187866928,0,0.0156555772994129,0,0,0,0,0.00391389432485323,0.00782778864970646,0.00587084148727984,0,0,0.00195694716242661,0,0.0195694716242661,0,0,0,0.00391389432485323,0.00195694716242661,0.00391389432485323,0,0,0.00195694716242661,0,0,0,0
870,12250,0.00195694716242661,0.00587084148727984,0.0489236790606654,0.0626223091976517,0,0.00391389432485323,0.00782778864970646,0.0626223091976517,0.0352250489236791,0.0117416829745597,0.547945205479452,0,0.0176125244618395,0.0313111545988258,0.0273972602739726,0.025440313111546,0.0136986301369863,0.00782778864970646,0.0215264187866928,0,0.0156555772994129,0,0,0,0,0.00391389432485323,0.00782778864970646,0.00587084148727984,0,0,0.00195694716242661,0,0.0195694716242661,0,0,0,0.00391389432485323,0.00195694716242661,0.00391389432485323,0,0,0.00195694716242661,0,0,0,0
880,12296,0,0.0142857142857143,0.0666666666666667,0.0666666666666667,0,0.00476190476190476,0,0.1,0.00952380952380952,0.00952380952380952,0.495238095238095,0,0.0261904761904762,0.0333333333333333,0.0261904761904762,0.0261904761904762,0.00714285714285714,0.00952380952380952,0.0238095238095238,0.00238095238095238,0.0214285714285714,0,0,0.00238095238095238,0,0.00238095238095238,0.00714285714285714,0,0,0,0,0,0.0428571428571429,0,0,0,0,0,0,0,0,0,0.00238095238095238,0,0,0
890,12342,0.00837988826815642,0.0111731843575419,0.0446927374301676,0.0670391061452514,0,0.00837988826815642,0,0.0474860335195531,0.0167597765363128,0.00837988826815642,0.6731843575419,0,0.0167597765363128,0.00558659217877095,0.0139664804469274,0.0139664804469274,0.00558659217877095,0.00279329608938547,0.0139664804469274,0.00279329608938547,0.00837988826815642,0,0,0.00279329608938547,0,0,0,0,0,0,0,0,0.0223463687150838,0,0,0.00279329608938547,0,0,0,0,0,0.00279329608938547,0,0,0,0
900,12387,0.00273224043715847,0.00819672131147541,0.0245901639344262,0.0437158469945355,0,0.00819672131147541,0,0.0628415300546448,0.0519125683060109,0.00273224043715847,0.672131147540984,0,0.00546448087431694,0.0109289617486339,0.00819672131147541,0.0109289617486339,0.0136612021857923,0.00273224043715847,0.0300546448087432,0,0.0109289617486339,0,0,0,0,0,0,0.00819672131147541,0,0.00273224043715847,0.00273224043715847,0,0.00819672131147541,0,0,0.00546448087431694,0,0,0,0,0,0,0,0,0.00273224043715847,0
910,12433,0,0.00284900284900285,0.0341880341880342,0.0256410256410256,0,0.0056980056980057,0.00284900284900285,0.0683760683760684,0.0341880341880342,0.00854700854700855,0.712250712250712,0,0.0113960113960114,0.00284900284900285,0.0056980056980057,0.0142450142450142,0.0170940170940171,0.0056980056980057,0.0113960113960114,0,0.0142450142450142,0,0,0,0,0,0.0142450142450142,0,0,0,0,0,0.0056980056980057,0,0,0.00284900284900285,0,0,0,0,0,0,0,0,0,0
920,12479,0,0,0.0202702702702703,0.0675675675675676,0,0,0.00675675675675676,0.168918918918919,0.0202702702702703,0,0.567567567567568,0,0,0.0135135135135135,0.00675675675675676,0.0135135135135135,0.0202702702702703,0,0.0202702702702703,0,0,0,0,0,0,0,0.00675675675675676,0.00675675675675676,0,0,0,0,0.0608108108108108,0,0,0,0,0,0,0,0,0,0,0,0,0
930,12525,0,0.0131578947368421,0.0460526315789474,0.105263157894737,0,0.00657894736842105,0,0.25,0.0131578947368421,0.00657894736842105,0.440789473684211,0,0,0.0131578947368421,0.0131578947368421,0.0197368421052632,0.0131578947368421,0.00657894736842105,0.0197368421052632,0.00657894736842105,0,0,0,0,0,0,0.00657894736842105,0,0,0,0,0,0.0131578947368421,0,0,0,0,0,0,0,0,0.00657894736842105,0,0,0,0
940,12571,0.00826446280991736,0.00826446280991736,0.0165289256198347,0.0661157024793388,0,0,0,0.338842975206612,0.0413223140495868,0,0.429752066115702,0,0,0.00826446280991736,0,0.00826446280991736,0.0165289256198347,0.0165289256198347,0.0165289256198347,0,0,0,0,0,0,0,0.00826446280991736,0,0,0,0,0,0.0165289256198347,0,0,0,0,0,0,0,0,0,0,0,0,0
950,12617,0,0,0.0610687022900763,0.0458015267175573,0,0,0,0.190839694656489,0.0152671755725191,0.00763358778625954,0.557251908396947,0,0,0.00763358778625954,0,0.0152671755725191,0.0229007633587786,0,0.0152671755725191,0,0,0,0,0,0,0,0.00763358778625954,0,0,0.00763358778625954,0,0,0.0152671755725191,0,0,0,0,0,0,0,0,0.00763358778625954,0,0,0,0.0229007633587786
960,12663,0,0.015625,0.0625,0.0859375,0,0,0,0.140625,0,0,0.515625,0,0,0.0078125,0,0.0078125,0.015625,0,0.0234375,0,0.0078125,0,0,0,0,0,0.078125,0,0,0,0,0,0.03125,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0
