"sample.depths","sample.ages","Abies","Ambrosia.type","Artemisia","Betula","Carya","Amaranthaceae.undiff.","Cupressaceae","Cyperaceae","Larix","Ostrya.Carpinus","Picea","Platanus","Quercus","Salix","Ulmus","Alnus","Pinus","Populus","Poaceae","Humulus","Fraxinus.nigra","Juglans.nigra","Celtis","Sarcobatus.vermiculatus","Vitis","Acer.saccharum","Asteraceae.undiff.","Corylus","Tilia","Iva.annua","Fraxinus.pennsylvanica","Juglans.cinerea","Ranunculus","Epilobium","Rumex","Shepherdia.canadensis","Potentilla","Caryophyllaceae","Rosaceae.undiff.","Acer.negundo","Liliaceae","Thalictrum","Polygonum","Urtica","Ephedra","Ericaceae"
755,NA,0.017910447761194,0.0119402985074627,0.0119402985074627,0.202985074626866,0.00298507462686567,0.00298507462686567,0.00298507462686567,0.0298507462686567,0.0119402985074627,0.0149253731343284,0.0925373134328358,0.00895522388059702,0.0507462686567164,0.0149253731343284,0.11044776119403,0.0985074626865672,0.26865671641791,0.0149253731343284,0.017910447761194,0.00298507462686567,0.00895522388059702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,NA,0.00301204819277108,0.0120481927710843,0.0150602409638554,0.16566265060241,0.0120481927710843,0.00301204819277108,0,0.0150602409638554,0.0120481927710843,0.00903614457831325,0.0572289156626506,0,0.0753012048192771,0.0210843373493976,0.0873493975903614,0.114457831325301,0.328313253012048,0.0301204819277108,0.0180722891566265,0,0.0180722891566265,0.00301204819277108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,NA,0.0045045045045045,0.018018018018018,0.0135135135135135,0.168918918918919,0.0045045045045045,0.0112612612612613,0,0.0202702702702703,0.0225225225225225,0.0202702702702703,0.11036036036036,0,0.0878378378378378,0.0202702702702703,0.045045045045045,0.0292792792792793,0.342342342342342,0.0157657657657658,0.0225225225225225,0,0.0202702702702703,0.0045045045045045,0.0045045045045045,0.00225225225225225,0.00225225225225225,0.009009009009009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,NA,0,0.0179640718562874,0.0419161676646707,0.143712574850299,0.0029940119760479,0,0,0.0149700598802395,0.0179640718562874,0.0209580838323353,0.143712574850299,0.00598802395209581,0.0718562874251497,0.0359281437125748,0.0658682634730539,0.029940119760479,0.302395209580838,0.0209580838323353,0.0149700598802395,0.0029940119760479,0.0209580838323353,0.00598802395209581,0,0,0,0,0.00598802395209581,0.00598802395209581,0.0029940119760479,0.0029940119760479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,NA,0.00493827160493827,0.0172839506172839,0.0419753086419753,0.0888888888888889,0.00493827160493827,0.00246913580246914,0.00740740740740741,0.0222222222222222,0.00987654320987654,0.0148148148148148,0.187654320987654,0,0.071604938271605,0.0395061728395062,0.0567901234567901,0.0172839506172839,0.318518518518519,0.00493827160493827,0.0172839506172839,0.00246913580246914,0.0469135802469136,0.00493827160493827,0,0.00493827160493827,0,0.00246913580246914,0.00246913580246914,0.00493827160493827,0,0,0.00246913580246914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,NA,0.00478468899521531,0.00239234449760766,0.0358851674641148,0.0598086124401914,0,0.00239234449760766,0.00239234449760766,0.0167464114832536,0.0287081339712919,0.00478468899521531,0.361244019138756,0,0.0406698564593301,0.0119617224880383,0.0574162679425837,0.0119617224880383,0.26555023923445,0.00478468899521531,0.0215311004784689,0,0.0406698564593301,0.00239234449760766,0,0,0,0,0.00717703349282297,0.00478468899521531,0,0,0.00239234449760766,0.00717703349282297,0.00239234449760766,0,0,0,0,0,0,0,0,0,0,0,0,0
810,NA,0,0.0136054421768707,0.0317460317460317,0.0839002267573696,0.00226757369614512,0.00453514739229025,0.00226757369614512,0.0453514739229025,0.0249433106575964,0.0204081632653061,0.36734693877551,0,0.0498866213151927,0.0113378684807256,0.0589569160997732,0.0136054421768707,0.138321995464853,0.0226757369614512,0.0090702947845805,0,0.072562358276644,0,0.00453514739229025,0.00226757369614512,0,0.00226757369614512,0.00453514739229025,0.00453514739229025,0,0,0,0.0090702947845805,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,NA,0.00824175824175824,0.0137362637362637,0.0384615384615385,0.0576923076923077,0,0,0,0.0631868131868132,0.0384615384615385,0.0137362637362637,0.35989010989011,0,0.043956043956044,0.043956043956044,0.0741758241758242,0.0247252747252747,0.131868131868132,0.0137362637362637,0.00824175824175824,0.00274725274725275,0.021978021978022,0,0,0,0,0,0.00549450549450549,0.00274725274725275,0,0,0,0.00549450549450549,0.00549450549450549,0.00274725274725275,0.00549450549450549,0.00549450549450549,0.00824175824175824,0,0,0,0,0,0,0,0,0
830,NA,0.00383877159309021,0.0115163147792706,0.036468330134357,0.0671785028790787,0,0.00959692898272553,0.00575815738963532,0.0326295585412668,0.0575815738963532,0.00383877159309021,0.383877159309021,0,0.0441458733205374,0.0383877159309021,0.0710172744721689,0.00959692898272553,0.0825335892514395,0.0268714011516315,0.017274472168906,0.00191938579654511,0.0499040307101727,0,0,0.00191938579654511,0,0.00575815738963532,0.00383877159309021,0.0134357005758157,0,0,0.00575815738963532,0,0.00191938579654511,0.00191938579654511,0,0,0,0.00191938579654511,0.00383877159309021,0.00191938579654511,0.00383877159309021,0,0,0,0,0
830,NA,0.00383877159309021,0.0115163147792706,0.036468330134357,0.0671785028790787,0,0.00959692898272553,0.00575815738963532,0.0326295585412668,0.0575815738963532,0.00383877159309021,0.383877159309021,0,0.0441458733205374,0.0383877159309021,0.0710172744721689,0.00959692898272553,0.0825335892514395,0.0268714011516315,0.017274472168906,0.00191938579654511,0.0499040307101727,0,0,0.00191938579654511,0,0.00575815738963532,0.00383877159309021,0.0134357005758157,0,0,0.00575815738963532,0,0.00191938579654511,0.00191938579654511,0,0,0,0.00191938579654511,0.00383877159309021,0.00191938579654511,0.00383877159309021,0,0,0,0,0
