"sample.depths","sample.ages","Abies","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Caryophyllaceae","Cyperaceae","Epilobium","Larix","Ledum.Chamaedaphne.calyculata","Picea","Vaccinium","Pinus","Poaceae","Salix","Asteraceae.subf..Asteroideae.undiff.","Brassicaceae","Quercus","Rosaceae.undiff.","Amaranthaceae","Ericales.undiff.","Cassiope.type","Empetrum","Fagus","Thalictrum","Fraxinus","Tsuga","Arctostaphylos","Alnus.incana.type","Rumex","Castanea","Acer.saccharum.type","Myrica","Ranunculus","Dryas.type","Oxytropis.type"
710,47,0.00655737704918033,0.173770491803279,0.0098360655737705,0.00655737704918033,0.150819672131148,0.00327868852459016,0.108196721311475,0.00327868852459016,0.00655737704918033,0.00327868852459016,0.481967213114754,0.00327868852459016,0.0360655737704918,0.00655737704918033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,141,0,0.132203389830508,0,0.0135593220338983,0.145762711864407,0,0.0915254237288136,0,0,0,0.559322033898305,0,0.0338983050847458,0.0135593220338983,0.00338983050847458,0.00677966101694915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,254,0,0.181229773462783,0.00647249190938511,0.00647249190938511,0.171521035598705,0.00323624595469256,0.15210355987055,0,0.00647249190938511,0,0.43042071197411,0,0.0129449838187702,0.0194174757281553,0.00647249190938511,0,0.00323624595469256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,329,0,0.107023411371237,0,0.00334448160535117,0.153846153846154,0,0.0735785953177258,0,0.0234113712374582,0,0.615384615384615,0.00668896321070234,0.0167224080267559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,423,0.00333333333333333,0.103333333333333,0.00333333333333333,0.00333333333333333,0.14,0,0.06,0,0.0133333333333333,0,0.64,0,0.0166666666666667,0.00333333333333333,0.00333333333333333,0,0.00333333333333333,0.00333333333333333,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,610,0.00630914826498423,0.116719242902208,0,0,0.154574132492114,0,0.0347003154574132,0,0.00946372239747634,0,0.65615141955836,0,0.0126182965299685,0.00315457413249211,0,0,0,0.00315457413249211,0,0.00315457413249211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,798,0.00325732899022801,0.0846905537459283,0,0.00325732899022801,0.143322475570033,0,0.0358306188925081,0,0.00651465798045603,0,0.674267100977199,0,0.0260586319218241,0.00325732899022801,0.00325732899022801,0.00651465798045603,0,0,0,0,0.00325732899022801,0.00651465798045603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,986,0.00632911392405063,0.079113924050633,0,0,0.151898734177215,0,0.0379746835443038,0,0.0126582278481013,0,0.674050632911392,0,0.0221518987341772,0.0126582278481013,0.00316455696202532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,1173,0.00911854103343465,0.094224924012158,0.00303951367781155,0.00303951367781155,0.13677811550152,0,0.0364741641337386,0,0.0151975683890578,0,0.635258358662614,0,0.0425531914893617,0.0121580547112462,0.00303951367781155,0,0,0,0,0,0,0,0.00303951367781155,0.00303951367781155,0.00303951367781155,0,0,0,0,0,0,0,0,0,0,0
780,1361,0.00325732899022801,0.0944625407166124,0,0,0.149837133550489,0,0.0521172638436482,0.00325732899022801,0.0130293159609121,0,0.664495114006515,0,0.00977198697068404,0.00977198697068404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
