"sample.depths","sample.ages","Abies","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Caryophyllaceae","Cyperaceae","Epilobium","Larix","Ledum.Chamaedaphne.calyculata","Picea","Vaccinium","Pinus","Poaceae","Salix","Asteraceae.subf..Asteroideae.undiff.","Brassicaceae","Quercus","Rosaceae.undiff.","Amaranthaceae","Ericales.undiff.","Cassiope.type","Empetrum","Fagus","Thalictrum","Fraxinus","Tsuga","Arctostaphylos","Alnus.incana.type","Rumex","Castanea","Acer.saccharum.type","Myrica","Ranunculus","Dryas.type","Oxytropis.type"
790,1548,0.00314465408805031,0.10062893081761,0.00314465408805031,0.00314465408805031,0.122641509433962,0,0.0314465408805031,0,0.00943396226415094,0,0.688679245283019,0,0.0125786163522013,0.0125786163522013,0.00628930817610063,0,0,0,0,0,0.00314465408805031,0,0,0,0,0.00314465408805031,0,0,0,0,0,0,0,0,0,0
800,1736,0.0087719298245614,0.0701754385964912,0,0,0.10233918128655,0,0.0263157894736842,0,0.0263157894736842,0,0.751461988304094,0.00584795321637427,0,0.00292397660818713,0,0,0,0,0,0,0.00292397660818713,0.00292397660818713,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,1934,0,0.118811881188119,0,0,0.171617161716172,0,0.033003300330033,0,0.0132013201320132,0,0.623762376237624,0,0.0099009900990099,0.0132013201320132,0.0033003300330033,0,0,0,0,0,0.0066006600660066,0.0033003300330033,0,0,0,0,0.0033003300330033,0,0,0,0,0,0,0,0,0
820,2163,0.00301204819277108,0.117469879518072,0,0.00301204819277108,0.177710843373494,0,0.0150602409638554,0,0.0180722891566265,0.00301204819277108,0.632530120481928,0,0.0150602409638554,0.00301204819277108,0,0.00301204819277108,0,0.00301204819277108,0,0,0.00301204819277108,0,0.00301204819277108,0,0,0,0,0,0,0,0,0,0,0,0,0
830,2393,0.00302114803625378,0.132930513595166,0,0,0.120845921450151,0,0.0151057401812689,0.00302114803625378,0.00604229607250755,0,0.694864048338369,0,0.0151057401812689,0.00604229607250755,0,0,0,0,0,0.00302114803625378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,2622,0.00334448160535117,0.133779264214047,0,0,0.137123745819398,0,0.0468227424749164,0,0.00668896321070234,0,0.652173913043478,0,0.0133779264214047,0,0.00334448160535117,0,0,0,0,0,0,0,0,0,0,0,0,0.00334448160535117,0,0,0,0,0,0,0,0
850,2852,0,0.180921052631579,0,0,0.125,0,0.0131578947368421,0,0.00986842105263158,0,0.641447368421053,0,0.00657894736842105,0.0131578947368421,0.00328947368421053,0,0,0,0,0,0.00328947368421053,0,0,0,0,0,0,0,0.00328947368421053,0,0,0,0,0,0,0
860,3081,0,0.164473684210526,0.00328947368421053,0.00328947368421053,0.134868421052632,0,0.00657894736842105,0,0.00657894736842105,0,0.641447368421053,0,0.0263157894736842,0.00328947368421053,0.00328947368421053,0,0,0.00328947368421053,0,0,0,0,0,0,0,0,0,0,0.00328947368421053,0,0,0,0,0,0,0
870,3311,0.0064935064935065,0.165584415584416,0,0.00324675324675325,0.12012987012987,0,0.012987012987013,0,0.0064935064935065,0,0.646103896103896,0,0.0162337662337662,0.00974025974025974,0.0064935064935065,0,0,0.00324675324675325,0,0.00324675324675325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880,3540,0.00323624595469256,0.220064724919094,0,0,0.168284789644013,0,0.00970873786407767,0,0.00647249190938511,0,0.572815533980582,0,0.00970873786407767,0.00323624595469256,0,0.00323624595469256,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00323624595469256,0,0,0,0,0,0
885,3655,0.00282485875706215,0.206214689265537,0,0.00564971751412429,0.163841807909605,0,0.00282485875706215,0,0.00564971751412429,0,0.590395480225989,0.00564971751412429,0.00564971751412429,0.0112994350282486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890,3770,0.00268817204301075,0.172043010752688,0,0.00268817204301075,0.120967741935484,0,0.0268817204301075,0,0.00537634408602151,0.00806451612903226,0.647849462365591,0.00268817204301075,0.00806451612903226,0.00268817204301075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
893,3839,0.00606980273141123,0.256449165402124,0,0.00303490136570561,0.12443095599393,0,0.00303490136570561,0,0.0106221547799697,0,0.57814871016692,0.00151745068285281,0.0151745068285281,0.00151745068285281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,3999,0.00810810810810811,0.2,0,0,0.124324324324324,0,0.00540540540540541,0,0.0027027027027027,0,0.654054054054054,0,0.00540540540540541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905,4114,0.00887573964497041,0.183431952662722,0,0,0.130177514792899,0,0.00591715976331361,0,0,0,0.65680473372781,0,0.00591715976331361,0,0.0029585798816568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029585798816568,0.0029585798816568,0,0,0,0,0
910,4229,0,0.236619718309859,0,0.0028169014084507,0.12112676056338,0,0.0169014084507042,0,0.0028169014084507,0,0.616901408450704,0,0.0028169014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915,4343,0.00309597523219814,0.278637770897833,0,0,0.148606811145511,0,0.00619195046439629,0,0.00619195046439629,0,0.544891640866873,0,0.00619195046439629,0.00309597523219814,0.00309597523219814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,4458,0.00970873786407767,0.181229773462783,0,0.00323624595469256,0.103559870550162,0,0.0161812297734628,0,0.00323624595469256,0,0.676375404530744,0,0.00323624595469256,0,0,0.00323624595469256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925,4569,0.00943396226415094,0.254716981132075,0,0,0.125786163522013,0,0.00943396226415094,0,0.0125786163522013,0,0.566037735849057,0.00314465408805031,0.00943396226415094,0.00628930817610063,0.00314465408805031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,4675,0.0186915887850467,0.165109034267913,0,0,0.124610591900312,0,0.0155763239875389,0,0.00311526479750779,0.00311526479750779,0.644859813084112,0,0.0155763239875389,0.00311526479750779,0,0,0,0,0.00311526479750779,0,0,0,0,0,0,0,0,0,0,0,0,0.00311526479750779,0,0,0,0
935,4781,0.00543478260869565,0.146739130434783,0,0,0.127717391304348,0,0.0108695652173913,0,0.00543478260869565,0,0.690217391304348,0,0.00271739130434783,0.00543478260869565,0,0.00271739130434783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00271739130434783,0,0,0
940,4887,0.0093167701863354,0.217391304347826,0,0,0.164596273291925,0,0.0062111801242236,0,0.0093167701863354,0,0.58695652173913,0,0.0031055900621118,0,0.0031055900621118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,5100,0.00246305418719212,0.17487684729064,0,0.00246305418719212,0.172413793103448,0,0.00246305418719212,0,0,0,0.62807881773399,0,0.00246305418719212,0,0,0.00246305418719212,0,0.00492610837438424,0,0,0,0.00492610837438424,0,0,0,0,0,0,0,0,0,0,0.00246305418719212,0,0,0
960,5313,0.0303030303030303,0.121212121212121,0,0,0.151515151515152,0,0.00606060606060606,0,0.00909090909090909,0,0.672727272727273,0,0.00909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,5525,0.022508038585209,0.090032154340836,0,0.00321543408360129,0.138263665594855,0,0.022508038585209,0,0.00964630225080386,0,0.688102893890675,0.00321543408360129,0.00643086816720257,0.00643086816720257,0.00321543408360129,0,0,0,0,0,0,0,0,0,0.00321543408360129,0,0.00321543408360129,0,0,0,0,0,0,0,0,0
980,5738,0.0411311053984576,0.195372750642674,0,0,0.249357326478149,0,0.0051413881748072,0,0.0231362467866324,0,0.457583547557841,0.0025706940874036,0.0102827763496144,0.0102827763496144,0,0,0,0.0025706940874036,0,0.0025706940874036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,5950,0.0173913043478261,0.281159420289855,0.00289855072463768,0,0.226086956521739,0,0.00579710144927536,0,0.0260869565217391,0,0.423188405797101,0,0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0.00289855072463768,0,0,0,0,0,0,0,0,0,0
1000,6163,0.025,0.391666666666667,0,0.00208333333333333,0.3,0,0.00416666666666667,0,0.0104166666666667,0,0.258333333333333,0,0.00416666666666667,0.00208333333333333,0,0,0,0,0,0,0.00208333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,6360,0.00226757369614512,0.53514739229025,0,0,0.26530612244898,0,0.00680272108843537,0,0.00453514739229025,0.00453514739229025,0.158730158730159,0,0.00453514739229025,0.00680272108843537,0.00453514739229025,0.00226757369614512,0,0.00226757369614512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00226757369614512,0,0,0
1020,6513,0.0284090909090909,0.579545454545455,0,0,0.252840909090909,0,0.0198863636363636,0,0,0,0.09375,0.00284090909090909,0.00568181818181818,0.00852272727272727,0.00284090909090909,0.00284090909090909,0,0,0,0,0.00284090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1030,6666,0,0.543624161073825,0.00335570469798658,0.00671140939597315,0.23489932885906,0.00335570469798658,0.10738255033557,0,0,0,0.0335570469798658,0,0.0201342281879195,0.0201342281879195,0.0201342281879195,0,0,0,0,0.00335570469798658,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00335570469798658,0,0
1041,6835,0,0.450980392156863,0.00326797385620915,0.0130718954248366,0.209150326797386,0,0.0980392156862745,0,0,0,0.0457516339869281,0.00326797385620915,0.0359477124183007,0.042483660130719,0.0555555555555556,0,0,0,0,0.00326797385620915,0.00980392156862745,0,0,0,0,0.00980392156862745,0,0.00326797385620915,0,0,0,0,0,0.00326797385620915,0.00980392156862745,0.00326797385620915
1051,6988,0.00309597523219814,0.523219814241486,0,0.0154798761609907,0.226006191950464,0.00309597523219814,0.0526315789473684,0,0,0,0.0464396284829721,0,0.0340557275541796,0.00928792569659443,0.0402476780185759,0.00619195046439629,0,0.00928792569659443,0,0.00309597523219814,0.00619195046439629,0,0,0,0,0,0,0,0,0,0,0,0,0.00309597523219814,0.0154798761609907,0.00309597523219814
1061,7141,0.0130293159609121,0.446254071661238,0.00325732899022801,0.0162866449511401,0.218241042345277,0.00977198697068404,0.0781758957654723,0.00325732899022801,0,0,0.0358306188925081,0,0,0.0716612377850163,0.0618892508143322,0,0,0.00325732899022801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00977198697068404,0.0228013029315961,0.00651465798045603
1070,7279,0.00342465753424658,0.428082191780822,0,0.00342465753424658,0.270547945205479,0,0.14041095890411,0,0,0,0.023972602739726,0.00342465753424658,0.0582191780821918,0.0205479452054795,0.0376712328767123,0,0,0,0,0,0.00342465753424658,0.00342465753424658,0,0,0,0,0,0,0,0,0,0,0,0.00342465753424658,0,0
