"sample.depths","sample.ages","Abies","Acer.rubrum","Acer.saccharum","Alnus","Betula","Carya","Cornus","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus","Juglans.cinerea","Juglans.nigra","Larix","Ostrya","Picea","Pinus.subg..Strobus","Pinus.undiff.","Populus","Quercus","Salix","Taxus","Tilia","Tsuga","Ulmus","Ambrosia","Artemisia","Asteraceae.undiff.","Chenopodiaceae","Cyperaceae","Plantago","Poaceae","Polygonum","Rosaceae"
150,998,0.0650095602294455,0,0.0095602294455067,0.017208413001912,0.577437858508604,0,0,0.0095602294455067,0,0,0.00191204588910134,0.00573613766730402,0,0,0,0,0.0764818355640535,0.0095602294455067,0.131931166347992,0,0.0152963671128107,0.00191204588910134,0,0.00382409177820268,0.017208413001912,0.00573613766730402,0.0229445506692161,0.011472275334608,0.00191204588910134,0.00382409177820268,0.00573613766730402,0.00573613766730402,0,0,0
170,1136,0.0578661844484629,0,0.00723327305605787,0.0235081374321881,0.698010849909584,0,0,0.0216998191681736,0,0,0,0,0,0,0.00180831826401447,0.00180831826401447,0.0289330922242315,0,0.121157323688969,0,0.00361663652802893,0,0,0,0.0126582278481013,0.00180831826401447,0.00723327305605787,0.0054249547920434,0.00180831826401447,0,0,0,0,0.00361663652802893,0.00180831826401447
180,1206,0.0495495495495495,0,0.0112612612612613,0.0247747747747748,0.686936936936937,0,0,0,0,0,0,0,0,0.00225225225225225,0,0,0.036036036036036,0.0045045045045045,0.128378378378378,0,0.0135135135135135,0,0,0,0.0135135135135135,0.00225225225225225,0.0112612612612613,0.00225225225225225,0.00225225225225225,0.00225225225225225,0.009009009009009,0,0,0,0
195,1310,0.0484140233722871,0.00166944908180301,0.015025041736227,0.0333889816360601,0.59432387312187,0,0,0,0,0,0.00166944908180301,0.00166944908180301,0,0.00166944908180301,0,0,0.0434056761268781,0.011686143572621,0.185308848080134,0,0.0200333889816361,0.00500834724540901,0,0,0.00834724540901502,0.00333889816360601,0.015025041736227,0.00667779632721202,0.00166944908180301,0,0,0,0.00166944908180301,0,0
210,1414,0.0657894736842105,0,0.0087719298245614,0.0219298245614035,0.492690058479532,0,0,0,0,0,0,0.00292397660818713,0,0,0,0,0.0804093567251462,0.0087719298245614,0.263157894736842,0,0.0204678362573099,0,0,0,0.0116959064327485,0.0043859649122807,0.00292397660818713,0.010233918128655,0,0,0.0043859649122807,0,0,0,0.00146198830409357
220,1483,0.0598455598455598,0,0.00772200772200772,0.0308880308880309,0.592664092664093,0,0,0,0,0,0,0.00386100386100386,0,0.00193050193050193,0,0,0.0637065637065637,0.00772200772200772,0.16023166023166,0,0.0173745173745174,0.00193050193050193,0,0.00193050193050193,0.00579150579150579,0.00193050193050193,0.027027027027027,0.00386100386100386,0,0.00193050193050193,0.00772200772200772,0,0.00193050193050193,0,0
230,1552,0.0538057742782152,0,0.00656167979002625,0.015748031496063,0.606299212598425,0,0,0,0,0.00131233595800525,0,0,0,0.00131233595800525,0.0026246719160105,0,0.078740157480315,0.0144356955380577,0.167979002624672,0,0.0236220472440945,0,0,0,0.0078740157480315,0.0078740157480315,0.0026246719160105,0.0026246719160105,0,0.005249343832021,0,0,0,0,0.00131233595800525
240,1622,0.0482603815937149,0.00561167227833894,0.00897867564534231,0.015712682379349,0.557800224466891,0.00336700336700337,0,0.0101010101010101,0,0,0.00224466891133558,0.00673400673400673,0,0.00224466891133558,0.00112233445566779,0,0.063973063973064,0.0168350168350168,0.164983164983165,0,0.0280583613916947,0.00112233445566779,0,0,0.00897867564534231,0.00448933782267116,0.0303030303030303,0.0101010101010101,0,0.00561167227833894,0.00224466891133558,0,0.00112233445566779,0,0
250,1691,0.0373333333333333,0.00133333333333333,0.008,0.0106666666666667,0.568,0.00133333333333333,0,0,0.00666666666666667,0,0,0.004,0.004,0,0.00266666666666667,0.0306666666666667,0.056,0.0173333333333333,0.172,0,0.0213333333333333,0.00133333333333333,0,0,0.00533333333333333,0.008,0.0253333333333333,0.00533333333333333,0,0.00266666666666667,0.00266666666666667,0,0.00266666666666667,0.00266666666666667,0.00266666666666667
260,1760,0.0262565641410353,0,0.00975243810952738,0.0255063765941485,0.54013503375844,0,0,0.00525131282820705,0,0,0,0.00525131282820705,0.00450112528132033,0,0.00300075018754689,0,0.054013503375844,0.0345086271567892,0.235558889722431,0,0.0247561890472618,0,0,0,0.0112528132033008,0.00375093773443361,0.00300075018754689,0.00600150037509377,0.00375093773443361,0.00225056264066016,0,0,0.00150037509377344,0,0
