"sample.depths","sample.ages","Abies","Acer.negundo","Acer.rubrum","Acer.saccharum.type","Acer.spicatum","Acer.undiff.","Achillea.type","Acorus.calamus","Alnus.incana.type","Alnus.undiff.","Alnus.viridis.type","Amaranthaceae","Ambrosia.type","Amorpha","Apiaceae.undiff.","Arceuthobium","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Athyrium","Avena.Triticum","Betula","Boraginaceae","Brasenia.schreberi","Brassicaceae","Calla.palustris","Campanulaceae","Cannabaceae","Carya","Caryophyllaceae","Castanea","Celtis","Cephalanthus","Cornus.sericea.type","Corylus","Cupressaceae.undiff.","Cyperaceae","Cystopteris","Diphasiastrum.complanatum.type","Drosera","Dryopteris","Dryopteris.carthusiana.type","Empetrum","Epilobium","Equisetum","Ericaceae.undiff.","Fabaceae.undiff.","Fagopyrum","Fagus","Fraxinus..tetracolpate.","Fraxinus..tricolpate.","Galium","Huperzia.lucidula","Hydrocotyle","Hypericum","Ilex.Nemopanthus","Indeterminable","Isoëtes","Iva","Juglans.cinerea","Juglans.nigra","Larix","Ledum.Chamaedaphne.calyculata","Lemna","Liliaceae","Linnaea.borealis","Liquidambar","Lycopodiaceae.undiff.","Lycopodiella.inundata","Lycopodium.annotinum","Lycopodium.clavatum","Lycopodium.obscurum","Matteuccia.struthiopteris","Menyanthes.trifoliata","Myrica","Myriophyllum.alterniflorum","Myriophyllum.sibiricum.type","Nuphar","Nymphaea","Nyssa","Ophioglossum","Osmunda","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Plantago.lanceolata.type","Plantago.major","Plantago.undiff.","Platanus","Poaceae.undiff.","Polypodiaceae.undiff.","Polypodium.virginianum","Populus.balsamifera.type","Populus.tremuloides.type","Populus.undiff.","Potamogeton","Potentilla.type","Primulaceae","Pteridium.aquilinum","Quercus","Ranunculaceae.undiff.","Ranunculus","Rhamnus.cathartica","Rhododendron","Rhus.typhina.type","Rosaceae.undiff.","Rubus","Rumex","Sagittaria","Salix","Sambucus","Saxifraga","Scrophulariaceae","Secale.type","Shepherdia.canadensis","Solanaceae","Sparganium.type","Sphagnum","Stachys.type","Taxodium","Thalictrum","Tilia","Toxicodendron.radicans","Tsuga","Typha.angustifolia","Typha.latifolia","Ulmus","Unknown","Unknown..trilete..undiff.","Utricularia","Vaccinium","Valeriana","Viburnum","Vitis","Woodsia","Zea.mays"
830,2104,4.5,0,9,16,0,1,0,0,16,0,1,0,0,0,0,0,0,1,0,0,0,525,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,3,23,0,0,0,0,0,4,0,0,1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,19.5,0,142,246.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,159,0,0,7,0,0,0,1,0,1,0,0,0
834,2197,6,0,7,10,0,0,0,0,9,0,2,0,2,0,0,0,0,0,0,0,0,401,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,152,3,7,0,0,0,0,4,2,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,7,39.5,2,89.5,130.5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,160,0,0,11,0,0,0,0,0,0,0,0,0
838,2288,4.5,0,7,16,0,0,0,0,15,0,3,1,1,0,0,0,0,0,0,0,0,472,0,0,0,0,0,0,4,0,0,0,0,0,1,12,1,0,0,0,0,0,0,0,1,4,0,0,190,8,15,0,0,0,0,2,2,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,9,66,5,100.5,101,0,0,0,2,0,0,0,0,2,0,0,0,0,0,39,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,6,303,0,0,9,0,0,0,0,0,0,0,0,0
842,2375,3,0,8,9,0,1,0,0,12,0,1,1,1,0,1,0,0,1,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,127,6,11,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,2,27.5,2,54,76,0,0,0,0,1,0,0,0,1,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,248,0,0,6,2,0,0,1,0,0,0,0,0
846,2461,3,0,12,12,0,0,0,3,13,0,1,0,1,0,0,0,0,0,0,0,0,348,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,171,1,24,0,0,0,0,0,1,0,0,1,0,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,2,3,8.5,1,90,269,0,0,0,1,0,0,0,0,1,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,138,0,0,13,0,0,0,0,0,0,0,0,0
850,2545,0,0,5,11,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,1,0,0,0,1,0,0,0,123,0,21,0,2,0,0,1,10,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,4,17,1,29,284.5,0,0,0,0,2,0,0,0,3,0,0,1,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,166,0,0,7,2,0,0,0,0,0,0,0,0
858,2707,4.5,0,3,8,0,0,0,0,19,0,2,0,0,0,0,0,0,0,0,0,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,3,14,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,14.5,2,110,222.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,6,0,0,0,0,0,0,0,0,0
862,2785,3,0,7,6,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,413,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,173,4,14,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,6,6.5,2,108,216,0,0,0,1,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,126,0,0,9,0,0,0,0,0,0,1,0,0
866,2863,2.5,0,4,14,0,0,0,0,10,1,2,0,0,0,0,0,1,0,0,0,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,8,17,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,8,3.5,4,88,203,0,0,0,0,1,1,0,0,1,0,0,0,0,1,62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,76,0,0,8,0,0,0,0,0,0,0,0,0
870,2939,4,0,10,10,0,1,0,0,14,0,5,1,0,0,0,0,1,0,0,0,0,374,2,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,137,4,11,0,0,0,0,1,5,0,0,0,0,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,6,0,0,2,9,9,1,75,171,0,0,0,0,0,1,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,1,0,69,0,0,11,0,0,0,0,0,0,0,0,0
874,3015,3,0,6,12,0,0,0,0,11,0,1,0,1,0,0,0,0,0,0,0,0,355,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,156,3,20,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,17,0,130,158.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,111,0,1,6,0,0,0,0,0,0,0,0,0
878,3090,2.5,0,5,13,0,0,0,0,15,0,2,0,1,0,0,0,2,0,0,0,0,414,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,143,1,20,0,0,0,0,2,2,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,13,0,110,230,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,116,0,0,7,0,0,0,0,0,0,0,0,0
882,3164,4.5,0,5,12,0,0,0,1,14,0,1,0,0,0,0,1,3,0,0,0,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,155,5,6,0,0,0,0,4,1,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,3,13,10,4,69,159.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,119,0,0,11,0,0,0,0,0,0,0,0,0
886,3239,3.5,0,8,16,0,2,0,0,8,0,1,0,0,0,0,0,1,0,0,0,0,540,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,181,5,15,0,0,0,0,0,2,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,7,3,0,70,216,0,0,0,1,1,1,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,108,0,0,7,0,0,0,0,0,0,0,0,0
890,3314,3.5,0,2,14,0,1,0,0,10,0,4,0,0,0,0,0,1,0,0,0,0,479,0,0,0,0,0,0,1,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,174,4,20,0,1,0,0,0,3,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,4,12,2,75,178.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,98,0,0,6,0,0,0,0,0,0,0,0,0
894,3389,7.5,0,7,7,0,1,0,0,16,0,3,0,1,0,0,0,0,0,0,0,0,489,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,132,3,17,0,0,0,0,1,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,8.5,1,87.5,202,0,0,0,0,1,0,0,1,0,0,0,0,0,1,61,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,3,0,77,0,1,7,0,0,0,0,0,0,0,0,0
898,3465,4.5,0,4,17,0,4,0,0,11,0,8,0,0,0,0,1,0,1,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,134,2,23,0,0,0,0,0,6,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,7,12.5,1,30,289.5,0,0,0,0,0,2,0,1,2,0,0,0,0,0,74,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,71,0,0,10,0,0,0,0,0,0,0,0,0
902,3542,9,0,11,12,1,0,0,0,14,0,3,0,0,0,0,0,1,0,0,0,0,407,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,156,4,16,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,7.5,1,67,212,0,0,0,1,0,1,0,0,0,0,0,0,0,0,56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,74,0,0,8,0,0,0,0,0,0,0,0,0
906,3621,6,0,7,9,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,402,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,141,1,18,0,2,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,5,8.5,0,120.5,140,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,70,0,0,10,0,0,0,1,0,0,0,0,0
910,3700,6,0,8,16,0,0,0,0,11,0,3,0,1,0,0,0,0,0,0,0,0,424,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,7,20,0,0,0,0,2,4,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,13.5,3,73,216.5,0,0,0,1,0,0,0,0,1,0,0,0,0,2,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,74,0,0,8,0,0,0,0,0,0,0,0,0
914,3782,3.5,0,10,10,0,0,0,0,14,0,1,0,0,0,0,0,0,1,0,0,0,479,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,140,6,22,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,7,12,8,107.5,172,0,0,0,0,0,0,0,0,3,0,0,0,0,1,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,74,0,1,16,1,0,0,0,0,0,0,0,0
918,3865,5,0,10,14,0,1,0,0,15,0,0,0,2,0,0,0,0,0,0,0,0,418,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,115,4,25,0,0,0,0,0,7,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,5,0,111.5,221,0,0,0,2,0,2,0,0,2,0,0,0,0,1,65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,97,0,0,13,0,0,0,0,0,0,0,0,0
922,3951,4.5,0,7,9,0,1,0,0,15,0,3,0,1,0,0,0,0,0,0,0,0,484,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,18,0,1,0,0,4,6,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,2,3.5,0,115.5,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,89,0,0,20,0,0,0,0,0,0,0,0,0
926,4039,4,0,9,9,0,0,0,0,19,0,2,0,0,0,0,0,0,0,0,0,0,483,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,119,5,13,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,2,7.5,1,73,205,0,0,0,1,0,10,0,0,2,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,78,0,0,15,0,0,0,0,0,0,0,0,0
930,4129,1,0,10,9,0,1,0,0,22,0,7,0,0,0,0,0,3,1,0,0,0,526,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,101,5,16,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,8,6,2,56.5,185.5,0,0,0,0,1,4,0,0,0,0,0,0,0,1,54,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,78,0,0,12,0,0,0,0,0,0,0,0,0
934,4222,2.5,0,7,14,0,0,0,0,25,0,3,0,0,0,0,0,2,0,0,0,0,467,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,135,3,17,0,0,0,0,1,3,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,9.5,0,58,202,0,0,0,2,0,1,0,0,0,0,0,0,0,0,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,15,0,0,0,1,0,0,0,0,0
938,4316,1.5,0,10,7,0,0,0,0,17,0,1,1,1,0,0,0,0,1,0,0,0,440,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,143,3,20,0,0,0,0,2,3,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,1,4.5,0,142.5,164.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,103,0,0,10,0,0,0,0,0,0,0,0,0
942,4413,1,0,3,15,0,0,0,0,16,0,1,1,1,0,0,0,0,0,0,0,0,394,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,94,3,20,0,0,0,0,0,2,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,0,0,1,7.5,0,95,162.5,0,0,0,1,0,2,0,0,3,0,0,0,0,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,227,0,0,16,0,0,0,0,0,0,0,0,0
946,4511,3,0,4,7,0,1,0,0,19,0,0,0,2,0,0,0,0,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,61,0,10,0,0,0,0,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,2,4.5,1,29,371,0,0,0,0,2,0,0,0,3,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,13,1,0,0,1,1,0,0,0,0
950,4610,1.5,0,4,12,0,1,0,0,18,0,3,1,1,0,0,0,1,0,0,0,0,362,0,1,0,0,0,0,0,1,0,0,0,0,3,0,4,0,0,0,3,0,0,0,0,0,0,0,79,7,21,0,0,0,0,2,2,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,2,5,8,2,106,267.5,0,0,0,2,0,3,0,0,1,0,0,0,0,0,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,282,0,1,18,0,0,0,0,0,0,0,0,0
954,4711,1.5,0,9,8,0,0,0,0,9,0,6,0,1,0,0,0,1,0,1,0,0,367,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,112,6,13,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,3,6,6,1,78,138.5,0,0,0,1,0,2,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,256,0,0,12,0,0,0,1,0,0,0,0,0
958,4813,0,0,3,17,1,1,0,1,18,0,1,0,0,0,0,0,0,0,0,0,0,365,0,1,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,92,7,22,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,2.5,1,97,123.5,0,0,0,3,0,2,0,0,2,0,0,0,0,2,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,271,0,0,9,0,0,0,1,0,0,0,0,0
962,4915,2,0,10,6,0,1,0,0,14,0,4,0,0,0,0,0,2,1,0,0,0,396,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,68,8,17,0,0,0,0,1,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,8,5,3,70,140.5,0,0,0,4,0,1,0,0,0,0,0,0,0,2,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,295,0,0,11,1,0,0,0,0,0,0,0,0
966,5019,1.5,0,6,19,0,0,0,0,13,0,4,1,1,0,0,0,0,0,0,0,0,425,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,103,5,16,0,1,0,0,1,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,3,7,16,2,20,243.5,0,0,0,0,0,1,0,0,2,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,325,0,0,15,0,0,1,0,0,0,0,0,0
970,5123,0,0,4,6,0,0,0,0,10,0,0,1,1,0,0,0,0,0,0,0,0,349,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,72,2,22,0,0,0,0,1,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,2,5,1,72,138,0,0,0,0,0,3,0,0,0,0,0,0,0,0,43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,311,0,0,9,0,0,0,0,0,0,1,0,0
974,5227,2.5,0,5,15,0,1,0,0,18,0,4,0,3,0,0,0,0,0,0,0,0,316,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,38,4,24,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,4,5,9,0,141.5,127,0,0,0,0,2,4,0,0,2,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,407,0,0,18,0,0,0,0,0,0,0,0,0
978,5332,1.5,0,6,12,0,1,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,59,4,13,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,2,1.5,1,79.5,141,0,0,0,0,0,1,0,1,0,0,0,0,0,2,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,387,0,0,18,0,0,6,0,0,0,0,0,0
982,5436,2.5,0,5,10,0,0,0,0,16,0,1,0,4,0,0,0,0,1,0,0,0,258,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,40,10,18,0,1,0,0,4,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,3.5,2,56.5,103.5,0,0,0,2,1,1,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734,0,0,13,0,0,3,0,0,0,0,0,0
986,5540,3.5,0,2,8,0,0,0,0,16,0,7,0,2,0,0,0,0,0,0,0,0,280,0,12,0,0,0,0,1,0,0,0,0,0,3,1,8,0,0,0,0,1,0,0,0,0,0,0,12,7,14,0,1,0,0,1,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,5,7,1,161,209.5,0,0,0,0,0,7,0,0,3,0,0,0,0,4,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,211,0,0,10,0,0,1,0,0,0,0,0,0
990,5645,1.5,0,5,10,0,0,0,0,31,0,3,0,0,0,0,0,1,3,0,0,0,222,0,6,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,15,6,19,0,0,0,0,2,2,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,11,0,0,1,5,7.5,2,163,299,0,0,0,0,2,2,0,0,0,0,0,0,0,0,49,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,161,0,0,12,0,0,0,1,0,0,0,0,0
994,5749,3,0,5,13,0,0,0,0,22,0,6,0,1,0,0,0,1,2,1,0,0,188,1,5,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,1,0,28,4,12,0,0,0,0,10,5,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,9,0,0,5,7,11.5,2,28,609.5,0,0,0,0,0,8,0,2,2,0,1,0,0,0,36,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,203,0,1,12,0,0,0,0,0,0,0,0,0
998,5854,2,0,5,7,0,1,0,1,11,0,6,0,0,0,0,0,2,0,0,0,0,140,0,13,0,0,0,0,0,3,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,9,3,13,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,2,3,11,192,294.5,0,0,0,1,0,1,0,0,3,0,1,0,0,1,75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,225,0,0,15,0,0,5,0,0,0,0,0,0
1002,5959,1.5,0,2,8,0,0,0,0,11,0,6,1,0,0,0,0,0,0,0,0,0,157,1,16,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,8,3,11,0,0,0,0,4,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,4,3.5,7,126,248,0,0,0,2,0,5,0,0,1,0,1,0,0,1,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,332,0,0,13,0,1,2,0,0,0,0,0,0
1006,6064,2.5,0,5,6,0,0,0,0,17,0,0,1,1,0,0,0,0,0,0,0,0,121,1,7,0,2,0,0,0,0,0,0,0,0,0,4,7,0,0,0,1,0,0,0,0,0,0,0,7,6,18,0,0,0,0,7,8,0,0,0,0,1,2,0,0,0,0,0,0,0,3,0,0,1,1,0,0,4,20,0,0,1,3,9.5,0,30,548,0,0,0,0,0,1,0,0,0,0,0,0,0,2,74,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,11,0,0,0,0,0,0,0,0,0
