"sample.depths","sample.ages","Abies","Acer","Alnus","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Betula","Brassicaceae","Carya","Caryophyllaceae","Castanea","Celtis","Cephalanthus","Chenopodiaceae","Corylus","Cupressaceae.Taxaceae","Cyperaceae","Elaeagnus","Ericaceae","Euphorbiaceae","Fabaceae","Fagus","Fraxinus","Ilex","Impatiens","Juglans","Lamiaceae","Larix","Liliaceae","Liquidambar","Myricaceae","Nyssa","Onagraceae","Ostrya","Other.herbs","Picea","Pinus","Poaceae","Polygonum","Populus","Quercus","Ranunculaceae.undiff.","Rhus","Rosaceae","Rumex","Salix","Saxifragaceae","Thalictrum","Tilia","Tsuga","Ulmus","Urtica","Viburnum","Vitis"
0,-28,0.0145985401459854,0.0364963503649635,0.0145985401459854,0.0072992700729927,0,0,0.00364963503649635,0,0.22992700729927,0,0.0109489051094891,0,0.0109489051094891,0,0,0.00364963503649635,0.0109489051094891,0,0.0875912408759124,0,0,0,0,0.0656934306569343,0,0,0,0,0,0,0,0,0,0.00364963503649635,0,0.0109489051094891,0.0401459854014599,0,0.072992700729927,0.0510948905109489,0,0,0.145985401459854,0,0,0,0,0.00364963503649635,0,0,0.00364963503649635,0.160583941605839,0.0109489051094891,0,0,0
10,37,0.0153846153846154,0.082051282051282,0.0205128205128205,0.00512820512820513,0,0,0,0,0.215384615384615,0,0.00512820512820513,0,0.0256410256410256,0,0,0,0.0153846153846154,0,0.0615384615384615,0,0,0,0,0.102564102564103,0,0.00512820512820513,0,0,0,0,0,0.00512820512820513,0,0,0.00512820512820513,0.00512820512820513,0.0256410256410256,0,0.0923076923076923,0.0512820512820513,0,0,0.0871794871794872,0,0,0,0,0,0,0,0.00512820512820513,0.164102564102564,0.00512820512820513,0,0,0
20,102,0.0154440154440154,0.0308880308880309,0.0231660231660232,0,0,0,0.00386100386100386,0,0.208494208494208,0,0.0231660231660232,0,0.0231660231660232,0,0,0,0.00772200772200772,0,0.0579150579150579,0,0,0,0,0.0501930501930502,0.00772200772200772,0,0,0,0,0,0,0,0,0,0,0.0193050193050193,0.0115830115830116,0,0.115830115830116,0.0463320463320463,0,0,0.146718146718147,0,0,0,0,0.00772200772200772,0,0,0.00772200772200772,0.189189189189189,0.00386100386100386,0,0,0
30,168,0.0103806228373702,0.0449826989619377,0.0069204152249135,0,0,0,0.00346020761245675,0,0.259515570934256,0,0.00346020761245675,0,0.0069204152249135,0,0,0.00346020761245675,0,0,0.0622837370242214,0,0,0,0,0.0588235294117647,0.00346020761245675,0,0,0,0,0,0,0,0,0,0,0.00346020761245675,0.041522491349481,0,0.121107266435986,0.0311418685121107,0,0,0.15916955017301,0,0,0,0,0,0,0,0,0.179930795847751,0,0,0,0
40,233,0,0.0226244343891403,0.0180995475113122,0,0,0.00452488687782805,0.0180995475113122,0,0.235294117647059,0,0,0,0.0135746606334842,0,0,0,0.00904977375565611,0,0.108597285067873,0,0,0,0,0.126696832579186,0.00452488687782805,0.00452488687782805,0,0,0,0,0,0,0,0,0,0.00452488687782805,0.0452488687782805,0,0.085972850678733,0.0407239819004525,0.00452488687782805,0,0.117647058823529,0,0,0,0,0,0,0,0.00904977375565611,0.122171945701357,0.00452488687782805,0,0,0
50,298,0,0.0273972602739726,0.0182648401826484,0,0,0,0.0091324200913242,0,0.228310502283105,0,0.0091324200913242,0,0.0045662100456621,0,0,0,0.0091324200913242,0,0.100456621004566,0,0,0,0,0.0593607305936073,0.0091324200913242,0.0045662100456621,0,0,0,0,0,0,0,0,0,0.0091324200913242,0.0182648401826484,0,0.10958904109589,0.0182648401826484,0,0,0.141552511415525,0,0,0,0,0.0091324200913242,0,0.0045662100456621,0,0.205479452054795,0.0045662100456621,0,0,0
60,363,0.00420168067226891,0.0420168067226891,0.00840336134453781,0,0,0,0,0,0.243697478991597,0,0,0,0.0126050420168067,0.00420168067226891,0,0,0.0210084033613445,0,0.0714285714285714,0,0,0,0,0.0630252100840336,0.00420168067226891,0,0,0,0,0,0,0,0,0,0,0.0210084033613445,0.0378151260504202,0,0.0714285714285714,0.0294117647058824,0.00420168067226891,0,0.201680672268908,0,0,0,0,0,0,0.00420168067226891,0.00840336134453781,0.147058823529412,0,0,0,0
70,429,0,0.0276679841897233,0.0158102766798419,0,0,0.00395256916996047,0.00395256916996047,0,0.280632411067194,0,0.00790513833992095,0,0.00395256916996047,0,0,0,0.00790513833992095,0,0.0355731225296443,0,0,0,0.00395256916996047,0.110671936758893,0.00395256916996047,0,0.00395256916996047,0,0,0,0,0,0,0.00395256916996047,0,0.0118577075098814,0.00790513833992095,0,0.0869565217391304,0.0276679841897233,0,0,0.158102766798419,0,0,0,0,0,0,0,0,0.181818181818182,0.0118577075098814,0,0,0
80,494,0,0.0323741007194245,0.0143884892086331,0,0,0,0.00719424460431655,0,0.258992805755396,0,0.0107913669064748,0,0.0215827338129496,0,0,0,0.0179856115107914,0,0.0719424460431655,0,0,0,0,0.079136690647482,0.00359712230215827,0,0,0,0,0,0,0,0,0.00359712230215827,0,0.0215827338129496,0.0215827338129496,0,0.10431654676259,0.0179856115107914,0,0.0143884892086331,0.165467625899281,0,0,0,0,0.00359712230215827,0,0,0.00359712230215827,0.122302158273381,0.00359712230215827,0,0,0
90,559,0.00354609929078014,0.0177304964539007,0.0177304964539007,0,0,0,0,0,0.326241134751773,0,0.00354609929078014,0,0.0319148936170213,0,0,0,0.0141843971631206,0,0.0460992907801418,0,0,0,0,0.0425531914893617,0.00354609929078014,0,0,0.00354609929078014,0,0,0,0,0.0177304964539007,0,0,0.0141843971631206,0.0354609929078014,0,0.0638297872340425,0.0106382978723404,0,0.0106382978723404,0.187943262411348,0,0,0,0,0.00354609929078014,0,0,0.00354609929078014,0.124113475177305,0.0177304964539007,0,0,0
100,624,0,0.0194552529182879,0.0116731517509728,0,0,0,0.00389105058365759,0,0.291828793774319,0,0.0155642023346304,0,0.0233463035019455,0,0,0,0.0116731517509728,0,0.0389105058365759,0,0,0,0,0.0466926070038911,0.00389105058365759,0,0.00389105058365759,0,0,0,0,0,0,0,0,0.0194552529182879,0.0350194552529183,0,0.0622568093385214,0.0466926070038911,0,0.00778210116731518,0.155642023346304,0,0,0,0,0,0,0,0,0.190661478599222,0.0116731517509728,0,0,0
110,726,0,0.021551724137931,0.021551724137931,0,0,0,0.00431034482758621,0,0.331896551724138,0,0.0129310344827586,0,0.0344827586206897,0,0,0,0.0172413793103448,0,0.0474137931034483,0,0,0,0,0.0301724137931034,0,0,0,0,0,0,0,0,0,0,0,0.0344827586206897,0.021551724137931,0,0.0474137931034483,0.0387931034482759,0,0,0.189655172413793,0,0,0,0,0,0,0,0,0.142241379310345,0.00431034482758621,0,0,0
120,828,0,0.0387596899224806,0.0348837209302326,0,0,0.00387596899224806,0.0116279069767442,0,0.271317829457364,0,0.0116279069767442,0,0.0155038759689922,0,0,0,0.0155038759689922,0,0.0465116279069767,0,0,0,0,0.062015503875969,0.00387596899224806,0.00387596899224806,0,0,0,0,0,0,0.00387596899224806,0.00387596899224806,0,0.0232558139534884,0.0310077519379845,0,0.0891472868217054,0.0232558139534884,0,0,0.147286821705426,0,0,0,0,0.00387596899224806,0,0,0.0155038759689922,0.131782945736434,0.00387596899224806,0,0.00387596899224806,0
130,929,0,0.0483870967741935,0.00806451612903226,0,0,0,0.00806451612903226,0,0.237903225806452,0,0.00403225806451613,0,0.0241935483870968,0,0,0,0.0120967741935484,0,0.0806451612903226,0,0,0,0,0.104838709677419,0.0282258064516129,0,0,0.00403225806451613,0,0,0,0,0.0120967741935484,0.00403225806451613,0,0.00403225806451613,0.0161290322580645,0,0.0846774193548387,0.032258064516129,0,0,0.133064516129032,0,0,0,0,0,0,0.00403225806451613,0,0.145161290322581,0.00403225806451613,0,0,0
140,1031,0.00684931506849315,0.089041095890411,0.0136986301369863,0,0,0,0.00684931506849315,0,0.178082191780822,0,0.0136986301369863,0,0.0205479452054795,0,0,0,0.0273972602739726,0,0.095890410958904,0,0,0,0,0.0410958904109589,0,0,0.00684931506849315,0,0,0,0,0,0,0,0,0.00684931506849315,0.0205479452054795,0,0.123287671232877,0.0342465753424658,0,0,0.178082191780822,0,0,0,0,0,0,0,0,0.13013698630137,0.00684931506849315,0,0,0
150,1133,0,0.0398230088495575,0.0221238938053097,0.00442477876106195,0,0,0,0,0.243362831858407,0,0,0,0.0176991150442478,0,0,0,0.0132743362831858,0,0.101769911504425,0,0,0,0,0.079646017699115,0,0,0.00442477876106195,0,0,0,0,0,0.00442477876106195,0,0,0.0176991150442478,0.0176991150442478,0,0.084070796460177,0.0353982300884956,0,0,0.20353982300885,0,0,0,0,0.00442477876106195,0,0,0,0.106194690265487,0,0,0,0
160,1234,0,0.0472103004291846,0.00429184549356223,0.00429184549356223,0,0,0,0,0.175965665236052,0,0.00858369098712446,0,0,0,0,0,0.0257510729613734,0,0.0858369098712446,0,0,0,0,0.0515021459227468,0.00429184549356223,0,0,0,0,0,0,0,0.00429184549356223,0,0,0.0214592274678112,0.0386266094420601,0,0.120171673819742,0.0257510729613734,0,0,0.171673819742489,0,0,0,0,0.00429184549356223,0,0,0,0.201716738197425,0.00429184549356223,0,0,0
170,1336,0.00462962962962963,0.037037037037037,0.0138888888888889,0,0,0,0.0185185185185185,0,0.240740740740741,0,0.0138888888888889,0,0.00925925925925926,0,0,0,0.0185185185185185,0,0.0694444444444444,0,0,0,0,0.0740740740740741,0,0,0,0,0,0,0,0,0.0138888888888889,0,0,0.0138888888888889,0.0185185185185185,0,0.101851851851852,0.0601851851851852,0,0,0.148148148148148,0,0,0,0,0,0,0,0.00462962962962963,0.134259259259259,0.00462962962962963,0,0,0
180,1438,0,0.0184331797235023,0.0138248847926267,0,0,0,0,0,0.285714285714286,0,0.00460829493087558,0,0.0276497695852535,0,0,0,0.00921658986175115,0.00460829493087558,0.101382488479263,0,0,0,0,0.0184331797235023,0.00921658986175115,0,0,0.00460829493087558,0,0,0,0,0.00460829493087558,0.00460829493087558,0,0.0138248847926267,0.032258064516129,0,0.101382488479263,0.0506912442396313,0,0,0.15668202764977,0,0,0,0,0,0,0,0,0.138248847926267,0,0,0,0
190,1539,0,0.047244094488189,0.0118110236220472,0.00393700787401575,0,0,0,0,0.303149606299213,0,0.0078740157480315,0,0.0118110236220472,0,0,0,0.0118110236220472,0,0.0748031496062992,0,0,0,0,0.0393700787401575,0.00393700787401575,0,0,0,0,0,0,0,0,0,0,0.015748031496063,0.0275590551181102,0,0.0551181102362205,0.0708661417322835,0,0,0.165354330708661,0,0,0,0,0,0,0,0.0078740157480315,0.133858267716535,0.0078740157480315,0,0,0
200,1641,0,0.0337078651685393,0.00374531835205993,0,0,0,0.00749063670411985,0,0.284644194756554,0,0.00374531835205993,0,0.0224719101123595,0,0,0,0.0112359550561798,0,0.0749063670411985,0,0,0,0,0.0449438202247191,0.00374531835205993,0,0,0,0,0,0,0,0,0.00749063670411985,0,0.00749063670411985,0.0262172284644195,0,0.0599250936329588,0.052434456928839,0,0,0.217228464419476,0,0,0,0,0.00374531835205993,0,0,0.00374531835205993,0.123595505617978,0.00749063670411985,0,0,0
210,1743,0,0.0299145299145299,0.0170940170940171,0.00427350427350427,0,0,0.00854700854700855,0,0.320512820512821,0,0,0.00427350427350427,0.0256410256410256,0,0,0,0.0128205128205128,0,0.0641025641025641,0,0,0,0,0.0598290598290598,0.00427350427350427,0,0.00854700854700855,0,0,0,0,0,0,0.00427350427350427,0,0.0170940170940171,0.0213675213675214,0,0.0512820512820513,0.047008547008547,0,0,0.183760683760684,0,0,0,0,0,0,0,0.00854700854700855,0.0982905982905983,0.00854700854700855,0,0,0
220,1844,0.00395256916996047,0.0513833992094862,0.0118577075098814,0,0,0,0.0118577075098814,0,0.280632411067194,0,0.0118577075098814,0,0.00395256916996047,0,0,0,0.0158102766798419,0,0.0355731225296443,0,0,0,0,0.0869565217391304,0.0197628458498024,0.00395256916996047,0,0,0,0,0,0,0,0.00395256916996047,0,0.0237154150197628,0.0237154150197628,0,0.0790513833992095,0.0869565217391304,0,0,0.150197628458498,0,0,0,0,0.00395256916996047,0,0,0,0.08300395256917,0.00790513833992095,0,0,0
230,1946,0,0.0436507936507936,0.0238095238095238,0,0,0,0.00396825396825397,0,0.242063492063492,0,0.0119047619047619,0,0.0158730158730159,0,0,0,0.0158730158730159,0,0.0436507936507936,0,0,0,0,0.115079365079365,0.0158730158730159,0,0,0,0,0,0,0,0.00396825396825397,0,0,0.0158730158730159,0.0198412698412698,0,0.103174603174603,0.0396825396825397,0,0,0.134920634920635,0,0,0,0,0.00396825396825397,0,0,0,0.142857142857143,0.00396825396825397,0,0,0
240,2048,0,0.0350194552529183,0.0233463035019455,0,0,0,0.00778210116731518,0,0.268482490272374,0,0.00778210116731518,0,0.0155642023346304,0,0,0,0.0194552529182879,0,0.0544747081712062,0,0,0,0,0.0972762645914397,0.00389105058365759,0,0,0,0,0,0,0,0,0,0,0.0116731517509728,0.00389105058365759,0.00389105058365759,0.0817120622568093,0.0272373540856031,0,0,0.163424124513619,0,0,0,0,0,0,0,0.00778210116731518,0.147859922178988,0.0194552529182879,0,0,0
