"sample.depths","sample.ages","Abies","Acer","Alnus","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Betula","Brassicaceae","Carya","Caryophyllaceae","Castanea","Celtis","Cephalanthus","Chenopodiaceae","Corylus","Cupressaceae.Taxaceae","Cyperaceae","Elaeagnus","Ericaceae","Euphorbiaceae","Fabaceae","Fagus","Fraxinus","Ilex","Impatiens","Juglans","Lamiaceae","Larix","Liliaceae","Liquidambar","Myricaceae","Nyssa","Onagraceae","Ostrya","Other.herbs","Picea","Pinus","Poaceae","Polygonum","Populus","Quercus","Ranunculaceae.undiff.","Rhus","Rosaceae","Rumex","Salix","Saxifragaceae","Thalictrum","Tilia","Tsuga","Ulmus","Urtica","Viburnum","Vitis"
530,7443,0,0.0242424242424242,0.00606060606060606,0,0,0,0.00303030303030303,0,0.254545454545455,0,0.00606060606060606,0,0.00303030303030303,0,0,0,0.0121212121212121,0,0.00909090909090909,0,0,0,0,0.0727272727272727,0.00909090909090909,0,0,0,0,0,0,0,0.00606060606060606,0.00303030303030303,0,0.00909090909090909,0.00606060606060606,0,0.0454545454545455,0,0,0,0.124242424242424,0,0,0,0,0,0,0,0,0.396969696969697,0.00909090909090909,0,0,0
540,7498,0,0.0280373831775701,0,0.00623052959501558,0,0,0,0,0.277258566978193,0,0.00623052959501558,0,0,0,0,0,0.0124610591900312,0,0.00934579439252336,0,0,0,0,0.0498442367601246,0.0155763239875389,0.00311526479750779,0,0,0,0,0,0,0,0.00311526479750779,0,0.00311526479750779,0.00311526479750779,0,0.0716510903426791,0.00311526479750779,0,0,0.180685358255452,0,0,0,0,0,0,0,0.00934579439252336,0.314641744548287,0.00311526479750779,0,0,0
550,7553,0,0.018348623853211,0.00305810397553517,0.00305810397553517,0,0,0,0,0.262996941896024,0,0.00305810397553517,0,0,0,0,0.00305810397553517,0.018348623853211,0,0.0152905198776758,0,0,0,0,0.0305810397553517,0.0305810397553517,0,0,0,0,0,0,0,0,0,0,0.0122324159021407,0.0091743119266055,0,0.159021406727829,0.00611620795107034,0.00611620795107034,0,0.162079510703364,0,0,0,0,0,0,0,0,0.250764525993884,0.00611620795107034,0,0,0
560,7608,0,0.0355871886120996,0.00355871886120996,0.00355871886120996,0,0,0,0,0.170818505338078,0,0,0,0,0,0,0.0142348754448399,0.00711743772241993,0,0.0142348754448399,0,0,0,0,0.0355871886120996,0.0213523131672598,0,0,0.00711743772241993,0,0,0,0,0.00355871886120996,0,0,0.00711743772241993,0.00355871886120996,0,0.163701067615658,0.0213523131672598,0,0,0.252669039145907,0,0,0,0,0,0,0,0,0.227758007117438,0.00711743772241993,0,0,0
570,7663,0,0.0134228187919463,0.00335570469798658,0.00335570469798658,0,0,0,0,0.0771812080536913,0,0.00335570469798658,0,0,0,0,0,0.0167785234899329,0,0.00671140939597315,0,0,0,0,0.0201342281879195,0.0134228187919463,0.00335570469798658,0,0,0,0,0,0,0,0,0,0,0,0.00335570469798658,0.24496644295302,0.00671140939597315,0,0,0.24496644295302,0,0,0,0,0,0,0,0,0.322147651006711,0.0134228187919463,0,0.00335570469798658,0
580,7719,0.0036101083032491,0.0324909747292419,0.0036101083032491,0.0036101083032491,0,0,0,0,0.137184115523466,0,0.0036101083032491,0,0.0036101083032491,0,0,0,0.0108303249097473,0,0.0108303249097473,0,0,0,0,0.0144404332129964,0.0180505415162455,0,0,0,0,0,0,0,0,0,0,0.0036101083032491,0.0072202166064982,0.0036101083032491,0.212996389891697,0.0144404332129964,0,0,0.259927797833935,0,0,0,0,0.0036101083032491,0,0,0,0.245487364620939,0.0072202166064982,0,0,0
590,7774,0,0.0352112676056338,0,0,0,0.00352112676056338,0,0,0.0352112676056338,0,0,0,0,0,0,0,0.0140845070422535,0,0.00704225352112676,0,0,0,0,0.00704225352112676,0.0105633802816901,0,0,0,0,0,0,0,0.00704225352112676,0.00352112676056338,0,0.00352112676056338,0.00352112676056338,0.00352112676056338,0.274647887323944,0.0140845070422535,0,0,0.253521126760563,0,0,0,0,0,0,0.00352112676056338,0,0.313380281690141,0.00704225352112676,0,0,0
600,7829,0.00323624595469256,0.0161812297734628,0,0.00970873786407767,0,0,0,0,0.0679611650485437,0,0.00970873786407767,0,0,0,0,0,0.0161812297734628,0,0.00647249190938511,0,0,0,0,0,0.00970873786407767,0,0.00323624595469256,0.00323624595469256,0,0,0,0,0,0,0,0,0.00647249190938511,0,0.317152103559871,0,0,0,0.210355987055016,0,0,0,0,0,0,0,0,0.300970873786408,0.0194174757281553,0,0,0
610,8348,0.00615384615384615,0.0215384615384615,0.00307692307692308,0,0,0,0,0,0.156923076923077,0,0.00307692307692308,0,0,0,0,0,0.0184615384615385,0,0.00923076923076923,0,0,0,0,0.0153846153846154,0.0123076923076923,0,0,0,0,0,0,0,0,0,0,0.00615384615384615,0.00307692307692308,0,0.326153846153846,0.00307692307692308,0,0,0.184615384615385,0,0,0,0,0,0,0,0,0.209230769230769,0.0215384615384615,0,0,0
620,8868,0.0178041543026706,0.0148367952522255,0.00593471810089021,0.0029673590504451,0,0,0,0,0.115727002967359,0,0,0,0.0029673590504451,0,0,0,0.0148367952522255,0,0.0178041543026706,0,0,0,0,0.0178041543026706,0.0207715133531157,0.0029673590504451,0,0.00593471810089021,0,0,0,0,0,0,0,0.00593471810089021,0.00593471810089021,0.0029673590504451,0.370919881305638,0.00593471810089021,0,0,0.207715133531157,0,0,0,0,0,0,0,0,0.148367952522255,0.00890207715133531,0,0.0029673590504451,0
630,9387,0.0205278592375367,0.0146627565982405,0.00293255131964809,0,0,0,0,0,0.0674486803519062,0,0,0,0,0,0,0,0.0175953079178886,0,0.0117302052785924,0,0,0,0,0,0.0117302052785924,0,0,0.00293255131964809,0,0,0,0,0.00293255131964809,0,0,0.00586510263929619,0.00586510263929619,0.00293255131964809,0.527859237536657,0.00879765395894428,0,0,0.225806451612903,0,0,0,0,0,0,0,0,0.064516129032258,0.00586510263929619,0,0,0
640,9907,0.0252100840336134,0.0196078431372549,0.00280112044817927,0.00560224089635854,0,0,0,0,0.0672268907563025,0,0,0,0.00280112044817927,0,0,0,0.0196078431372549,0,0.0224089635854342,0,0,0,0,0,0.0168067226890756,0,0,0.00280112044817927,0,0,0,0,0,0,0,0.00840336134453781,0.00280112044817927,0.00560224089635854,0.605042016806723,0.00560224089635854,0,0,0.148459383753501,0,0,0,0,0,0,0,0,0.0252100840336134,0.0140056022408964,0,0,0
650,10426,0.0421348314606742,0.0140449438202247,0.00280898876404494,0,0,0,0,0,0.120786516853933,0,0.00280898876404494,0,0.00280898876404494,0,0,0,0.0421348314606742,0,0.00842696629213483,0,0,0,0,0,0.0140449438202247,0,0,0.00280898876404494,0,0,0,0,0,0,0,0.00842696629213483,0,0.00561797752808989,0.564606741573034,0,0,0,0.151685393258427,0,0,0,0,0,0,0,0,0.0168539325842697,0,0,0,0
660,10945,0.0615384615384615,0.0115384615384615,0.00384615384615385,0,0,0,0,0,0.192307692307692,0,0.00384615384615385,0,0,0,0,0,0.0346153846153846,0,0.0230769230769231,0,0,0,0,0.00384615384615385,0.0192307692307692,0,0,0.00384615384615385,0,0,0,0,0,0,0,0.0153846153846154,0.00384615384615385,0.00769230769230769,0.476923076923077,0.0115384615384615,0,0,0.0576923076923077,0,0,0,0,0.00769230769230769,0,0,0,0.0423076923076923,0.0153846153846154,0.00384615384615385,0,0
670,11465,0.178294573643411,0.00775193798449612,0.0116279069767442,0,0,0,0.00775193798449612,0,0.127906976744186,0,0.00387596899224806,0,0.00387596899224806,0,0,0,0.0271317829457364,0,0.0426356589147287,0,0.00387596899224806,0,0,0,0.00775193798449612,0,0,0,0,0,0,0,0,0,0,0.0116279069767442,0.00387596899224806,0.0813953488372093,0.344961240310078,0.0155038759689922,0,0,0.062015503875969,0,0,0.00387596899224806,0,0.00387596899224806,0,0,0,0.0465116279069767,0.00387596899224806,0,0,0
680,11984,0.228971962616822,0,0.0280373831775701,0,0,0,0.00934579439252336,0,0.0700934579439252,0,0,0,0,0,0,0,0.0280373831775701,0,0.0467289719626168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014018691588785,0.00934579439252336,0.126168224299065,0.355140186915888,0.00934579439252336,0,0,0.0467289719626168,0,0,0,0,0.00467289719626168,0,0,0.00467289719626168,0.014018691588785,0,0.00467289719626168,0,0
690,12503,0.101941747572816,0.00485436893203883,0.029126213592233,0,0.00485436893203883,0,0,0,0.0533980582524272,0,0,0,0,0,0,0,0.0194174757281553,0,0.0631067961165049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00485436893203883,0.00485436893203883,0.174757281553398,0.427184466019417,0.029126213592233,0,0,0.058252427184466,0,0,0,0,0.0145631067961165,0,0,0,0.00970873786407767,0,0,0,0
700,13023,0.0935960591133005,0.0147783251231527,0.00492610837438424,0,0,0.00492610837438424,0.00985221674876847,0,0.0492610837438424,0,0.00985221674876847,0,0.00492610837438424,0,0,0,0.0147783251231527,0,0.0640394088669951,0,0,0,0,0.00985221674876847,0,0,0,0,0,0,0,0,0,0,0,0,0.0197044334975369,0.103448275862069,0.482758620689655,0.0344827586206897,0,0,0.0591133004926108,0,0,0,0,0.00492610837438424,0,0,0,0.00985221674876847,0,0.00492610837438424,0,0
710,13462,0.101769911504425,0.00442477876106195,0,0,0,0,0,0,0.0575221238938053,0,0,0,0,0,0,0,0.0221238938053097,0,0.084070796460177,0,0,0,0,0.0132743362831858,0,0,0,0,0,0,0,0,0,0,0,0.0132743362831858,0.0132743362831858,0.212389380530973,0.305309734513274,0.0619469026548673,0,0,0.0619469026548673,0,0,0,0,0,0,0,0,0.0442477876106195,0,0,0.00442477876106195,0
720,13901,0.105990783410138,0,0,0,0,0.00921658986175115,0.0138248847926267,0.00460829493087558,0.0737327188940092,0,0.00460829493087558,0,0,0,0,0.00460829493087558,0.0230414746543779,0,0.0921658986175115,0,0.00460829493087558,0,0,0.0138248847926267,0.00460829493087558,0,0,0,0,0,0,0,0,0.00460829493087558,0,0.0184331797235023,0.0138248847926267,0.28110599078341,0.184331797235023,0.0414746543778802,0,0,0.0737327188940092,0,0,0,0,0.00460829493087558,0,0,0,0.0184331797235023,0.00460829493087558,0,0,0
730,14340,0.125,0,0,0,0,0.00480769230769231,0.00480769230769231,0,0.0721153846153846,0,0,0,0,0,0,0,0.0192307692307692,0,0.105769230769231,0,0,0,0,0.00480769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0.0192307692307692,0.336538461538462,0.139423076923077,0.105769230769231,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0
740,14780,0.0575916230366492,0,0.00523560209424084,0,0,0.00523560209424084,0.00523560209424084,0,0.0575916230366492,0,0.0104712041884817,0,0,0,0,0,0.00523560209424084,0,0.130890052356021,0,0,0,0,0.00523560209424084,0.0104712041884817,0,0,0,0,0,0,0,0,0,0,0,0.0209424083769634,0.172774869109948,0.324607329842932,0.0837696335078534,0,0,0.0732984293193717,0,0,0,0,0.0209424083769634,0,0,0,0.0104712041884817,0,0,0,0
750,15219,0.0307692307692308,0,0,0,0,0,0,0,0.0358974358974359,0,0,0,0,0,0,0,0.00512820512820513,0,0.0564102564102564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102564102564103,0.251282051282051,0.461538461538462,0.0717948717948718,0,0,0.0461538461538462,0,0,0,0,0,0,0,0,0.0307692307692308,0,0,0,0
760,NA,0.0135746606334842,0.0180995475113122,0.00452488687782805,0.00452488687782805,0,0,0.00452488687782805,0,0.18552036199095,0,0,0,0.00452488687782805,0,0,0,0.00452488687782805,0,0.0226244343891403,0,0,0,0,0.0271493212669683,0.0180995475113122,0,0,0,0,0,0,0,0,0,0,0.0135746606334842,0.00904977375565611,0.00452488687782805,0.16289592760181,0,0,0,0.262443438914027,0,0,0,0,0,0,0,0.00452488687782805,0.221719457013575,0.0135746606334842,0,0,0
770,NA,0.0221238938053097,0.0265486725663717,0.0088495575221239,0.00442477876106195,0,0.00442477876106195,0.00442477876106195,0,0.221238938053097,0,0.00442477876106195,0,0.00442477876106195,0,0,0,0,0,0.141592920353982,0,0.00442477876106195,0,0,0.0309734513274336,0.0088495575221239,0,0,0.0088495575221239,0,0,0,0,0,0,0,0.0088495575221239,0.0132743362831858,0.0707964601769911,0.150442477876106,0.0575221238938053,0,0,0.0929203539823009,0,0,0,0.00442477876106195,0.0088495575221239,0,0,0,0.079646017699115,0.0176991150442478,0,0,0
780,NA,0,0,0,0,0,0,0,0,0.111111111111111,0,0,0,0,0,0.0123456790123457,0,0,0,0.160493827160494,0.0123456790123457,0,0,0,0.0123456790123457,0,0,0,0,0,0,0,0,0,0,0,0,0.0246913580246914,0.0246913580246914,0.345679012345679,0.0617283950617284,0,0,0.123456790123457,0,0,0,0,0,0,0,0,0.111111111111111,0,0,0,0
790,NA,0,0,0,0,0,0,0,0,0.105263157894737,0,0,0,0,0,0,0.0087719298245614,0.0087719298245614,0,0.0263157894736842,0,0,0,0,0.043859649122807,0.0087719298245614,0,0,0.0087719298245614,0,0,0,0,0,0,0,0.0087719298245614,0.0175438596491228,0.0350877192982456,0.359649122807018,0.0087719298245614,0,0,0.175438596491228,0,0,0,0,0,0,0,0,0.184210526315789,0,0,0,0
800,NA,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666666666666667,0,0.266666666666667,0.2,0,0,0,0,0,0,0,0,0,0,0,0.133333333333333,0,0,0,0
810,NA,0.0256410256410256,0,0,0,0,0,0.0256410256410256,0,0.0512820512820513,0,0,0,0,0,0,0,0,0,0.102564102564103,0,0,0,0,0.0256410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0.0256410256410256,0.0512820512820513,0.307692307692308,0.0512820512820513,0,0,0.102564102564103,0,0,0,0,0,0,0,0,0.230769230769231,0,0,0,0
820,NA,0.0188679245283019,0,0.0188679245283019,0,0,0.0188679245283019,0,0,0.245283018867925,0,0,0,0,0,0,0,0,0,0.0566037735849057,0,0,0,0,0.0566037735849057,0,0,0,0,0,0,0,0,0,0,0,0,0.0188679245283019,0,0.169811320754717,0.0377358490566038,0,0,0.207547169811321,0,0,0,0,0,0,0,0,0.150943396226415,0,0,0,0
830,NA,0.0050251256281407,0,0.0301507537688442,0,0,0,0,0,0.201005025125628,0,0.0050251256281407,0,0.0050251256281407,0,0,0,0.0150753768844221,0,0.0452261306532663,0,0,0,0,0.0552763819095477,0.0050251256281407,0,0,0,0,0,0,0,0,0,0,0.0100502512562814,0.0050251256281407,0.0050251256281407,0.190954773869347,0.0150753768844221,0,0,0.236180904522613,0,0,0,0,0,0,0,0,0.170854271356784,0,0,0,0
840,NA,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0.142857142857143,0,0.285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0.142857142857143,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0
850,NA,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0
860,NA,0.0163934426229508,0,0,0,0,0,0,0,0.0491803278688525,0,0,0,0,0,0,0,0,0,0.0491803278688525,0,0,0,0,0.0163934426229508,0,0,0,0,0,0,0,0,0,0,0,0,0.0163934426229508,0.0163934426229508,0.573770491803279,0.0491803278688525,0,0,0.114754098360656,0,0,0,0,0,0,0,0,0.098360655737705,0,0,0,0
870,NA,0,0,0,0,0,0,0,0,0.090909090909091,0,0,0,0,0,0,0,0,0,0.090909090909091,0,0,0,0,0.090909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0.0454545454545455,0.0454545454545455,0.363636363636364,0.0454545454545455,0,0,0.090909090909091,0,0,0,0,0,0,0,0,0.136363636363636,0,0,0,0
880,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.16,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
