"sample.depths","sample.ages","Pinus.Strobus","Pinus.banksiana.P..resinosa","Picea","Abies","Tsuga","Larix","Juniperus.Thuja","Quercus","Fagus","Carya","Juglans.cinerea","Acer.rubrum","Acer.saccharum","Betula","Fraxinus.nigra","Fraxinus.pennsylvanica.F..americana.type","Salix","Tilia","Ostrya.Carpinus","Ulmus","Platanus","Alnus","Ericaceae","Corylus","Myrica","Ilex.Nemopanthus","Cyperaceae","Poaceae","Chenopodiaceae.Amaranthaceae","Ambrosia","Asteraceae.subf..Asteroideae.undiff.","Artemisia","Rumex","Thalictrum","Rosaceae","Celtis","Vitis","Polygonum.lapathifolium","Polygonum.undiff.","Apiaceae","Juglans.nigra","Lamiaceae"
1,19,0.200385356454721,0.0674373795761079,0.0269749518304432,0.0115606936416185,0.0250481695568401,0,0.0192678227360308,0.0597302504816956,0.0346820809248555,0.00385356454720617,0,0,0.0308285163776493,0.285163776493256,0.00192678227360308,0.00192678227360308,0.00385356454720617,0,0.0115606936416185,0.0173410404624277,0.00385356454720617,0.0308285163776493,0.00770712909441233,0,0,0.00385356454720617,0.00963391136801541,0.0154142581888247,0.0134874759152216,0.094412331406551,0.00192678227360308,0.0115606936416185,0.00578034682080925,0,0,0,0,0,0,0,0,0
4,164,0.207792207792208,0.0296846011131725,0.025974025974026,0.00556586270871985,0.0371057513914657,0.00742115027829314,0.00185528756957328,0.0686456400742115,0.0649350649350649,0,0,0,0.0408163265306122,0.283858998144712,0.00556586270871985,0.00185528756957328,0,0,0.012987012987013,0.0148423005565863,0,0.0333951762523191,0.00556586270871985,0,0,0.00556586270871985,0.00742115027829314,0.0278293135435993,0.00742115027829314,0.0890538033395176,0.00371057513914657,0.00371057513914657,0.00742115027829314,0,0,0,0,0,0,0,0,0
9,404,0.211822660098522,0.0361247947454844,0.0229885057471264,0.00821018062397373,0.0443349753694581,0,0.00985221674876847,0.0541871921182266,0.0656814449917898,0.00328407224958949,0,0,0.0344827586206897,0.344827586206897,0.00328407224958949,0,0,0.00164203612479475,0.0164203612479475,0.0147783251231527,0,0.0262725779967159,0.00656814449917898,0.00164203612479475,0.00164203612479475,0.00328407224958949,0.00164203612479475,0.013136288998358,0.00328407224958949,0.0541871921182266,0.00492610837438424,0.00985221674876847,0,0,0,0.00164203612479475,0,0,0,0,0,0
12,549,0.23156089193825,0.0240137221269297,0.0240137221269297,0.0102915951972556,0.0428816466552316,0.0120068610634648,0.0188679245283019,0.0583190394511149,0.0411663807890223,0.00343053173241852,0.00343053173241852,0,0.065180102915952,0.320754716981132,0.00343053173241852,0.00514579759862779,0,0.00171526586620926,0.0240137221269297,0.0137221269296741,0.00171526586620926,0.0205831903945112,0,0.00171526586620926,0.00171526586620926,0.00171526586620926,0.0120068610634648,0.0102915951972556,0.00343053173241852,0.0205831903945112,0,0.0188679245283019,0,0,0,0,0.00171526586620926,0,0,0.00171526586620926,0,0
59,2812,0.261072261072261,0.0233100233100233,0.0186480186480186,0.00466200466200466,0.048951048951049,0.00233100233100233,0.00233100233100233,0.0442890442890443,0.0466200466200466,0,0,0,0.0396270396270396,0.403263403263403,0,0.00466200466200466,0,0,0.0163170163170163,0.013986013986014,0,0.020979020979021,0.00233100233100233,0,0,0.00233100233100233,0.0116550116550117,0.00932400932400932,0.00233100233100233,0.0116550116550117,0.00466200466200466,0.00466200466200466,0,0,0,0,0,0,0,0,0,0
67,3198,0.256590509666081,0.0492091388400703,0.0123022847100176,0.0070298769771529,0.0597539543057996,0.00175746924428822,0,0.0562390158172232,0.0597539543057996,0.00351493848857645,0.00175746924428822,0,0.0281195079086116,0.35676625659051,0.00351493848857645,0.00175746924428822,0,0,0.0193321616871705,0.0228471001757469,0.00175746924428822,0.0210896309314587,0.00175746924428822,0,0,0.0105448154657293,0.00527240773286467,0.00175746924428822,0,0.0070298769771529,0.00175746924428822,0.0070298769771529,0,0.00175746924428822,0,0,0,0,0,0,0,0
77,3679,0.328968903436989,0.0327332242225859,0.0114566284779051,0.00327332242225859,0.0540098199672668,0,0.00327332242225859,0.0523731587561375,0.0196399345335516,0.0016366612111293,0,0.0016366612111293,0.0343698854337152,0.364975450081833,0.0016366612111293,0,0,0.00327332242225859,0.0130932896890344,0.00818330605564648,0,0.0114566284779051,0,0,0,0.00327332242225859,0.016366612111293,0.00654664484451719,0.0016366612111293,0.0130932896890344,0.00981996726677578,0.00327332242225859,0,0,0,0,0,0,0,0,0,0
87,4161,0.267281105990783,0.0714285714285714,0.0184331797235023,0.00921658986175115,0.0345622119815668,0.00230414746543779,0.00460829493087558,0.064516129032258,0.0207373271889401,0,0,0,0.0230414746543779,0.410138248847926,0.00230414746543779,0.00230414746543779,0,0,0.0230414746543779,0.00460829493087558,0,0.0138248847926267,0,0,0,0,0.00460829493087558,0.00921658986175115,0,0.00691244239631336,0,0.00460829493087558,0,0,0,0,0,0.00230414746543779,0,0,0,0
97,4642,0.312757201646091,0.088477366255144,0.01440329218107,0.0102880658436214,0.0390946502057613,0.00205761316872428,0.00205761316872428,0.0576131687242798,0.01440329218107,0,0,0.00205761316872428,0.0164609053497942,0.353909465020576,0.00205761316872428,0,0.00205761316872428,0.00205761316872428,0.0102880658436214,0.0123456790123457,0,0.01440329218107,0,0,0,0.00411522633744856,0.0185185185185185,0.00617283950617284,0,0.0102880658436214,0.00205761316872428,0.00205761316872428,0,0,0,0,0,0,0,0,0,0
107,5124,0.324324324324324,0.0415800415800416,0.0166320166320166,0.00415800415800416,0.0353430353430353,0,0,0.0810810810810811,0.0166320166320166,0,0,0,0.0311850311850312,0.347193347193347,0.00415800415800416,0,0,0.00207900207900208,0.0103950103950104,0.0124740124740125,0,0.0124740124740125,0,0.00623700623700624,0,0,0.0228690228690229,0.00623700623700624,0.00207900207900208,0.0103950103950104,0.00415800415800416,0.00623700623700624,0,0,0,0,0,0,0.00207900207900208,0,0,0
117,5606,0.282407407407407,0.0648148148148148,0.0162037037037037,0.00925925925925926,0.0462962962962963,0,0.00231481481481481,0.0763888888888889,0.0162037037037037,0,0,0.00462962962962963,0.0277777777777778,0.349537037037037,0,0.00231481481481481,0.00231481481481481,0.00231481481481481,0.0231481481481481,0.00462962962962963,0.00231481481481481,0.0185185185185185,0.00231481481481481,0,0,0.00231481481481481,0.025462962962963,0.00462962962962963,0.00462962962962963,0.00462962962962963,0.00231481481481481,0.00231481481481481,0,0,0,0,0,0,0,0,0,0
127,6087,0.362352941176471,0.0635294117647059,0.00941176470588235,0.00705882352941176,0.0352941176470588,0,0,0.0658823529411765,0.00941176470588235,0,0,0,0.0305882352941176,0.315294117647059,0.00705882352941176,0,0,0,0.0141176470588235,0.0164705882352941,0,0.0141176470588235,0,0,0,0.00235294117647059,0.0258823529411765,0.00705882352941176,0,0.00705882352941176,0,0.00705882352941176,0,0,0,0,0,0,0,0,0,0
133,6376,0.364066193853428,0.0449172576832151,0.00945626477541371,0.00472813238770686,0.0354609929078014,0,0.00709219858156028,0.066193853427896,0.00236406619385343,0,0,0.00236406619385343,0.0236406619385343,0.293144208037825,0,0,0.00472813238770686,0,0.0283687943262411,0.0189125295508274,0.00236406619385343,0.0212765957446809,0.00236406619385343,0.00236406619385343,0,0.00236406619385343,0.033096926713948,0.00709219858156028,0.00236406619385343,0.016548463356974,0.00236406619385343,0.00236406619385343,0,0,0,0,0,0,0,0,0,0
138,6617,0.61954261954262,0.118503118503119,0.0207900207900208,0.00623700623700624,0.0124740124740125,0.00415800415800416,0,0.0540540540540541,0.00207900207900208,0.00207900207900208,0,0,0.00623700623700624,0.0748440748440748,0,0,0,0.00207900207900208,0.0145530145530146,0.0124740124740125,0,0.00207900207900208,0,0,0,0,0.0187110187110187,0.00207900207900208,0.00623700623700624,0.0166320166320166,0,0.00415800415800416,0,0,0,0,0,0,0,0,0,0
142,NA,0.62700228832952,0.0869565217391304,0.0068649885583524,0.0045766590389016,0.0160183066361556,0,0.0022883295194508,0.0663615560640732,0.0022883295194508,0,0.0022883295194508,0,0.0091533180778032,0.0755148741418764,0,0.0022883295194508,0,0,0.0137299771167048,0.0251716247139588,0.0068649885583524,0.0022883295194508,0,0.0022883295194508,0,0,0.0205949656750572,0.0045766590389016,0.0045766590389016,0.0137299771167048,0,0.0045766590389016,0,0,0,0,0,0,0,0,0,0
153,NA,0.355855855855856,0.063063063063063,0.0135135135135135,0.0045045045045045,0.045045045045045,0,0.0045045045045045,0.0675675675675676,0.0045045045045045,0,0,0,0.0405405405405405,0.259009009009009,0.00675675675675676,0.0045045045045045,0,0,0.0202702702702703,0.0202702702702703,0.00225225225225225,0.018018018018018,0,0.0045045045045045,0,0.00225225225225225,0.0202702702702703,0.0112612612612613,0,0.018018018018018,0.0045045045045045,0.009009009009009,0,0,0,0,0,0,0,0,0,0
