"depth","best.age","min.age","max.age"
0,-45,-46,-42
1,-39,-40,-38
2,-33,-35,-31
3,-28,-28,-26
4,-22,-23,-19
5,-15,-16,-15
6,-8,-10,-6
7,34,33,37
8,39,38,42
9,52,51,55
10,75,73,77
11,91,89,94
12,141,137,147
13,191,181,203
14,241,227,260
15,291,272,316
16,340,317,372
18,440,407,484
20,540,497,597
22,640,587,710
24,740,677,822
26,839,767,935
28,939,857,1047
30,1034,947,1148
32,1114,1035,1209
34,1194,1120,1279
36,1274,1201,1354
38,1354,1280,1435
40,1434,1353,1522
42,1513,1423,1623
44,1593,1490,1716
46,1672,1561,1801
48,1744,1646,1853
50,1817,1719,1912
52,1890,1789,1986
54,1962,1857,2070
56,2035,1919,2156
58,2108,1975,2244
60,2170,2022,2318
62,2203,2070,2341
64,2236,2110,2372
66,2269,2147,2407
68,2302,2181,2443
70,2335,2216,2480
72,2368,2248,2519
74,2401,2278,2559
76,2434,2304,2607
78,2467,2325,2661
80,2508,2359,2714
82,2576,2440,2764
84,2643,2518,2812
86,2711,2593,2865
88,2778,2663,2924
90,2846,2729,2982
92,2913,2795,3044
94,2981,2861,3108
96,3048,2926,3175
100,3183,3050,3325
