"depth","best.age","min.age","max.age"
1,-16,-43,12
10,14,-9,38
20,47,24,70
30,80,53,107
40,113,79,147
50,289,250,330
60,608,549,665
70,927,843,1011
80,1246,1133,1359
90,1565,1421,1707
100,1884,1708,2055
110,2203,1996,2404
120,2522,2283,2753
130,2841,2570,3101
140,3160,2858,3451
150,3479,3145,3800
160,3798,3433,4150
170,4117,3720,4499
180,4436,4007,4849
195,4914,4438,5373
200,5074,4582,5548
210,5319,4848,5774
220,5565,5114,6003
230,5811,5378,6232
240,6056,5643,6464
250,6302,5906,6697
260,6547,6168,6930
270,6793,6426,7164
280,7038,6682,7399
290,7284,6936,7638
300,7529,7189,7880
310,7775,7438,8122
320,8021,7684,8364
330,8266,7929,8611
340,8512,8168,8859
350,8757,8405,9109
360,9003,8641,9364
370,9248,8878,9623
380,9494,9112,9881
390,9740,9345,10140
400,9985,9574,10398
410,10231,9802,10657
420,10476,10032,10921
430,10722,10259,11186
440,10967,10485,11451
450,NA,NA,NA
460,NA,NA,NA
470,NA,NA,NA
480,NA,NA,NA
490,NA,NA,NA
500,NA,NA,NA
