"sample.depths","sample.ages","Abies","Acer.rubrum","Betula","Castanea","Cephalanthus","Corylus","Cupressaceae","Cyperaceae","Ericaceae","Fagus","Fraxinus.undiff.","Ostrya.Carpinus","Picea","Pinus.undiff.","Quercus","Rumex","Salix","Sambucus","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus.incana","Ambrosia","Populus","Amaranthaceae","Poaceae","Polygonum","Acer.saccharum","Ilex.Nemopanthus","Pinus.strobus","Pinus.banksiana.P..resinosa","Alnus.undiff.","Fagopyrum","Larix","Alnus.viridis.type","Tilia","Lamiaceae","Humulus","Artemisia","Carya","Juglans","Rosaceae.undiff.","Brassicaceae","Acer.undiff.","Dalea","Iva.undiff.","Shepherdia.canadensis","Prunus","Liquidambar","Celtis","Nyssa","Acer.saccharinum.type","Myrica","Caryophyllaceae","Apiaceae","Acer.pensylvanicum","Ranunculaceae","Fraxinus.pennsylvanica.type","Morus","Cornus","Asteraceae.subf..Cichorioideae","Rubus","Dryas","Iva.xanthifolia.type","Urtica.type","Acer.negundo","Saxifraga.type","Campanulaceae","Potentilla","Epilobium"
335.5,-38,0.00327868852459016,0.0098360655737705,0.291803278688525,0.00327868852459016,0.00655737704918033,0.0131147540983607,0.00327868852459016,0.0098360655737705,0.00327868852459016,0.0688524590163934,0.019672131147541,0.00327868852459016,0.0098360655737705,0.124590163934426,0.20655737704918,0.0131147540983607,0.0098360655737705,0.00327868852459016,0.019672131147541,0.0098360655737705,0.00327868852459016,0.0262295081967213,0.0262295081967213,0.0098360655737705,0.00327868852459016,0.0327868852459016,0.00327868852459016,0.00655737704918033,0.0163934426229508,0.0262295081967213,0.0131147540983607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355.5,39,0,0.00335570469798658,0.285234899328859,0.00335570469798658,0.00671140939597315,0.0369127516778524,0.00335570469798658,0,0,0.0469798657718121,0.0201342281879195,0.00671140939597315,0.00671140939597315,0.100671140939597,0.211409395973154,0.023489932885906,0.00335570469798658,0.00671140939597315,0.0402684563758389,0,0.0100671140939597,0.023489932885906,0.0302013422818792,0.00671140939597315,0,0.0268456375838926,0.00335570469798658,0.0100671140939597,0.00671140939597315,0.063758389261745,0.00335570469798658,0.00335570469798658,0.00335570469798658,0.00335570469798658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,138,0.00651465798045603,0,0.224755700325733,0.00325732899022801,0.00325732899022801,0.0423452768729642,0.00325732899022801,0.00977198697068404,0,0.0586319218241042,0.0260586319218241,0.0456026058631922,0.0260586319218241,0.0618892508143322,0.260586319218241,0,0.00651465798045603,0,0.0618892508143322,0,0.00651465798045603,0.00651465798045603,0.00325732899022801,0.00325732899022801,0,0.00651465798045603,0.00325732899022801,0.0195439739413681,0.00651465798045603,0.0618892508143322,0.0195439739413681,0.00325732899022801,0,0,0.00977198697068404,0.00651465798045603,0.00325732899022801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375.5,141,0.003125,0.009375,0.228125,0.003125,0,0.04375,0.003125,0,0,0.065625,0.015625,0.00625,0.025,0.15625,0.25625,0.00625,0.003125,0,0.059375,0.003125,0,0.009375,0.00625,0,0,0.0125,0,0.00625,0,0.03125,0.03125,0.00625,0,0.003125,0,0,0,0.00625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385.5,210,0,0.00821917808219178,0.254794520547945,0,0.00547945205479452,0.0356164383561644,0.00273972602739726,0,0,0.073972602739726,0.0191780821917808,0.00547945205479452,0.0273972602739726,0.104109589041096,0.26027397260274,0,0.00821917808219178,0,0.0767123287671233,0.00821917808219178,0.0136986301369863,0.00821917808219178,0.00273972602739726,0,0,0,0,0.00547945205479452,0.0164383561643836,0.0191780821917808,0.0219178082191781,0.00273972602739726,0,0,0.00273972602739726,0,0,0.00273972602739726,0.00547945205479452,0.00273972602739726,0.00547945205479452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395.5,294,0,0.009375,0.25625,0.003125,0,0.028125,0.003125,0,0,0.121875,0.015625,0.009375,0.015625,0.06875,0.265625,0,0.009375,0,0.090625,0.003125,0.00625,0,0,0.009375,0,0.00625,0,0.015625,0.009375,0.021875,0.009375,0.009375,0,0,0,0.003125,0,0,0.003125,0.003125,0.003125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,338,0.0101781170483461,0,0.254452926208651,0,0,0.0178117048346056,0,0,0,0.155216284987277,0.00763358778625954,0.0559796437659033,0.0508905852417303,0.0178117048346056,0.10941475826972,0.00254452926208651,0,0,0.188295165394402,0.00508905852417303,0.0178117048346056,0.00508905852417303,0,0,0,0.00254452926208651,0,0.0178117048346056,0.00254452926208651,0.0534351145038168,0.00763358778625954,0.00254452926208651,0,0,0,0,0,0,0.00254452926208651,0.00763358778625954,0,0.00254452926208651,0.00254452926208651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405.5,395,0.002710027100271,0.00542005420054201,0.289972899728997,0.00542005420054201,0,0.032520325203252,0.00542005420054201,0,0,0.151761517615176,0.021680216802168,0.021680216802168,0.018970189701897,0.062330623306233,0.165311653116531,0,0.008130081300813,0.00542005420054201,0.0894308943089431,0.008130081300813,0.010840108401084,0.010840108401084,0,0,0,0.002710027100271,0,0.013550135501355,0.010840108401084,0.046070460704607,0.00542005420054201,0,0,0,0,0,0.002710027100271,0,0,0,0,0,0,0.002710027100271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,566,0.00651465798045603,0,0.276872964169381,0.00325732899022801,0,0.0162866449511401,0,0,0,0.172638436482085,0.0130293159609121,0.0390879478827362,0.0293159609120521,0.00325732899022801,0.0618892508143322,0,0,0.00325732899022801,0.247557003257329,0.00651465798045603,0.00651465798045603,0,0.00325732899022801,0.00325732899022801,0,0.00325732899022801,0,0.0195439739413681,0.00651465798045603,0.0684039087947883,0,0.00325732899022801,0,0,0,0,0,0,0.00325732899022801,0,0,0,0,0.00325732899022801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,844,0.0020746887966805,0.00829875518672199,0.280082987551867,0.004149377593361,0,0.0145228215767635,0,0,0,0.192946058091286,0.029045643153527,0.0145228215767635,0.0020746887966805,0.033195020746888,0.070539419087137,0,0.0020746887966805,0,0.153526970954357,0.00622406639004149,0.016597510373444,0.0020746887966805,0,0,0.0020746887966805,0,0,0.0228215767634855,0.00622406639004149,0.118257261410788,0.0020746887966805,0.004149377593361,0,0,0,0.00622406639004149,0,0,0,0.0020746887966805,0.0020746887966805,0,0,0,0.0020746887966805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
