"sample.depths","sample.ages","Abies","Acer.rubrum","Betula","Castanea","Cephalanthus","Corylus","Cupressaceae","Cyperaceae","Ericaceae","Fagus","Fraxinus.undiff.","Ostrya.Carpinus","Picea","Pinus.undiff.","Quercus","Rumex","Salix","Sambucus","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus.incana","Ambrosia","Populus","Amaranthaceae","Poaceae","Polygonum","Acer.saccharum","Ilex.Nemopanthus","Pinus.strobus","Pinus.banksiana.P..resinosa","Alnus.undiff.","Fagopyrum","Larix","Alnus.viridis.type","Tilia","Lamiaceae","Humulus","Artemisia","Carya","Juglans","Rosaceae.undiff.","Brassicaceae","Acer.undiff.","Dalea","Iva.undiff.","Shepherdia.canadensis","Prunus","Liquidambar","Celtis","Nyssa","Acer.saccharinum.type","Myrica","Caryophyllaceae","Apiaceae","Acer.pensylvanicum","Ranunculaceae","Fraxinus.pennsylvanica.type","Morus","Cornus","Asteraceae.subf..Cichorioideae","Rubus","Dryas","Iva.xanthifolia.type","Urtica.type","Acer.negundo","Saxifraga.type","Campanulaceae","Potentilla","Epilobium"
460,1159,0.00668896321070234,0.00334448160535117,0.230769230769231,0.00334448160535117,0.00334448160535117,0.00334448160535117,0,0,0,0.224080267558528,0.0133779264214047,0.00334448160535117,0.00668896321070234,0.0635451505016722,0.0535117056856187,0,0,0,0.250836120401338,0,0.0133779264214047,0.0100334448160535,0,0.0100334448160535,0,0,0,0.00668896321070234,0.00668896321070234,0.0735785953177258,0.00334448160535117,0.00334448160535117,0,0,0,0.00334448160535117,0,0,0,0,0.00334448160535117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,1497,0,0.0125786163522013,0.19811320754717,0,0,0.00628930817610063,0,0,0.00314465408805031,0.216981132075472,0.0188679245283019,0.00314465408805031,0.00314465408805031,0.059748427672956,0.0786163522012579,0,0,0,0.308176100628931,0,0.00314465408805031,0.00943396226415094,0,0.00314465408805031,0,0,0,0.0251572327044025,0.00628930817610063,0.0283018867924528,0.00628930817610063,0,0,0,0,0.00314465408805031,0,0,0,0,0.00314465408805031,0,0,0,0,0.00314465408805031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,1847,0,0.00638977635782748,0.226837060702875,0.00319488817891374,0.00319488817891374,0.012779552715655,0,0,0,0.137380191693291,0.012779552715655,0.0191693290734824,0,0.086261980830671,0.105431309904153,0,0.00319488817891374,0,0.134185303514377,0,0.00958466453674121,0.00319488817891374,0,0.00319488817891374,0,0.00319488817891374,0,0.012779552715655,0,0.198083067092652,0.00638977635782748,0,0,0,0,0,0,0,0,0.00319488817891374,0,0,0.00319488817891374,0,0,0,0.00319488817891374,0.00319488817891374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,2194,0,0.00833333333333333,0.261111111111111,0.00277777777777778,0.00555555555555556,0.0138888888888889,0,0,0,0.169444444444444,0.0138888888888889,0.0138888888888889,0,0.0333333333333333,0.122222222222222,0,0,0,0.116666666666667,0.00277777777777778,0.00277777777777778,0.00277777777777778,0,0.00277777777777778,0,0.00555555555555556,0,0.0222222222222222,0.00833333333333333,0.177777777777778,0,0.00277777777777778,0,0,0.00277777777777778,0,0,0,0,0.00277777777777778,0.00555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,2537,0.00291545189504373,0.0116618075801749,0.262390670553936,0,0.00291545189504373,0.00583090379008746,0,0.00291545189504373,0,0.189504373177843,0.0116618075801749,0.0174927113702624,0.0087463556851312,0.043731778425656,0.0699708454810496,0,0,0,0.236151603498542,0.00291545189504373,0.00583090379008746,0.00291545189504373,0,0,0,0.00291545189504373,0,0.0233236151603499,0.0087463556851312,0.0524781341107872,0.0233236151603499,0.00291545189504373,0,0,0,0.00291545189504373,0,0,0,0.00291545189504373,0,0,0.00291545189504373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,2879,0,0.0121065375302663,0.220338983050847,0,0.00242130750605327,0,0,0,0,0.193704600484261,0.0242130750605327,0.0145278450363196,0,0.0581113801452785,0.0847457627118644,0,0,0,0.273607748184019,0,0.00968523002421308,0.00484261501210654,0,0,0,0.00484261501210654,0,0.0242130750605327,0,0.0387409200968523,0,0.00726392251815981,0,0,0,0.0121065375302663,0,0,0,0.00242130750605327,0,0,0,0.00968523002421308,0,0,0,0,0.00242130750605327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,3222,0,0.00668896321070234,0.190635451505017,0,0,0.00668896321070234,0,0,0,0.284280936454849,0.0301003344481605,0.020066889632107,0,0.0769230769230769,0.107023411371237,0,0,0,0.160535117056856,0.0100334448160535,0.020066889632107,0.00334448160535117,0,0,0,0,0,0.0133779264214047,0,0.0468227424749164,0.020066889632107,0,0,0,0,0,0,0,0,0,0.00334448160535117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,3569,0,0.00766283524904215,0.157088122605364,0.00191570881226054,0,0.00574712643678161,0,0,0,0.224137931034483,0.0134099616858238,0.0402298850574713,0.00383141762452107,0.0632183908045977,0.114942528735632,0,0,0,0.124521072796935,0.00957854406130268,0.00957854406130268,0.00383141762452107,0,0.00383141762452107,0,0,0,0.0191570881226054,0.00766283524904215,0.157088122605364,0.00383141762452107,0.00957854406130268,0,0.00383141762452107,0,0.00574712643678161,0,0,0,0.00383141762452107,0,0,0.00191570881226054,0,0,0,0,0,0,0.00191570881226054,0.00191570881226054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,3924,0,0.0125448028673835,0.197132616487455,0.0017921146953405,0,0.017921146953405,0,0,0,0.125448028673835,0.014336917562724,0.025089605734767,0,0.00537634408602151,0.195340501792115,0,0,0.0017921146953405,0.0752688172043011,0.0017921146953405,0.007168458781362,0.007168458781362,0.0017921146953405,0,0,0.003584229390681,0,0.032258064516129,0.0017921146953405,0.258064516129032,0,0.003584229390681,0,0,0,0.003584229390681,0,0,0.0017921146953405,0.0017921146953405,0,0,0,0,0,0,0,0,0,0,0,0.0017921146953405,0.0017921146953405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,4286,0,0.0146788990825688,0.203669724770642,0.0018348623853211,0.0073394495412844,0.0110091743119266,0,0.0018348623853211,0,0.141284403669725,0.0146788990825688,0.0422018348623853,0.0018348623853211,0.0073394495412844,0.24954128440367,0,0,0,0.036697247706422,0,0.0055045871559633,0.0055045871559633,0,0,0,0.0036697247706422,0,0.0201834862385321,0.0018348623853211,0.214678899082569,0,0.0018348623853211,0,0.0018348623853211,0,0,0,0,0,0.0018348623853211,0.0018348623853211,0,0,0,0,0.0036697247706422,0,0,0,0,0,0,0,0.0018348623853211,0.0018348623853211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,4641,0,0.00540540540540541,0.290540540540541,0.00135135135135135,0.00405405405405405,0.0108108108108108,0.00135135135135135,0,0,0.125675675675676,0.0108108108108108,0.0175675675675676,0.00135135135135135,0.0986486486486487,0.295945945945946,0,0,0,0.00675675675675676,0,0.0121621621621622,0.00540540540540541,0.00135135135135135,0.0027027027027027,0,0,0,0.0162162162162162,0.00675675675675676,0.0783783783783784,0.00135135135135135,0.00135135135135135,0,0,0,0,0.0027027027027027,0,0,0,0,0,0,0,0,0,0,0,0,0.00135135135135135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,4976,0,0.00549450549450549,0.178571428571429,0,0.00274725274725275,0.043956043956044,0,0,0,0.167582417582418,0.021978021978022,0.0192307692307692,0,0.142857142857143,0.197802197802198,0,0.00274725274725275,0,0.0549450549450549,0.00274725274725275,0.00824175824175824,0.00274725274725275,0,0.00274725274725275,0,0,0,0.0137362637362637,0.00549450549450549,0.098901098901099,0.0164835164835165,0.00274725274725275,0,0,0,0,0,0,0.00274725274725275,0.00274725274725275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00274725274725275,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,5276,0,0.00239808153477218,0.275779376498801,0,0.00479616306954436,0.0143884892086331,0,0,0,0.165467625899281,0.0287769784172662,0.0407673860911271,0,0.0215827338129496,0.117505995203837,0,0.00239808153477218,0,0.103117505995204,0.00479616306954436,0.00479616306954436,0.00719424460431655,0.00239808153477218,0,0,0.00479616306954436,0,0.0311750599520384,0,0.143884892086331,0.00719424460431655,0.00239808153477218,0,0,0,0,0.00239808153477218,0,0,0.00239808153477218,0.00239808153477218,0,0,0,0,0,0,0,0,0,0.00479616306954436,0,0,0,0,0,0.00239808153477218,0,0,0,0,0,0,0,0,0,0,0,0,0
720,5526,0,0.00898876404494382,0.141573033707865,0,0,0.0179775280898876,0,0,0,0.0831460674157303,0.0157303370786517,0.0134831460674157,0.00224719101123596,0,0.195505617977528,0,0,0.00224719101123596,0.134831460674157,0.00224719101123596,0.0202247191011236,0.00224719101123596,0.00224719101123596,0.00449438202247191,0,0,0,0.0269662921348315,0.00898876404494382,0.30561797752809,0,0,0,0,0,0,0,0,0,0.00224719101123596,0.00224719101123596,0,0,0.00224719101123596,0,0,0,0,0,0.00449438202247191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,5717,0.00253164556962025,0,0.212658227848101,0,0.00506329113924051,0.0177215189873418,0.00253164556962025,0.00253164556962025,0,0.146835443037975,0.0177215189873418,0.0126582278481013,0,0.0405063291139241,0.118987341772152,0,0,0,0.227848101265823,0.00759493670886076,0.020253164556962,0.0151898734177215,0,0.00253164556962025,0,0.00253164556962025,0,0.0151898734177215,0.00506329113924051,0.0962025316455696,0.0151898734177215,0.00506329113924051,0,0,0.00253164556962025,0,0,0,0,0.00506329113924051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,5855,0,0.00594059405940594,0.22970297029703,0,0,0.00594059405940594,0,0,0,0.136633663366337,0.0316831683168317,0.0099009900990099,0,0.0752475247524752,0.108910891089109,0,0,0,0.227722772277228,0.00594059405940594,0.0118811881188119,0.00594059405940594,0,0,0.00198019801980198,0.00198019801980198,0,0.0178217821782178,0,0.114851485148515,0,0.00198019801980198,0,0,0.00198019801980198,0.00198019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00198019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,5951,0,0.00630252100840336,0.17436974789916,0.00420168067226891,0,0.00840336134453781,0,0,0,0.092436974789916,0.023109243697479,0.00420168067226891,0.00420168067226891,0.092436974789916,0.21218487394958,0,0,0,0.271008403361345,0.00210084033613445,0.0126050420168067,0.00210084033613445,0,0,0,0.00210084033613445,0,0.0105042016806723,0,0.0609243697478992,0.00420168067226891,0.00630252100840336,0,0,0,0,0,0,0,0,0.00630252100840336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,6012,0,0,0.171974522292994,0.00318471337579618,0,0.00955414012738853,0,0.00318471337579618,0,0.054140127388535,0,0.035031847133758,0,0.0573248407643312,0.162420382165605,0,0.00318471337579618,0,0.245222929936306,0,0.0127388535031847,0,0.00636942675159236,0.00636942675159236,0.00636942675159236,0,0,0.00636942675159236,0.00318471337579618,0.14968152866242,0.0127388535031847,0.0127388535031847,0,0,0.00636942675159236,0,0.00318471337579618,0,0.00318471337579618,0,0,0,0,0,0,0.00318471337579618,0,0,0,0,0,0,0,0,0,0,0,0.0222929936305732,0,0,0,0,0,0,0,0,0,0,0,0
820,6049,0,0.00503778337531486,0.201511335012594,0,0.0075566750629723,0.0302267002518892,0.00251889168765743,0,0,0.08816120906801,0.0151133501259446,0.0377833753148615,0.00251889168765743,0.0251889168765743,0.161209068010076,0,0.00251889168765743,0,0.241813602015113,0.00251889168765743,0.017632241813602,0.00251889168765743,0.00251889168765743,0.00503778337531486,0,0.00503778337531486,0,0.0226700251889169,0.00251889168765743,0.0957178841309824,0.0100755667506297,0,0,0,0.00251889168765743,0,0.00503778337531486,0,0,0,0,0,0,0.00251889168765743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00251889168765743,0,0,0,0,0,0,0,0,0,0,0
840,6076,0,0.00914634146341463,0.246951219512195,0,0,0.0396341463414634,0,0,0,0.103658536585366,0.0365853658536585,0.0121951219512195,0.00304878048780488,0.048780487804878,0.176829268292683,0,0,0,0.213414634146341,0,0.0182926829268293,0.00609756097560976,0,0,0,0.00304878048780488,0,0.0182926829268293,0.00609756097560976,0.0457317073170732,0.00304878048780488,0,0,0,0,0,0.00304878048780488,0,0,0,0.00304878048780488,0,0,0,0.00304878048780488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,6112,0,0.00278551532033426,0.253481894150418,0.00278551532033426,0,0.00835654596100279,0,0,0,0.0835654596100279,0.011142061281337,0.00835654596100279,0,0.0584958217270195,0.172701949860724,0,0,0,0.264623955431755,0.00557103064066852,0.0278551532033426,0.00278551532033426,0,0.00278551532033426,0,0.00835654596100279,0,0.0167130919220056,0.00278551532033426,0.0473537604456825,0.00278551532033426,0.00557103064066852,0,0,0,0,0,0,0,0.00278551532033426,0,0,0,0.00557103064066852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00278551532033426,0,0,0,0,0,0,0,0,0,0
880,6177,0,0.0169014084507042,0.228169014084507,0,0.0028169014084507,0.0028169014084507,0,0,0,0.154929577464789,0.0394366197183099,0,0.0028169014084507,0.0591549295774648,0.0732394366197183,0,0.0028169014084507,0,0.307042253521127,0,0.0225352112676056,0.00563380281690141,0,0.0028169014084507,0,0,0,0.0028169014084507,0.00563380281690141,0.0253521126760563,0.0112676056338028,0.0140845070422535,0,0,0,0,0,0,0,0.0028169014084507,0,0,0,0,0,0.0028169014084507,0,0.0028169014084507,0,0,0,0,0,0,0,0,0,0,0,0,0.00563380281690141,0.0028169014084507,0.0028169014084507,0,0,0,0,0,0,0
900,6292,0,0.0178571428571429,0.186224489795918,0,0,0.0076530612244898,0,0.00255102040816327,0,0.0943877551020408,0.0178571428571429,0.0153061224489796,0.00255102040816327,0.0255102040816327,0.160714285714286,0,0.00255102040816327,0,0.178571428571429,0.00255102040816327,0.0178571428571429,0.00255102040816327,0.00255102040816327,0.00255102040816327,0,0.00255102040816327,0,0.0280612244897959,0.00510204081632653,0.198979591836735,0.0153061224489796,0.00510204081632653,0,0,0,0,0,0,0,0,0,0.00255102040816327,0,0,0,0,0,0,0,0.00255102040816327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,6475,0,0.00611620795107034,0.155963302752294,0,0,0.018348623853211,0,0,0,0.0703363914373089,0.0214067278287462,0.0152905198776758,0.00305810397553517,0.0214067278287462,0.171253822629969,0,0,0,0.195718654434251,0.0091743119266055,0.0336391437308868,0.0152905198776758,0,0.00305810397553517,0,0.00305810397553517,0,0.0152905198776758,0.00305810397553517,0.217125382262997,0.0122324159021407,0,0,0,0,0,0,0,0,0.00611620795107034,0,0,0,0,0,0,0,0,0,0.00305810397553517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940,6724,0,0.0102827763496144,0.115681233933162,0,0,0.0025706940874036,0,0,0,0.0359897172236504,0.0359897172236504,0.0102827763496144,0.0025706940874036,0.0951156812339332,0.205655526992288,0,0,0,0.251928020565553,0.0025706940874036,0.0462724935732648,0.0025706940874036,0,0.0025706940874036,0,0,0,0.0205655526992288,0.0025706940874036,0.10025706940874,0.038560411311054,0.0051413881748072,0,0,0.0051413881748072,0,0,0,0,0,0,0,0,0,0.0025706940874036,0,0,0,0.0025706940874036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025706940874036,0,0,0,0,0,0
960,7018,0,0,0.177215189873418,0,0,0.00949367088607595,0,0.00949367088607595,0,0.0158227848101266,0.0316455696202532,0.0158227848101266,0.0126582278481013,0.0949367088607595,0.234177215189873,0,0,0,0.167721518987342,0.00316455696202532,0.0284810126582278,0.0189873417721519,0,0.00316455696202532,0,0.00316455696202532,0,0.0126582278481013,0,0.126582278481013,0.00949367088607595,0.00949367088607595,0,0,0,0,0,0,0,0.00316455696202532,0,0,0,0.00316455696202532,0,0.00632911392405063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00316455696202532,0,0,0,0,0
980,7337,0,0,0.115681233933162,0,0,0.038560411311054,0,0,0,0.0179948586118252,0.0205655526992288,0.012853470437018,0,0.210796915167095,0.141388174807198,0,0.0051413881748072,0,0.118251928020566,0,0.0154241645244216,0.0051413881748072,0,0.0051413881748072,0,0,0,0.0077120822622108,0,0.239074550128535,0.0334190231362468,0.0051413881748072,0,0,0,0,0,0,0,0,0.0025706940874036,0,0.0025706940874036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025706940874036,0,0,0,0,0,0,0,0,0
1000,7671,0,0.00604838709677419,0.0866935483870968,0.00403225806451613,0,0.0120967741935484,0,0,0,0.0100806451612903,0.0181451612903226,0.0423387096774194,0.00201612903225806,0.032258064516129,0.163306451612903,0,0.00201612903225806,0,0.185483870967742,0.00201612903225806,0.00201612903225806,0.0141129032258065,0.00403225806451613,0,0,0.0120967741935484,0,0.00604838709677419,0.00604838709677419,0.360887096774194,0.0120967741935484,0.00201612903225806,0,0,0.00403225806451613,0,0.00201612903225806,0,0,0.00201612903225806,0.00604838709677419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020,8026,0,0,0.148026315789474,0,0,0.0328947368421053,0,0,0,0.00328947368421053,0.0230263157894737,0.0427631578947368,0,0.0328947368421053,0.246710526315789,0,0,0,0.0986842105263158,0.00328947368421053,0.0164473684210526,0.00328947368421053,0.00657894736842105,0.00986842105263158,0,0.00657894736842105,0,0.0131578947368421,0,0.266447368421053,0.0197368421052632,0.00986842105263158,0,0,0.00986842105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00657894736842105,0,0,0,0
1040,8417,0.012987012987013,0,0.133116883116883,0,0,0.012987012987013,0,0,0,0,0.012987012987013,0.012987012987013,0.00324675324675325,0.185064935064935,0.162337662337662,0,0,0,0.090909090909091,0.0064935064935065,0.012987012987013,0.00324675324675325,0.00324675324675325,0.0064935064935065,0,0.00974025974025974,0,0.00324675324675325,0,0.25974025974026,0.0487012987012987,0.00974025974025974,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064935064935065,0,0,0,0.00324675324675325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,8855,0,0,0.188053097345133,0,0,0.0132743362831858,0,0.00221238938053097,0,0.00221238938053097,0.0287610619469027,0.0309734513274336,0,0.18141592920354,0.22787610619469,0,0.00442477876106195,0,0.0331858407079646,0.00663716814159292,0.0132743362831858,0.0110619469026549,0.00442477876106195,0.00663716814159292,0,0.00442477876106195,0,0.00663716814159292,0.00221238938053097,0.176991150442478,0.0398230088495575,0.0088495575221239,0,0,0.00221238938053097,0,0,0,0,0,0.00221238938053097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00221238938053097,0,0,0
1080,9353,0.00248756218905473,0,0.186567164179104,0,0,0.0323383084577114,0,0,0,0.00497512437810945,0.027363184079602,0.0124378109452736,0,0.174129353233831,0.261194029850746,0,0,0,0.0248756218905473,0,0.0174129353233831,0.0199004975124378,0.00248756218905473,0.00497512437810945,0.00248756218905473,0,0,0.00497512437810945,0,0.196517412935323,0.0174129353233831,0.00497512437810945,0,0,0.00248756218905473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
