"sample.depths","sample.ages","Abies","Acer.rubrum","Acer.undiff.","Alnus","Arceuthobium","Betula","Carya","Castanea","Cornus","Corylus","Ericaceae","Fagus","Fraxinus.undiff.","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Ilex.Nemopanthus","Juniperus.Thuja","Larix","Myrica","Ostrya.Carpinus","Picea","Pinus.banksiana.P..resinosa","Pinus.strobus","Pinus.subg..Pinus.undiff.","Pinus.subg..Strobus.undiff.","Pinus.undiff.","Populus","Quercus","Rhus","Salix","Sambucus","Tilia","Tsuga","Ulmus","Viburnum","Vitaceae","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Cannabaceae","Caryophyllaceae","Chenopodiaceae","Cyperaceae","Epilobium","Eupatorium.type","Poaceae","Rosaceae","Rumex"
12,247,0.024390243902439,0,0.0853658536585366,0.0292682926829268,0,0.331707317073171,0,0,0,0,0.0048780487804878,0.00731707317073171,0.0024390243902439,0,0.0024390243902439,0.0097560975609756,0.0048780487804878,0,0,0,0.302439024390244,0.0121951219512195,0.0195121951219512,0.0195121951219512,0.0390243902439024,0.0341463414634146,0,0.0146341463414634,0,0,0,0,0.0048780487804878,0,0.0024390243902439,0,0.0292682926829268,0,0,0.0024390243902439,0,0,0,0.0048780487804878,0,0,0,0.0048780487804878,0.00731707317073171
13,271,0,0,0.0286298568507157,0.0265848670756646,0,0.754601226993865,0,0,0,0.00408997955010225,0,0.00204498977505112,0,0,0,0,0.00204498977505112,0.00408997955010225,0,0,0.0940695296523517,0.00613496932515337,0.0081799591002045,0.0081799591002045,0.0102249488752556,0.00408997955010225,0,0.0122699386503067,0,0,0,0,0.00204498977505112,0.00204498977505112,0,0,0.0143149284253579,0,0,0,0,0,0,0.00613496932515337,0,0,0.0102249488752556,0,0
14,295,0.00405679513184584,0,0,0.0547667342799189,0,0.711967545638945,0,0,0,0,0.00202839756592292,0.00405679513184584,0.00608519269776876,0.00608519269776876,0,0.00405679513184584,0,0,0,0,0.117647058823529,0.00202839756592292,0,0.0162271805273834,0,0.0121703853955375,0,0,0,0.00202839756592292,0,0,0,0.00202839756592292,0.00608519269776876,0,0.0182555780933063,0,0,0.00608519269776876,0,0,0,0.00202839756592292,0,0,0,0.0121703853955375,0.0101419878296146
15,319,0.00239808153477218,0.0359712230215827,0.00239808153477218,0.0335731414868106,0,0.124700239808153,0,0,0,0.00959232613908873,0,0.0143884892086331,0.00959232613908873,0,0.00959232613908873,0.026378896882494,0,0,0,0.0143884892086331,0.239808153477218,0.0167865707434053,0.052757793764988,0.0431654676258993,0.136690647482014,0.11031175059952,0,0.0383693045563549,0,0.00239808153477218,0,0,0.00479616306954436,0.00719424460431655,0,0,0.0359712230215827,0.00239808153477218,0,0.0119904076738609,0,0,0,0.00479616306954436,0,0,0.00479616306954436,0.00479616306954436,0
16,344,0.00265957446808511,0,0.0106382978723404,0.436170212765957,0,0.183510638297872,0,0.00531914893617021,0.00265957446808511,0,0.0425531914893617,0.00265957446808511,0.00531914893617021,0,0.00531914893617021,0.00265957446808511,0.00531914893617021,0.0106382978723404,0,0,0.0691489361702128,0,0.0106382978723404,0,0.0212765957446809,0.0106382978723404,0.0132978723404255,0.0132978723404255,0,0.00265957446808511,0,0,0.00797872340425532,0.00265957446808511,0.00797872340425532,0,0.023936170212766,0,0,0.00797872340425532,0,0,0,0.0585106382978723,0,0,0.0159574468085106,0.0159574468085106,0.00265957446808511
17,368,0.00385356454720617,0,0.00963391136801541,0.148362235067437,0,0.526011560693642,0,0.00192678227360308,0,0,0.00385356454720617,0.00192678227360308,0.00963391136801541,0.00963391136801541,0,0.00192678227360308,0,0.00385356454720617,0,0,0.0809248554913295,0.00770712909441233,0.0173410404624277,0.00770712909441233,0.0173410404624277,0,0.00192678227360308,0.0115606936416185,0,0.00385356454720617,0,0,0.00963391136801541,0,0.00192678227360308,0,0.0346820809248555,0,0,0.00385356454720617,0.00385356454720617,0,0,0.0289017341040462,0,0,0.0211946050096339,0.0211946050096339,0.00578034682080925
18,392,0.00420168067226891,0,0.00840336134453781,0.296218487394958,0,0.388655462184874,0,0,0,0,0.0252100840336134,0.0105042016806723,0.00210084033613445,0,0.00210084033613445,0,0.00210084033613445,0.00210084033613445,0,0,0.0672268907563025,0.00210084033613445,0.00630252100840336,0.00420168067226891,0.0147058823529412,0.0126050420168067,0,0.0126050420168067,0,0.0126050420168067,0,0,0.00420168067226891,0,0.00630252100840336,0,0.00840336134453781,0,0,0.00210084033613445,0,0,0,0.0735294117647059,0,0,0.0189075630252101,0.00210084033613445,0.0105042016806723
19,417,0.004,0,0.002,0.362,0,0.134,0,0,0,0.002,0.232,0.006,0.004,0.002,0.002,0.002,0.002,0.01,0,0,0.052,0,0.018,0,0.032,0.014,0,0.024,0,0.006,0,0,0.01,0.002,0.002,0,0.016,0,0,0.002,0,0,0,0.01,0,0,0.022,0.022,0.004
20,441,0.00288184438040346,0,0.00288184438040346,0.135446685878963,0,0.198847262247839,0,0.00864553314121038,0,0,0.0605187319884726,0.0144092219020173,0.0144092219020173,0.00288184438040346,0.0115273775216138,0,0,0.0230547550432277,0,0,0.121037463976945,0.00288184438040346,0.0144092219020173,0.00576368876080692,0.0259365994236311,0.0144092219020173,0,0.0345821325648415,0,0.00288184438040346,0,0,0.0144092219020173,0.00288184438040346,0.00576368876080692,0,0,0,0.00288184438040346,0.00576368876080692,0.00288184438040346,0,0,0.0749279538904899,0,0.00288184438040346,0.0345821325648415,0.141210374639769,0.0144092219020173
21,465,0.00263852242744063,0,0.0131926121372032,0.145118733509235,0,0.255936675461741,0,0.00263852242744063,0,0.00263852242744063,0.0474934036939314,0.0237467018469657,0.00527704485488127,0.00527704485488127,0,0.00263852242744063,0,0,0,0,0.184696569920844,0.0158311345646438,0.0237467018469657,0.0263852242744063,0.0422163588390501,0.0263852242744063,0.0105540897097625,0.0237467018469657,0,0,0,0,0.029023746701847,0.00527704485488127,0.0105540897097625,0,0.0131926121372032,0,0,0.0105540897097625,0,0,0,0.0422163588390501,0,0,0.0131926121372032,0.0131926121372032,0.00263852242744063
22,489,0.00785340314136126,0,0.0235602094240838,0.0968586387434555,0,0.18586387434555,0,0.00523560209424084,0,0,0.0130890052356021,0.0157068062827225,0.0104712041884817,0.00261780104712042,0.00785340314136126,0.00785340314136126,0,0.0104712041884817,0,0.0183246073298429,0.230366492146597,0.00523560209424084,0.099476439790576,0.00523560209424084,0.099476439790576,0,0,0.0235602094240838,0,0.00523560209424084,0,0,0.0261780104712042,0,0,0,0.00785340314136126,0,0,0,0.00261780104712042,0,0,0.0235602094240838,0,0.0104712041884817,0.0366492146596859,0.0183246073298429,0
