"sample.depths","sample.ages","Abies","Acer.rubrum","Acer.undiff.","Alnus","Arceuthobium","Betula","Carya","Castanea","Cornus","Corylus","Ericaceae","Fagus","Fraxinus.undiff.","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Ilex.Nemopanthus","Juniperus.Thuja","Larix","Myrica","Ostrya.Carpinus","Picea","Pinus.banksiana.P..resinosa","Pinus.strobus","Pinus.subg..Pinus.undiff.","Pinus.subg..Strobus.undiff.","Pinus.undiff.","Populus","Quercus","Rhus","Salix","Sambucus","Tilia","Tsuga","Ulmus","Viburnum","Vitaceae","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Cannabaceae","Caryophyllaceae","Chenopodiaceae","Cyperaceae","Epilobium","Eupatorium.type","Poaceae","Rosaceae","Rumex"
23,514,0.0199501246882793,0,0.027431421446384,0.087281795511222,0,0.201995012468828,0,0.00748129675810474,0,0.00249376558603491,0.0124688279301746,0.00997506234413965,0.00249376558603491,0.00249376558603491,0,0,0,0.0174563591022444,0,0.00748129675810474,0.256857855361596,0.0149625935162095,0.0473815461346633,0.029925187032419,0.0897755610972569,0.0548628428927681,0,0.0174563591022444,0,0.00249376558603491,0,0,0.027431421446384,0.00249376558603491,0.00997506234413965,0,0,0,0,0.00997506234413965,0,0,0,0.0124688279301746,0,0.00997506234413965,0.00748129675810474,0.00748129675810474,0
24,538,0.00997506234413965,0,0.0324189526184539,0.0673316708229426,0,0.182044887780549,0,0.00498753117206983,0,0.00249376558603491,0.00498753117206983,0.0224438902743142,0.0149625935162095,0.00997506234413965,0.00498753117206983,0.00498753117206983,0.00997506234413965,0.0124688279301746,0,0.00748129675810474,0.246882793017456,0.0224438902743142,0.0224438902743142,0.0623441396508728,0.0623441396508728,0.0798004987531172,0,0.0349127182044888,0,0,0,0,0.027431421446384,0.00498753117206983,0.00748129675810474,0,0,0,0,0.00249376558603491,0.00249376558603491,0,0,0.00748129675810474,0,0.00748129675810474,0.00498753117206983,0.0124688279301746,0
25,562,0.00161290322580645,0,0.0064516129032258,0.417741935483871,0,0.135483870967742,0,0,0.00161290322580645,0.00161290322580645,0,0.0032258064516129,0.00161290322580645,0.00161290322580645,0,0.00806451612903226,0.00161290322580645,0,0,0.0354838709677419,0.112903225806452,0.0032258064516129,0.0161290322580645,0.00806451612903226,0.0451612903225806,0.0338709677419355,0,0.0145161290322581,0,0,0,0,0.0129032258064516,0.0032258064516129,0.0112903225806452,0,0.0145161290322581,0.00161290322580645,0,0.0548387096774194,0,0,0.00161290322580645,0.00483870967741936,0.0032258064516129,0.0241935483870968,0.0129032258064516,0.00483870967741936,0
26,587,0.0142857142857143,0,0.026530612244898,0.0306122448979592,0,0.193877551020408,0,0,0,0,0.00408163265306122,0.0183673469387755,0.00204081632653061,0,0.00204081632653061,0.0102040816326531,0,0.00816326530612245,0,0.00204081632653061,0.240816326530612,0.0102040816326531,0.0693877551020408,0.0204081632653061,0.138775510204082,0.0795918367346939,0,0.0326530612244898,0,0.00204081632653061,0,0,0.0163265306122449,0.00408163265306122,0.0571428571428571,0,0,0,0,0,0,0,0,0.00612244897959184,0,0.00204081632653061,0,0.00816326530612245,0
27,611,0.00869565217391304,0,0.0260869565217391,0.0347826086956522,0,0.184782608695652,0,0.00217391304347826,0,0,0,0.0195652173913043,0.00217391304347826,0,0.00217391304347826,0.0152173913043478,0,0.0108695652173913,0,0.00217391304347826,0.252173913043478,0.0217391304347826,0.0826086956521739,0.0260869565217391,0.0956521739130435,0.0195652173913043,0,0.0260869565217391,0,0,0,0,0.041304347826087,0.00434782608695652,0.1,0,0,0,0,0.00217391304347826,0,0,0,0.00652173913043478,0,0.00434782608695652,0.00217391304347826,0.00652173913043478,0
28,635,0.0106666666666667,0,0.0213333333333333,0.0613333333333333,0,0.205333333333333,0.00266666666666667,0.00266666666666667,0,0.00266666666666667,0.008,0.0133333333333333,0.00266666666666667,0.00266666666666667,0,0.008,0.008,0,0,0,0.306666666666667,0.008,0.04,0.016,0.0746666666666667,0.04,0.00266666666666667,0.024,0,0,0,0,0.024,0,0.048,0,0,0,0,0.008,0,0,0,0.00266666666666667,0,0,0,0.0533333333333333,0.00266666666666667
29,660,0,0,0.0191256830601093,0.0382513661202186,0,0.188524590163934,0,0.00546448087431694,0,0,0,0.0437158469945355,0.00273224043715847,0.00273224043715847,0,0.0136612021857923,0,0,0,0,0.300546448087432,0.0163934426229508,0.0765027322404372,0.0191256830601093,0.087431693989071,0.0163934426229508,0,0.0163934426229508,0,0.00273224043715847,0,0,0.0136612021857923,0,0.0819672131147541,0,0,0,0,0.00273224043715847,0,0,0,0.00546448087431694,0,0,0,0.046448087431694,0
30,684,0.00245298446443173,0,0.008994276369583,0.167620605069501,0,0.312346688470973,0,0.000817661488143908,0,0.0106295993458708,0.000817661488143908,0.0106295993458708,0,0,0,0.128372853638594,0,0,0,0.0098119378577269,0.08994276369583,0.00163532297628782,0.0220768601798855,0.00654129190515127,0.0883074407195421,0.07113654946852,0.000817661488143908,0.0114472608340147,0,0.00163532297628782,0,0,0.0114472608340147,0,0.0318887980376124,0.00408830744071954,0,0,0,0.00163532297628782,0,0,0,0.000817661488143908,0.00163532297628782,0,0.000817661488143908,0.00163532297628782,0
31,708,0.00460829493087558,0,0.0161290322580645,0.0599078341013825,0,0.202764976958525,0,0.00691244239631336,0,0,0.00921658986175115,0.0161290322580645,0.00921658986175115,0.00460829493087558,0.00460829493087558,0.0138248847926267,0,0,0,0.00230414746543779,0.347926267281106,0.00691244239631336,0.0391705069124424,0.0115207373271889,0.064516129032258,0.0299539170506912,0,0.0230414746543779,0,0.00230414746543779,0,0.00230414746543779,0.0207373271889401,0.00230414746543779,0.0391705069124424,0,0.00230414746543779,0,0,0,0,0,0,0,0,0,0,0.0576036866359447,0
32,732,0.00394477317554241,0,0.0118343195266272,0.171597633136095,0,0.193293885601578,0,0.0276134122287968,0,0.00591715976331361,0.0019723865877712,0.00591715976331361,0.0019723865877712,0,0.0019723865877712,0.138067061143984,0,0,0,0,0.189349112426035,0.0019723865877712,0.0236686390532544,0.00394477317554241,0.0414201183431953,0.019723865877712,0.0118343195266272,0.0216962524654832,0,0,0,0.0019723865877712,0.0236686390532544,0,0.0177514792899408,0,0,0,0,0.0019723865877712,0,0,0,0.00394477317554241,0,0,0,0.0729783037475345,0
33,757,0.0091743119266055,0,0.0128440366972477,0.267889908256881,0,0.155963302752294,0,0.0073394495412844,0,0.0055045871559633,0.0110091743119266,0.0128440366972477,0.0036697247706422,0.0036697247706422,0,0.0513761467889908,0.0018348623853211,0.0036697247706422,0,0.0055045871559633,0.18348623853211,0.0036697247706422,0.018348623853211,0.0110091743119266,0.0477064220183486,0.0385321100917431,0,0.0311926605504587,0,0,0,0,0.0330275229357798,0,0.0073394495412844,0,0.0036697247706422,0,0,0,0,0,0,0.0073394495412844,0,0.0018348623853211,0.0036697247706422,0.0568807339449541,0
34,781,0.00294985250737463,0,0.0088495575221239,0.321533923303835,0,0.174041297935103,0,0.00294985250737463,0,0.00589970501474926,0.00294985250737463,0.0176991150442478,0.00589970501474926,0.00294985250737463,0.00294985250737463,0.0501474926253687,0,0,0,0,0.165191740412979,0.00589970501474926,0.0294985250737463,0.0088495575221239,0.0412979351032448,0.0176991150442478,0.00589970501474926,0.0117994100294985,0,0.00294985250737463,0,0,0.0088495575221239,0.00294985250737463,0.0088495575221239,0,0,0.00294985250737463,0,0.00294985250737463,0,0,0,0,0,0,0.00294985250737463,0.0825958702064897,0
35,805,0.00348432055749129,0,0.0139372822299652,0.217770034843206,0,0.233449477351916,0,0.00174216027874564,0,0.00348432055749129,0,0.0121951219512195,0.00522648083623693,0.00522648083623693,0,0.083623693379791,0,0,0,0.0505226480836237,0.130662020905923,0,0.024390243902439,0,0.0905923344947735,0.0662020905923345,0,0.00696864111498258,0,0.00348432055749129,0,0,0.0209059233449477,0,0.00522648083623693,0,0.00174216027874564,0,0,0.00871080139372822,0,0,0,0.00348432055749129,0,0,0.00522648083623693,0.00174216027874564,0
36,830,0.00997506234413965,0,0.00249376558603491,0.057356608478803,0,0.167082294264339,0,0.00748129675810474,0,0,0.00249376558603491,0.0149625935162095,0.00249376558603491,0.00249376558603491,0,0.00498753117206983,0,0,0,0,0.154613466334165,0.0149625935162095,0.0698254364089776,0.0349127182044888,0.1571072319202,0.107231920199501,0,0.00748129675810474,0,0,0,0,0.0523690773067332,0,0.124688279301746,0,0,0,0,0,0,0,0,0,0,0,0,0.00498753117206983,0
37,854,0.00603318250377074,0,0.00150829562594268,0.0799396681749623,0,0.155354449472097,0,0,0,0,0.00150829562594268,0.0271493212669683,0,0.00301659125188537,0,0.00301659125188537,0,0,0,0.00150829562594268,0.176470588235294,0.0392156862745098,0.024132730015083,0.0950226244343891,0.0603318250377074,0.090497737556561,0.00150829562594268,0.0120663650075415,0,0,0,0.00150829562594268,0.0346907993966818,0.00452488687782805,0.170437405731523,0,0,0,0,0,0,0,0,0,0,0,0.00150829562594268,0.00904977375565611,0
38,878,0.0307692307692308,0,0.0013986013986014,0.123076923076923,0,0.151048951048951,0,0.0041958041958042,0,0.0041958041958042,0,0.0111888111888112,0.0027972027972028,0.0013986013986014,0.0013986013986014,0.0013986013986014,0.0013986013986014,0,0,0,0.13986013986014,0.0223776223776224,0.0769230769230769,0.0503496503496504,0.174825174825175,0.125874125874126,0,0.0195804195804196,0,0.0041958041958042,0,0,0.0111888111888112,0.0013986013986014,0.034965034965035,0,0,0,0,0,0,0,0,0,0,0,0.0013986013986014,0.0027972027972028,0
39,902,0.00599700149925037,0,0.00149925037481259,0.232383808095952,0,0.226386806596702,0.00149925037481259,0.00149925037481259,0,0.0329835082458771,0.00149925037481259,0.0224887556221889,0.0104947526236882,0.0104947526236882,0,0,0.00149925037481259,0,0,0.00899550224887556,0.095952023988006,0.0179910044977511,0.0284857571214393,0.0419790104947526,0.0659670164917541,0.0614692653673163,0.00749625187406297,0.0134932533733133,0,0.0299850074962519,0,0,0.047976011994003,0,0.00149925037481259,0,0.00299850074962519,0,0,0.00449775112443778,0,0,0,0.0209895052473763,0,0,0.00149925037481259,0,0
40,927,0,0,0,0.0597014925373134,0,0.338308457711443,0,0,0,0.0746268656716418,0.0099502487562189,0.0099502487562189,0.00497512437810945,0.00497512437810945,0,0.00497512437810945,0,0,0,0.169154228855721,0.119402985074627,0,0.0199004975124378,0,0.0796019900497512,0.0597014925373134,0,0.0149253731343284,0,0,0,0,0.0199004975124378,0,0.00497512437810945,0.00497512437810945,0,0,0,0,0,0,0,0,0,0,0,0,0
41,974,0.0105263157894737,0,0.0105263157894737,0.142105263157895,0,0.276315789473684,0.00263157894736842,0.00526315789473684,0,0.0157894736842105,0.0105263157894737,0.0210526315789474,0,0,0,0.00263157894736842,0,0,0,0.0184210526315789,0.0894736842105263,0.00789473684210526,0.0236842105263158,0.0263157894736842,0.0789473684210526,0.0736842105263158,0.0184210526315789,0.0315789473684211,0,0.0368421052631579,0,0,0.0526315789473684,0,0,0,0.00263157894736842,0,0.00263157894736842,0,0,0,0,0.0263157894736842,0,0,0,0.0131578947368421,0
42,1029,0,0,0.0113378684807256,0.0158730158730159,0,0.410430839002268,0,0.00453514739229025,0,0.00226757369614512,0.0136054421768707,0.0249433106575964,0.00453514739229025,0.00226757369614512,0.00226757369614512,0,0,0.00680272108843537,0,0.0294784580498866,0.0634920634920635,0.00680272108843537,0.102040816326531,0.0113378684807256,0.163265306122449,0.0680272108843537,0,0.0204081632653061,0,0,0,0,0.0249433106575964,0,0,0,0,0,0,0,0,0,0,0,0,0.00226757369614512,0,0.0090702947845805,0
43,1083,0.0122950819672131,0,0.0286885245901639,0.014344262295082,0,0.352459016393443,0,0.00204918032786885,0,0.00204918032786885,0.0122950819672131,0.0184426229508197,0.00204918032786885,0.00204918032786885,0,0,0,0,0,0.00204918032786885,0.0901639344262295,0.0184426229508197,0.0430327868852459,0.0532786885245902,0.122950819672131,0.112704918032787,0,0.0245901639344262,0,0.00614754098360656,0,0,0.0532786885245902,0,0.00819672131147541,0,0,0,0,0,0,0,0,0.00409836065573771,0,0,0,0.014344262295082,0
44,1138,0.018140589569161,0,0.018140589569161,0.0113378684807256,0.0090702947845805,0.326530612244898,0.00226757369614512,0.00226757369614512,0,0,0.00453514739229025,0.0204081632653061,0.00680272108843537,0.00680272108843537,0,0.00226757369614512,0.00226757369614512,0,0,0,0.104308390022676,0.0249433106575964,0.0952380952380952,0.0340136054421769,0.126984126984127,0.0408163265306122,0,0.0204081632653061,0,0,0,0,0.0702947845804989,0.0090702947845805,0,0,0,0,0,0,0,0,0,0.00226757369614512,0,0,0,0.0408163265306122,0
45,1193,0.00862068965517241,0,0.00646551724137931,0.0452586206896552,0,0.286637931034483,0,0,0,0.0366379310344828,0.0021551724137931,0.0172413793103448,0.00431034482758621,0,0.00431034482758621,0.0129310344827586,0.0021551724137931,0,0,0.0926724137931035,0.116379310344828,0.00431034482758621,0.0387931034482759,0.0129310344827586,0.109913793103448,0.081896551724138,0,0.0129310344827586,0.0021551724137931,0,0,0,0.0280172413793103,0,0.00646551724137931,0,0.00431034482758621,0,0,0.0107758620689655,0,0,0,0.0323275862068966,0,0,0.0193965517241379,0,0
46,1248,0.020997375328084,0,0.0026246719160105,0.005249343832021,0.005249343832021,0.322834645669291,0,0,0,0.005249343832021,0,0.015748031496063,0.005249343832021,0,0.005249343832021,0,0.0026246719160105,0,0.041994750656168,0.0026246719160105,0.125984251968504,0.015748031496063,0.125984251968504,0.020997375328084,0.152230971128609,0.031496062992126,0.0026246719160105,0.0131233595800525,0,0,0,0,0.05249343832021,0.010498687664042,0.005249343832021,0,0,0,0,0,0,0,0,0,0,0,0,0.0078740157480315,0
47,1303,0.00181323662737987,0,0.00453309156844968,0.0126926563916591,0,0.339075249320036,0.000906618313689937,0,0,0.0226654578422484,0.00181323662737987,0.00906618313689937,0.000906618313689937,0,0.000906618313689937,0.00271985494106981,0.000906618313689937,0,0,0.00543970988213962,0.103354487760653,0.028105167724388,0.114233907524932,0.042611060743427,0.171350861287398,0.071622846781505,0,0.0117860380779692,0,0,0,0,0.0398912058023572,0.00181323662737987,0.00362647325475975,0,0,0,0,0.000906618313689937,0,0,0,0.00181323662737987,0,0,0.000906618313689937,0.00453309156844968,0
48,1486,0.00763358778625954,0,0.00508905852417303,0.0127226463104326,0,0.302798982188295,0,0,0,0.0127226463104326,0.00508905852417303,0.0127226463104326,0.00254452926208651,0.00254452926208651,0,0,0,0,0.0305343511450382,0.00763358778625954,0.0814249363867685,0.0254452926208651,0.137404580152672,0.0330788804071247,0.183206106870229,0.0508905852417303,0,0.0203562340966921,0,0.00254452926208651,0,0,0.0483460559796438,0,0.00508905852417303,0,0,0,0,0,0,0,0,0,0,0,0.00254452926208651,0.00763358778625954,0
48.5,1599,0.00889679715302491,0,0.00711743772241993,0.0213523131672598,0,0.268683274021352,0,0.00177935943060498,0,0.00889679715302491,0.00355871886120996,0.0106761565836299,0.00711743772241993,0.00355871886120996,0.00355871886120996,0,0,0,0.00533807829181495,0,0.110320284697509,0.0231316725978648,0.128113879003559,0.0338078291814947,0.188612099644128,0.0711743772241993,0,0.0177935943060498,0,0,0,0,0.0640569395017794,0.00533807829181495,0.00177935943060498,0,0,0,0,0,0,0,0,0.00533807829181495,0,0,0,0,0
50,1938,0.00503778337531486,0,0.00503778337531486,0.0377833753148615,0,0.382871536523929,0,0.00251889168765743,0,0.017632241813602,0,0.00503778337531486,0.0554156171284635,0.0554156171284635,0,0.0125944584382872,0,0,0,0.103274559193955,0.105793450881612,0,0.0201511335012594,0,0.0856423173803526,0.0654911838790932,0,0.00251889168765743,0,0,0.00251889168765743,0.00503778337531486,0.0201511335012594,0,0,0,0,0,0,0.0100755667506297,0,0,0,0,0,0,0,0,0
51,2164,0.00677200902934537,0,0.0158013544018059,0.0338600451467269,0,0.306997742663657,0,0,0,0.0225733634311512,0,0.0270880361173815,0.0090293453724605,0.0090293453724605,0,0,0.00677200902934537,0,0,0.0090293453724605,0.110609480812641,0.0338600451467269,0.0474040632054176,0.0564334085778781,0.0790067720090293,0.054176072234763,0.00225733634311512,0.0451467268623025,0,0,0,0,0.0654627539503386,0.00451467268623025,0.0112866817155756,0,0,0,0,0.00677200902934537,0,0,0,0.0316027088036117,0.00225733634311512,0,0,0.00225733634311512,0
52,2390,0.0106951871657754,0,0.0106951871657754,0.0294117647058824,0.0160427807486631,0.259358288770053,0,0,0,0.0133689839572193,0.0213903743315508,0.0267379679144385,0,0,0,0.00267379679144385,0,0,0.0106951871657754,0.0053475935828877,0.090909090909091,0.0401069518716578,0.0962566844919786,0.0588235294117647,0.13903743315508,0.0588235294117647,0.00267379679144385,0.0133689839572193,0,0.00267379679144385,0,0,0.0614973262032086,0.00267379679144385,0.0053475935828877,0,0,0,0,0.0053475935828877,0,0,0,0.0106951871657754,0,0,0,0.0053475935828877,0
53,2616,0,0,0.0110497237569061,0.0276243093922652,0,0.298342541436464,0,0.00552486187845304,0,0.0165745856353591,0,0.0110497237569061,0.00552486187845304,0.00552486187845304,0,0,0,0,0,0,0.0773480662983425,0.0276243093922652,0.0883977900552486,0.0441988950276243,0.154696132596685,0.0828729281767956,0,0.0331491712707182,0,0,0,0,0.0718232044198895,0,0.0110497237569061,0,0,0,0,0,0,0.00552486187845304,0,0.00552486187845304,0,0,0.00552486187845304,0.0110497237569061,0
55,3068,0.00641025641025641,0,0.0192307692307692,0.0256410256410256,0,0.211538461538462,0,0,0.00641025641025641,0.032051282051282,0,0.032051282051282,0,0,0,0.0128205128205128,0,0,0,0.0128205128205128,0.0833333333333333,0.032051282051282,0.128205128205128,0.0384615384615385,0.166666666666667,0.0384615384615385,0.00641025641025641,0.032051282051282,0,0.0128205128205128,0,0,0.0769230769230769,0,0.0128205128205128,0,0,0,0,0,0,0,0,0.00641025641025641,0,0,0,0.00641025641025641,0
56,3295,0.0203045685279188,0,0.0050761421319797,0.0685279187817259,0,0.263959390862944,0,0,0,0.00253807106598985,0,0.0152284263959391,0,0,0,0.0380710659898477,0,0,0.0050761421319797,0,0.109137055837563,0.0380710659898477,0.0913705583756345,0.0558375634517767,0.131979695431472,0.0583756345177665,0,0.0279187817258883,0,0.0050761421319797,0,0,0.0304568527918782,0.00253807106598985,0.00761421319796954,0,0,0,0,0,0,0,0,0.00253807106598985,0,0,0,0.0203045685279188,0
57,3521,0,0,0.00342465753424658,0.113013698630137,0,0.438356164383562,0,0.00342465753424658,0,0.0136986301369863,0,0.00684931506849315,0.00342465753424658,0.00342465753424658,0,0.0171232876712329,0.00684931506849315,0,0,0,0.0821917808219178,0.00684931506849315,0.0273972602739726,0.0205479452054795,0.089041095890411,0.0787671232876712,0.00342465753424658,0.0273972602739726,0,0.00342465753424658,0,0,0.0205479452054795,0,0.0102739726027397,0,0.0102739726027397,0,0,0,0,0,0,0.00342465753424658,0,0,0,0.00684931506849315,0
58,3747,0,0,0.0120481927710843,0.072289156626506,0,0.27710843373494,0,0,0,0,0,0.0240963855421687,0,0,0,0,0,0,0,0,0.192771084337349,0,0.072289156626506,0,0.156626506024096,0.0963855421686747,0,0,0,0,0,0,0.0481927710843374,0,0,0,0,0,0,0,0,0,0,0.0120481927710843,0,0,0,0.036144578313253,0
61,NA,0.00667779632721202,0,0.00667779632721202,0.00667779632721202,0,0.270450751252087,0,0,0,0.015025041736227,0.0233722871452421,0,0.0734557595993322,0.0734557595993322,0,0.0333889816360601,0,0,0,0.0934891485809683,0.103505843071786,0,0.00166944908180301,0,0.13355592654424,0.131886477462437,0,0.00166944908180301,0,0,0,0,0.015025041736227,0,0.00333889816360601,0,0.00500834724540901,0,0,0.00166944908180301,0,0,0,0,0,0,0,0,0
63,NA,0,0,0,0.0153846153846154,0,0.246153846153846,0,0,0,0,0,0.0153846153846154,0,0,0,0,0,0,0,0,0.0923076923076923,0.0307692307692308,0.169230769230769,0.0461538461538462,0.246153846153846,0.0923076923076923,0,0.0153846153846154,0,0,0,0,0.0153846153846154,0,0,0,0,0,0,0,0,0,0,0.0153846153846154,0,0,0,0,0
65,NA,0,0,0.0396039603960396,0,0,0.237623762376238,0,0,0,0.0198019801980198,0,0,0,0,0,0,0,0,0,0,0.118811881188119,0,0.158415841584158,0,0.277227722772277,0.128712871287129,0,0.0099009900990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099009900990099,0,0,0,0,0,0
