"sample.depths","sample.ages","Ambrosia.type","Artemisia","Betula","Cannabaceae","Carya","Celtis","Amaranthaceae.undiff.","Iva.annua.type","Corylus","Cupressaceae","Cyperaceae","Herbs.undiff.","Iva.xanthifolia.type","Asteraceae.subf..Cichorioideae","Ostrya.Carpinus","Picea","Polemoniaceae","Quercus","Rumex","Salix","Scrophulariaceae","Tilia","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Acer","Fraxinus","Pinus","Populus","Poaceae","Urtica","Larix","Thalictrum","Tsuga","Vitis","Juglans","Abies","Fabaceae.undiff.","Platanus","Ephedra","Sarcobatus.vermiculatus","Apiaceae","Potentilla.type","Rosaceae.undiff.","Viburnum","Ranunculaceae.undiff.","Lamiaceae","Caryophyllaceae","Laportea.type","Liliaceae","Caprifoliaceae.undiff.","Rhamnaceae.Vitaceae.undiff.","Morus","Dalea","Sanguisorba","Shepherdia","Myrica","Ericaceae"
387,99,0.123809523809524,0.0266666666666667,0.0247619047619048,0.00380952380952381,0.00380952380952381,0.0019047619047619,0.0533333333333333,0.0019047619047619,0.00380952380952381,0.00380952380952381,0.0438095238095238,0.0133333333333333,0.0019047619047619,0.00380952380952381,0.0323809523809524,0.00380952380952381,0.0019047619047619,0.24952380952381,0.0019047619047619,0.00761904761904762,0.0019047619047619,0.0152380952380952,0.0266666666666667,0.04,0.00761904761904762,0.00571428571428571,0.019047619047619,0.0571428571428571,0.00571428571428571,0.192380952380952,0.020952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,294,0.15028901734104,0.0211946050096339,0.0115606936416185,0.00385356454720617,0.00770712909441233,0,0.0404624277456647,0.00385356454720617,0.00385356454720617,0.00963391136801541,0.0481695568400771,0.0154142581888247,0.00578034682080925,0.00385356454720617,0.0192678227360308,0,0,0.229287090558767,0,0.00770712909441233,0,0.0154142581888247,0.023121387283237,0.0443159922928709,0.00963391136801541,0.00578034682080925,0.00963391136801541,0.0558766859344894,0.00385356454720617,0.225433526011561,0.0134874759152216,0.00385356454720617,0.00192678227360308,0.00192678227360308,0.00192678227360308,0.00192678227360308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,483,0.147169811320755,0.0283018867924528,0.0226415094339623,0.00188679245283019,0.00943396226415094,0.00377358490566038,0.0283018867924528,0.00566037735849057,0.00754716981132075,0.00188679245283019,0.0207547169811321,0.0188679245283019,0.00754716981132075,0.00377358490566038,0.0509433962264151,0.00377358490566038,0,0.3,0,0.00943396226415094,0,0.0150943396226415,0.0283018867924528,0.0415094339622641,0.0113207547169811,0.00754716981132075,0.0150943396226415,0.0528301886792453,0.00188679245283019,0.128301886792453,0.00754716981132075,0.00188679245283019,0.00188679245283019,0.00188679245283019,0,0.00188679245283019,0.00188679245283019,0.00188679245283019,0.00566037735849057,0.00188679245283019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,650,0.158088235294118,0.0422794117647059,0.0183823529411765,0,0.00367647058823529,0,0.0422794117647059,0,0.0147058823529412,0.00367647058823529,0.0477941176470588,0.0147058823529412,0.00735294117647059,0,0.03125,0.00367647058823529,0,0.253676470588235,0.00367647058823529,0.00367647058823529,0,0.0165441176470588,0.0386029411764706,0.0275735294117647,0.00919117647058824,0.00735294117647059,0.00735294117647059,0.0661764705882353,0.00919117647058824,0.145220588235294,0.00183823529411765,0.00183823529411765,0.00551470588235294,0,0.00183823529411765,0.00183823529411765,0,0.00551470588235294,0.00183823529411765,0,0.00183823529411765,0.00183823529411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,787,0.0787545787545788,0.032967032967033,0.0293040293040293,0,0.00183150183150183,0.00183150183150183,0.0476190476190476,0,0.0128205128205128,0.00732600732600733,0.0256410256410256,0.00915750915750916,0,0.00549450549450549,0.0512820512820513,0.00366300366300366,0.00183150183150183,0.344322344322344,0.00183150183150183,0.00366300366300366,0,0.00732600732600733,0.0384615384615385,0.0201465201465201,0.0128205128205128,0.00549450549450549,0.0164835164835165,0.097069597069597,0.00366300366300366,0.104395604395604,0.00183150183150183,0.00732600732600733,0.00366300366300366,0,0,0.00366300366300366,0,0.00183150183150183,0.010989010989011,0,0.00183150183150183,0,0.00183150183150183,0.00183150183150183,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,915,0.11731843575419,0.0297951582867784,0.0297951582867784,0.0074487895716946,0.0074487895716946,0,0.0204841713221601,0.00186219739292365,0.0074487895716946,0.00186219739292365,0.0297951582867784,0.0167597765363128,0.0037243947858473,0,0.0391061452513966,0,0,0.268156424581006,0,0.0037243947858473,0,0.0186219739292365,0.0242085661080074,0.0446927374301676,0.0037243947858473,0.0167597765363128,0.0148975791433892,0.0595903165735568,0.00558659217877095,0.212290502793296,0.00186219739292365,0.00186219739292365,0.0037243947858473,0.00186219739292365,0,0.00186219739292365,0,0,0,0,0,0.00186219739292365,0,0,0.00186219739292365,0,0,0,0,0,0,0,0,0,0,0,0,0
520,1033,0.118867924528302,0.0245283018867925,0.0150943396226415,0,0.0113207547169811,0.00188679245283019,0.0226415094339623,0.00188679245283019,0.00566037735849057,0.00188679245283019,0.0358490566037736,0.0207547169811321,0,0.00377358490566038,0.0735849056603774,0.00188679245283019,0,0.192452830188679,0,0.00566037735849057,0,0.0132075471698113,0.0150943396226415,0.0471698113207547,0.00754716981132075,0.00566037735849057,0.0188679245283019,0.039622641509434,0.00377358490566038,0.29811320754717,0.00188679245283019,0,0.00188679245283019,0.00188679245283019,0.00188679245283019,0.00188679245283019,0.00188679245283019,0,0,0,0,0,0,0.00188679245283019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,1145,0.106508875739645,0.0118343195266272,0.0157790927021696,0,0.0019723865877712,0,0.0118343195266272,0.0019723865877712,0.00986193293885602,0.00394477317554241,0.0157790927021696,0.0138067061143984,0,0,0.0571992110453649,0.0019723865877712,0,0.256410256410256,0,0.0019723865877712,0,0.0236686390532544,0.00986193293885602,0.0808678500986193,0.00788954635108481,0.00394477317554241,0.0138067061143984,0.0532544378698225,0,0.272189349112426,0.00788954635108481,0.00591715976331361,0,0,0.00394477317554241,0.00394477317554241,0,0,0,0,0.0019723865877712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,1255,0.0591603053435115,0.0305343511450382,0.0267175572519084,0.00190839694656489,0.00381679389312977,0.00190839694656489,0.0190839694656489,0.00572519083969466,0.017175572519084,0.00572519083969466,0.0324427480916031,0.0133587786259542,0.00190839694656489,0,0.0725190839694656,0,0,0.347328244274809,0,0.00572519083969466,0,0.0209923664122137,0.017175572519084,0.0896946564885496,0.0190839694656489,0.00190839694656489,0.0152671755725191,0.049618320610687,0.0133587786259542,0.106870229007634,0,0.00190839694656489,0.00381679389312977,0.00190839694656489,0,0.00381679389312977,0,0,0.00572519083969466,0,0,0,0,0,0,0.00190839694656489,0.00190839694656489,0,0,0,0,0,0,0,0,0,0,0
580,1368,0.0884086444007859,0.0667976424361493,0.0333988212180747,0.00196463654223969,0,0,0.0137524557956778,0.00196463654223969,0.00196463654223969,0.00589390962671906,0.0589390962671906,0.00589390962671906,0.00392927308447937,0,0.0216110019646365,0.00392927308447937,0.00196463654223969,0.257367387033399,0,0.00785854616895874,0,0.0117878192534381,0.0294695481335953,0.00982318271119843,0.00196463654223969,0.00196463654223969,0.0216110019646365,0.0825147347740668,0,0.245579567779961,0.00982318271119843,0,0.00196463654223969,0,0,0,0,0,0.00196463654223969,0,0.00196463654223969,0.00392927308447937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
