"sample.depths","sample.ages","Ambrosia.type","Artemisia","Betula","Cannabaceae","Carya","Celtis","Amaranthaceae.undiff.","Iva.annua.type","Corylus","Cupressaceae","Cyperaceae","Herbs.undiff.","Iva.xanthifolia.type","Asteraceae.subf..Cichorioideae","Ostrya.Carpinus","Picea","Polemoniaceae","Quercus","Rumex","Salix","Scrophulariaceae","Tilia","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Acer","Fraxinus","Pinus","Populus","Poaceae","Urtica","Larix","Thalictrum","Tsuga","Vitis","Juglans","Abies","Fabaceae.undiff.","Platanus","Ephedra","Sarcobatus.vermiculatus","Apiaceae","Potentilla.type","Rosaceae.undiff.","Viburnum","Ranunculaceae.undiff.","Lamiaceae","Caryophyllaceae","Laportea.type","Liliaceae","Caprifoliaceae.undiff.","Rhamnaceae.Vitaceae.undiff.","Morus","Dalea","Sanguisorba","Shepherdia","Myrica","Ericaceae"
600,1488,0.0650994575045208,0.0506329113924051,0.0216998191681736,0,0,0,0.0144665461121157,0,0.00180831826401447,0.0126582278481013,0.0614828209764919,0.0054249547920434,0,0,0.0054249547920434,0.0054249547920434,0.00180831826401447,0.27124773960217,0,0.0108499095840868,0,0.00723327305605787,0.0216998191681736,0.00723327305605787,0.00361663652802893,0,0.0108499095840868,0.112115732368897,0.027124773960217,0.258589511754069,0.00904159132007233,0.00180831826401447,0,0,0,0.00180831826401447,0,0.00180831826401447,0.00180831826401447,0.00180831826401447,0.00361663652802893,0.00180831826401447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,1619,0.0470588235294118,0.0392156862745098,0.0372549019607843,0,0.00196078431372549,0.00196078431372549,0.00784313725490196,0,0,0.00588235294117647,0.0784313725490196,0.00980392156862745,0.00392156862745098,0,0.0137254901960784,0.00392156862745098,0.00196078431372549,0.235294117647059,0,0.0235294117647059,0,0.0156862745098039,0.0254901960784314,0.0176470588235294,0.0196078431372549,0.00784313725490196,0.0137254901960784,0.0843137254901961,0.0137254901960784,0.252941176470588,0.0196078431372549,0,0.00392156862745098,0,0.00196078431372549,0.00392156862745098,0,0,0.00588235294117647,0,0,0.00196078431372549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,1760,0.050656660412758,0.0562851782363977,0.026266416510319,0,0.00562851782363977,0.00187617260787992,0.0168855534709193,0.00187617260787992,0,0.00187617260787992,0.0281425891181989,0.00938086303939963,0.00375234521575985,0,0.0393996247654784,0,0,0.339587242026266,0,0.0131332082551595,0,0.00375234521575985,0.0168855534709193,0.0187617260787993,0.0225140712945591,0.0075046904315197,0.0150093808630394,0.0919324577861163,0,0.206378986866792,0.00562851782363977,0,0.00375234521575985,0,0.00187617260787992,0.00187617260787992,0,0,0.00187617260787992,0,0.00187617260787992,0.00187617260787992,0,0,0,0,0.00375234521575985,0,0,0,0,0,0,0,0,0,0,0
660,1911,0.0563106796116505,0.0679611650485437,0.0388349514563107,0,0.00194174757281553,0.00194174757281553,0.0155339805825243,0.00776699029126214,0.00776699029126214,0.0058252427184466,0.0466019417475728,0.0135922330097087,0,0,0.0271844660194175,0,0,0.370873786407767,0,0.0058252427184466,0,0.00388349514563107,0.00776699029126214,0.0174757281553398,0.0233009708737864,0.00388349514563107,0.0135922330097087,0.0737864077669903,0.00388349514563107,0.159223300970874,0.00194174757281553,0,0.00776699029126214,0,0,0.0058252427184466,0,0,0.00388349514563107,0,0.00194174757281553,0.00194174757281553,0,0,0,0,0,0.00194174757281553,0,0,0,0,0,0,0,0,0,0
680,2070,0.0295275590551181,0.0748031496062992,0.0275590551181102,0,0.00196850393700787,0,0.0118110236220472,0.00590551181102362,0.0078740157480315,0.0118110236220472,0.0748031496062992,0.0118110236220472,0.00393700787401575,0,0.0196850393700787,0,0,0.303149606299213,0,0.015748031496063,0,0.0118110236220472,0.0177165354330709,0.0275590551181102,0.00984251968503937,0.00196850393700787,0.0196850393700787,0.0767716535433071,0.00196850393700787,0.183070866141732,0.0078740157480315,0.00393700787401575,0.00590551181102362,0,0.00393700787401575,0,0,0.00196850393700787,0.00590551181102362,0.00196850393700787,0.00196850393700787,0.00196850393700787,0,0,0,0.00196850393700787,0,0,0.0078740157480315,0.00393700787401575,0,0,0,0,0,0,0,0
700,2236,0.0341555977229602,0.047438330170778,0.047438330170778,0.00189753320683112,0.00569259962049336,0.00189753320683112,0.0132827324478178,0,0.00189753320683112,0.00759013282732448,0.0702087286527514,0.00759013282732448,0.00759013282732448,0,0.0113851992409867,0.00189753320683112,0.00379506641366224,0.351043643263757,0,0.0094876660341556,0,0.0113851992409867,0.0341555977229602,0.0246679316888046,0.0227703984819734,0,0.00759013282732448,0.0834914611005693,0.0132827324478178,0.159392789373814,0.00569259962049336,0,0,0,0,0,0,0,0.00379506641366224,0,0.00759013282732448,0,0,0,0,0,0,0,0,0,0.00189753320683112,0,0,0,0,0,0,0
720,2407,0.0408921933085502,0.0650557620817844,0.050185873605948,0.00185873605947955,0.00371747211895911,0,0.00557620817843866,0.00185873605947955,0.00743494423791822,0.0130111524163569,0.0780669144981413,0.0111524163568773,0.00557620817843866,0,0.0204460966542751,0.00371747211895911,0.00185873605947955,0.282527881040892,0,0.00557620817843866,0,0.0130111524163569,0.0353159851301115,0.0315985130111524,0.0185873605947955,0.00557620817843866,0.0278810408921933,0.0780669144981413,0.00557620817843866,0.146840148698885,0.0111524163568773,0.00185873605947955,0.00743494423791822,0.00185873605947955,0,0,0,0,0.00929368029739777,0,0.00185873605947955,0.00185873605947955,0.00185873605947955,0,0,0,0,0,0.00185873605947955,0,0,0,0,0,0,0,0,0
740,2582,0.0638297872340425,0.0793036750483559,0.0193423597678917,0.00193423597678917,0.00967117988394584,0,0.02321083172147,0.00386847195357834,0.00386847195357834,0.00193423597678917,0.0599613152804642,0.011605415860735,0,0,0.00967117988394584,0.00193423597678917,0,0.280464216634429,0,0.0135396518375242,0,0.0193423597678917,0.0270793036750484,0.0251450676982592,0.0251450676982592,0.0135396518375242,0.0193423597678917,0.110251450676983,0.00193423597678917,0.135396518375242,0.00967117988394584,0.00193423597678917,0.00386847195357834,0.00193423597678917,0.00193423597678917,0,0,0,0.00580270793036751,0,0.00580270793036751,0.00386847195357834,0,0,0,0,0,0,0,0.00386847195357834,0,0,0,0,0,0,0,0
760,2761,0.0521235521235521,0.0752895752895753,0.0231660231660232,0,0.00386100386100386,0,0.0250965250965251,0.00193050193050193,0.00193050193050193,0.00386100386100386,0.0328185328185328,0.00772200772200772,0.00386100386100386,0,0.0231660231660232,0.00386100386100386,0.00193050193050193,0.272200772200772,0.00193050193050193,0.0115830115830116,0,0.0154440154440154,0.0250965250965251,0.0212355212355212,0.0366795366795367,0.00193050193050193,0.00772200772200772,0.137065637065637,0.0115830115830116,0.166023166023166,0.0154440154440154,0,0.00386100386100386,0,0,0,0.00193050193050193,0.00193050193050193,0,0,0.00193050193050193,0,0.00193050193050193,0,0,0,0,0,0,0.00193050193050193,0,0.00193050193050193,0,0,0,0,0,0
780,2942,0.0381526104417671,0.0682730923694779,0.0261044176706827,0.00200803212851406,0.00401606425702811,0,0.0220883534136546,0.00200803212851406,0.00200803212851406,0.0100401606425703,0.070281124497992,0.00200803212851406,0,0,0.0200803212851406,0,0.00200803212851406,0.251004016064257,0,0.0200803212851406,0,0.0100401606425703,0.036144578313253,0.0160642570281124,0.0200803212851406,0.00803212851405622,0.0240963855421687,0.0983935742971888,0,0.200803212851406,0.0120481927710843,0,0.0100401606425703,0.00200803212851406,0,0.00401606425702811,0,0.00602409638554217,0.00602409638554217,0,0.00200803212851406,0.00200803212851406,0,0,0,0,0,0,0,0.00200803212851406,0,0,0,0,0,0,0,0
800,3123,0.0463320463320463,0.084942084942085,0.0231660231660232,0,0,0,0.0115830115830116,0.00386100386100386,0.00386100386100386,0.00579150579150579,0.055984555984556,0.0115830115830116,0.00386100386100386,0,0.0193050193050193,0.00386100386100386,0,0.247104247104247,0,0.0154440154440154,0,0.00772200772200772,0.0328185328185328,0.0173745173745174,0.0115830115830116,0,0.0193050193050193,0.138996138996139,0.0135135135135135,0.191119691119691,0.00965250965250965,0,0.00193050193050193,0.00193050193050193,0,0,0.00386100386100386,0.00193050193050193,0.00965250965250965,0,0,0,0,0,0,0,0,0,0.00193050193050193,0,0,0,0,0,0,0,0,0
820,3304,0.0705882352941176,0.0862745098039216,0.0392156862745098,0.00196078431372549,0.00588235294117647,0,0.0274509803921569,0,0,0.00392156862745098,0.0686274509803922,0.00196078431372549,0.00196078431372549,0,0.0156862745098039,0.00392156862745098,0.00196078431372549,0.227450980392157,0,0.0196078431372549,0,0.00980392156862745,0.0176470588235294,0.0137254901960784,0.00588235294117647,0.00784313725490196,0.0313725490196078,0.115686274509804,0.00392156862745098,0.186274509803922,0.00588235294117647,0.00392156862745098,0,0.00196078431372549,0,0,0,0.00588235294117647,0.00196078431372549,0,0.00196078431372549,0,0.00196078431372549,0,0,0,0.00196078431372549,0,0.00392156862745098,0.00196078431372549,0,0,0,0,0,0,0,0
840,3485,0.0834752981260647,0.0766609880749574,0.0221465076660988,0.00340715502555366,0.00340715502555366,0.00340715502555366,0.020442930153322,0.00340715502555366,0,0.010221465076661,0.0766609880749574,0.0119250425894378,0,0,0.0153321976149915,0.00170357751277683,0,0.199318568994889,0,0.0374787052810903,0,0.010221465076661,0.0238500851788756,0.0221465076660988,0.0221465076660988,0.010221465076661,0.0221465076660988,0.090289608177172,0.0119250425894378,0.199318568994889,0.00681431005110733,0,0,0,0,0.00170357751277683,0.00170357751277683,0.00511073253833049,0.00170357751277683,0,0.00170357751277683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,3663,0.07380073800738,0.088560885608856,0.0424354243542435,0,0.0018450184501845,0,0.022140221402214,0.003690036900369,0.003690036900369,0.0018450184501845,0.0774907749077491,0.003690036900369,0,0,0.025830258302583,0,0,0.206642066420664,0.0018450184501845,0.018450184501845,0,0.0166051660516605,0.051660516605166,0.0166051660516605,0.0166051660516605,0,0.011070110701107,0.105166051660517,0.011070110701107,0.188191881918819,0,0,0.0018450184501845,0,0,0.003690036900369,0,0.0018450184501845,0,0,0.003690036900369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880,3840,0.078740157480315,0.102362204724409,0.0177165354330709,0.00590551181102362,0.00196850393700787,0,0.0275590551181102,0,0,0.0177165354330709,0.062992125984252,0.00196850393700787,0.00196850393700787,0,0.0255905511811024,0,0,0.159448818897638,0.00196850393700787,0.0334645669291339,0,0.00196850393700787,0.0374015748031496,0.0374015748031496,0.0078740157480315,0.0078740157480315,0.0137795275590551,0.106299212598425,0.0255905511811024,0.19488188976378,0.0118110236220472,0,0,0,0,0,0,0.00196850393700787,0.00590551181102362,0,0,0.00196850393700787,0,0.00196850393700787,0,0,0,0,0,0,0,0.00196850393700787,0.00196850393700787,0,0,0,0,0
900,4014,0.111984282907662,0.12573673870334,0.0255402750491159,0,0.00196463654223969,0,0.0137524557956778,0.00196463654223969,0,0.00982318271119843,0.0766208251473477,0.00589390962671906,0.00196463654223969,0,0.0117878192534381,0,0,0.163064833005894,0,0.0275049115913556,0,0,0.0333988212180747,0.0255402750491159,0.0117878192534381,0.00589390962671906,0.0157170923379175,0.0923379174852652,0.0176817288801572,0.18860510805501,0.00982318271119843,0.00196463654223969,0.00196463654223969,0,0,0.00392927308447937,0.00392927308447937,0,0.00392927308447937,0,0.00196463654223969,0,0,0,0,0,0,0,0,0,0,0,0,0.00392927308447937,0,0,0,0
960,4518,0.142045454545455,0.121212121212121,0.0113636363636364,0,0.00189393939393939,0,0.0321969696969697,0.00378787878787879,0.00757575757575758,0.00568181818181818,0.0549242424242424,0.00946969696969697,0.00378787878787879,0,0.0132575757575758,0,0.00189393939393939,0.225378787878788,0,0.00946969696969697,0,0.00757575757575758,0.0378787878787879,0.0208333333333333,0.0189393939393939,0,0.0113636363636364,0.0757575757575758,0.00189393939393939,0.166666666666667,0,0,0.00757575757575758,0,0,0.00189393939393939,0,0,0,0,0.00189393939393939,0,0,0.00189393939393939,0,0.00189393939393939,0,0,0,0,0,0,0,0,0,0,0,0
980,4678,0.0934891485809683,0.141903171953255,0.01669449081803,0,0.00333889816360601,0.00166944908180301,0.0217028380634391,0.00667779632721202,0,0.010016694490818,0.11686143572621,0.01669449081803,0.00333889816360601,0,0.00500834724540901,0.00166944908180301,0,0.0984974958263773,0,0.0183639398998331,0,0.00500834724540901,0.0417362270450751,0.011686143572621,0.0200333889816361,0.00500834724540901,0.0183639398998331,0.0934891485809683,0.01669449081803,0.195325542570952,0.013355592654424,0,0.00166944908180301,0,0,0,0,0.00166944908180301,0.00500834724540901,0,0.00166944908180301,0.00166944908180301,0,0.00333889816360601,0,0,0,0,0.00667779632721202,0,0,0,0,0.00166944908180301,0,0,0,0
1100,5541,0.0853889943074004,0.184060721062619,0.015180265654649,0.00189753320683112,0,0,0.0341555977229602,0.00189753320683112,0,0.00379506641366224,0.0929791271347249,0.00569259962049336,0,0,0.0113851992409867,0.00189753320683112,0,0.127134724857685,0.00189753320683112,0.0094876660341556,0,0,0.0379506641366224,0.0208728652751423,0.0189753320683112,0.0094876660341556,0.0170777988614801,0.0777988614800759,0.0094876660341556,0.222011385199241,0.00189753320683112,0,0.00189753320683112,0,0,0,0,0,0,0,0.00189753320683112,0,0,0,0,0,0,0,0.00189753320683112,0,0,0,0,0,0.00189753320683112,0,0,0
1220,6292,0.132508833922261,0.125441696113074,0.0088339222614841,0,0,0,0.0512367491166078,0.00353356890459364,0,0.0106007067137809,0.104240282685512,0.00530035335689046,0,0,0.0176678445229682,0,0,0.0901060070671378,0.00176678445229682,0.00706713780918728,0,0.00353356890459364,0.0371024734982332,0.0247349823321555,0.0176678445229682,0.00353356890459364,0.0141342756183746,0.11660777385159,0.0088339222614841,0.212014134275618,0.00353356890459364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,6773,0.079696394686907,0.136622390891841,0.015180265654649,0,0.00379506641366224,0.00379506641366224,0.0455407969639469,0.00189753320683112,0,0.00569259962049336,0.108159392789374,0.0113851992409867,0.00189753320683112,0,0.0227703984819734,0.00379506641366224,0,0.0872865275142315,0.00189753320683112,0.0113851992409867,0,0.00379506641366224,0.0360531309297913,0.0303605313092979,0.0113851992409867,0,0.0170777988614801,0.0872865275142315,0.015180265654649,0.246679316888046,0.00759013282732448,0,0,0,0,0,0,0.00189753320683112,0,0,0,0,0,0,0,0,0,0,0.00189753320683112,0,0,0,0,0,0,0,0,0
1400,7397,0.101246105919003,0.182242990654206,0.00778816199376947,0,0.00155763239875389,0,0.0404984423676012,0,0,0.00778816199376947,0.059190031152648,0.0124610591900312,0,0.00155763239875389,0.0186915887850467,0.00311526479750779,0,0.0716510903426791,0.00155763239875389,0.0218068535825545,0,0.00467289719626168,0.0467289719626168,0.0264797507788162,0.0109034267912773,0,0.00467289719626168,0.0669781931464174,0.014018691588785,0.255451713395639,0.0264797507788162,0,0,0,0.00155763239875389,0.00155763239875389,0,0.00311526479750779,0,0,0.00311526479750779,0,0,0,0,0,0,0.00155763239875389,0,0,0,0,0,0,0,0.00155763239875389,0,0
1530,8297,0.116634799235182,0.158699808795411,0.017208413001912,0,0.00573613766730402,0,0.0401529636711281,0.00573613766730402,0,0.0133843212237094,0.0879541108986616,0.011472275334608,0,0,0.0133843212237094,0.0305927342256214,0,0.0822179732313576,0.00191204588910134,0.0133843212237094,0,0,0.0267686424474187,0.0439770554493308,0.00382409177820268,0.00573613766730402,0.017208413001912,0.0860420650095602,0.00191204588910134,0.198852772466539,0,0.00573613766730402,0.00382409177820268,0,0,0.00191204588910134,0.00191204588910134,0,0,0,0,0,0.00191204588910134,0,0,0,0,0,0,0,0,0,0,0,0,0.00191204588910134,0,0
1622,9028,0.195445920303605,0.110056925996205,0.0094876660341556,0,0,0,0.0379506641366224,0.015180265654649,0.00189753320683112,0.00189753320683112,0.079696394686907,0.0265654648956357,0.00189753320683112,0,0.0208728652751423,0.015180265654649,0,0.0683111954459203,0,0,0,0,0.0417457305502846,0.032258064516129,0.00569259962049336,0.00379506641366224,0.0094876660341556,0.0853889943074004,0.0265654648956357,0.193548387096774,0.0094876660341556,0,0.00189753320683112,0,0,0.00189753320683112,0.00189753320683112,0.00189753320683112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1720,9858,0.0518518518518519,0.0888888888888889,0.0407407407407407,0,0.00740740740740741,0.00185185185185185,0.0388888888888889,0.00925925925925926,0.0037037037037037,0.0111111111111111,0.0611111111111111,0.0222222222222222,0,0,0.037037037037037,0.0314814814814815,0,0.0814814814814815,0.00185185185185185,0.0203703703703704,0,0.00185185185185185,0.0259259259259259,0.0685185185185185,0.012962962962963,0.0037037037037037,0.0222222222222222,0.153703703703704,0.0148148148148148,0.162962962962963,0.00555555555555556,0.00555555555555556,0.00185185185185185,0,0,0.0037037037037037,0.00185185185185185,0.00185185185185185,0,0,0.00185185185185185,0,0,0,0,0,0.00185185185185185,0,0,0,0,0,0,0,0,0,0,0
1800,10768,0.043859649122807,0.0771929824561404,0.0368421052631579,0,0.0140350877192982,0.00175438596491228,0.0368421052631579,0,0.00526315789473684,0.00526315789473684,0.0701754385964912,0.0210526315789474,0,0,0.0210526315789474,0.0228070175438597,0,0.110526315789474,0,0.0140350877192982,0,0.00526315789473684,0.0140350877192982,0.0947368421052632,0.00701754385964912,0.00350877192982456,0.0157894736842105,0.142105263157895,0.012280701754386,0.210526315789474,0.00175438596491228,0.00175438596491228,0.00175438596491228,0,0,0.00701754385964912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00175438596491228,0
1878,12107,0.00892857142857143,0.0410714285714286,0.105357142857143,0.00178571428571429,0,0,0.0142857142857143,0,0.00178571428571429,0.00178571428571429,0.0589285714285714,0.00714285714285714,0,0,0.0178571428571429,0.198214285714286,0,0.0232142857142857,0,0.0357142857142857,0,0,0.00714285714285714,0.0160714285714286,0.273214285714286,0.00178571428571429,0.025,0.0410714285714286,0.0767857142857143,0.0196428571428571,0.00178571428571429,0.0107142857142857,0.00357142857142857,0,0,0,0.00178571428571429,0.00178571428571429,0,0,0,0,0.00178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00178571428571429
1935,13187,0.0196078431372549,0.0490196078431373,0.00980392156862745,0,0.00980392156862745,0,0.00980392156862745,0,0,0.0490196078431373,0.088235294117647,0.0196078431372549,0,0,0,0.42156862745098,0,0,0,0,0,0,0.00980392156862745,0,0,0,0.0196078431372549,0,0.107843137254902,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00980392156862745,0.00980392156862745,0
1960,13667,0.006993006993007,0.006993006993007,0.020979020979021,0,0.006993006993007,0,0,0,0.006993006993007,0,0.041958041958042,0.006993006993007,0,0,0.006993006993007,0.783216783216783,0,0,0,0,0,0,0.020979020979021,0,0.006993006993007,0,0.006993006993007,0,0.013986013986014,0,0,0.041958041958042,0,0,0,0,0.013986013986014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006993006993007
