"depth","best.age","min.age","max.age"
1,-2,-21,17
11,301,263,341
21,604,534,672
31,907,798,1006
41,1210,1064,1341
51,1513,1330,1674
61,1816,1597,2009
71,2119,1864,2344
81,2422,2131,2679
91,2918,2652,3157
101,3449,3227,3666
111,3979,3780,4186
121,4510,4318,4707
131,5040,4845,5233
141,5571,5361,5764
151,6101,5872,6304
161,6632,6375,6852
171,7162,6874,7406
