"sample.depths","sample.ages","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Amorpha.type","Artemisia","Amaranthaceae.undiff.","Corylus","Cyperaceae","Ephedra.viridis.type","Fraxinus.pennsylvanica.type","Poaceae.undiff.","Humulus.type","Iva.xanthifolia.type","Asteraceae.subf..Cichorioideae","Melilotus.type","Morus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus.balsamifera.type","Populus.tremuloides.type","Quercus","Ranunculus.undiff.","Rumex","Salix","Salsola","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Apiaceae","Juniperus.type","Ostrya.type","Brassicaceae","Heliotropium","Triticum.type","Pinaceae.undiff.","Fraxinus.nigra.type","Dalea.candida.type","Sarcobatus.vermiculatus","Avena.type","Dalea.purpurea","Secale.type","Acer.negundo","Betula","Liliaceae","Parietaria","Solanum.rostratum","Trifolium.repens.type","Polygonum.ramosissimum.type","Rosaceae","Sphaeralcea","Euphorbia","Ephedra.trifurca.type","Urtica.type","Xanthium","Alnus.undiff.","Fabaceae.undiff.","Dalea.undiff.","Zea.mays","Polygonum.tenue.type","Thalictrum","Gaura","Verbena","Carya","Celtis","Galium","Allium","Shepherdia.argentea","Polygonum.lapathifolium.type","Opuntia","Campanula.rotundifolia.type","Parthenocissus","Tilia","Juglans.cinerea","Juglans.nigra","Plantago","Symphoricarpos.type","Abies","Iva.annua.type","Eriogonum","Pediomelum.type","Asteraceae.tribe.Cynareae","Ericaceae","Sisyrinchium","Vitis","Anemone.canadensis.type","Elaeagnus","Rhus","Tidestromia","Acer.saccharum","Shepherdia.canadensis","Laportea.type","Hedysarum","Pilea.type","Polygonum.amphibium.type","Ranunculus.pensylvanicus.type","Larix","Comandra","Pedicularis","Oenothera","Fraxinus.undiff.","Lycopus.type","Maclura.pomifera.type","Cornus.sericea.type","Epilobium","Fagus","Stachys.type","Acer.saccharinum.type","Caryophyllaceae","Onosmodium","Myricaceae","Phlox"
656,10417,0.0021551724137931,0.00107758620689655,0.104525862068966,0.0021551724137931,0.125,0.140086206896552,0.0021551724137931,0.0829741379310345,0,0,0.344827586206897,0.00107758620689655,0.00107758620689655,0.0021551724137931,0,0,0.00808189655172414,0.00269396551724138,0,0.0360991379310345,0,0,0,0.0118534482758621,0,0,0,0,0.0355603448275862,0.0614224137931034,0,0.00646551724137931,0.00646551724137931,0,0,0,0.000538793103448276,0.00107758620689655,0.00431034482758621,0.00323275862068966,0,0.00107758620689655,0,0.00107758620689655,0.00323275862068966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00107758620689655,0,0,0,0.00107758620689655,0,0,0,0,0,0,0,0,0.0021551724137931,0,0,0,0,0,0,0,0,0,0,0.0021551724137931,0.00107758620689655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,10610,0.00925069380203515,0.00185013876040703,0.196114708603145,0,0.0980573543015726,0.122109158186864,0.00740055504162812,0.0943570767807586,0,0.00185013876040703,0.268270120259019,0,0,0,0,0,0.030527289546716,0.00185013876040703,0.00185013876040703,0.0249768732654949,0,0,0.00185013876040703,0.0148011100832562,0,0,0.00555041628122109,0,0.0351526364477336,0.0351526364477336,0,0.00555041628122109,0.0111008325624422,0,0,0,0.00647548566142461,0.00185013876040703,0.00185013876040703,0.00370027752081406,0,0.00185013876040703,0,0,0.00740055504162812,0,0,0,0,0,0.00185013876040703,0,0,0,0,0,0,0,0,0,0,0.00185013876040703,0,0,0.00185013876040703,0,0,0,0,0,0,0,0,0,0.00185013876040703,0,0,0,0,0,0,0,0,0,0,0,0,0.00185013876040703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,10754,0,0,0.248927038626609,0,0.0836909871244635,0.17381974248927,0.00214592274678112,0.13519313304721,0,0.00214592274678112,0.152360515021459,0.00214592274678112,0,0.00214592274678112,0,0,0.0128755364806867,0.00643776824034335,0,0.0300429184549356,0,0.00214592274678112,0.00429184549356223,0.0150214592274678,0,0,0.00429184549356223,0,0.0257510729613734,0.0450643776824034,0,0.00214592274678112,0.00858369098712446,0,0,0,0.00429184549356223,0.00214592274678112,0.00429184549356223,0.00429184549356223,0,0.00858369098712446,0,0.00429184549356223,0.00429184549356223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00429184549356223,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00214592274678112,0,0,0,0,0,0,0,0,0,0.00214592274678112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,10836,0.00151285930408472,0,0.113464447806354,0,0.142208774583964,0.0711043872919818,0.00151285930408472,0.13767019667171,0.00151285930408472,0.00151285930408472,0.27231467473525,0,0.00453857791225416,0.00302571860816944,0,0,0.0173978819969743,0.00605143721633888,0,0.0226928895612708,0.00151285930408472,0,0.0075642965204236,0.0423600605143722,0,0.00151285930408472,0.00302571860816944,0,0.0226928895612708,0.0544629349470499,0.00151285930408472,0.0121028744326778,0.010590015128593,0,0,0,0.0037821482602118,0.00605143721633888,0.00907715582450832,0.00605143721633888,0,0.00453857791225416,0,0,0.0075642965204236,0,0.00151285930408472,0,0,0,0,0,0,0,0,0.00151285930408472,0,0,0,0,0,0,0,0,0,0.00151285930408472,0,0,0,0,0,0,0,0.00151285930408472,0.00151285930408472,0,0,0,0,0.00151285930408472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,10882,0.00276243093922652,0,0.229281767955801,0,0.0828729281767956,0.0511049723756906,0.00414364640883978,0.114640883977901,0,0.00276243093922652,0.272099447513812,0.0069060773480663,0.00138121546961326,0,0,0,0.0296961325966851,0.0207182320441989,0.00276243093922652,0.0220994475138122,0,0.00276243093922652,0.00828729281767956,0.0262430939226519,0,0.00138121546961326,0.00414364640883978,0,0.0110497237569061,0.0124309392265193,0,0.00828729281767956,0.0151933701657459,0.00276243093922652,0,0,0.00069060773480663,0.0234806629834254,0.00276243093922652,0.00276243093922652,0,0.0110497237569061,0,0,0.00276243093922652,0,0,0,0,0,0.00138121546961326,0,0,0,0.00276243093922652,0,0,0,0,0,0,0.00276243093922652,0,0,0,0.00276243093922652,0,0,0.00138121546961326,0,0,0,0,0,0,0,0,0,0.00138121546961326,0.00276243093922652,0,0,0,0,0,0,0,0,0,0.00138121546961326,0.00414364640883978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,10921,0,0.000959232613908873,0.377937649880096,0.000959232613908873,0.0959232613908873,0.0613908872901679,0.00383693045563549,0.0719424460431655,0,0.00191846522781775,0.189928057553957,0.000959232613908873,0.00767386091127098,0.000959232613908873,0,0.000959232613908873,0.0345323741007194,0.00479616306954436,0.000959232613908873,0.0139088729016787,0.00191846522781775,0.00191846522781775,0.00671462829736211,0.0172661870503597,0,0,0.00383693045563549,0,0.00959232613908873,0.0268585131894484,0,0.00959232613908873,0.00575539568345324,0.00191846522781775,0,0,0,0.00959232613908873,0,0.00191846522781775,0,0.000959232613908873,0,0.00383693045563549,0.00671462829736211,0,0,0,0,0,0.00287769784172662,0,0.000959232613908873,0,0,0,0,0,0,0,0,0,0,0,0.00287769784172662,0.00383693045563549,0.000959232613908873,0,0,0,0,0,0,0,0,0,0,0,0,0.00671462829736211,0,0,0,0.00191846522781775,0,0,0,0,0,0,0,0.00191846522781775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,10956,0,0.0035778175313059,0.10912343470483,0,0.10912343470483,0.0554561717352415,0.0125223613595707,0.144901610017889,0,0,0.284436493738819,0,0.00178890876565295,0.00178890876565295,0,0,0.0152057245080501,0.0125223613595707,0,0.0313059033989267,0,0.0035778175313059,0.0161001788908766,0.0286225402504472,0,0,0.00536672629695885,0,0.0125223613595707,0.037567084078712,0.0035778175313059,0.0125223613595707,0.037567084078712,0,0,0,0.0071556350626118,0.0035778175313059,0,0.00894454382826476,0,0,0,0.00536672629695885,0.0161001788908766,0,0,0,0,0,0.0035778175313059,0,0,0,0.00178890876565295,0,0,0,0,0,0,0,0,0,0.00536672629695885,0.00178890876565295,0,0,0,0,0,0,0,0,0,0,0,0,0.0035778175313059,0,0,0,0,0,0,0.00178890876565295,0,0,0,0,0.00178890876565295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,10972,0.00405679513184584,0.00202839756592292,0.0628803245436105,0,0.101419878296146,0.0649087221095335,0.0162271805273834,0.0912778904665314,0,0,0.304259634888438,0,0,0,0,0.00405679513184584,0.013184584178499,0.00608519269776876,0,0.0273833671399594,0,0.00202839756592292,0,0.0730223123732252,0,0,0.00811359026369168,0,0.0141987829614604,0.109533468559838,0,0.00811359026369168,0.0304259634888438,0,0,0,0,0.00811359026369168,0.00202839756592292,0,0,0.00405679513184584,0,0.00608519269776876,0.0141987829614604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101419878296146,0,0.00202839756592292,0,0,0,0,0,0,0,0.00405679513184584,0,0,0,0,0,0,0.00202839756592292,0,0,0,0.00202839756592292,0,0,0,0,0.00202839756592292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,11017,0.00502933780385583,0,0.0704107292539816,0,0.112321877619447,0.127409891031014,0.0100586756077117,0.140821458507963,0,0,0.256496227996647,0.00335289186923722,0,0.00502933780385583,0,0.00167644593461861,0.00838222967309304,0.0167644593461861,0,0.0201173512154233,0,0.0134115674769489,0.0251466890192791,0.0368818105616094,0,0,0.00670578373847443,0,0.0150880134115675,0.0251466890192791,0.00167644593461861,0.0150880134115675,0.0184409052808047,0,0,0,0.00586756077116513,0.00670578373847443,0.00838222967309304,0.00502933780385583,0,0.00838222967309304,0,0,0.0100586756077117,0,0.00167644593461861,0,0,0,0.00167644593461861,0,0,0,0.00502933780385583,0,0,0,0,0,0,0.00167644593461861,0,0,0.00167644593461861,0,0,0,0,0,0,0,0,0,0,0.00167644593461861,0,0,0.00167644593461861,0.00167644593461861,0,0,0,0,0,0,0,0,0,0,0,0,0.00335289186923722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,11045,0,0,0.321667907669397,0,0.0982874162323157,0.0372300819061802,0.00446760982874162,0.099776619508563,0,0.00297840655249442,0.180193596425912,0.00446760982874162,0.00148920327624721,0,0,0,0.0238272524199553,0.0134028294862249,0.00893521965748325,0.0193596425912137,0.00297840655249442,0.00446760982874162,0.0268056589724497,0.0119136262099777,0.00148920327624721,0,0.00893521965748325,0,0.00893521965748325,0.0253164556962025,0.00148920327624721,0.0119136262099777,0.0193596425912137,0,0,0,0.000744601638123604,0.0163812360387193,0.00148920327624721,0.00297840655249442,0,0.00148920327624721,0,0.00148920327624721,0.0148920327624721,0,0.00148920327624721,0,0,0,0,0,0,0,0.00297840655249442,0,0,0,0,0,0,0.00446760982874162,0,0,0.00148920327624721,0,0,0,0.00297840655249442,0,0,0,0,0,0,0,0,0,0,0.00148920327624721,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00148920327624721,0.00148920327624721,0.00148920327624721,0.00148920327624721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,11075,0,0,0.198595787362086,0,0.164493480441324,0.0521564694082247,0.00200601805416249,0.118355065195587,0,0,0.196589769307924,0.00401203610832497,0.00802407221664995,0,0,0,0.0260782347041123,0.0100300902708124,0.00401203610832497,0.0180541624874624,0,0.00601805416248746,0.0160481444332999,0.0240722166499498,0,0.00401203610832497,0.00601805416248746,0,0.0280842527582748,0.0341023069207623,0.00200601805416249,0.0220661985957874,0.0160481444332999,0,0,0,0.00100300902708124,0.00401203610832497,0,0,0,0,0,0,0.0100300902708124,0,0,0,0,0,0.00200601805416249,0,0,0.00200601805416249,0.00601805416248746,0,0,0,0,0,0,0,0,0,0,0.0100300902708124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00401203610832497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,11107,0.00420168067226891,0.000840336134453782,0.534453781512605,0,0.080672268907563,0.0319327731092437,0.00252100840336134,0.0747899159663866,0.000840336134453782,0,0.13109243697479,0,0,0.00168067226890756,0,0.00252100840336134,0.0096638655462185,0.00672268907563025,0.00504201680672269,0.0105042016806723,0,0.00252100840336134,0.0126050420168067,0.0134453781512605,0,0,0.00168067226890756,0,0.0109243697478992,0.0134453781512605,0.000840336134453782,0.00840336134453781,0.0134453781512605,0.00252100840336134,0,0,0,0.00588235294117647,0,0.000840336134453782,0,0.000840336134453782,0,0.000840336134453782,0.00504201680672269,0,0,0,0,0,0.000840336134453782,0,0,0,0,0.00252100840336134,0,0,0,0,0,0,0,0,0,0.000840336134453782,0,0,0.000840336134453782,0,0,0,0,0,0,0,0,0,0,0,0,0.00252100840336134,0,0,0,0,0,0,0.000840336134453782,0,0,0,0,0,0,0,0,0.000840336134453782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,11142,0.00218340611353712,0.00218340611353712,0.0327510917030568,0,0.117903930131004,0.0436681222707424,0.00436681222707424,0.155021834061135,0,0.00218340611353712,0.255458515283843,0,0,0,0,0,0.037117903930131,0.00873362445414847,0,0.0120087336244541,0,0.0109170305676856,0.0436681222707424,0.0480349344978166,0,0,0.0131004366812227,0,0.0283842794759825,0.0436681222707424,0,0.0414847161572052,0.0152838427947598,0,0,0,0.00327510917030568,0.0218340611353712,0,0.00436681222707424,0,0.00218340611353712,0,0,0.0196506550218341,0.00218340611353712,0,0,0,0,0.00218340611353712,0,0,0,0.0109170305676856,0,0,0,0,0,0,0,0,0,0.00436681222707424,0.00436681222707424,0,0,0,0,0,0,0,0,0.00436681222707424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00218340611353712,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,11182,0.00458715596330275,0,0.0401376146788991,0,0.143348623853211,0.0263761467889908,0.00458715596330275,0.14105504587156,0,0.00229357798165138,0.379587155963303,0.00229357798165138,0.00114678899082569,0.00114678899082569,0,0,0.0223623853211009,0.0103211009174312,0,0.0206422018348624,0,0.00573394495412844,0.036697247706422,0.0275229357798165,0,0.00229357798165138,0.00458715596330275,0,0.0194954128440367,0.0493119266055046,0,0.018348623853211,0.0103211009174312,0.00114678899082569,0,0,0.000573394495412844,0.00458715596330275,0,0.00229357798165138,0,0.00114678899082569,0,0.00229357798165138,0.00458715596330275,0,0,0,0,0,0.00114678899082569,0,0,0,0.00114678899082569,0,0,0.00114678899082569,0,0,0,0.00114678899082569,0,0,0,0.00114678899082569,0.00114678899082569,0,0,0,0,0,0,0,0.00114678899082569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00114678899082569,0,0,0,0,0,0,0,0,0,0,0,0,0
796,11281,0,0,0.0450909090909091,0,0.114909090909091,0.032,0.00581818181818182,0.100363636363636,0.00290909090909091,0,0.350545454545455,0.00581818181818182,0.00145454545454545,0,0,0,0.0589090909090909,0.0101818181818182,0.00290909090909091,0.0269090909090909,0,0.016,0.00581818181818182,0.0232727272727273,0,0,0.00872727272727273,0,0.0145454545454545,0.0421818181818182,0,0.0305454545454545,0.016,0,0,0,0.00945454545454546,0.0218181818181818,0.00727272727272727,0.00145454545454545,0,0.00290909090909091,0,0,0.0130909090909091,0,0,0,0,0,0.00436363636363636,0,0,0,0.00581818181818182,0,0,0,0,0,0,0.00436363636363636,0,0,0.00145454545454545,0.00290909090909091,0.00145454545454545,0,0.00145454545454545,0,0,0,0,0,0,0,0,0,0,0.00145454545454545,0,0,0,0,0,0.00145454545454545,0,0,0,0,0.00145454545454545,0.00145454545454545,0,0,0,0,0,0.00145454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,11352,0.00150715900527506,0.00150715900527506,0.0301431801055011,0.00150715900527506,0.165033911077619,0.0286360211002261,0.00753579502637528,0.189902034664657,0,0.00150715900527506,0.257724189902035,0.00452147701582517,0.00150715900527506,0,0,0.00150715900527506,0.0346646571213263,0.0135644310474755,0.00301431801055011,0.00753579502637528,0.00150715900527506,0.00602863602110023,0.0226073850791258,0.0195930670685757,0,0,0.0195930670685757,0,0.0105501130369254,0.0316503391107762,0,0.0346646571213263,0.0241145440844009,0,0,0,0.00150715900527506,0.0226073850791258,0.00452147701582517,0.00301431801055011,0,0.00301431801055011,0,0.00150715900527506,0.0180859080633007,0,0,0,0,0,0.00301431801055011,0,0,0,0.00452147701582517,0.00150715900527506,0,0,0,0,0,0,0,0,0,0.00150715900527506,0.00150715900527506,0,0.00150715900527506,0,0,0,0,0.00150715900527506,0,0,0.00150715900527506,0,0,0.00150715900527506,0,0,0,0,0,0.00150715900527506,0,0,0,0,0,0,0.00150715900527506,0,0,0,0,0.00301431801055011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,11405,0.0046656298600311,0.0015552099533437,0.0233281493001555,0,0.135303265940902,0.0186625194401244,0.0108864696734059,0.178849144634526,0,0.0031104199066874,0.335925349922239,0.0015552099533437,0.0031104199066874,0.0015552099533437,0,0,0.0419906687402799,0.0108864696734059,0,0.0132192846034215,0,0.0139968895800933,0.00933125972006221,0.0279937791601866,0,0,0.015552099533437,0,0.0186625194401244,0.0264385692068429,0,0.0217729393468118,0.00933125972006221,0,0,0,0.00077760497667185,0.0264385692068429,0.0015552099533437,0.0015552099533437,0,0.0031104199066874,0,0,0.0124416796267496,0,0,0,0,0,0,0,0,0,0.0062208398133748,0,0,0,0,0,0,0.0031104199066874,0,0,0.0015552099533437,0,0.0031104199066874,0,0,0,0,0,0,0,0,0,0,0,0.0031104199066874,0.0015552099533437,0,0,0,0,0,0.0031104199066874,0,0,0,0,0.0031104199066874,0,0,0,0,0,0,0,0,0,0.0015552099533437,0,0,0,0,0,0,0,0,0,0,0,0
844,11506,0.010498687664042,0,0.015748031496063,0.00349956255468067,0.129483814523185,0.0227471566054243,0.0227471566054243,0.0927384076990376,0,0,0.265966754155731,0.00874890638670166,0,0,0,0,0.05249343832021,0.005249343832021,0,0.0174978127734033,0,0.0244969378827647,0.0542432195975503,0.026246719160105,0,0,0.0332458442694663,0,0.026246719160105,0.036745406824147,0.00174978127734033,0.05249343832021,0.00349956255468067,0,0,0,0.00437445319335083,0.020997375328084,0.00174978127734033,0,0,0,0,0.0122484689413823,0.0139982502187227,0,0,0,0,0,0.010498687664042,0,0,0,0.005249343832021,0.00174978127734033,0,0,0,0,0,0.00699912510936133,0,0,0,0.00174978127734033,0.00349956255468067,0,0,0,0,0,0,0.00174978127734033,0,0,0,0,0,0.00174978127734033,0,0,0,0,0,0,0,0,0,0,0,0.00174978127734033,0,0.00174978127734033,0,0,0.00349956255468067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,11654,0.0204828090709583,0,0.00877834674469642,0.00146305779078274,0.108266276517922,0.0190197512801756,0.0190197512801756,0.133138258961229,0,0,0.301389904901244,0.00438917337234821,0.00146305779078274,0.00146305779078274,0,0,0.104608632040966,0.0146305779078274,0.00292611558156547,0.0321872713972202,0,0.0102414045354792,0.0468178493050476,0.0234089246525238,0.00438917337234821,0,0.021945866861741,0,0.0307242136064375,0.0117044623262619,0.00146305779078274,0.0292611558156547,0.00438917337234821,0,0,0,0,0.0102414045354792,0,0.00146305779078274,0,0,0,0,0.0175566934893928,0,0,0,0,0,0.00146305779078274,0,0,0,0.00146305779078274,0,0,0,0,0,0,0.00146305779078274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00146305779078274,0,0,0,0,0,0,0,0,0,0,0.00146305779078274,0,0,0,0,0.00146305779078274,0,0,0,0,0,0,0,0.00146305779078274,0.00292611558156547,0,0,0,0,0,0,0,0,0,0
868,11730,0.0100671140939597,0,0.00503355704697987,0.00167785234899329,0.189597315436242,0.0218120805369128,0.00671140939597315,0.087248322147651,0,0.00167785234899329,0.323825503355705,0.00671140939597315,0,0,0,0,0.0629194630872483,0.00838926174496644,0,0.0243288590604027,0,0.0335570469798658,0.0453020134228188,0.0167785234899329,0,0.00167785234899329,0.0251677852348993,0,0.0151006711409396,0.0167785234899329,0,0.0335570469798658,0.00671140939597315,0.00167785234899329,0,0,0,0.0100671140939597,0,0.00335570469798658,0,0,0,0.00335570469798658,0.00503355704697987,0,0,0,0,0,0.00167785234899329,0,0,0,0.0100671140939597,0,0,0,0,0,0,0.00335570469798658,0,0,0,0,0.00671140939597315,0,0,0,0,0,0,0,0,0,0.00335570469798658,0,0.00167785234899329,0,0,0,0,0,0,0,0.00167785234899329,0,0,0,0,0,0,0.00167785234899329,0,0,0,0,0,0,0,0,0.00167785234899329,0,0,0,0,0,0,0,0,0,0
873,11779,0.0155172413793103,0,0.0137931034482759,0,0.189655172413793,0.0275862068965517,0.00862068965517241,0.117241379310345,0,0.00344827586206897,0.301724137931034,0.00344827586206897,0,0,0,0,0.071551724137931,0.00862068965517241,0.00517241379310345,0.0172413793103448,0,0.0137931034482759,0.046551724137931,0.00862068965517241,0,0.00172413793103448,0.0275862068965517,0,0.0206896551724138,0.00862068965517241,0,0.0431034482758621,0.00517241379310345,0,0,0,0.000862068965517241,0.0120689655172414,0,0,0,0,0,0,0.00862068965517241,0,0,0,0,0,0.00172413793103448,0,0,0,0.00517241379310345,0,0,0,0,0,0,0.00862068965517241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00344827586206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887,11924,0.014030612244898,0.00255102040816327,0.00637755102040816,0,0.179209183673469,0.0114795918367347,0.0076530612244898,0.135204081632653,0,0,0.329081632653061,0.00510204081632653,0,0.00127551020408163,0,0,0.118622448979592,0.014030612244898,0.00255102040816327,0.0133928571428571,0,0.00510204081632653,0.0178571428571429,0.0076530612244898,0,0,0.0114795918367347,0,0.0267857142857143,0.0153061224489796,0,0.0255102040816327,0.00510204081632653,0,0,0,0.00127551020408163,0.00892857142857143,0.00127551020408163,0.00127551020408163,0,0,0,0.00127551020408163,0.00892857142857143,0,0,0,0,0,0.00255102040816327,0,0,0,0.00127551020408163,0,0,0.00127551020408163,0,0,0,0.0102040816326531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038265306122449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00255102040816327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,12072,0.00686813186813187,0,0.00549450549450549,0,0.21978021978022,0.0302197802197802,0.00549450549450549,0.0892857142857143,0.00137362637362637,0,0.321428571428571,0.00274725274725275,0,0.00137362637362637,0,0,0.0968406593406593,0.00892857142857143,0.00137362637362637,0.0192307692307692,0,0.0302197802197802,0.00824175824175824,0.0192307692307692,0,0,0.0151098901098901,0,0.0178571428571429,0.0137362637362637,0,0.0233516483516484,0.00549450549450549,0,0,0,0,0.0164835164835165,0,0.00412087912087912,0,0,0,0,0.0123626373626374,0,0,0,0,0,0.00412087912087912,0,0,0,0,0,0,0,0,0,0,0.00274725274725275,0,0,0,0,0.00824175824175824,0,0.00274725274725275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137362637362637,0.00137362637362637,0.00274725274725275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,12278,0.0133729569093611,0,0.00594353640416048,0,0.158246656760773,0.0133729569093611,0.00594353640416048,0.102526002971768,0,0,0.338781575037147,0,0,0,0,0,0.136701337295691,0.0148588410104012,0.00148588410104012,0.0185735512630015,0,0.0133729569093611,0.0312035661218425,0.011887072808321,0,0,0.0104011887072808,0,0.025260029717682,0.00297176820208024,0,0.037147102526003,0.00445765230312036,0,0,0,0.00594353640416048,0.011887072808321,0,0,0,0,0,0.00148588410104012,0.00594353640416048,0,0,0,0,0,0.00148588410104012,0,0,0,0.00445765230312036,0,0,0.00148588410104012,0,0,0,0.00594353640416048,0,0,0,0,0.00594353640416048,0,0.00297176820208024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00148588410104012,0,0,0,0,0,0,0,0,0,0,0.00148588410104012,0.00148588410104012,0.00148588410104012,0,0,0,0,0,0,0,0
924,12393,0.0126364158529581,0.00114876507754164,0.0080413555427915,0.00114876507754164,0.171740379092476,0.0172314761631246,0.00574382538770821,0.0999425617461229,0,0,0.304422745548535,0,0.00114876507754164,0,0,0,0.129810453762206,0.0103388856978748,0.00344629523262493,0.0252728317059161,0,0.0241240666283745,0.0425043078690408,0.0080413555427915,0,0,0.0137851809304997,0,0.0132107983917289,0.00459506031016657,0,0.0206777713957496,0.00919012062033314,0,0,0,0.000574382538770821,0.0218265364732912,0,0.00459506031016657,0,0,0,0.00114876507754164,0.0114876507754164,0,0.00114876507754164,0,0,0,0.00459506031016657,0,0,0,0.00459506031016657,0,0,0.00114876507754164,0,0,0,0.00574382538770821,0,0,0.00114876507754164,0,0.00344629523262493,0,0.00114876507754164,0,0,0,0,0,0,0,0,0,0,0,0.00114876507754164,0,0,0,0,0,0,0,0,0,0,0.00459506031016657,0,0,0,0,0.00229753015508329,0.00114876507754164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,12579,0.0150462962962963,0,0.00347222222222222,0,0.174768518518519,0.0104166666666667,0.00694444444444444,0.155092592592593,0,0.00231481481481481,0.28587962962963,0.00347222222222222,0,0.00115740740740741,0,0,0.116898148148148,0.00462962962962963,0.00115740740740741,0.0127314814814815,0,0.0231481481481481,0.0266203703703704,0.0104166666666667,0,0.00115740740740741,0.0138888888888889,0,0.0208333333333333,0.00347222222222222,0.00231481481481481,0.0520833333333333,0.0138888888888889,0,0,0,0,0.0162037037037037,0.00115740740740741,0,0,0,0,0.00462962962962963,0.00115740740740741,0,0,0,0,0,0.00115740740740741,0,0,0,0,0,0,0.00231481481481481,0,0,0,0.00347222222222222,0,0,0,0,0.00578703703703704,0,0,0,0,0,0,0,0,0,0,0,0.00115740740740741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00115740740740741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944,12711,0.00159489633173844,0,0.0111642743221691,0,0.315789473684211,0.0271132376395534,0.00159489633173844,0.0972886762360447,0,0,0.221690590111643,0.00318979266347687,0.00159489633173844,0,0,0,0.0964912280701754,0.00956937799043062,0.00159489633173844,0.000797448165869219,0,0.0175438596491228,0.0430622009569378,0.00956937799043062,0,0,0.0111642743221691,0,0.0271132376395534,0.00318979266347687,0.00159489633173844,0.0303030303030303,0.00797448165869218,0.00159489633173844,0,0,0,0.0239234449760766,0,0.00159489633173844,0,0,0,0.00318979266347687,0.00637958532695375,0,0,0,0,0,0.00637958532695375,0,0,0,0.00159489633173844,0,0,0,0,0,0,0.00478468899521531,0,0,0,0,0.00318979266347687,0,0.00478468899521531,0,0,0,0,0,0,0,0,0,0.00159489633173844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
