"sample.depths","sample.ages","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Amorpha.type","Artemisia","Amaranthaceae.undiff.","Corylus","Cyperaceae","Ephedra.viridis.type","Fraxinus.pennsylvanica.type","Poaceae.undiff.","Humulus.type","Iva.xanthifolia.type","Asteraceae.subf..Cichorioideae","Melilotus.type","Morus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus.balsamifera.type","Populus.tremuloides.type","Quercus","Ranunculus.undiff.","Rumex","Salix","Salsola","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Apiaceae","Juniperus.type","Ostrya.type","Brassicaceae","Heliotropium","Triticum.type","Pinaceae.undiff.","Fraxinus.nigra.type","Dalea.candida.type","Sarcobatus.vermiculatus","Avena.type","Dalea.purpurea","Secale.type","Acer.negundo","Betula","Liliaceae","Parietaria","Solanum.rostratum","Trifolium.repens.type","Polygonum.ramosissimum.type","Rosaceae","Sphaeralcea","Euphorbia","Ephedra.trifurca.type","Urtica.type","Xanthium","Alnus.undiff.","Fabaceae.undiff.","Dalea.undiff.","Zea.mays","Polygonum.tenue.type","Thalictrum","Gaura","Verbena","Carya","Celtis","Galium","Allium","Shepherdia.argentea","Polygonum.lapathifolium.type","Opuntia","Campanula.rotundifolia.type","Parthenocissus","Tilia","Juglans.cinerea","Juglans.nigra","Plantago","Symphoricarpos.type","Abies","Iva.annua.type","Eriogonum","Pediomelum.type","Asteraceae.tribe.Cynareae","Ericaceae","Sisyrinchium","Vitis","Anemone.canadensis.type","Elaeagnus","Rhus","Tidestromia","Acer.saccharum","Shepherdia.canadensis","Laportea.type","Hedysarum","Pilea.type","Polygonum.amphibium.type","Ranunculus.pensylvanicus.type","Larix","Comandra","Pedicularis","Oenothera","Fraxinus.undiff.","Lycopus.type","Maclura.pomifera.type","Cornus.sericea.type","Epilobium","Fagus","Stachys.type","Acer.saccharinum.type","Caryophyllaceae","Onosmodium","Myricaceae","Phlox"
320,-155,0.00827015851137147,0.00137835975189524,0.0702963473466575,0.00137835975189524,0.0606478290833908,0.289455547898001,0.00137835975189524,0.135079255685734,0.00137835975189524,0.00413507925568573,0.125430737422467,0.00137835975189524,0.011026878015162,0.00137835975189524,0.00275671950379049,0.00137835975189524,0.00413507925568573,0.0261888352860096,0.00551343900758098,0.0461750516884907,0.00137835975189524,0.00137835975189524,0.00964851826326671,0.011026878015162,0.00137835975189524,0.00551343900758098,0.0124052377670572,0.115782219159201,0.00689179875947622,0.00689179875947622,0.00137835975189524,0.011026878015162,0.00137835975189524,0.00137835975189524,0.00413507925568573,0.00964851826326671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,-26,0.00194552529182879,0.00194552529182879,0.110894941634241,0,0.0408560311284047,0.219844357976654,0,0.192607003891051,0,0.00194552529182879,0.103112840466926,0.00194552529182879,0.0155642023346304,0,0,0,0,0.0175097276264591,0,0.0389105058365759,0.00389105058365759,0,0.00194552529182879,0,0,0,0,0.180933852140078,0.0291828793774319,0.00194552529182879,0.00194552529182879,0.0116731517509728,0,0,0.00389105058365759,0.00389105058365759,0.00194552529182879,0.00194552529182879,0.00194552529182879,0.00194552529182879,0.00194552529182879,0.00194552529182879,0.00194552529182879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,24,0.00254939451880178,0,0.0254939451880178,0.00127469725940089,0.0344168260038241,0.256214149139579,0,0.221797323135755,0,0.00127469725940089,0.0879541108986616,0.00127469725940089,0.00254939451880178,0,0.00127469725940089,0,0.00127469725940089,0.0095602294455067,0.00382409177820268,0.0484384958572339,0,0,0.00254939451880178,0.00254939451880178,0,0,0.00254939451880178,0.240917782026769,0.0280433397068196,0.00127469725940089,0,0.00127469725940089,0,0,0,0.00127469725940089,0,0,0,0,0,0.00382409177820268,0,0.00127469725940089,0.00127469725940089,0.00127469725940089,0.00127469725940089,0.00127469725940089,0.00254939451880178,0.00764818355640535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,134,0,0,0.0557053009883199,0,0.0575022461814915,0.287511230907457,0,0.318059299191375,0,0,0.120395327942498,0,0,0.00539083557951483,0,0,0.00269541778975741,0.00359389038634322,0,0.073674752920036,0,0,0,0.00539083557951483,0,0,0.00179694519317161,0.00359389038634322,0.0305480682839173,0,0.00179694519317161,0.00539083557951483,0,0,0,0.00179694519317161,0,0,0.00718778077268643,0.00359389038634322,0,0.00898472596585804,0,0,0,0,0,0,0,0,0.00359389038634322,0.00179694519317161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,262,0.00446927374301676,0.00111731843575419,0.0670391061452514,0,0.0424581005586592,0.440223463687151,0,0.211173184357542,0,0,0.107262569832402,0,0,0.00223463687150838,0,0,0.00111731843575419,0,0,0.0681564245810056,0,0.00111731843575419,0.00223463687150838,0.00111731843575419,0,0,0,0,0.0324022346368715,0.00111731843575419,0,0.00111731843575419,0,0,0.00111731843575419,0,0,0,0,0.00111731843575419,0,0.0111731843575419,0,0,0.00111731843575419,0,0,0,0,0,0,0,0.00111731843575419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,410,0.0024140012070006,0.0012070006035003,0.0784550392275196,0.0012070006035003,0.0434520217260109,0.365721182860591,0,0.248642124321062,0.0012070006035003,0,0.123114061557031,0,0,0,0,0,0.0012070006035003,0.0024140012070006,0.0012070006035003,0.0464695232347616,0,0,0,0.0024140012070006,0,0,0,0,0.0482800241400121,0,0,0,0.0024140012070006,0.0012070006035003,0,0,0,0,0.00603500301750151,0.0012070006035003,0,0.0132770066385033,0,0,0.0024140012070006,0,0,0,0,0.0024140012070006,0,0,0,0.0012070006035003,0.0012070006035003,0.0012070006035003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,578,0,0,0.0871508379888268,0,0.0446927374301676,0.24804469273743,0,0.375418994413408,0,0,0.111731843575419,0,0.00223463687150838,0,0,0,0.00111731843575419,0.00223463687150838,0.00223463687150838,0.0603351955307263,0,0,0,0.00446927374301676,0,0,0,0,0.0201117318435754,0,0,0.00670391061452514,0,0,0,0.00223463687150838,0,0,0.0156424581005587,0,0,0,0,0,0.00223463687150838,0,0.00223463687150838,0,0,0,0,0,0,0,0.00223463687150838,0,0.00223463687150838,0.00223463687150838,0.00223463687150838,0.00223463687150838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,965,0.00280701754385965,0.00140350877192982,0.127719298245614,0.00140350877192982,0.102456140350877,0.202105263157895,0,0.181052631578947,0.00140350877192982,0,0.192280701754386,0,0.00140350877192982,0,0,0,0.00280701754385965,0.0056140350877193,0,0.0673684210526316,0,0,0.00280701754385965,0.00701754385964912,0,0,0,0,0.0533333333333333,0.00140350877192982,0,0.00280701754385965,0,0,0,0,0.00210526315789474,0,0.00140350877192982,0,0,0.0224561403508772,0,0,0,0,0,0,0,0.00140350877192982,0.00280701754385965,0.00140350877192982,0.00280701754385965,0,0.00421052631578947,0.00280701754385965,0,0,0,0,0.00140350877192982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,1412,0.00438837081733406,0.00438837081733406,0.132748217224355,0.00109709270433352,0.0778935820076797,0.210641799232035,0,0.147010422380691,0,0.00109709270433352,0.200767964893033,0.00109709270433352,0.00219418540866703,0.00603400987383434,0,0,0.00438837081733406,0.0170049369171695,0,0.0532089961601755,0,0,0.00109709270433352,0.0109709270433352,0,0,0,0,0.0811848601206802,0.00329127811300055,0.00219418540866703,0.00219418540866703,0.00109709270433352,0,0.00109709270433352,0,0,0,0.00219418540866703,0.00109709270433352,0,0.0131651124520022,0,0,0.00329127811300055,0,0,0,0,0.00109709270433352,0,0.00109709270433352,0.00219418540866703,0.00109709270433352,0.00329127811300055,0,0,0,0,0,0,0.00219418540866703,0.00109709270433352,0.00109709270433352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,1907,0.00532978014656895,0.00133244503664224,0.0866089273817455,0.00133244503664224,0.0692871419053964,0.29180546302465,0,0.198534310459694,0.00399733510992672,0,0.141239173884077,0,0.00133244503664224,0.00532978014656895,0,0,0.00399733510992672,0.00399733510992672,0,0.0512991339107262,0,0,0,0.00399733510992672,0,0,0,0,0.0479680213191206,0.00266489007328448,0.00666222518321119,0.00133244503664224,0.00133244503664224,0,0,0,0,0,0.033311125916056,0,0,0.0306462358427715,0,0,0,0,0,0,0,0.00133244503664224,0,0,0,0.00133244503664224,0,0,0,0,0,0,0,0,0,0,0.00133244503664224,0.00133244503664224,0.00133244503664224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
