"depth","best.age","min.age","max.age"
5,119,109,127
20,475,433,514
30,712,650,772
45,1068,974,1159
55,1305,1191,1416
70,1661,1515,1803
80,1898,1732,2061
90,2136,1948,2318
105,2492,2273,2705
120,2847,2597,3091
130,3085,2813,3348
145,3441,3138,3735
155,3678,3354,3992
170,4034,3679,4379
180,4271,3895,4636
190,4508,4112,4895
205,4864,4436,5280
220,5220,4762,5667
230,5439,4972,5894
240,5602,5163,6024
255,5847,5450,6183
270,6091,5743,6400
280,6254,5935,6546
290,6417,6122,6692
305,6662,6398,6916
315,6825,6572,7064
325,6988,6743,7214
330,7070,6831,7294
335,7151,6917,7375
345,7314,7084,7539
355,7477,7244,7704
360,7559,7319,7786
370,7722,7465,7949
380,7885,7613,8117
385,7967,7685,8204
390,NA,NA,NA
395,NA,NA,NA
400,NA,NA,NA
405,NA,NA,NA
410,NA,NA,NA
415,NA,NA,NA
420,NA,NA,NA
425,NA,NA,NA
430,NA,NA,NA
435,NA,NA,NA
440,NA,NA,NA
445,NA,NA,NA
450,NA,NA,NA
