"depth","best.age","min.age","max.age"
0,-49,-51,-47
4,-40,-42,-37
8,-30,-32,-27
12,-15,-16,-12
16,0,-1,3
20,22,21,25
24,62,61,65
28,300,298,303
32,460,437,513
36,620,573,726
40,762,699,897
44,848,782,908
48,933,860,1000
52,1019,928,1097
56,1098,996,1190
60,1158,1066,1241
64,1217,1132,1299
68,1277,1192,1360
72,1336,1245,1426
76,1395,1291,1496
80,1455,1334,1572
84,1615,1499,1728
88,1810,1704,1913
92,2004,1906,2101
96,2198,2103,2292
100,2393,2301,2491
104,2587,2491,2689
108,2781,2674,2890
112,2976,2857,3094
116,3170,3040,3301
120,3364,3218,3512
124,3501,3356,3648
128,3619,3482,3757
132,3736,3605,3867
136,3854,3726,3978
