"sample.depths","sample.ages","Acer.rubrum","Acer.spicatum","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Ericaceae","Fraxinus.nigra.type","Picea.glauca.type","Picea.mariana.type","Pinus.undiff.","Populus.tremuloides.type","Quercus","Salix","Thalictrum","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Rosaceae.undiff.","Juniperus.type","Amaranthaceae","Poaceae","Abies.balsamea","Acer.saccharum","Corylus.cornuta","Myrica.gale","Pinus.banksiana.type","Pinus.strobus","Tsuga.canadensis","Picea.undiff.","Cyperaceae","Fagus","Fraxinus.pennsylvanica.type","Larix","Ostrya.Carpinus","Taxus","Nemopanthus.mucronatus","Pinus.resinosa.type","Juniperus.communis.Thuja.occidentalis.type","Ranunculaceae.undiff.","Campanula.type","Juglans.cinerea","Populus.balsamifera.type","Fraxinus.americana.type","Rubiaceae","Caryophyllaceae","Lonicera","Prunus.pensylvanica","Tilia","Fabaceae.undiff.","Carya.ovata","Castanea.dentata","Rumex.type","Juglans.nigra","cf..Oxyria.digyna","Impatiens","Acer.saccharinum","Shepherdia.canadensis","Oxytropis.maydelliana.type"
200,3730,0.00120336943441637,0.00240673886883273,0.0505415162454874,0.0156438026474128,0,0.0036101083032491,0.234657039711191,0.00120336943441637,0.00481347773766546,0.0036101083032491,0.0818291215403129,0.0685920577617329,0.0156438026474128,0.0168471720818291,0.00240673886883273,0,0.0036101083032491,0.00842358604091456,0,0.0950661853188929,0,0.00240673886883273,0.0168471720818291,0,0,0.00240673886883273,0.108303249097473,0.182912154031288,0.00240673886883273,0.0336943441636582,0.00962695547533093,0.00120336943441637,0.00120336943441637,0.0072202166064982,0.00240673886883273,0.0036101083032491,0,0.00481347773766546,0.0072202166064982,0,0,0,0,0,0,0.00120336943441637,0.00120336943441637,0.00120336943441637,0,0,0,0,0,0,0,0,0,0,0
220,4296,0,0.00233100233100233,0.0466200466200466,0.013986013986014,0.00233100233100233,0.0116550116550117,0.384615384615385,0.00233100233100233,0.013986013986014,0,0.062937062937063,0.0186480186480186,0.020979020979021,0.0256410256410256,0.00233100233100233,0,0.006993006993007,0.00932400932400932,0,0.116550116550117,0.00932400932400932,0,0.00932400932400932,0.006993006993007,0,0.006993006993007,0.0955710955710956,0.1002331002331,0,0.00932400932400932,0,0.00466200466200466,0.00466200466200466,0.00466200466200466,0,0.00233100233100233,0,0,0.00466200466200466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,4862,0,0,0.0402298850574713,0.0191570881226054,0,0.00574712643678161,0.245210727969349,0,0.00574712643678161,0,0.0900383141762452,0.074712643678161,0.0134099616858238,0.0114942528735632,0,0,0,0.00957854406130268,0,0.0842911877394636,0,0,0.0114942528735632,0,0.00383141762452107,0.00957854406130268,0.113026819923372,0.134099616858238,0,0.0268199233716475,0,0.00191570881226054,0.00191570881226054,0.00957854406130268,0,0,0,0,0.0804597701149425,0,0,0,0.00574712643678161,0,0,0,0,0,0.00191570881226054,0,0,0,0,0,0,0,0,0,0
260,5427,0,0,0.060952380952381,0.019047619047619,0,0.00952380952380952,0.220952380952381,0,0.00761904761904762,0.0019047619047619,0.060952380952381,0.0514285714285714,0.0133333333333333,0.0247619047619048,0.0019047619047619,0,0,0.00571428571428571,0,0.121904761904762,0,0.00380952380952381,0.00571428571428571,0.00571428571428571,0.0019047619047619,0.00761904761904762,0.139047619047619,0.198095238095238,0.0019047619047619,0.00952380952380952,0.00380952380952381,0.0019047619047619,0,0.00380952380952381,0.00952380952380952,0,0,0,0.00380952380952381,0,0,0,0,0,0,0,0,0,0,0.0019047619047619,0.0019047619047619,0,0,0,0,0,0,0,0
280,5993,0,0,0.0888888888888889,0.0197530864197531,0,0.00740740740740741,0.11358024691358,0,0.00740740740740741,0,0.0469135802469136,0.0666666666666667,0.0246913580246914,0.00987654320987654,0.00246913580246914,0,0,0.00246913580246914,0,0.172839506172839,0.00246913580246914,0.00493827160493827,0.0123456790123457,0.00246913580246914,0,0,0.153086419753086,0.224691358024691,0,0.0148148148148148,0.00493827160493827,0.00493827160493827,0,0.00246913580246914,0.00246913580246914,0.00246913580246914,0,0,0,0,0,0,0,0,0,0.00246913580246914,0,0,0,0,0.00246913580246914,0,0,0,0,0,0,0,0
300,6627,0,0,0.0420875420875421,0.0134680134680135,0,0.00168350168350168,0.0774410774410774,0,0.00505050505050505,0.00168350168350168,0.031986531986532,0.0538720538720539,0.0117845117845118,0.0185185185185185,0,0,0.00505050505050505,0.0168350168350168,0.00168350168350168,0.37037037037037,0.00336700336700337,0.00505050505050505,0.00505050505050505,0.00168350168350168,0,0,0.131313131313131,0.15993265993266,0.00168350168350168,0.0185185185185185,0.00673400673400673,0.00336700336700337,0.00168350168350168,0.00336700336700337,0.00168350168350168,0.00336700336700337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00168350168350168,0,0,0,0,0,0,0
310,7046,0,0,0.00742574257425743,0.0371287128712871,0.00247524752475248,0.00495049504950495,0.0891089108910891,0,0.00495049504950495,0,0.0495049504950495,0.222772277227723,0.0297029702970297,0.00742574257425743,0.00495049504950495,0,0.00742574257425743,0.0148514851485149,0,0.0247524752475248,0.00495049504950495,0.00742574257425743,0.00495049504950495,0.00247524752475248,0,0,0.0668316831683168,0.329207920792079,0,0.0198019801980198,0.0123762376237624,0,0.00247524752475248,0.0099009900990099,0,0.0099009900990099,0,0,0.0222772277227723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,7466,0,0,0.00638569604086846,0.0191570881226054,0.00383141762452107,0.0102171136653895,0.136653895274585,0.00127713920817369,0.00510855683269476,0,0.0676883780332056,0.0625798212005109,0.0344827586206897,0.0255427841634738,0.00127713920817369,0,0.00383141762452107,0.00766283524904215,0,0.0153256704980843,0.00638569604086846,0.00638569604086846,0.00893997445721584,0.00383141762452107,0.00383141762452107,0.00127713920817369,0.100893997445722,0.417624521072797,0.00127713920817369,0.00510855683269476,0.00510855683269476,0.00638569604086846,0.00510855683269476,0.00127713920817369,0.00383141762452107,0.0153256704980843,0,0,0.00383141762452107,0,0,0,0.00255427841634738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,7886,0,0,0.00731707317073171,0.0341463414634146,0,0.0048780487804878,0.129268292682927,0,0.0024390243902439,0,0.0585365853658537,0.11219512195122,0.0658536585365854,0.024390243902439,0,0,0,0.0292682926829268,0,0.024390243902439,0,0.0024390243902439,0.0097560975609756,0.0024390243902439,0.00731707317073171,0.0024390243902439,0.1,0.292682926829268,0.0024390243902439,0.0170731707317073,0.0097560975609756,0.0024390243902439,0.0024390243902439,0.00731707317073171,0.00731707317073171,0.0121951219512195,0,0,0.024390243902439,0,0,0,0,0,0,0.0024390243902439,0,0,0,0,0.0024390243902439,0,0,0,0,0,0,0,0
340,8305,0.00165016501650165,0,0.0033003300330033,0.0297029702970297,0,0.00495049504950495,0.17986798679868,0,0.00495049504950495,0,0.0726072607260726,0.0577557755775578,0.0577557755775578,0.0247524752475248,0.00165016501650165,0,0.0115511551155116,0.0165016501650165,0.0033003300330033,0.0181518151815182,0.0033003300330033,0.0099009900990099,0.0033003300330033,0.0033003300330033,0.0066006600660066,0,0.331683168316832,0.0973597359735974,0,0.0198019801980198,0.00825082508250825,0.0033003300330033,0.00165016501650165,0.00165016501650165,0.0099009900990099,0.0033003300330033,0,0,0.00165016501650165,0,0,0,0.0033003300330033,0,0,0,0,0,0,0,0.0033003300330033,0,0,0,0,0,0,0,0
350,8725,0,0,0.00445765230312036,0.0208023774145617,0.00594353640416048,0.00445765230312036,0.202080237741456,0,0.00297176820208024,0,0.0772659732540862,0.099554234769688,0.0891530460624071,0.0208023774145617,0.00891530460624071,0,0.00445765230312036,0.00891530460624071,0,0.0178306092124814,0,0.00891530460624071,0.0074294205052006,0.00445765230312036,0.00297176820208024,0,0.181277860326894,0.147102526002972,0,0.0148588410104012,0.0133729569093611,0,0,0.0163447251114413,0.00148588410104012,0.00594353640416048,0,0,0.0178306092124814,0,0,0,0.00148588410104012,0,0,0.00594353640416048,0,0,0,0,0,0.00148588410104012,0.00148588410104012,0,0,0,0,0,0
360,9144,0,0,0.00705467372134039,0.111111111111111,0,0.0194003527336861,0.312169312169312,0,0.00352733686067019,0.0017636684303351,0.0194003527336861,0.017636684303351,0.072310405643739,0.0158730158730159,0.00881834215167548,0,0.0194003527336861,0.0123456790123457,0.0017636684303351,0.128747795414462,0.00705467372134039,0.00881834215167548,0.0123456790123457,0,0,0,0.104056437389771,0.0335097001763668,0,0.0158730158730159,0.0211640211640212,0,0,0.0388007054673721,0,0,0,0,0.00529100529100529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017636684303351,0,0,0,0,0
380,9983,0,0,0.00168634064080944,0.0556492411467116,0,0.0101180438448567,0.0927487352445194,0.00168634064080944,0.00674536256323777,0,0.101180438448567,0.12141652613828,0.0118043844856661,0.0252951096121417,0.0134907251264755,0,0.0185497470489039,0.0134907251264755,0,0.075885328836425,0.00674536256323777,0.0185497470489039,0,0.00674536256323777,0,0.00168634064080944,0.296795952782462,0.00337268128161889,0.00168634064080944,0.0590219224283305,0.0387858347386172,0,0,0.00674536256323777,0,0,0,0,0.00337268128161889,0.00168634064080944,0,0,0.00168634064080944,0,0,0,0,0,0.00168634064080944,0,0,0,0,0,0.00168634064080944,0,0,0,0
400,NA,0,0,0.00484261501210654,0.0484261501210654,0.00484261501210654,0.0145278450363196,0.0847457627118644,0,0,0,0.154963680387409,0.0290556900726392,0.0169491525423729,0.0508474576271186,0.0145278450363196,0,0.0387409200968523,0.026634382566586,0.00484261501210654,0.104116222760291,0.0338983050847458,0.0411622276029056,0.00242130750605327,0,0,0.00242130750605327,0.26634382566586,0.00484261501210654,0,0.0242130750605327,0.0242130750605327,0,0,0,0,0.00242130750605327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,NA,0,0,0.00641025641025641,0.0170940170940171,0.00427350427350427,0.0256410256410256,0.0384615384615385,0,0.00854700854700855,0,0.061965811965812,0.061965811965812,0.014957264957265,0.0598290598290598,0.0192307692307692,0.00213675213675214,0.0213675213675214,0.0277777777777778,0.00427350427350427,0.0598290598290598,0.0170940170940171,0.0277777777777778,0,0.00213675213675214,0,0.00427350427350427,0.423076923076923,0.0170940170940171,0,0.0128205128205128,0.047008547008547,0,0,0,0,0,0,0,0,0,0,0.00213675213675214,0.00213675213675214,0,0,0,0,0,0,0,0.00641025641025641,0,0,0,0,0.00213675213675214,0.00213675213675214,0,0
440,NA,0,0,0,0.0188323917137476,0,0.00376647834274953,0.0433145009416196,0,0.00564971751412429,0.0112994350282486,0.109227871939736,0.0583804143126177,0.00753295668549906,0.0263653483992467,0.00188323917137476,0,0.00753295668549906,0.0112994350282486,0,0.0489642184557439,0.00376647834274953,0.0225988700564972,0,0,0,0,0.548022598870056,0.00753295668549906,0,0.0451977401129944,0.00941619585687382,0,0.00188323917137476,0,0,0,0,0,0.00376647834274953,0.00188323917137476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00188323917137476,0
450,NA,0,0,0.0152027027027027,0.027027027027027,0.0101351351351351,0.0185810810810811,0.089527027027027,0.00168918918918919,0.00506756756756757,0,0.0456081081081081,0.0692567567567568,0.0101351351351351,0.0185810810810811,0.0101351351351351,0,0.00337837837837838,0.0135135135135135,0.00168918918918919,0.070945945945946,0.00844594594594595,0.0168918918918919,0,0,0.00168918918918919,0.00168918918918919,0.378378378378378,0.103040540540541,0.00168918918918919,0.027027027027027,0.0185810810810811,0,0.00337837837837838,0.00168918918918919,0.00337837837837838,0.00168918918918919,0,0,0.0152027027027027,0,0,0,0.00168918918918919,0,0,0.00168918918918919,0,0,0,0,0.00168918918918919,0,0,0,0.00168918918918919,0,0,0,0
460,NA,0,0,0.0072289156626506,0.036144578313253,0.00240963855421687,0.0168674698795181,0.106024096385542,0,0.0144578313253012,0,0.091566265060241,0.0843373493975904,0.0265060240963855,0.0963855421686747,0.0072289156626506,0,0.00481927710843374,0.0313253012048193,0.00481927710843374,0.0385542168674699,0.00963855421686747,0.0192771084337349,0,0.00240963855421687,0,0,0.27710843373494,0.0433734939759036,0,0.0216867469879518,0.0313253012048193,0,0.0072289156626506,0,0,0,0,0,0.00963855421686747,0,0,0,0.00481927710843374,0,0,0,0,0,0,0.00240963855421687,0,0.00240963855421687,0,0,0,0,0,0,0
470,NA,0,0,0.0066079295154185,0.052863436123348,0,0.00440528634361234,0.0881057268722467,0,0.00881057268722467,0,0.114537444933921,0.066079295154185,0.00881057268722467,0.0462555066079295,0,0,0.0066079295154185,0.0330396475770925,0,0.0374449339207048,0.00440528634361234,0.0154185022026432,0,0,0,0,0.403083700440529,0.00881057268722467,0,0.0550660792951542,0.0286343612334802,0,0.00440528634361234,0,0.00220264317180617,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00220264317180617,0,0,0,0,0,0,0,0,0,0.00220264317180617
480,NA,0,0,0.0028735632183908,0.0402298850574713,0,0.00574712643678161,0.0833333333333333,0,0.0028735632183908,0,0.0977011494252874,0.089080459770115,0.014367816091954,0.0229885057471264,0.00574712643678161,0,0.0028735632183908,0.00574712643678161,0,0.0402298850574713,0.0028735632183908,0.0316091954022989,0.00574712643678161,0.0028735632183908,0,0.00574712643678161,0.390804597701149,0.0258620689655172,0,0.0833333333333333,0.0344827586206897,0,0,0,0,0,0,0,0.0028735632183908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,NA,0,0,0.0106100795755968,0.00795755968169761,0,0.0026525198938992,0.0742705570291777,0,0.0026525198938992,0,0.0636604774535809,0.079575596816976,0,0.0371352785145889,0,0,0.0106100795755968,0.0106100795755968,0,0.0530503978779841,0,0.0185676392572944,0,0,0,0,0.485411140583554,0.0291777188328912,0,0.0503978779840849,0.0557029177718833,0,0,0,0,0,0,0,0,0,0,0.0026525198938992,0,0,0,0,0,0,0,0,0.0026525198938992,0,0,0,0,0,0.0026525198938992,0,0
500,NA,0,0,0.00666666666666667,0.02,0,0.00666666666666667,0.09,0,0.00333333333333333,0,0.14,0.11,0.01,0.0233333333333333,0,0,0,0.00333333333333333,0,0.00333333333333333,0.00333333333333333,0.00666666666666667,0,0,0,0,0.496666666666667,0.0166666666666667,0.01,0.0133333333333333,0.02,0,0,0.00333333333333333,0,0,0,0,0.00333333333333333,0,0,0,0.00333333333333333,0,0,0,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0
