"sample.depths","sample.ages","Acer.rubrum","Acer.spicatum","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Ericaceae","Fraxinus.nigra.type","Picea.glauca.type","Picea.mariana.type","Pinus.undiff.","Populus.tremuloides.type","Quercus","Salix","Thalictrum","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Rosaceae.undiff.","Juniperus.type","Amaranthaceae","Poaceae","Abies.balsamea","Acer.saccharum","Corylus.cornuta","Myrica.gale","Pinus.banksiana.type","Pinus.strobus","Tsuga.canadensis","Picea.undiff.","Cyperaceae","Fagus","Fraxinus.pennsylvanica.type","Larix","Ostrya.Carpinus","Taxus","Nemopanthus.mucronatus","Pinus.resinosa.type","Juniperus.communis.Thuja.occidentalis.type","Ranunculaceae.undiff.","Campanula.type","Juglans.cinerea","Populus.balsamifera.type","Fraxinus.americana.type","Rubiaceae","Caryophyllaceae","Lonicera","Prunus.pensylvanica","Tilia","Fabaceae.undiff.","Carya.ovata","Castanea.dentata","Rumex.type","Juglans.nigra","cf..Oxyria.digyna","Impatiens","Acer.saccharinum","Shepherdia.canadensis","Oxytropis.maydelliana.type"
0,0,0.00166112956810631,0.00166112956810631,0.0963455149501661,0.0431893687707641,0.00664451827242525,0.00332225913621262,0.262458471760797,0.0116279069767442,0.00664451827242525,0.00332225913621262,0.144518272425249,0.0431893687707641,0.0182724252491694,0.00332225913621262,0.00830564784053156,0.00166112956810631,0.0249169435215947,0.00830564784053156,0.00332225913621262,0.00332225913621262,0.00664451827242525,0.00332225913621262,0.00664451827242525,0.00332225913621262,0.00332225913621262,0.00996677740863787,0.212624584717608,0.0199335548172757,0.00166112956810631,0.0365448504983389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,368,0,0,0.010989010989011,0.0311355311355311,0,0.00915750915750916,0.302197802197802,0.00366300366300366,0.00549450549450549,0.00183150183150183,0.282051282051282,0.043956043956044,0,0.0201465201465201,0,0,0,0.00732600732600733,0,0.00366300366300366,0.00183150183150183,0.00183150183150183,0.0146520146520147,0.00183150183150183,0,0.00183150183150183,0.142857142857143,0.0274725274725275,0.00183150183150183,0.0512820512820513,0.00366300366300366,0.00366300366300366,0.00366300366300366,0.0128205128205128,0.00183150183150183,0.00183150183150183,0.00183150183150183,0.00366300366300366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,736,0,0.00344827586206897,0.0844827586206897,0.0327586206896552,0.00344827586206897,0.00689655172413793,0.270689655172414,0.00172413793103448,0.00689655172413793,0,0.136206896551724,0.0482758620689655,0,0.0172413793103448,0,0.00172413793103448,0.00517241379310345,0.00689655172413793,0.00689655172413793,0.0241379310344828,0.00172413793103448,0.00172413793103448,0.00689655172413793,0.00344827586206897,0.00172413793103448,0.00172413793103448,0.191379310344828,0.0655172413793104,0.00689655172413793,0.0379310344827586,0.00517241379310345,0.00517241379310345,0,0.00517241379310345,0.00172413793103448,0.00344827586206897,0,0,0.00344827586206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1104,0.00352112676056338,0,0.028169014084507,0.0316901408450704,0,0.00880281690140845,0.373239436619718,0.00528169014084507,0.00352112676056338,0,0.22887323943662,0.0316901408450704,0.00352112676056338,0.0176056338028169,0,0,0.00352112676056338,0.00704225352112676,0.00176056338028169,0.0246478873239437,0,0.0105633802816901,0.0158450704225352,0.00176056338028169,0,0.00352112676056338,0.121478873239437,0.0193661971830986,0.00352112676056338,0.0316901408450704,0.00704225352112676,0.00176056338028169,0,0.00176056338028169,0.00704225352112676,0,0,0,0,0.00176056338028169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,1472,0,0,0.0823529411764706,0.0423529411764706,0,0.00705882352941176,0.232941176470588,0,0.00705882352941176,0.00235294117647059,0.0988235294117647,0.0564705882352941,0.00705882352941176,0.0352941176470588,0,0,0.00470588235294118,0.00470588235294118,0,0.0164705882352941,0.00470588235294118,0.00235294117647059,0.0141176470588235,0,0,0.00235294117647059,0.209411764705882,0.0635294117647059,0,0.0635294117647059,0.00705882352941176,0.00470588235294118,0,0.0235294117647059,0.00235294117647059,0,0,0,0.00470588235294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1841,0,0,0.0421245421245421,0.032967032967033,0,0.00183150183150183,0.39010989010989,0,0,0.00183150183150183,0.097069597069597,0.0512820512820513,0.00915750915750916,0.0128205128205128,0,0,0.00549450549450549,0.010989010989011,0,0.0128205128205128,0.00183150183150183,0.00183150183150183,0.010989010989011,0.00183150183150183,0,0.00549450549450549,0.179487179487179,0.0494505494505494,0.00366300366300366,0.0293040293040293,0.00183150183150183,0.00915750915750916,0,0.0201465201465201,0.00183150183150183,0,0,0.00183150183150183,0.0128205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,2209,0,0,0.064957264957265,0.0461538461538462,0.00170940170940171,0.00170940170940171,0.314529914529915,0,0.00170940170940171,0,0.100854700854701,0.0923076923076923,0.00854700854700855,0.00854700854700855,0.00170940170940171,0,0,0.00854700854700855,0,0.0205128205128205,0.00170940170940171,0.00512820512820513,0.0273504273504274,0.00170940170940171,0,0.0136752136752137,0.116239316239316,0.0957264957264957,0,0.0239316239316239,0.00512820512820513,0.00170940170940171,0.00170940170940171,0.00683760683760684,0.00341880341880342,0,0,0,0.0222222222222222,0,0.00170940170940171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,2577,0,0,0.108669108669109,0.0341880341880342,0,0.00366300366300366,0.284493284493284,0.00122100122100122,0.0061050061050061,0,0.0891330891330891,0.0805860805860806,0.00244200244200244,0.0183150183150183,0,0.00122100122100122,0.00244200244200244,0.010989010989011,0.00122100122100122,0.0134310134310134,0,0.0061050061050061,0.00244200244200244,0,0.00122100122100122,0.00244200244200244,0.189255189255189,0.0732600732600733,0.00122100122100122,0.0207570207570208,0.00854700854700855,0.00244200244200244,0.00122100122100122,0.0061050061050061,0.00122100122100122,0.00366300366300366,0,0.00488400488400488,0.0122100122100122,0,0,0.00122100122100122,0.00122100122100122,0.00122100122100122,0.00122100122100122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,2945,0,0,0.0385852090032154,0.0241157556270096,0,0.00160771704180064,0.310289389067524,0,0.00160771704180064,0,0.114147909967846,0.0739549839228296,0.00321543408360129,0.00803858520900321,0,0,0.00160771704180064,0.00643086816720257,0,0.0369774919614148,0,0.00803858520900321,0.00321543408360129,0.00160771704180064,0.00160771704180064,0,0.194533762057878,0.122186495176849,0,0.0209003215434084,0.00321543408360129,0.00482315112540193,0.00160771704180064,0.00643086816720257,0.00803858520900321,0,0,0,0.00321543408360129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,3313,0,0,0.0777537796976242,0.0280777537796976,0,0.00431965442764579,0.23110151187905,0,0.00431965442764579,0,0.116630669546436,0.0539956803455724,0.00431965442764579,0.00431965442764579,0.00215982721382289,0,0.00215982721382289,0.00431965442764579,0,0.0302375809935205,0,0.00647948164146868,0.0151187904967603,0,0.00215982721382289,0.00215982721382289,0.250539956803456,0.131749460043197,0,0.0172786177105832,0,0.00431965442764579,0.00215982721382289,0,0.00215982721382289,0.00215982721382289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
