"sample.depths","sample.ages","Acer.saccharinum.type","Artemisia","Betula","Caryophyllaceae","Celtis","Corylus","Cyperaceae","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Iva.xanthifolia.type","Larix","Morus","Picea","Pinus.undiff.","Populus.balsamifera.type","Populus.tremuloides.type","Quercus","Rumex","Salix","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Urtica.type","Xanthium","Ambrosia","Amorpha","Poaceae","Rosaceae","Pinus.strobus","Acer.negundo.type","Chenopodium.type","Pinus.banksiana.P..resinosa","Alnus.cf..A..viridis","Alnus.cf..A..incana","Thuja.type","Abies","Humulus.type","Platanus","Ostrya.type","Acer.saccharum","Iva.annua.type","Sarcobatus.vermiculatus","Thalictrum","Taxus","Tsuga","Galium","Dalea.purpurea","Anemone.type","Vitis","Acer.rubrum","Tilia","Juglans.nigra.type","Asteraceae.subf..Cichorioideae","Dalea.candida.type","Carya","Apiaceae","Juglans.cinerea.type"
0,-29,0.00287769784172662,0.018705035971223,0.149640287769784,0.00863309352517986,0.00287769784172662,0.0115107913669065,0.0201438848920863,0.00863309352517986,0.00575539568345324,0.00287769784172662,0.00575539568345324,0.00575539568345324,0.0115107913669065,0.133812949640288,0.0115107913669065,0.0575539568345324,0.158273381294964,0.00575539568345324,0.00863309352517986,0.00863309352517986,0.0115107913669065,0.00287769784172662,0.00287769784172662,0.0517985611510791,0.00287769784172662,0.0546762589928058,0.00287769784172662,0.0201438848920863,0.00287769784172662,0.00863309352517986,0.162589928057554,0.00287769784172662,0.023021582733813,0.0115107913669065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,185,0,0.0182481751824818,0.0574817518248175,0,0,0.0109489051094891,0.0447080291970803,0.00182481751824818,0,0.00182481751824818,0.00364963503649635,0,0.0191605839416058,0.301094890510949,0,0.0109489051094891,0.041970802919708,0,0.00912408759124088,0,0.0182481751824818,0,0,0.0127737226277372,0.00182481751824818,0.0237226277372263,0,0.0757299270072993,0,0,0.279197080291971,0.00364963503649635,0.0401459854014599,0.00182481751824818,0.0072992700729927,0.00182481751824818,0.00182481751824818,0.00912408759124088,0.00182481751824818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,546,0,0.0302325581395349,0.0906976744186047,0,0,0.013953488372093,0.027906976744186,0.0162790697674419,0,0.00232558139534884,0.00232558139534884,0.00465116279069767,0.022093023255814,0.223255813953488,0.00232558139534884,0.013953488372093,0.0581395348837209,0,0.00232558139534884,0.0116279069767442,0.00930232558139535,0.00232558139534884,0,0.0209302325581395,0,0.0186046511627907,0.00232558139534884,0.0627906976744186,0,0.00581395348837209,0.265116279069767,0.00465116279069767,0.0534883720930233,0.0162790697674419,0.00232558139534884,0,0,0.00697674418604651,0,0.00232558139534884,0.00232558139534884,0.00232558139534884,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,1270,0,0.0154440154440154,0.0463320463320463,0,0,0.00772200772200772,0.0347490347490347,0,0.00386100386100386,0,0.00772200772200772,0.00772200772200772,0.0135135135135135,0.277992277992278,0,0.00386100386100386,0.0501930501930502,0,0,0,0.00386100386100386,0,0.00386100386100386,0.00772200772200772,0,0.027027027027027,0.00386100386100386,0.108108108108108,0,0.00772200772200772,0.276061776061776,0.00386100386100386,0.0347490347490347,0.00386100386100386,0.00386100386100386,0,0.00386100386100386,0.027027027027027,0.00386100386100386,0,0,0.00386100386100386,0.00386100386100386,0.00386100386100386,0,0,0,0,0,0,0,0,0,0,0,0
300,1993,0,0.0232018561484919,0.0672853828306264,0,0,0.00928074245939675,0.0162412993039443,0.00232018561484919,0,0,0,0,0.00348027842227378,0.222737819025522,0.00232018561484919,0.0139211136890951,0.0928074245939675,0,0,0.00464037122969838,0.0185614849187935,0.00232018561484919,0.00464037122969838,0.00232018561484919,0.00232018561484919,0.0278422273781903,0,0.116009280742459,0,0.0116009280742459,0.245939675174014,0.00928074245939675,0.0672853828306264,0.00696055684454756,0.00116009280742459,0,0,0.0185614849187935,0.00696055684454756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,2246,0,0.035670356703567,0.0861008610086101,0,0,0.01230012300123,0.039360393603936,0.00984009840098401,0,0.002460024600246,0,0,0.00615006150061501,0.241082410824108,0,0.017220172201722,0.0861008610086101,0,0.00492004920049201,0.02460024600246,0.00984009840098401,0,0,0.00984009840098401,0.002460024600246,0.041820418204182,0,0.174661746617466,0,0.002460024600246,0.0774907749077491,0.007380073800738,0.0664206642066421,0.00984009840098401,0,0,0,0.022140221402214,0.002460024600246,0,0,0,0,0,0.002460024600246,0.002460024600246,0.002460024600246,0,0,0,0,0,0,0,0,0
350,2352,0,0.027355623100304,0.112462006079027,0,0,0.00303951367781155,0.0425531914893617,0.00911854103343465,0,0,0.00911854103343465,0,0.0060790273556231,0.188449848024316,0.0151975683890578,0.0182370820668693,0.0790273556231003,0,0.00911854103343465,0.00911854103343465,0.0182370820668693,0,0,0.00303951367781155,0.00911854103343465,0.0364741641337386,0,0.129179331306991,0,0.00911854103343465,0.120060790273556,0,0.0911854103343465,0.00303951367781155,0,0,0.00303951367781155,0.0395136778115502,0,0,0.00303951367781155,0.00303951367781155,0,0,0,0,0,0.00303951367781155,0,0,0,0,0,0,0,0
360,2422,0,0.0501392757660167,0.11142061281337,0,0,0.0417827298050139,0.0417827298050139,0.011142061281337,0.00278551532033426,0,0.00278551532033426,0,0.0139275766016713,0.126740947075209,0,0.0250696378830084,0.13091922005571,0,0.00557103064066852,0.0194986072423398,0.011142061281337,0,0,0.0167130919220056,0,0.0584958217270195,0,0.0905292479108635,0,0.011142061281337,0.0779944289693593,0,0.0863509749303621,0.0139275766016713,0,0,0.00557103064066852,0.0306406685236769,0.00278551532033426,0,0.00557103064066852,0,0,0,0,0,0,0,0.00278551532033426,0.00278551532033426,0,0,0,0,0,0
385,2597,0,0.0450070323488045,0.105485232067511,0,0.00562587904360056,0.00562587904360056,0.0675105485232067,0.00843881856540084,0.00281293952180028,0,0.0140646976090014,0,0.00140646976090014,0.080168776371308,0,0.0253164556962025,0.143459915611814,0,0.0168776371308017,0.0239099859353024,0.0309423347398031,0,0,0.0140646976090014,0,0.0646976090014065,0,0.10126582278481,0,0.00843881856540084,0.0281293952180028,0.00562587904360056,0.123769338959212,0.00281293952180028,0.0126582278481013,0,0.00281293952180028,0.0478199718706048,0.00281293952180028,0.00281293952180028,0,0.00562587904360056,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,2702,0,0.0384615384615385,0.119230769230769,0,0,0.0423076923076923,0.0538461538461538,0.0307692307692308,0.00384615384615385,0,0.00384615384615385,0,0.0134615384615385,0.0826923076923077,0.00384615384615385,0.0384615384615385,0.136538461538462,0,0.0153846153846154,0.025,0.0153846153846154,0.00384615384615385,0,0.0230769230769231,0.00384615384615385,0.0576923076923077,0,0.0846153846153846,0.00384615384615385,0.0115384615384615,0.05,0,0.1,0,0.00769230769230769,0,0,0.0230769230769231,0,0,0.00384615384615385,0,0,0,0,0,0,0,0,0,0.00384615384615385,0,0,0,0,0
424,2870,0,0.050880626223092,0.10958904109589,0,0,0.0352250489236791,0.0587084148727984,0.0156555772994129,0.0156555772994129,0.00391389432485323,0.00391389432485323,0.00391389432485323,0.0156555772994129,0.0626223091976517,0,0.0391389432485323,0.152641878669276,0,0.00391389432485323,0.0156555772994129,0.0195694716242661,0,0.00391389432485323,0.0156555772994129,0,0.13307240704501,0,0.0473581213307241,0,0.00782778864970646,0.04853228962818,0.00782778864970646,0.0900195694716243,0.00391389432485323,0,0,0,0.0234833659491194,0,0,0,0,0,0,0,0.00391389432485323,0,0,0,0.00782778864970646,0,0,0,0,0,0
460,NA,0,0.111913357400722,0.0541516245487365,0,0,0.0108303249097473,0.0541516245487365,0.0144404332129964,0.0036101083032491,0,0.0036101083032491,0,0.00902527075812274,0.055956678700361,0.0108303249097473,0.0108303249097473,0.148014440433213,0,0.036101083032491,0.036101083032491,0.0180505415162455,0,0,0.0397111913357401,0.0108303249097473,0.126353790613718,0.0072202166064982,0.0324909747292419,0.0036101083032491,0.0072202166064982,0.0252707581227437,0.0036101083032491,0.0938628158844765,0.0036101083032491,0,0,0.0036101083032491,0.0469314079422383,0.0072202166064982,0,0,0,0,0,0.0036101083032491,0,0,0,0,0,0,0.0036101083032491,0.0036101083032491,0,0,0
502,NA,0.00448430493273543,0.147982062780269,0.0807174887892377,0,0,0.0134529147982063,0.0426008968609865,0.0134529147982063,0,0.00448430493273543,0,0,0,0.0717488789237668,0,0.00896860986547085,0.125560538116592,0,0.0224215246636771,0.0269058295964126,0.00448430493273543,0,0.00448430493273543,0.0538116591928251,0.00896860986547085,0.152466367713004,0,0.015695067264574,0,0.00896860986547085,0.0672645739910314,0,0.0807174887892377,0.00448430493273543,0.00448430493273543,0,0.00448430493273543,0.00448430493273543,0,0,0.00448430493273543,0,0,0,0,0,0,0.00448430493273543,0,0,0,0.00896860986547085,0,0.00448430493273543,0,0
524,NA,0,0.167862266857963,0.0459110473457676,0,0,0.00573888091822095,0.0573888091822095,0.00860832137733142,0.00286944045911047,0,0,0,0,0.0631276901004304,0.00573888091822095,0.00573888091822095,0.0918220946915352,0,0.0143472022955524,0.0229555236728838,0.0286944045911047,0,0,0.0430416068866571,0.00860832137733142,0.18364418938307,0,0.0286944045911047,0.00286944045911047,0.00717360114777618,0.0674318507890961,0.0114777618364419,0.097560975609756,0.00860832137733142,0.00286944045911047,0,0.00286944045911047,0.00573888091822095,0.00573888091822095,0,0,0.00286944045911047,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,NA,0,0.174840085287846,0.0383795309168444,0,0,0.0213219616204691,0.0810234541577825,0.00852878464818763,0,0,0.00852878464818763,0.00426439232409382,0.0191897654584222,0.0554371002132196,0.00426439232409382,0.00852878464818763,0.0980810234541578,0,0.0213219616204691,0.0127931769722814,0.0127931769722814,0,0,0.0426439232409382,0,0.204690831556503,0,0.0149253731343284,0,0.0255863539445629,0.00639658848614072,0.00852878464818763,0.093816631130064,0.00426439232409382,0,0,0,0.00852878464818763,0,0,0,0.00852878464818763,0,0,0.00426439232409382,0,0,0,0,0,0,0,0,0,0.00426439232409382,0.00426439232409382
