"sample.depths","sample.ages","Ambrosia.type","Artemisia","Betula","Cannabaceae","Carya","Celtis","Amaranthaceae.undiff.","Asteraceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Fagus","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Quercus","Rumex","Salix","Tilia","Tsuga","Ulmus","Apiaceae","Alnus","Acer","Fraxinus","Juglans","Populus","Poaceae","Urticaceae","Plantago","Rosaceae","Rhamnaceae.Vitaceae","Fabaceae.undiff.","Morus","Thalictrum","Caprifoliaceae","Iva","Herbs.undiff.","Rhus","Sarcobatus.vermiculatus","Larix","Abies","Castanea","Ilex","Liquidambar","Amorpha.type","Ephedra","Ericaceae","Cornus"
469,NA,0.0439716312056738,0.0113475177304965,0.0141843971631206,0,0.0283687943262411,0.00283687943262411,0.00709219858156028,0.00141843971631206,0.00141843971631206,0.00283687943262411,0.0141843971631206,0,0.076595744680851,0,0.0354609929078014,0.0723404255319149,0.147517730496454,0.00567375886524823,0.246808510638298,0,0.00425531914893617,0.0212765957446809,0.00141843971631206,0.13758865248227,0,0.00425531914893617,0.0453900709219858,0.0354609929078014,0.00425531914893617,0.00851063829787234,0.0170212765957447,0,0,0.00141843971631206,0.00141843971631206,0,0,0,0,0.00141843971631206,0,0,0,0.00141843971631206,0.00141843971631206,0,0,0,0,0.00141843971631206,0,0
474,9566,0.0337477797513321,0.0106571936056838,0.0124333925399645,0,0.019538188277087,0.00177619893428064,0.00355239786856128,0.00177619893428064,0.00710479573712256,0.00177619893428064,0.0159857904085258,0,0.063943161634103,0.00355239786856128,0.0497335701598579,0.0603907637655417,0.104795737122558,0.00177619893428064,0.323268206039076,0,0.00355239786856128,0.019538188277087,0,0.163410301953819,0,0.00710479573712256,0.0213143872113677,0.0142095914742451,0.00355239786856128,0.0284191829484902,0.0142095914742451,0.00177619893428064,0,0,0,0,0,0,0,0,0.00177619893428064,0,0.00177619893428064,0.00355239786856128,0,0,0,0,0,0,0,0
479,9701,0.0113636363636364,0.00795454545454545,0.0147727272727273,0,0.0170454545454545,0.00340909090909091,0.00568181818181818,0.00340909090909091,0.00454545454545455,0.00340909090909091,0.0125,0.00227272727272727,0.0988636363636364,0,0.0534090909090909,0.0613636363636364,0.118181818181818,0.00227272727272727,0.307954545454545,0.00113636363636364,0.00113636363636364,0.0227272727272727,0,0.154545454545455,0.00113636363636364,0.00340909090909091,0.0386363636363636,0.0204545454545455,0.00795454545454545,0.00454545454545455,0.0136363636363636,0.00227272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,9832,0.0126050420168067,0.00980392156862745,0.0182072829131653,0,0.0168067226890756,0,0.00420168067226891,0,0.00560224089635854,0,0.00140056022408964,0,0.0896358543417367,0.00420168067226891,0.0420168067226891,0.0686274509803922,0.088235294117647,0.00420168067226891,0.219887955182073,0,0,0.015406162464986,0,0.246498599439776,0,0.00560224089635854,0.0574229691876751,0.0350140056022409,0.0126050420168067,0.0280112044817927,0.00420168067226891,0.00140056022408964,0,0,0,0.00140056022408964,0.00140056022408964,0,0,0,0,0,0,0.00280112044817927,0.00280112044817927,0,0,0,0,0,0,0
489,9963,0.00704225352112676,0.00469483568075117,0.0352112676056338,0,0.0258215962441315,0.00352112676056338,0.00234741784037559,0.00117370892018779,0.00234741784037559,0.00234741784037559,0.00469483568075117,0,0.0927230046948357,0.00234741784037559,0.034037558685446,0.0610328638497653,0.073943661971831,0.00938967136150235,0.318075117370892,0,0.00117370892018779,0.00586854460093897,0,0.205399061032864,0,0.00586854460093897,0.0223004694835681,0.0316901408450704,0.0129107981220657,0.0234741784037559,0.00469483568075117,0,0,0,0,0,0.00117370892018779,0,0,0,0,0,0,0.00352112676056338,0.00117370892018779,0,0,0,0,0,0,0
494,10094,0.0105421686746988,0.0105421686746988,0.00903614457831325,0,0.019578313253012,0.00451807228915663,0.00451807228915663,0.00451807228915663,0.00451807228915663,0.00150602409638554,0.00753012048192771,0,0.106927710843373,0,0.0421686746987952,0.0466867469879518,0.126506024096386,0.00451807228915663,0.245481927710843,0.00150602409638554,0,0.0180722891566265,0,0.194277108433735,0,0.00602409638554217,0.0376506024096386,0.0406626506024096,0.0135542168674699,0.019578313253012,0.0120481927710843,0.00150602409638554,0,0.00150602409638554,0,0,0,0,0,0,0.00150602409638554,0,0,0.00150602409638554,0.00150602409638554,0,0,0,0,0,0,0
499,10225,0.0142348754448399,0.0106761565836299,0.0338078291814947,0,0.0124555160142349,0.00711743772241993,0.00355871886120996,0.00355871886120996,0.00889679715302491,0.00177935943060498,0.0106761565836299,0,0.0907473309608541,0.00533807829181495,0.0818505338078292,0.0231316725978648,0.0889679715302491,0.00355871886120996,0.327402135231317,0,0,0.0160142348754448,0,0.128113879003559,0,0.00711743772241993,0.0480427046263345,0.0231316725978648,0.0124555160142349,0.0177935943060498,0.00711743772241993,0,0,0,0.00177935943060498,0,0.00533807829181495,0.00177935943060498,0,0,0.00177935943060498,0,0,0.00177935943060498,0,0,0,0,0,0,0,0
504,10356,0.00518134715025907,0.0038860103626943,0.0582901554404145,0,0.00647668393782383,0.00259067357512953,0.00647668393782383,0,0.00259067357512953,0.00647668393782383,0.0038860103626943,0,0.060880829015544,0.00259067357512953,0.0544041450777202,0.00647668393782383,0.0621761658031088,0.00259067357512953,0.339378238341969,0,0,0.0038860103626943,0,0.148963730569948,0,0.00259067357512953,0.0246113989637306,0.116580310880829,0.0129533678756477,0.0401554404145078,0.016839378238342,0.00259067357512953,0,0.00129533678756477,0,0,0,0,0,0,0.00129533678756477,0,0,0.00259067357512953,0.00129533678756477,0,0,0,0,0,0,0
509,10483,0.00455407969639469,0.00493358633776091,0.109677419354839,0,0.00683111954459203,0.00113851992409867,0.00189753320683112,0.00227703984819734,0.00531309297912713,0.0079696394686907,0.00834914611005693,0,0.0296015180265655,0.0132827324478178,0.0512333965844402,0.00455407969639469,0.0500948766603416,0.000379506641366224,0.222390891840607,0,0.000379506641366224,0.00265654648956357,0,0.154838709677419,0.000759013282732448,0.00379506641366224,0.0311195445920304,0.20303605313093,0.00910815939278937,0.0428842504743833,0.0121442125237192,0.000759013282732448,0,0.000759013282732448,0,0,0.00227703984819734,0.000379506641366224,0,0,0,0,0,0.0015180265654649,0.00910815939278937,0,0,0,0,0,0,0
514,10613,0.00684931506849315,0.00273972602739726,0.164383561643836,0,0.00547945205479452,0,0,0,0.00547945205479452,0.00136986301369863,0.0136986301369863,0,0.0136986301369863,0.0164383561643836,0.0904109589041096,0,0.165753424657534,0.00136986301369863,0.089041095890411,0,0.00136986301369863,0.00136986301369863,0,0.154794520547945,0,0.00273972602739726,0.0178082191780822,0.180821917808219,0.0095890410958904,0.0205479452054795,0.0150684931506849,0.00136986301369863,0,0.00136986301369863,0,0,0,0,0,0,0.00136986301369863,0,0.00136986301369863,0.00136986301369863,0.0123287671232877,0,0,0,0,0,0,0
519,10742,0.00174216027874564,0.00522648083623693,0.250871080139373,0,0.00174216027874564,0,0.00348432055749129,0.00174216027874564,0.0104529616724739,0.00348432055749129,0.0696864111498258,0,0.0156794425087108,0.0261324041811847,0.0818815331010453,0.00348432055749129,0.0958188153310105,0,0.0749128919860627,0,0.0104529616724739,0,0,0.116724738675958,0,0.00696864111498258,0.00871080139372822,0.144599303135889,0.00174216027874564,0.0121951219512195,0.00696864111498258,0,0,0.00174216027874564,0,0,0,0.00174216027874564,0,0,0,0,0,0.00696864111498258,0.0348432055749129,0,0,0,0,0,0,0
524,10872,0.00128040973111396,0.00768245838668374,0.140845070422535,0,0,0.00384122919334187,0,0.00128040973111396,0.0204865556978233,0.00256081946222791,0.0256081946222791,0,0.0089628681177977,0.0486555697823303,0.11651728553137,0,0.107554417413572,0,0.0768245838668374,0,0.00384122919334187,0,0,0.1101152368758,0,0.0089628681177977,0.00640204865556978,0.203585147247119,0.00256081946222791,0.0473751600512164,0.0115236875800256,0.00256081946222791,0,0,0,0,0,0.00128040973111396,0,0,0,0,0,0.00256081946222791,0.0371318822023047,0,0,0,0,0,0,0
535,11157,0.00445765230312036,0.0074294205052006,0.182763744427935,0,0.00594353640416048,0.00148588410104012,0.00297176820208024,0.00297176820208024,0.0104011887072808,0,0.0193164933135215,0,0.0148588410104012,0.0445765230312036,0.12927191679049,0,0.0980683506686478,0,0.087667161961367,0,0.0074294205052006,0,0,0.0653789004457652,0,0.011887072808321,0.0163447251114413,0.173848439821694,0,0.0341753343239227,0.00891530460624071,0,0,0,0,0,0.00148588410104012,0,0,0,0.00148588410104012,0,0,0.00148588410104012,0.0653789004457652,0,0,0,0,0,0,0
540,11347,0.00460829493087558,0.0168970814132104,0.122887864823349,0,0.00153609831029186,0,0.00307219662058372,0.00460829493087558,0.021505376344086,0.00307219662058372,0.0337941628264209,0,0.0337941628264209,0.06605222734255,0.119815668202765,0.00153609831029186,0.0921658986175115,0,0.0476190476190476,0,0.00307219662058372,0,0,0.0752688172043011,0,0.0076804915514593,0.00614439324116743,0.113671274961598,0.00460829493087558,0.0890937019969278,0.010752688172043,0.00614439324116743,0,0.00153609831029186,0,0,0,0,0,0,0,0,0,0.00460829493087558,0.104454685099846,0,0,0,0,0,0,0
544,11499,0.00336134453781513,0.0184873949579832,0.14453781512605,0,0,0.00504201680672269,0.00336134453781513,0.00168067226890756,0.0218487394957983,0.00840336134453781,0.0420168067226891,0,0.0571428571428571,0.115966386554622,0.13781512605042,0.00672268907563025,0.0672268907563025,0,0.0487394957983193,0,0.00336134453781513,0,0,0.0453781512605042,0,0.00672268907563025,0.0100840336134454,0.0789915966386555,0.00168067226890756,0.115966386554622,0.00840336134453781,0,0,0,0,0,0,0.00504201680672269,0,0,0,0,0.00336134453781513,0.00504201680672269,0.0336134453781513,0,0,0,0,0,0,0
550,11731,0.00586264656616415,0.0268006700167504,0.157453936348409,0.0033500837520938,0,0,0.00251256281407035,0.00921273031825796,0.0100502512562814,0.00921273031825796,0.0301507537688442,0,0.0360134003350084,0.141541038525963,0.0544388609715243,0.0016750418760469,0.0485762144053601,0.0016750418760469,0.0770519262981574,0,0.0125628140703518,0.00251256281407035,0,0.050251256281407,0,0.0201005025125628,0.0033500837520938,0.0829145728643216,0,0.156616415410385,0.0226130653266332,0.00083752093802345,0,0.0016750418760469,0,0,0,0.0016750418760469,0,0,0,0,0,0.00753768844221105,0.0209380234505863,0,0,0,0,0,0.00083752093802345,0
554,11839,0.00648298217179903,0.0307941653160454,0.0891410048622366,0.00162074554294976,0.00324149108589951,0.00162074554294976,0.00162074554294976,0.0162074554294976,0.0113452188006483,0.0178282009724473,0.115072933549433,0,0.0243111831442464,0.209076175040519,0.00648298217179903,0,0.00810372771474878,0,0.0486223662884927,0,0.0145867098865478,0,0,0.0243111831442464,0,0.0307941653160454,0.00486223662884927,0.0567260940032415,0.00162074554294976,0.188006482982172,0.0243111831442464,0.0113452188006483,0,0.00324149108589951,0,0,0,0.00486223662884927,0,0,0,0,0,0.00486223662884927,0.0388978930307942,0,0,0,0,0,0,0
560,12001,0.00904159132007233,0.0506329113924051,0.155515370705244,0.00180831826401447,0,0,0.0054249547920434,0.0108499095840868,0.00904159132007233,0.00180831826401447,0.0560578661844485,0,0.0433996383363472,0.345388788426763,0.0054249547920434,0,0.0108499095840868,0.00180831826401447,0.0415913200723327,0,0.0144665461121157,0,0,0.0216998191681736,0,0.0216998191681736,0.00361663652802893,0.0361663652802893,0.00180831826401447,0.0650994575045208,0.0198915009041591,0,0,0.00361663652802893,0,0,0,0.00904159132007233,0,0,0.00361663652802893,0,0.00180831826401447,0.0180831826401447,0.0289330922242315,0,0,0,0,0,0,0.00180831826401447
564,12109,0.00619195046439629,0.0340557275541796,0.106811145510836,0,0,0,0.0123839009287926,0.00773993808049536,0.00928792569659443,0.00619195046439629,0.0510835913312693,0,0.0309597523219814,0.261609907120743,0.00464396284829721,0.00154798761609907,0.00928792569659443,0,0.0402476780185759,0,0.0123839009287926,0,0,0.0232198142414861,0.00154798761609907,0.0232198142414861,0.00464396284829721,0.0402476780185759,0,0.202786377708978,0.0464396284829721,0,0,0,0,0,0,0.00619195046439629,0,0.00309597523219814,0.00309597523219814,0,0.00154798761609907,0.00928792569659443,0.0402476780185759,0,0,0,0,0,0,0
568,12217,0.0218181818181818,0.0472727272727273,0.0945454545454545,0.00363636363636364,0,0,0.00909090909090909,0.0109090909090909,0.00727272727272727,0.0109090909090909,0.0563636363636364,0,0.0290909090909091,0.281818181818182,0.00727272727272727,0.00363636363636364,0.0109090909090909,0.00181818181818182,0.0527272727272727,0,0.0163636363636364,0,0,0.0472727272727273,0,0.0145454545454545,0,0.0527272727272727,0,0.0836363636363636,0.0981818181818182,0,0,0.00181818181818182,0,0,0,0.00727272727272727,0,0,0,0,0,0.00181818181818182,0.0236363636363636,0,0,0,0,0.00363636363636364,0,0
570,12271,0.0117845117845118,0.031986531986532,0.131313131313131,0,0,0,0.00336700336700337,0.00505050505050505,0.0134680134680135,0.00673400673400673,0.0622895622895623,0,0.0286195286195286,0.316498316498317,0.00168350168350168,0,0.0101010101010101,0.00168350168350168,0.0437710437710438,0.00168350168350168,0.0252525252525253,0,0.00168350168350168,0.0202020202020202,0.00168350168350168,0.0168350168350168,0.00336700336700337,0.0303030303030303,0.00168350168350168,0.13973063973064,0.037037037037037,0.00505050505050505,0,0,0,0,0,0.00336700336700337,0,0,0,0,0,0.00336700336700337,0.0387205387205387,0,0,0,0,0.00168350168350168,0,0
574,12379,0.0121317157712305,0.0571923743500867,0.0849220103986135,0.00173310225303293,0,0,0.00519930675909879,0.0138648180242634,0.0103986135181976,0.00346620450606586,0.0450606585788562,0,0.0207972270363951,0.346620450606586,0.00173310225303293,0.00173310225303293,0.0103986135181976,0,0.0554592720970537,0,0.0294627383015598,0,0,0.0207972270363951,0.00173310225303293,0.0190641247833622,0.00866551126516464,0.0415944540727903,0,0.110918544194107,0.0433275563258232,0.00173310225303293,0,0,0,0,0,0.00173310225303293,0,0,0.00173310225303293,0,0.00173310225303293,0.00173310225303293,0.0450606585788562,0,0,0,0,0,0,0
578,12487,0.00875656742556918,0.0472854640980736,0.0612959719789842,0.00175131348511384,0,0,0.00525394045534151,0.00175131348511384,0.0157618213660245,0.0140105078809107,0.0332749562171629,0,0.0367775831873905,0.432574430823117,0.00350262697022767,0,0.00525394045534151,0,0.0542907180385289,0,0.0175131348511384,0,0,0.0192644483362522,0.00175131348511384,0.0175131348511384,0,0.0367775831873905,0,0.096322241681261,0.0227670753064799,0.00175131348511384,0,0,0,0,0,0.00525394045534151,0,0,0,0,0,0.00700525394045534,0.0525394045534151,0,0,0,0,0,0,0
580,12541,0.0302521008403361,0.065546218487395,0.053781512605042,0.00672268907563025,0.00168067226890756,0.00168067226890756,0.0117647058823529,0.0168067226890756,0.0235294117647059,0.0117647058823529,0.0705882352941176,0,0.0302521008403361,0.233613445378151,0.00336134453781513,0,0.00336134453781513,0.00168067226890756,0.0621848739495798,0,0.0285714285714286,0.00336134453781513,0,0.0218487394957983,0.00168067226890756,0.0235294117647059,0.00504201680672269,0.0722689075630252,0,0.121008403361345,0.0319327731092437,0.00168067226890756,0,0,0,0.00168067226890756,0,0.0100840336134454,0.00336134453781513,0,0.00168067226890756,0,0.00168067226890756,0.00504201680672269,0.0369747899159664,0,0,0,0,0,0,0
584,12653,0.0164835164835165,0.0247252747252747,0.0233516483516484,0.00412087912087912,0.00549450549450549,0.00137362637362637,0.00412087912087912,0.00686813186813187,0.0398351648351648,0.00137362637362637,0.032967032967033,0,0.0563186813186813,0.174450549450549,0.00137362637362637,0,0.00137362637362637,0,0.0480769230769231,0,0.0164835164835165,0,0,0.0398351648351648,0,0.00549450549450549,0.00274725274725275,0.138736263736264,0,0.300824175824176,0.0151098901098901,0.00137362637362637,0,0.00274725274725275,0,0,0,0.00137362637362637,0,0,0.00274725274725275,0,0.00274725274725275,0.00549450549450549,0.021978021978022,0,0,0,0,0,0,0
588,12823,0.0148588410104012,0.0401188707280832,0.0237741456166419,0.00148588410104012,0.00148588410104012,0.00297176820208024,0.00445765230312036,0.0163447251114413,0.0341753343239227,0.00891530460624071,0.0297176820208024,0,0.0609212481426449,0.167904903417533,0,0,0.00297176820208024,0,0.0445765230312036,0,0.0193164933135215,0,0,0.0312035661218425,0,0.00891530460624071,0.00594353640416048,0.164933135215453,0.00148588410104012,0.240713224368499,0.025260029717682,0.00445765230312036,0,0.00148588410104012,0,0,0,0.0074294205052006,0,0.00148588410104012,0,0,0.00148588410104012,0.00445765230312036,0.0267459138187221,0,0,0,0,0,0,0
590,12908,0.0291187739463602,0.0360153256704981,0.00459770114942529,0.00996168582375479,0.00383141762452107,0.00229885057471264,0.0053639846743295,0.00689655172413793,0.00766283524904215,0.00842911877394636,0.0459770114942529,0,0.0329501915708812,0.38007662835249,0.00229885057471264,0,0.00153256704980843,0.000766283524904215,0.0459770114942529,0,0.00842911877394636,0,0,0.0145593869731801,0,0.00229885057471264,0.00153256704980843,0.130268199233716,0.000766283524904215,0.164750957854406,0.0229885057471264,0.00153256704980843,0,0,0,0,0,0.00842911877394636,0,0,0.00383141762452107,0,0.000766283524904215,0.00459770114942529,0.010727969348659,0,0,0,0,0.000766283524904215,0,0
596,13163,0.0231023102310231,0.0280528052805281,0.00495049504950495,0.0033003300330033,0.0033003300330033,0.0066006600660066,0.0033003300330033,0.0066006600660066,0.0033003300330033,0.0181518151815182,0.0808580858085809,0,0.033003300330033,0.267326732673267,0,0,0,0,0.066006600660066,0,0.0165016501650165,0,0,0.0264026402640264,0,0.0033003300330033,0,0.193069306930693,0.00165016501650165,0.141914191419142,0.0462046204620462,0.00165016501650165,0,0,0,0,0,0.0066006600660066,0,0.00165016501650165,0.0033003300330033,0,0,0.0066006600660066,0.0033003300330033,0,0,0,0,0,0,0
598,13248,0.0220338983050847,0.0440677966101695,0.0101694915254237,0.00847457627118644,0.00508474576271186,0.00169491525423729,0.00169491525423729,0.00169491525423729,0.00847457627118644,0.0186440677966102,0.0406779661016949,0,0.0372881355932203,0.332203389830508,0.00338983050847458,0,0.00338983050847458,0.00169491525423729,0.0677966101694915,0,0.0203389830508475,0,0,0.00847457627118644,0,0.00169491525423729,0.00338983050847458,0.149152542372881,0.00169491525423729,0.147457627118644,0.0288135593220339,0.00338983050847458,0,0,0,0,0,0.00677966101694915,0.00169491525423729,0,0,0,0,0.00508474576271186,0.00847457627118644,0,0,0,0,0,0.00169491525423729,0.00338983050847458
600,13333,0.0347222222222222,0.0260416666666667,0.0104166666666667,0.0104166666666667,0,0.00173611111111111,0.00173611111111111,0.00694444444444444,0.00520833333333333,0.00520833333333333,0.0347222222222222,0,0.03125,0.378472222222222,0,0,0.00520833333333333,0,0.0590277777777778,0,0.0173611111111111,0,0,0.015625,0,0.00173611111111111,0.00347222222222222,0.159722222222222,0,0.131944444444444,0.0381944444444444,0,0,0,0,0,0,0.00520833333333333,0,0.00173611111111111,0.00520833333333333,0,0,0.00694444444444444,0.00173611111111111,0,0,0,0,0,0,0
602,13418,0.0255102040816327,0.0357142857142857,0.00340136054421769,0.000850340136054422,0.00340136054421769,0.00170068027210884,0.00340136054421769,0.016156462585034,0.000850340136054422,0.00935374149659864,0.0170068027210884,0,0.0246598639455782,0.448979591836735,0.000850340136054422,0.000850340136054422,0.00255102040816327,0.00170068027210884,0.0510204081632653,0,0.00935374149659864,0,0,0.00935374149659864,0,0.00425170068027211,0.00255102040816327,0.124149659863946,0,0.133503401360544,0.0510204081632653,0.00340136054421769,0,0,0,0,0,0.00595238095238095,0,0,0.000850340136054422,0,0.000850340136054422,0.00255102040816327,0.00425170068027211,0,0,0,0,0,0,0
603,13460,0.0335570469798658,0.0251677852348993,0.00167785234899329,0.00335570469798658,0,0,0.00167785234899329,0.0184563758389262,0.00167785234899329,0.011744966442953,0.0402684563758389,0,0.023489932885906,0.390939597315436,0.00335570469798658,0.00167785234899329,0.00671140939597315,0.00167785234899329,0.0436241610738255,0,0.011744966442953,0,0,0.0151006711409396,0,0.00335570469798658,0,0.157718120805369,0,0.149328859060403,0.0268456375838926,0.00503355704697987,0,0,0,0,0,0.00838926174496644,0,0,0.00335570469798658,0,0,0.00671140939597315,0.00335570469798658,0,0,0,0,0,0,0
608,13673,0.0159744408945687,0.0207667731629393,0.00159744408945687,0.00319488817891374,0,0.00159744408945687,0,0.00638977635782748,0,0.0143769968051118,0.0431309904153355,0,0.023961661341853,0.421725239616613,0,0,0.00319488817891374,0.00159744408945687,0.0479233226837061,0,0.0111821086261981,0,0,0.00319488817891374,0.00159744408945687,0.00638977635782748,0.00638977635782748,0.159744408945687,0,0.153354632587859,0.0303514376996805,0.00319488817891374,0.00479233226837061,0.00159744408945687,0.00159744408945687,0,0,0.00159744408945687,0,0.00159744408945687,0,0,0,0.00638977635782748,0.00159744408945687,0,0,0,0,0,0,0
613,13885,0.0305206463195691,0.0430879712746858,0.00359066427289048,0.00718132854578097,0,0,0.00359066427289048,0.00538599640933573,0,0.0305206463195691,0.0610412926391382,0,0.0323159784560144,0.366247755834829,0.00179533213644524,0,0.00718132854578097,0.00359066427289048,0.0341113105924596,0,0.0305206463195691,0,0,0.00538599640933573,0,0.00538599640933573,0.00179533213644524,0.127468581687612,0,0.096947935368043,0.0879712746858169,0,0,0.00359066427289048,0.00179533213644524,0,0,0.00359066427289048,0,0,0,0,0,0.00538599640933573,0,0,0,0,0,0,0,0
618,14098,0.0283553875236295,0.0396975425330813,0.0132325141776938,0,0,0,0.00378071833648393,0.0113421550094518,0,0.0359168241965974,0.160680529300567,0,0.0113421550094518,0.342155009451796,0,0,0.00756143667296786,0,0.0321361058601134,0,0.0132325141776938,0,0,0.00756143667296786,0,0.00378071833648393,0.0113421550094518,0.175803402646503,0,0.0302457466918715,0.0510396975425331,0.0056710775047259,0,0,0,0,0,0,0,0.00378071833648393,0.00189035916824197,0,0,0.00756143667296786,0.00189035916824197,0,0,0,0,0,0,0
623,14310,0.0360824742268041,0.0257731958762887,0.00515463917525773,0.00171821305841924,0,0,0,0.0154639175257732,0.00515463917525773,0.0601374570446735,0.0618556701030928,0,0.0223367697594502,0.343642611683849,0,0,0.00515463917525773,0,0.0463917525773196,0.00171821305841924,0.0206185567010309,0,0,0.00171821305841924,0.00171821305841924,0.0154639175257732,0.0223367697594502,0.106529209621993,0.00171821305841924,0.13745704467354,0.0360824742268041,0.00343642611683849,0,0.00687285223367698,0,0,0,0,0,0,0,0,0,0.0103092783505155,0.00515463917525773,0,0,0,0,0,0,0
628,14522,0.0154142581888247,0.0269749518304432,0.00578034682080925,0.00385356454720617,0,0,0.00385356454720617,0.00578034682080925,0,0.0751445086705202,0.0809248554913295,0,0.0173410404624277,0.433526011560694,0.00192678227360308,0.00192678227360308,0.00578034682080925,0,0.0404624277456647,0,0.00385356454720617,0,0,0.0115606936416185,0,0.0115606936416185,0.0289017341040462,0.13102119460501,0,0.0250481695568401,0.0385356454720617,0.00192678227360308,0,0.00385356454720617,0,0,0,0.00192678227360308,0,0,0,0,0,0.0173410404624277,0.00578034682080925,0,0,0,0,0,0,0
633,14735,0.00317460317460317,0.0158730158730159,0.00317460317460317,0,0,0,0.00952380952380952,0.00317460317460317,0,0.0317460317460317,0.117460317460317,0,0.0158730158730159,0.546031746031746,0.00317460317460317,0,0.0253968253968254,0,0.0317460317460317,0.00317460317460317,0.0126984126984127,0,0,0.0158730158730159,0.00317460317460317,0.00952380952380952,0.00634920634920635,0.0253968253968254,0,0.0634920634920635,0.019047619047619,0.00317460317460317,0,0.00317460317460317,0,0,0,0.00317460317460317,0,0,0.00952380952380952,0,0,0.0158730158730159,0,0,0,0,0,0,0,0
