"sample.depths","sample.ages","Betula","Carya","Amaranthaceae.undiff.","Cupressaceae","Cyperaceae","Fagus","Poaceae.undiff.","Juglans.cinerea","Ostrya.Carpinus","Picea","Quercus","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Ambrosia","Rosaceae.undiff.","Pinus","Plantago","Acer.saccharum","Ilex.Nemopanthus","Fraxinus.nigra","Fraxinus.americana","Salix","Tilia","Populus","Brassicaceae","Abies","Artemisia","Larix","Rumex","Celtis","Zea.mays","Asteraceae.subf..Cichorioideae","Platanus","Thalictrum","Castanea","Juglans.nigra","Humulus","Ericaceae","Sarcobatus.vermiculatus","Corylus","Shepherdia.canadensis","Iva.annua","Caryophyllaceae","Sanguisorba"
100,404,0.150753768844221,0.0251256281407035,0,0.0150753768844221,0,0.050251256281407,0.0050251256281407,0.0050251256281407,0.0351758793969849,0.0050251256281407,0.226130653266332,0.050251256281407,0,0.0452261306532663,0.0050251256281407,0,0,0.266331658291457,0,0.0703517587939698,0,0.0150753768844221,0.0050251256281407,0,0.0050251256281407,0,0,0.0050251256281407,0,0.0100502512562814,0,0,0,0,0.0050251256281407,0,0,0,0,0,0,0,0,0,0,0
110,448,0.154228855721393,0.0199004975124378,0,0.0348258706467662,0.00497512437810945,0.054726368159204,0,0,0.0348258706467662,0.0099502487562189,0.26865671641791,0.0597014925373134,0,0.0248756218905473,0.0199004975124378,0.00497512437810945,0,0.199004975124378,0,0.0348258706467662,0,0.0099502487562189,0.0199004975124378,0,0.0099502487562189,0.0149253731343284,0,0.00497512437810945,0,0.0099502487562189,0,0,0,0,0.00497512437810945,0,0,0,0,0,0,0,0,0,0,0
120,491,0.155,0.005,0,0.06,0.005,0.03,0,0.005,0.035,0,0.255,0.05,0,0.04,0.015,0,0,0.24,0,0.03,0,0.04,0.01,0,0.005,0,0,0.005,0.005,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,535,0.095,0.02,0,0.075,0.01,0.025,0,0,0.01,0.005,0.26,0.09,0,0.015,0.01,0,0,0.26,0,0.02,0,0.03,0.015,0,0.02,0.025,0,0.005,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,578,0.095,0.015,0,0.09,0,0.03,0,0.005,0.075,0.005,0.19,0.09,0,0.035,0.005,0.005,0,0.215,0,0.035,0,0.065,0.01,0,0.005,0.025,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,621,0.185,0.015,0,0.085,0.015,0.03,0,0,0.015,0,0.275,0.065,0,0.03,0,0,0,0.185,0,0.045,0,0,0.01,0,0,0.025,0,0,0.005,0.01,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0
160,665,0.095,0.02,0,0.11,0,0.08,0.005,0.01,0.04,0.005,0.185,0.12,0.005,0.02,0.015,0.005,0,0.17,0,0.055,0,0.015,0.015,0,0.005,0.01,0,0.005,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,708,0.105,0.01,0,0.09,0.005,0.03,0.005,0.005,0.015,0.015,0.19,0.125,0.005,0.055,0.01,0,0,0.215,0,0.03,0,0,0.025,0,0.015,0.015,0,0,0.005,0.02,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0
180,752,0.12,0.04,0,0.03,0,0.065,0.005,0,0.03,0.01,0.25,0.105,0,0.075,0.02,0.005,0,0.155,0,0.02,0,0.025,0,0,0.015,0.005,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,795,0.145,0.025,0,0.045,0,0.1,0,0,0.065,0.015,0.225,0.09,0,0.06,0.005,0.005,0,0.125,0,0.05,0,0,0.005,0,0.03,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,839,0.165,0.02,0,0.075,0,0.07,0,0.02,0.03,0.025,0.18,0.04,0,0.085,0.03,0,0,0.105,0,0.07,0,0.02,0.01,0,0.015,0.015,0,0.005,0.005,0.01,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0
210,896,0.13,0.005,0,0.06,0,0.18,0,0.01,0.035,0.005,0.135,0.115,0.01,0.055,0.025,0,0,0.115,0,0.065,0,0.005,0.02,0,0.005,0.01,0,0.005,0.005,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0
220,973,0.099502487562189,0.0199004975124378,0,0.0298507462686567,0,0.18407960199005,0.00497512437810945,0.00497512437810945,0.0398009950248756,0,0.139303482587065,0.114427860696517,0.00497512437810945,0.0895522388059701,0.0149253731343284,0.0099502487562189,0,0.114427860696517,0,0.0845771144278607,0,0.0149253731343284,0.0099502487562189,0,0.0149253731343284,0,0,0,0,0.00497512437810945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,1051,0.13,0.025,0,0.045,0,0.19,0,0,0.015,0.015,0.15,0.08,0,0.06,0.005,0,0,0.1,0,0.1,0,0.04,0.005,0,0.02,0,0,0.005,0,0.005,0,0,0,0,0.005,0,0.005,0,0,0,0,0,0,0,0,0
240,1128,0.155,0.02,0,0.005,0,0.245,0.005,0.005,0.035,0.005,0.175,0.06,0,0.06,0.01,0.005,0,0.11,0,0.04,0,0.005,0.015,0,0.01,0,0,0.005,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,1205,0.075,0.005,0,0.035,0,0.25,0,0.005,0.03,0.005,0.1,0.05,0,0.115,0.025,0.005,0,0.13,0,0.08,0,0.015,0.02,0,0.03,0,0,0.005,0,0.015,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0
260,1283,0.13,0.01,0,0.08,0,0.23,0,0.005,0.075,0.01,0.115,0.035,0.005,0.05,0.015,0,0,0.09,0,0.08,0,0.015,0.025,0,0.01,0,0,0.005,0,0.005,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0
270,1360,0.1,0.005,0.005,0.055,0,0.22,0.005,0.01,0.045,0,0.135,0.09,0.01,0.065,0.025,0,0,0.105,0,0.075,0,0.01,0.015,0.005,0.01,0,0,0,0,0.005,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0
280,1438,0.12,0.005,0,0.04,0,0.255,0,0,0.035,0.01,0.105,0.055,0,0.06,0.015,0,0,0.145,0,0.075,0,0.025,0.02,0.005,0.015,0,0,0,0.005,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,1515,0.145,0.005,0,0.025,0,0.18,0,0.005,0.03,0,0.155,0.08,0,0.08,0.015,0.005,0,0.125,0,0.055,0,0.025,0.02,0,0.02,0.005,0,0,0.005,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,1569,0.135,0.025,0,0.02,0,0.155,0.005,0,0.025,0.005,0.165,0.095,0,0.06,0.025,0.01,0,0.11,0,0.055,0,0.035,0.045,0,0.015,0,0,0.005,0,0.005,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0
310,1670,0.175,0.005,0,0.105,0.005,0.11,0.005,0,0.03,0.01,0.15,0.05,0.005,0.06,0.02,0.005,0,0.115,0,0.055,0,0.02,0.045,0,0,0.01,0,0,0,0.015,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0
320,1748,0.14,0.04,0,0.045,0,0.2,0,0.005,0.035,0.01,0.155,0.035,0,0.07,0.015,0,0,0.11,0,0.04,0,0.035,0.035,0,0.02,0.005,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,1825,0.145,0.035,0.005,0.065,0.005,0.17,0,0.005,0.04,0.01,0.13,0.075,0,0.06,0.01,0,0,0.085,0,0.065,0,0.025,0.01,0,0.025,0.005,0,0,0,0.02,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0
340,1902,0.185,0.005,0,0.025,0,0.185,0.005,0.025,0.07,0.005,0.105,0.075,0,0.12,0.01,0,0,0.075,0,0.085,0,0.005,0.015,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,1980,0.130653266331658,0.0201005025125628,0,0.0603015075376884,0,0.170854271356784,0.0050251256281407,0.0100502512562814,0.0753768844221105,0.0050251256281407,0.100502512562814,0.0753768844221105,0,0.0753768844221105,0.0251256281407035,0,0,0.0753768844221105,0,0.115577889447236,0,0.0201005025125628,0.0100502512562814,0,0.0150753768844221,0.0050251256281407,0,0,0,0,0,0,0,0,0.0050251256281407,0,0,0,0,0,0,0,0,0,0,0
360,2057,0.14,0.015,0,0.025,0,0.22,0,0.005,0.07,0,0.075,0.04,0,0.09,0,0.005,0,0.12,0,0.105,0,0.02,0.025,0.005,0.03,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,2135,0.110552763819095,0.0050251256281407,0,0.0351758793969849,0.0050251256281407,0.241206030150754,0,0.0201005025125628,0.0452261306532663,0.0150753768844221,0.100502512562814,0.0954773869346734,0,0.0703517587939698,0.0100502512562814,0,0,0.0703517587939698,0,0.0804020100502513,0,0.0251256281407035,0.0351758793969849,0,0.0201005025125628,0,0,0,0,0.0150753768844221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,2212,0.12,0.025,0,0.065,0,0.23,0.005,0.01,0.035,0,0.08,0.1,0,0.075,0.015,0,0,0.07,0,0.065,0,0.04,0.04,0,0.01,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,2290,0.095,0.015,0,0.045,0,0.3,0.005,0.01,0.04,0.01,0.1,0.09,0.005,0.07,0.01,0,0,0.065,0,0.07,0,0.02,0.02,0,0.02,0,0,0,0,0.005,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0
400,2367,0.115,0.015,0,0.115,0.005,0.215,0,0,0.04,0.01,0.105,0.095,0,0.035,0.01,0.005,0,0.065,0,0.075,0,0.04,0.02,0,0.02,0,0,0,0,0.01,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0
410,2445,0.11,0.005,0,0.07,0,0.245,0,0,0.055,0.005,0.06,0.055,0,0.105,0.01,0,0,0.09,0,0.105,0,0.025,0.025,0,0.01,0.005,0,0,0.005,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,2560,0.145,0.015,0,0.06,0,0.215,0,0,0.045,0,0.125,0.065,0,0.05,0.015,0.01,0,0.08,0,0.09,0,0.02,0.04,0,0.01,0,0,0.005,0,0.005,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0
430,2675,0.12,0.01,0,0.005,0,0.23,0,0,0.04,0.005,0.075,0.095,0,0.075,0.015,0,0,0.14,0,0.13,0,0.03,0.01,0,0.015,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,2790,0.1,0.025,0.005,0.015,0,0.23,0,0.005,0.03,0,0.085,0.08,0,0.09,0.01,0.005,0,0.13,0,0.075,0,0.005,0.035,0,0.025,0.005,0,0.005,0,0.035,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0
450,2905,0.115,0.01,0,0.065,0,0.285,0,0,0.035,0.005,0.11,0.04,0,0.05,0.02,0,0,0.095,0,0.08,0,0.02,0.025,0,0.025,0.005,0,0,0.005,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,3020,0.15,0.025,0,0.03,0,0.205,0,0,0.015,0.01,0.075,0.065,0.005,0.09,0.005,0.015,0,0.085,0,0.095,0,0.04,0.025,0,0.04,0,0,0,0.005,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0
470,3135,0.105,0.02,0,0.04,0,0.23,0.005,0,0.025,0.01,0.095,0.05,0,0.085,0.01,0,0,0.115,0,0.095,0,0.035,0.05,0,0.005,0.005,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0
480,3250,0.1,0.01,0,0.04,0.005,0.225,0,0.015,0.025,0.005,0.095,0.065,0,0.055,0.015,0,0,0.145,0,0.105,0,0.04,0.02,0.005,0.015,0,0,0,0,0.01,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0
490,3365,0.12,0.02,0,0.03,0,0.255,0,0.01,0.035,0.005,0.155,0.05,0.005,0.05,0,0,0,0.135,0,0.085,0,0.005,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,3480,0.15,0.015,0,0.015,0,0.185,0,0.005,0.035,0.005,0.12,0.09,0,0.085,0.005,0,0,0.125,0,0.045,0,0.015,0.03,0,0.025,0.01,0,0,0.005,0.02,0,0,0,0,0,0.005,0.01,0,0,0,0,0,0,0,0,0
510,3595,0.144278606965174,0.0149253731343284,0.00497512437810945,0.0895522388059701,0,0.18407960199005,0.00497512437810945,0.0149253731343284,0.0298507462686567,0.0099502487562189,0.0796019900497512,0.0845771144278607,0,0.054726368159204,0,0,0,0.119402985074627,0,0.104477611940299,0,0.00497512437810945,0.0348258706467662,0,0.0149253731343284,0,0,0,0,0.00497512437810945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,3710,0.12,0.005,0,0.05,0.015,0.26,0,0,0.025,0.005,0.13,0.065,0,0.045,0.02,0,0,0.125,0,0.12,0,0.005,0.005,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,3825,0.105,0,0,0.06,0.005,0.235,0,0,0.02,0.015,0.085,0.055,0.005,0.06,0.015,0,0,0.17,0,0.1,0,0.02,0.015,0.005,0.015,0.005,0,0,0.005,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,3940,0.15,0.02,0,0.06,0.005,0.215,0.01,0.01,0.04,0.005,0.095,0.035,0,0.06,0.01,0,0,0.08,0,0.13,0,0.01,0.015,0,0.045,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,4055,0.125,0,0,0.09,0,0.175,0,0.035,0.04,0.01,0.1,0.025,0.005,0.05,0.02,0,0,0.165,0,0.09,0,0.005,0.03,0,0.02,0,0,0,0.005,0.005,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0
560,4170,0.151041666666667,0.015625,0,0,0,0.171875,0,0.00520833333333333,0.03125,0,0.130208333333333,0.0364583333333333,0,0.0833333333333333,0.00520833333333333,0.00520833333333333,0,0.151041666666667,0,0.135416666666667,0.00520833333333333,0.03125,0.0104166666666667,0,0.0208333333333333,0.00520833333333333,0,0,0.00520833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,4285,0.147208121827411,0.0050761421319797,0,0.0050761421319797,0.0050761421319797,0.238578680203046,0,0.0203045685279188,0.0355329949238579,0,0.0710659898477157,0.065989847715736,0,0.0862944162436548,0.0152284263959391,0,0,0.197969543147208,0,0.0609137055837563,0.0050761421319797,0.0152284263959391,0.0101522842639594,0,0.0101522842639594,0,0,0,0,0.0050761421319797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,4400,0.085,0.01,0,0.065,0,0.265,0.005,0.015,0.035,0.005,0.125,0.01,0,0.075,0.01,0,0,0.17,0,0.055,0,0.005,0.015,0,0.03,0.01,0,0,0.005,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,4515,0.085,0.01,0,0.05,0.005,0.17,0,0,0.08,0.005,0.145,0.03,0,0.05,0.01,0.01,0,0.17,0,0.09,0,0.03,0.025,0,0.02,0.01,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0
598,4607,0.130653266331658,0.0100502512562814,0,0.0653266331658292,0,0.160804020100503,0,0.0251256281407035,0.0552763819095477,0,0.110552763819095,0.0251256281407035,0,0.085427135678392,0.0150753768844221,0,0,0.130653266331658,0,0.105527638190955,0,0.0351758793969849,0.0050251256281407,0,0.0201005025125628,0.0100502512562814,0,0,0,0.0050251256281407,0,0,0,0,0.0050251256281407,0,0,0,0,0,0,0,0,0,0,0
610,4745,0.09,0.005,0,0.065,0,0.095,0,0.02,0.05,0.01,0.115,0.005,0.01,0.16,0.015,0.015,0,0.17,0,0.08,0,0.02,0.03,0,0.015,0,0,0.005,0,0.005,0,0,0,0,0.015,0,0,0,0,0.005,0,0,0,0,0,0
620,4860,0.145,0.035,0,0.045,0.005,0.165,0,0.03,0.045,0.005,0.105,0.035,0,0.09,0.005,0,0,0.12,0,0.09,0,0.03,0.015,0,0.03,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,4975,0.145,0.015,0,0.035,0.005,0.15,0,0.05,0.015,0.01,0.12,0.04,0,0.1,0.005,0,0,0.105,0,0.115,0,0.03,0.025,0,0.02,0.01,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,5090,0.14572864321608,0.0100502512562814,0,0.0351758793969849,0.0050251256281407,0.28643216080402,0,0.0150753768844221,0.0452261306532663,0.0050251256281407,0.0804020100502513,0.050251256281407,0,0.0804020100502513,0.0050251256281407,0,0,0.0603015075376884,0,0.085427135678392,0,0.0301507537688442,0.0251256281407035,0,0.0150753768844221,0.0050251256281407,0,0.0050251256281407,0.0050251256281407,0,0,0,0,0,0.0050251256281407,0,0,0,0,0,0,0,0,0,0,0
650,5660,0.0935960591133005,0.0246305418719212,0,0.0246305418719212,0,0.201970443349754,0,0.00985221674876847,0.0344827586206897,0,0.0492610837438424,0.197044334975369,0.00492610837438424,0.0886699507389163,0.00985221674876847,0.00492610837438424,0,0.12807881773399,0,0.083743842364532,0,0,0.00985221674876847,0,0.0295566502463054,0,0,0,0.00492610837438424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,5923,0.115,0.01,0.005,0.02,0,0.18,0.005,0.01,0.045,0.005,0.08,0.225,0,0.065,0,0,0,0.12,0,0.065,0,0.015,0,0,0.025,0,0,0,0.005,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,6186,0.075,0,0,0.125,0,0.135,0.005,0.005,0.035,0,0.085,0.195,0,0.085,0.005,0,0,0.14,0,0.065,0,0.005,0.02,0,0.01,0,0,0,0.005,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0
680,6450,0.08,0.005,0,0.09,0,0.23,0,0,0.035,0,0.08,0.165,0,0.075,0,0,0,0.135,0,0.055,0,0.02,0.005,0.005,0.015,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,6713,0.06,0.01,0,0.07,0.005,0.195,0,0,0.015,0,0.09,0.205,0.005,0.09,0.015,0,0,0.15,0,0.03,0,0.025,0.02,0.005,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0
700,6976,0.02,0.01,0.005,0.035,0,0.185,0.005,0.01,0.04,0,0.035,0.295,0,0.105,0.01,0.005,0,0.145,0,0.05,0,0.015,0.005,0,0.01,0,0,0,0,0.01,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0
710,7240,0.02,0,0,0.02,0,0.205,0,0.005,0.06,0,0.14,0.135,0,0.075,0.005,0,0,0.17,0,0.12,0,0.015,0.005,0,0.01,0,0,0,0,0.005,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0
720,7589,0.035,0.005,0,0,0,0.17,0,0,0.065,0,0.125,0.13,0,0.08,0,0.005,0,0.22,0,0.095,0,0.02,0.005,0,0.03,0,0,0,0.005,0,0,0,0,0,0,0,0,0.005,0,0,0.005,0,0,0,0,0
730,7938,0.045,0.015,0.005,0,0.01,0.045,0.01,0.005,0.05,0,0.105,0.21,0,0.06,0,0,0,0.335,0,0.045,0,0.02,0.01,0,0.015,0.005,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,8287,0.045,0,0.01,0,0,0,0,0,0.1,0.005,0.105,0.045,0,0.1,0.01,0.005,0,0.495,0,0.04,0,0,0,0.005,0.01,0,0,0.005,0.005,0.005,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0
750,8637,0.085,0,0,0.02,0,0.03,0,0,0.07,0,0.205,0.005,0,0.03,0,0,0,0.475,0,0.015,0,0.02,0.015,0,0.005,0.005,0,0.005,0.005,0.005,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0
760,8986,0.085,0,0,0,0.005,0,0.005,0,0.06,0,0.125,0.005,0,0.035,0,0,0,0.6,0,0.045,0,0.015,0.01,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0
770,9335,0.12,0,0,0,0,0,0.005,0,0.07,0.005,0.115,0,0,0.02,0.005,0,0,0.625,0,0.005,0,0.01,0,0,0.005,0.01,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,9684,0.095,0,0,0,0,0.005,0,0,0.04,0,0.225,0.005,0,0.04,0,0,0,0.52,0,0.02,0,0.03,0,0,0,0,0,0.01,0.005,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,10034,0.05,0.005,0,0.005,0,0.005,0.005,0,0.045,0.005,0.06,0.015,0.01,0.04,0,0.005,0,0.705,0,0,0,0.01,0,0,0,0,0,0.015,0.01,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0
800,10383,0.1,0.01,0,0,0,0,0,0,0.01,0.005,0.06,0.01,0,0.025,0,0.005,0,0.745,0,0,0,0.005,0,0,0,0.02,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,10558,0.085,0.005,0.005,0,0.005,0,0.005,0,0.01,0.005,0.085,0.005,0,0.025,0.005,0.005,0,0.71,0,0,0,0.02,0,0.005,0,0.005,0,0.01,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,10732,0.113300492610837,0,0,0.0147783251231527,0.00492610837438424,0,0.00492610837438424,0,0.0147783251231527,0.0147783251231527,0.0985221674876847,0.00492610837438424,0,0.0640394088669951,0,0,0,0.600985221674877,0,0,0,0.0147783251231527,0,0,0.00492610837438424,0.0246305418719212,0,0.0147783251231527,0,0.00492610837438424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,10907,0.13,0,0,0.005,0,0,0.015,0,0.03,0.035,0.1,0.005,0,0.03,0,0.005,0,0.585,0,0.01,0,0,0.015,0,0,0.005,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,11212,0.135,0.005,0,0.01,0.005,0,0.02,0.01,0.055,0.085,0.11,0,0.01,0.02,0.005,0,0,0.315,0,0.005,0,0.005,0,0.005,0,0.145,0,0.015,0.005,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,11518,0.0298507462686567,0.00497512437810945,0,0,0.0348258706467662,0,0.00497512437810945,0.00497512437810945,0.0398009950248756,0.124378109452736,0.104477611940299,0.0099502487562189,0.00497512437810945,0.0497512437810945,0,0,0,0.358208955223881,0,0.0099502487562189,0,0.0199004975124378,0,0,0,0.114427860696517,0,0.0199004975124378,0.0099502487562189,0.0447761194029851,0,0,0,0,0,0,0,0,0,0,0,0,0.00497512437810945,0.00497512437810945,0,0
830,12534,0.055,0,0.005,0.02,0.01,0,0.025,0.015,0.02,0.315,0.07,0,0.005,0.01,0.01,0,0,0.29,0,0,0,0.005,0,0.005,0,0.105,0,0.01,0.015,0.005,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0
