"sample.depths","sample.ages","Acer","Alnus","Betula","Carya","Castanea","Cephalanthus","Cornus","Corylus","Cupressaceae.Taxaceae","Ericaceae","Fagus","Fraxinus","Ilex","Juglans","Liquidambar","Liriodendron","Myrica","Nyssa","Ostrya.Carpinus","Picea","Pinus","Quercus","Salix","Tilia","Tsuga","Ulmus","Vitis","Ambrosia","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Chenopodiaceae.Amaranthaceae","Cyperaceae","Euphorbiaceae","Fabaceae","Lamiaceae","Plantago","Poaceae","Polygonum"
4,-16,0.0075566750629723,0.00503778337531486,0.0377833753148615,0.0277078085642317,0,0,0.00251889168765743,0,0,0,0.0201511335012594,0,0.00251889168765743,0.00503778337531486,0.075566750629723,0.00251889168765743,0.017632241813602,0.0226700251889169,0.0100755667506297,0.00251889168765743,0.390428211586902,0.277078085642317,0,0,0.00251889168765743,0.00503778337531486,0,0.0503778337531486,0,0.0075566750629723,0.0100755667506297,0,0,0,0,0.00251889168765743,0.0151133501259446,0
7,7,0.00291545189504373,0,0.0204081632653061,0.0408163265306122,0,0,0,0,0,0,0.0204081632653061,0,0.00291545189504373,0.00583090379008746,0.0466472303206997,0,0,0.00291545189504373,0,0.0116618075801749,0.483965014577259,0.259475218658892,0,0,0.0087463556851312,0.0087463556851312,0,0.0583090379008746,0,0.00291545189504373,0.0145772594752187,0.00291545189504373,0,0,0,0,0.00583090379008746,0
11,37,0,0,0.0091743119266055,0.036697247706422,0,0,0,0,0,0,0.018348623853211,0,0,0.00305810397553517,0.0336391437308868,0,0,0,0.00305810397553517,0.018348623853211,0.458715596330275,0.318042813455657,0,0,0.00611620795107034,0.0091743119266055,0,0.0458715596330275,0,0.00611620795107034,0.0152905198776758,0.00611620795107034,0,0,0,0,0.0122324159021407,0
15,67,0.006006006006006,0.006006006006006,0.012012012012012,0.027027027027027,0,0,0,0.003003003003003,0,0,0.006006006006006,0,0,0,0.036036036036036,0,0.006006006006006,0,0,0.021021021021021,0.45045045045045,0.312312312312312,0,0,0.006006006006006,0.009009009009009,0,0.057057057057057,0,0.015015015015015,0.006006006006006,0.009009009009009,0,0,0,0,0.012012012012012,0
19,97,0,0.00952380952380952,0.0158730158730159,0.0158730158730159,0,0,0,0,0.00317460317460317,0,0.00317460317460317,0,0,0,0.0317460317460317,0,0.00952380952380952,0,0,0.0158730158730159,0.463492063492064,0.333333333333333,0,0,0.00317460317460317,0.00952380952380952,0,0.0634920634920635,0,0,0.0126984126984127,0,0,0,0,0,0.00952380952380952,0
21,112,0.00267379679144385,0,0.0133689839572193,0.0561497326203209,0,0,0,0,0,0,0.0213903743315508,0,0,0.0053475935828877,0.0347593582887701,0,0.00802139037433155,0.0106951871657754,0.00802139037433155,0.0133689839572193,0.43048128342246,0.25668449197861,0,0.00267379679144385,0.0160427807486631,0.00267379679144385,0,0.053475935828877,0,0.00267379679144385,0.0106951871657754,0.0053475935828877,0,0,0,0,0.0454545454545455,0
23,127,0,0,0.00326797385620915,0.042483660130719,0,0,0,0,0,0,0.00326797385620915,0,0,0.0065359477124183,0.0163398692810458,0,0,0,0,0.0228758169934641,0.65359477124183,0.212418300653595,0,0,0.0130718954248366,0.00326797385620915,0,0.0130718954248366,0,0,0,0,0,0,0,0,0.00980392156862745,0
25,142,0,0,0.0032258064516129,0.0483870967741935,0,0,0,0,0,0,0.00967741935483871,0,0,0.0032258064516129,0.0161290322580645,0,0,0,0,0.0225806451612903,0.687096774193548,0.17741935483871,0,0,0,0,0,0.00967741935483871,0,0,0,0.0064516129032258,0,0,0,0,0.0161290322580645,0
31,187,0,0,0.00301204819277108,0.0572289156626506,0,0,0,0,0.00301204819277108,0,0.0210843373493976,0,0,0.00301204819277108,0.0331325301204819,0,0,0.0120481927710843,0.00301204819277108,0.0120481927710843,0.608433734939759,0.198795180722892,0,0,0.00602409638554217,0.00301204819277108,0,0.00602409638554217,0,0.00301204819277108,0.00903614457831325,0,0,0,0,0,0.0180722891566265,0
35,217,0.00290697674418605,0,0.00290697674418605,0.0523255813953488,0,0,0,0,0,0,0.0145348837209302,0,0.00290697674418605,0,0.0319767441860465,0,0,0,0,0.0174418604651163,0.630813953488372,0.206395348837209,0,0,0,0.00290697674418605,0,0.0174418604651163,0,0.00290697674418605,0.00290697674418605,0,0,0,0,0,0.0116279069767442,0
39,247,0.00285714285714286,0,0.00571428571428571,0.0714285714285714,0,0,0,0,0,0,0.0228571428571429,0,0,0.00571428571428571,0.02,0,0,0.0114285714285714,0,0.02,0.574285714285714,0.225714285714286,0,0,0.00285714285714286,0.00571428571428571,0,0.0142857142857143,0,0.00285714285714286,0.00571428571428571,0,0,0,0,0,0.00857142857142857,0
43,277,0,0,0.0121951219512195,0.040650406504065,0.0040650406504065,0,0,0,0.0040650406504065,0,0.024390243902439,0,0,0,0.0365853658536585,0.0040650406504065,0.032520325203252,0.024390243902439,0.0121951219512195,0.0284552845528455,0.471544715447154,0.186991869918699,0.0040650406504065,0,0.0121951219512195,0,0,0.08130081300813,0,0.0040650406504065,0,0,0,0,0,0.0040650406504065,0.0121951219512195,0
51,337,0.00301204819277108,0.00602409638554217,0.0150602409638554,0.0391566265060241,0,0,0,0,0.00602409638554217,0,0.00301204819277108,0.00301204819277108,0,0.00301204819277108,0.0240963855421687,0,0,0.00903614457831325,0,0.0120481927710843,0.506024096385542,0.268072289156627,0.00301204819277108,0,0.0150602409638554,0.0240963855421687,0,0.0271084337349398,0,0.00602409638554217,0.00903614457831325,0.00602409638554217,0,0,0,0,0.0120481927710843,0
59,398,0.0116618075801749,0,0.00583090379008746,0.0408163265306122,0,0,0,0.00291545189504373,0.00291545189504373,0,0.00583090379008746,0,0,0.0087463556851312,0.0116618075801749,0,0,0.00583090379008746,0,0.0116618075801749,0.612244897959184,0.212827988338192,0,0,0.0116618075801749,0.0116618075801749,0.00291545189504373,0.0145772594752187,0,0,0.0087463556851312,0,0,0,0,0.00291545189504373,0.0145772594752187,0
67,458,0,0,0.00641025641025641,0.0737179487179487,0,0,0,0,0,0,0,0.00320512820512821,0,0.00320512820512821,0.016025641025641,0,0,0.00320512820512821,0,0.00961538461538462,0.647435897435897,0.150641025641026,0,0,0.00320512820512821,0.00641025641025641,0,0.0512820512820513,0,0.00641025641025641,0,0,0,0,0,0,0.0192307692307692,0
