"sample.depths","sample.ages","Acer","Alnus","Betula","Carya","Castanea","Cephalanthus","Cornus","Corylus","Cupressaceae.Taxaceae","Ericaceae","Fagus","Fraxinus","Ilex","Juglans","Liquidambar","Liriodendron","Myrica","Nyssa","Ostrya.Carpinus","Picea","Pinus","Quercus","Salix","Tilia","Tsuga","Ulmus","Vitis","Ambrosia","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Chenopodiaceae.Amaranthaceae","Cyperaceae","Euphorbiaceae","Fabaceae","Lamiaceae","Plantago","Poaceae","Polygonum"
71,488,0.00318471337579618,0.00636942675159236,0.0127388535031847,0.035031847133758,0,0,0,0.00636942675159236,0.00318471337579618,0,0,0.00318471337579618,0,0.00318471337579618,0.0159235668789809,0,0.00636942675159236,0.00636942675159236,0,0.0159235668789809,0.519108280254777,0.226114649681529,0,0,0.00318471337579618,0.00636942675159236,0,0.0828025477707006,0,0.00318471337579618,0.0191082802547771,0,0,0,0,0.0127388535031847,0.00955414012738853,0
77,533,0,0.00744416873449132,0.0148883374689826,0.054590570719603,0,0,0,0,0.0099255583126551,0,0.0099255583126551,0,0,0,0.0198511166253102,0.00248138957816377,0.032258064516129,0.0173697270471464,0.00496277915632754,0.0099255583126551,0.43424317617866,0.181141439205955,0.00248138957816377,0,0,0.00744416873449132,0,0.15136476426799,0,0.00248138957816377,0.00496277915632754,0,0,0.00248138957816377,0,0.0148883374689826,0.0148883374689826,0
83,569,0.00325732899022801,0.0260586319218241,0.00651465798045603,0.0195439739413681,0,0,0,0.00325732899022801,0.00977198697068404,0,0.00325732899022801,0.0130293159609121,0,0,0.00651465798045603,0,0.00325732899022801,0.0130293159609121,0,0.00977198697068404,0.358306188925081,0.355048859934853,0,0,0.00651465798045603,0.00651465798045603,0.00325732899022801,0.0846905537459283,0,0.0195439739413681,0.00977198697068404,0,0,0,0,0.00977198697068404,0.0293159609120521,0
87,581,0,0,0.00282485875706215,0.0593220338983051,0,0,0,0,0,0,0,0,0,0.00847457627118644,0.0169491525423729,0.00282485875706215,0,0.0141242937853107,0,0.00564971751412429,0.635593220338983,0.214689265536723,0,0,0.0141242937853107,0.00282485875706215,0,0.00564971751412429,0,0.00564971751412429,0.00282485875706215,0.00282485875706215,0,0,0,0,0.00564971751412429,0
91,594,0,0.00316455696202532,0.00632911392405063,0.0569620253164557,0,0,0,0,0.00316455696202532,0,0,0,0.00316455696202532,0.00632911392405063,0.0158227848101266,0,0,0.00949367088607595,0.00316455696202532,0.00949367088607595,0.604430379746835,0.212025316455696,0,0.00316455696202532,0.0158227848101266,0,0,0.0316455696202532,0,0.00316455696202532,0.0126582278481013,0,0,0,0,0,0,0
95,606,0.00301204819277108,0.00602409638554217,0.0120481927710843,0.0391566265060241,0,0,0,0,0.00602409638554217,0,0,0.00301204819277108,0.00301204819277108,0.00301204819277108,0.0210843373493976,0,0,0.00903614457831325,0,0.00602409638554217,0.650602409638554,0.171686746987952,0,0,0.00903614457831325,0.00903614457831325,0,0.0180722891566265,0,0.0150602409638554,0.00301204819277108,0,0,0,0,0,0.0120481927710843,0
99,619,0.00571428571428571,0,0.0114285714285714,0.0142857142857143,0,0,0,0.00571428571428571,0.00285714285714286,0.00285714285714286,0,0.00285714285714286,0.00285714285714286,0.00285714285714286,0.0371428571428571,0,0.00285714285714286,0.0171428571428571,0.00285714285714286,0.00571428571428571,0.531428571428571,0.245714285714286,0,0,0.0114285714285714,0.00285714285714286,0,0.0485714285714286,0,0.00285714285714286,0.00571428571428571,0.00571428571428571,0.00285714285714286,0,0,0.0142857142857143,0.0114285714285714,0
103,631,0.00630914826498423,0,0.00315457413249211,0.0725552050473186,0,0,0,0.00946372239747634,0.00315457413249211,0,0,0,0,0.0126182965299685,0.0252365930599369,0,0.00630914826498423,0,0,0.00315457413249211,0.690851735015773,0.113564668769716,0,0,0.0157728706624606,0,0,0.0220820189274448,0,0.00630914826498423,0,0,0,0,0,0,0.00946372239747634,0
107,643,0,0,0.0167785234899329,0.0335570469798658,0,0,0,0,0,0,0.0134228187919463,0,0,0.00335570469798658,0.0268456375838926,0,0.0134228187919463,0.023489932885906,0,0.0167785234899329,0.624161073825503,0.147651006711409,0,0.00335570469798658,0.0134228187919463,0.00335570469798658,0,0.0436241610738255,0,0.00335570469798658,0.00671140939597315,0,0,0,0,0,0.00671140939597315,0
111,656,0,0.00797872340425532,0.00265957446808511,0.050531914893617,0,0,0,0,0.00797872340425532,0,0,0,0.00265957446808511,0.00531914893617021,0.0186170212765957,0,0,0.00797872340425532,0.00265957446808511,0.00797872340425532,0.518617021276596,0.257978723404255,0,0.00265957446808511,0.00797872340425532,0.0132978723404255,0,0.050531914893617,0,0.00265957446808511,0.0106382978723404,0,0,0,0,0.00797872340425532,0.0132978723404255,0
119,681,0,0,0,0.0543130990415335,0,0,0,0,0,0,0,0.00319488817891374,0,0.00319488817891374,0.0191693290734824,0,0,0.012779552715655,0,0.00958466453674121,0.741214057507987,0.118210862619808,0,0,0.0223642172523962,0,0,0.00319488817891374,0,0,0,0.00319488817891374,0,0,0,0.00319488817891374,0.00638977635782748,0
129,712,0.0032258064516129,0.0032258064516129,0.0225806451612903,0.0548387096774194,0,0,0,0,0,0.0032258064516129,0.00967741935483871,0,0,0.0032258064516129,0.0161290322580645,0,0.0032258064516129,0.00967741935483871,0.0064516129032258,0.0129032258064516,0.625806451612903,0.129032258064516,0,0,0.0225806451612903,0.0064516129032258,0,0.032258064516129,0,0.0032258064516129,0.0064516129032258,0,0,0,0,0.0032258064516129,0.0225806451612903,0
151,780,0,0,0.0027027027027027,0.0297297297297297,0,0,0,0,0,0,0.00540540540540541,0,0,0.0027027027027027,0.0162162162162162,0,0,0.0027027027027027,0.0027027027027027,0.0162162162162162,0.621621621621622,0.243243243243243,0,0,0.00540540540540541,0.0135135135135135,0,0.0324324324324324,0,0.0027027027027027,0,0,0,0,0,0,0.0027027027027027,0
155,792,0,0.015015015015015,0.009009009009009,0.06006006006006,0,0,0,0,0.015015015015015,0.003003003003003,0,0.003003003003003,0,0.006006006006006,0.006006006006006,0,0,0.003003003003003,0.003003003003003,0.003003003003003,0.558558558558559,0.237237237237237,0,0,0.009009009009009,0.006006006006006,0,0.033033033033033,0,0.003003003003003,0.009009009009009,0.009009009009009,0,0,0,0,0.009009009009009,0
161,811,0.00259067357512953,0,0.00518134715025907,0.0673575129533679,0,0,0,0.00259067357512953,0,0,0,0.00259067357512953,0,0,0.0207253886010363,0,0.00518134715025907,0.0077720207253886,0,0.00518134715025907,0.430051813471503,0.422279792746114,0,0,0.00518134715025907,0,0,0.00259067357512953,0,0.00259067357512953,0.0103626943005181,0.00259067357512953,0,0,0,0,0.00518134715025907,0
165,830,0,0.00316455696202532,0.0189873417721519,0.0348101265822785,0,0,0,0.00632911392405063,0.0158227848101266,0,0,0,0.00316455696202532,0,0.00949367088607595,0,0,0.00632911392405063,0,0.00632911392405063,0.386075949367089,0.462025316455696,0,0,0.00632911392405063,0.00316455696202532,0,0.00949367088607595,0,0,0.00949367088607595,0.00949367088607595,0,0,0,0,0.00949367088607595,0
167,840,0.00289017341040462,0.00289017341040462,0.00867052023121387,0.0491329479768786,0,0,0,0,0.00289017341040462,0,0,0,0,0.00289017341040462,0.0202312138728324,0,0,0.00578034682080925,0,0.00578034682080925,0.38728323699422,0.473988439306358,0,0,0.0173410404624277,0.00289017341040462,0,0,0,0,0.00289017341040462,0.00578034682080925,0,0,0,0,0.00867052023121387,0
171,859,0.0031055900621118,0,0.0062111801242236,0.0652173913043478,0,0,0,0,0,0,0,0.0031055900621118,0.0031055900621118,0.0031055900621118,0.0217391304347826,0,0,0.0093167701863354,0,0.0062111801242236,0.456521739130435,0.381987577639752,0,0,0.0124223602484472,0.0031055900621118,0,0.0031055900621118,0.0031055900621118,0,0.0031055900621118,0.0031055900621118,0,0,0,0,0.0124223602484472,0
175,878,0,0,0.0087463556851312,0.0349854227405248,0,0,0,0,0.00583090379008746,0,0,0,0,0.00583090379008746,0.0145772594752187,0,0,0.00291545189504373,0,0.00583090379008746,0.387755102040816,0.483965014577259,0,0,0.0116618075801749,0,0,0.00291545189504373,0,0.0087463556851312,0,0.0145772594752187,0,0,0,0,0.0116618075801749,0
181,907,0.0031055900621118,0.0031055900621118,0.0031055900621118,0.0527950310559006,0,0,0,0,0.0031055900621118,0.0062111801242236,0,0.0031055900621118,0,0.0031055900621118,0.0217391304347826,0,0,0.0062111801242236,0,0.0093167701863354,0.490683229813665,0.354037267080745,0,0,0.0093167701863354,0.0031055900621118,0,0.0093167701863354,0,0.0062111801242236,0,0.0062111801242236,0,0,0.0031055900621118,0,0.0031055900621118,0
185,926,0,0.00869565217391304,0.0173913043478261,0.0289855072463768,0.00289855072463768,0,0,0.00289855072463768,0.00869565217391304,0,0,0,0,0,0.00869565217391304,0,0,0.00869565217391304,0,0.00869565217391304,0.411594202898551,0.420289855072464,0,0,0.0115942028985507,0,0.00289855072463768,0.0289855072463768,0.00289855072463768,0.00289855072463768,0.00289855072463768,0.00579710144927536,0,0,0,0,0.0144927536231884,0
191,954,0.0077319587628866,0,0.00515463917525773,0.0489690721649485,0,0,0,0,0.00257731958762887,0,0.00257731958762887,0,0,0.00257731958762887,0.0103092783505155,0,0,0,0,0.0128865979381443,0.512886597938144,0.376288659793814,0,0,0.00515463917525773,0.00257731958762887,0,0.00257731958762887,0,0,0.00257731958762887,0.00515463917525773,0,0,0,0,0,0
195,974,0.00306748466257669,0,0.00306748466257669,0.0766871165644172,0,0,0,0,0,0,0.00920245398773006,0,0,0.00306748466257669,0.00920245398773006,0,0,0.00306748466257669,0,0.0184049079754601,0.53680981595092,0.312883435582822,0,0,0.00306748466257669,0,0,0.00920245398773006,0,0,0.00920245398773006,0.00306748466257669,0,0,0,0,0,0
201,1002,0.00309597523219814,0,0.0123839009287926,0.0464396284829721,0,0,0,0,0.00619195046439629,0.00309597523219814,0.00928792569659443,0,0.00309597523219814,0.00619195046439629,0.00619195046439629,0,0.00309597523219814,0.00309597523219814,0,0.00928792569659443,0.445820433436532,0.38390092879257,0,0.00309597523219814,0.00619195046439629,0,0,0,0,0.00309597523219814,0.00309597523219814,0.0123839009287926,0.00309597523219814,0,0,0,0.0278637770897833,0
205,1022,0,0,0.00297619047619048,0.074404761904762,0,0,0,0,0.00297619047619048,0,0.0208333333333333,0,0,0.00297619047619048,0.0148809523809524,0,0,0,0,0.0119047619047619,0.511904761904762,0.336309523809524,0,0,0.00595238095238095,0,0,0,0,0.00297619047619048,0,0.00595238095238095,0,0,0,0,0.00595238095238095,0
211,1050,0.00307692307692308,0,0.00923076923076923,0.0738461538461539,0,0,0,0,0,0,0.0123076923076923,0,0,0,0.00615384615384615,0,0,0.00923076923076923,0,0.0153846153846154,0.495384615384615,0.356923076923077,0,0,0.00307692307692308,0,0,0.00615384615384615,0,0.00307692307692308,0,0,0,0,0,0,0.00615384615384615,0
215,1077,0.00290697674418605,0,0.00581395348837209,0.0813953488372093,0,0,0,0,0,0,0.00581395348837209,0,0,0,0.00872093023255814,0,0,0,0,0.0145348837209302,0.438953488372093,0.409883720930233,0,0,0.0116279069767442,0.00290697674418605,0,0.00581395348837209,0,0,0.00290697674418605,0,0,0,0,0,0.00872093023255814,0
219,1103,0,0.00302114803625378,0.0151057401812689,0.102719033232628,0.00604229607250755,0,0,0,0.0241691842900302,0,0,0,0,0.00604229607250755,0.00906344410876133,0,0,0.00604229607250755,0,0.00302114803625378,0.38368580060423,0.386706948640483,0,0,0.0120845921450151,0.00302114803625378,0,0.00604229607250755,0,0,0.0120845921450151,0.00604229607250755,0,0,0,0,0.0120845921450151,0.00302114803625378
221,1117,0,0.00306748466257669,0.00613496932515337,0.116564417177914,0,0,0,0,0.00613496932515337,0,0,0.00306748466257669,0,0.00306748466257669,0.00613496932515337,0,0,0.00306748466257669,0.00306748466257669,0.0122699386503067,0.466257668711656,0.322085889570552,0,0,0.0214723926380368,0,0,0.00306748466257669,0,0,0.00306748466257669,0.00613496932515337,0,0,0,0,0.0153374233128834,0
225,1143,0.00306748466257669,0.00613496932515337,0.00920245398773006,0.101226993865031,0,0,0,0.00306748466257669,0.00613496932515337,0.00306748466257669,0,0,0,0.00613496932515337,0.00613496932515337,0,0,0.00920245398773006,0,0.00613496932515337,0.306748466257669,0.496932515337423,0,0,0.0153374233128834,0,0,0,0,0.00306748466257669,0.00306748466257669,0.0122699386503067,0,0,0,0,0.00306748466257669,0
227,1156,0,0.00275482093663912,0.0110192837465565,0.068870523415978,0.00275482093663912,0,0,0,0.0192837465564738,0.00275482093663912,0,0.00275482093663912,0,0.00550964187327824,0.0165289256198347,0,0,0.00550964187327824,0,0.00550964187327824,0.385674931129477,0.410468319559229,0,0,0.0137741046831956,0,0,0.0137741046831956,0,0.00550964187327824,0.00550964187327824,0.0110192837465565,0.00550964187327824,0,0,0,0,0.00550964187327824
229,1170,0.00625,0.009375,0.025,0.0875,0.003125,0,0,0,0.0375,0,0,0.003125,0,0.00625,0,0,0,0.009375,0.009375,0.009375,0.259375,0.490625,0.003125,0,0.009375,0.003125,0,0.00625,0,0,0.00625,0.003125,0.003125,0,0,0,0.009375,0
233,1185,0.003003003003003,0,0.003003003003003,0.102102102102102,0,0,0,0.003003003003003,0.012012012012012,0,0.003003003003003,0,0,0,0.006006006006006,0,0,0,0,0.003003003003003,0.45045045045045,0.351351351351351,0,0,0.024024024024024,0.003003003003003,0,0.003003003003003,0,0.006006006006006,0.003003003003003,0.012012012012012,0.003003003003003,0,0,0,0.009009009009009,0
237,1201,0,0,0.012987012987013,0.0487012987012987,0,0,0,0.0064935064935065,0,0,0.00974025974025974,0,0,0.00324675324675325,0.0194805194805195,0,0.00324675324675325,0,0,0.0064935064935065,0.457792207792208,0.38961038961039,0,0,0.0162337662337662,0,0,0,0,0.00974025974025974,0.0064935064935065,0,0,0,0,0,0.00974025974025974,0
259,1286,0.00613496932515337,0.00613496932515337,0.0214723926380368,0.0613496932515337,0,0,0,0,0.0245398773006135,0,0,0,0,0,0.00306748466257669,0,0,0.00306748466257669,0,0.0184049079754601,0.395705521472393,0.398773006134969,0,0,0.0122699386503067,0,0,0.00613496932515337,0,0.00613496932515337,0.0122699386503067,0,0,0,0,0,0.0245398773006135,0
261,1294,0.00305810397553517,0.0091743119266055,0.0122324159021407,0.055045871559633,0,0,0,0.00305810397553517,0.00305810397553517,0,0.00611620795107034,0,0,0,0.0152905198776758,0,0,0,0,0.0152905198776758,0.507645259938838,0.351681957186544,0,0,0.00305810397553517,0,0,0.00305810397553517,0,0,0.00305810397553517,0,0,0,0,0,0.0091743119266055,0
263,1301,0,0,0,0.0878787878787879,0,0,0,0,0.0121212121212121,0,0.00303030303030303,0.00303030303030303,0,0,0.0181818181818182,0,0,0.00909090909090909,0,0.0121212121212121,0.475757575757576,0.342424242424242,0,0,0.00909090909090909,0,0,0,0,0.00606060606060606,0.00303030303030303,0,0.00909090909090909,0,0,0,0.00909090909090909,0
271,1332,0.00301204819277108,0.00301204819277108,0.0150602409638554,0.0813253012048193,0.00602409638554217,0,0,0.00903614457831325,0.00602409638554217,0,0.00301204819277108,0.00301204819277108,0,0,0.00903614457831325,0,0,0.00903614457831325,0,0.00301204819277108,0.436746987951807,0.38855421686747,0,0,0.00301204819277108,0,0,0.00301204819277108,0,0.00301204819277108,0.00301204819277108,0.00602409638554217,0,0,0,0,0.00602409638554217,0
283,1379,0.00641025641025641,0.00320512820512821,0.00961538461538462,0.0833333333333333,0,0,0,0,0.00641025641025641,0,0,0,0,0.00320512820512821,0.016025641025641,0,0,0,0,0.00641025641025641,0.451923076923077,0.391025641025641,0,0,0.00641025641025641,0,0,0,0,0.00320512820512821,0.00641025641025641,0.00320512820512821,0,0,0,0,0.00320512820512821,0
287,1394,0.00623052959501558,0.00311526479750779,0.0155763239875389,0.0623052959501558,0,0,0,0,0,0,0.00934579439252336,0,0,0,0.00623052959501558,0,0,0,0,0.0124610591900312,0.476635514018692,0.392523364485981,0,0,0,0,0,0,0,0,0.00623052959501558,0,0,0,0,0,0.00934579439252336,0
291,1410,0.00319488817891374,0.00319488817891374,0.0223642172523962,0.0702875399361022,0,0,0,0,0.00319488817891374,0,0,0.00319488817891374,0,0.00638977635782748,0.012779552715655,0,0,0.00638977635782748,0,0.00958466453674121,0.389776357827476,0.412140575079872,0,0,0.012779552715655,0.00319488817891374,0,0.00958466453674121,0,0,0,0.00638977635782748,0,0,0,0,0.0255591054313099,0
295,1425,0,0.00909090909090909,0.0212121212121212,0.0848484848484849,0.00303030303030303,0,0,0,0.0151515151515152,0.00303030303030303,0,0.00606060606060606,0,0,0.00303030303030303,0,0.00303030303030303,0.0151515151515152,0,0,0.351515151515152,0.436363636363636,0,0,0.0121212121212121,0.00606060606060606,0,0.00303030303030303,0,0.00606060606060606,0.00303030303030303,0.00303030303030303,0,0,0,0,0.0151515151515152,0
307,NA,0.0060790273556231,0,0.00911854103343465,0.0486322188449848,0,0,0,0.0060790273556231,0.0121580547112462,0,0.00911854103343465,0,0,0,0.00911854103343465,0,0,0,0.0151975683890578,0.00911854103343465,0.389057750759878,0.443768996960486,0,0,0,0.00303951367781155,0,0.0060790273556231,0,0,0.0060790273556231,0.0060790273556231,0,0,0,0,0.0212765957446809,0
319,NA,0,0,0.00328947368421053,0.111842105263158,0,0,0,0.00328947368421053,0,0,0,0,0,0.00328947368421053,0.00986842105263158,0.00328947368421053,0,0.00986842105263158,0,0.0230263157894737,0.546052631578947,0.240131578947368,0,0,0.0230263157894737,0,0,0.00328947368421053,0,0.00328947368421053,0,0.00657894736842105,0,0,0,0,0.00986842105263158,0
327,NA,0.00303951367781155,0,0.0425531914893617,0.0547112462006079,0.00911854103343465,0,0,0,0,0,0,0,0,0,0.0060790273556231,0,0,0.0212765957446809,0,0.00303951367781155,0.370820668693009,0.458966565349544,0,0,0.0060790273556231,0,0,0.00303951367781155,0,0,0.0060790273556231,0.00911854103343465,0,0,0,0,0.0060790273556231,0
335,NA,0.00598802395209581,0,0.0119760479041916,0.0568862275449102,0,0,0,0,0.0029940119760479,0.00898203592814371,0,0,0.0029940119760479,0,0.0119760479041916,0,0,0.0179640718562874,0,0.00598802395209581,0.37125748502994,0.410179640718563,0,0,0.0179640718562874,0.0029940119760479,0,0.0029940119760479,0,0,0.0119760479041916,0.0329341317365269,0,0,0,0.0029940119760479,0.0209580838323353,0
351,NA,0.00284900284900285,0.00854700854700855,0.0142450142450142,0.0626780626780627,0.0113960113960114,0,0,0.00284900284900285,0.0113960113960114,0,0,0,0,0,0.0113960113960114,0,0,0.00284900284900285,0,0.00854700854700855,0.253561253561254,0.558404558404558,0,0,0,0,0,0.00284900284900285,0.00284900284900285,0.00284900284900285,0.0113960113960114,0.00284900284900285,0,0,0,0,0.0284900284900285,0
353,NA,0.00275482093663912,0.00826446280991736,0,0.0578512396694215,0,0.00275482093663912,0,0,0.00826446280991736,0.00275482093663912,0,0,0,0,0.0110192837465565,0,0,0.00550964187327824,0,0.00826446280991736,0.380165289256198,0.473829201101928,0,0,0.0110192837465565,0,0,0.00826446280991736,0,0.00275482093663912,0.00550964187327824,0.00826446280991736,0,0,0,0,0.00275482093663912,0
355,NA,0,0.0117647058823529,0.00588235294117647,0.0823529411764706,0.00588235294117647,0,0,0.00294117647058824,0.0147058823529412,0.00294117647058824,0,0,0.00294117647058824,0,0.0205882352941176,0,0,0.00588235294117647,0,0,0.308823529411765,0.473529411764706,0.00294117647058824,0,0.0147058823529412,0.00294117647058824,0,0.0088235294117647,0,0,0.0088235294117647,0.0147058823529412,0,0,0,0,0.0088235294117647,0
357,NA,0,0,0.0197530864197531,0.0765432098765432,0,0,0,0,0.00246913580246914,0.00246913580246914,0,0,0,0,0.0172839506172839,0,0.00246913580246914,0.0148148148148148,0,0.00740740740740741,0.466666666666667,0.335802469135802,0,0,0.0148148148148148,0.00493827160493827,0,0,0,0.00987654320987654,0.00493827160493827,0.00246913580246914,0.00246913580246914,0.00493827160493827,0,0,0.00987654320987654,0
365,NA,0,0.0159151193633952,0.00795755968169761,0.0583554376657825,0.00795755968169761,0,0,0.00530503978779841,0.0185676392572944,0,0,0,0,0,0.00795755968169761,0,0,0.0026525198938992,0,0.0106100795755968,0.355437665782493,0.464190981432361,0,0,0.0106100795755968,0,0,0.00795755968169761,0.0026525198938992,0,0.00530503978779841,0.00795755968169761,0,0,0,0,0.00795755968169761,0.0026525198938992
369,NA,0,0.0029940119760479,0.0239520958083832,0.062874251497006,0.00898203592814371,0,0,0.00898203592814371,0.0029940119760479,0,0,0,0,0,0.00898203592814371,0,0,0,0.0029940119760479,0.0029940119760479,0.320359281437126,0.505988023952096,0,0,0.00598802395209581,0,0,0.00898203592814371,0,0,0.00898203592814371,0.00598802395209581,0,0,0,0,0.0179640718562874,0
377,NA,0.00609756097560976,0.00304878048780488,0.00609756097560976,0.0274390243902439,0.0121951219512195,0,0,0.00609756097560976,0.0213414634146341,0,0,0,0,0.00304878048780488,0.0213414634146341,0,0,0.00304878048780488,0,0.00304878048780488,0.341463414634146,0.469512195121951,0,0,0.00609756097560976,0.00609756097560976,0,0.00914634146341463,0,0,0.0182926829268293,0.00609756097560976,0,0,0,0,0.0304878048780488,0
