"sample.depths","sample.ages","Acer","Alnus","Anacardiaceae","Betula","Carya","Celtis","Cephalanthus","Cornus","Corylus","Ericaceae","Fagus","Fraxinus","Ilex","Itea","Juglans","Liquidambar","Morus","Myrica","Nyssa","Ostrya.Carpinus","Parthenocissus","Pinus..whole.grains.","Pinus..1.2.grains.","Planera.aquatica","Platanus","Quercus","Rubus","Salix","Sambucus","Taxodium","Tilia","Ulmus","Vitis","Zanthoxylum","Alternanthera","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Chenopodiaceae.Amaranthaceae.undiff.","Cyperaceae","Galium","Iva","Lythrum","Plantago","Poaceae","Polygonum","Vigna"
100,974,0,0.010989010989011,0,0,0.021978021978022,0,0,0,0,0,0,0.0293040293040293,0,0,0,0.0476190476190476,0,0.0183150183150183,0.010989010989011,0.00732600732600733,0,0.139194139194139,0.043956043956044,0,0,0.223443223443223,0,0.021978021978022,0,0.0952380952380952,0,0.010989010989011,0.00732600732600733,0,0,0.00366300366300366,0.00366300366300366,0,0.0512820512820513,0,0.0146520146520147,0.0879120879120879,0,0.0366300366300366,0.00366300366300366,0,0.10989010989011,0,0
110,1076,0.016260162601626,0.0040650406504065,0,0.008130081300813,0.0121951219512195,0.008130081300813,0,0,0,0,0.0040650406504065,0.032520325203252,0.0040650406504065,0,0,0.016260162601626,0,0.0121951219512195,0.0203252032520325,0.008130081300813,0,0.105691056910569,0.073170731707317,0,0,0.186991869918699,0,0.008130081300813,0,0.113821138211382,0,0.008130081300813,0.008130081300813,0,0,0.048780487804878,0.008130081300813,0,0.0609756097560976,0,0.0203252032520325,0.08130081300813,0.0040650406504065,0,0,0,0.126016260162602,0,0
120,1177,0,0.00754716981132075,0,0.00377358490566038,0.00754716981132075,0.0113207547169811,0,0,0,0,0.00377358490566038,0.0490566037735849,0.00377358490566038,0,0,0.00754716981132075,0,0.0452830188679245,0.0264150943396226,0.0150943396226415,0,0.241509433962264,0.0528301886792453,0,0.00377358490566038,0.188679245283019,0,0.00377358490566038,0,0.0981132075471698,0,0,0.00377358490566038,0,0,0,0.0150943396226415,0,0.0528301886792453,0,0.00754716981132075,0.0226415094339623,0,0.0226415094339623,0,0,0.10188679245283,0.00377358490566038,0
130,1279,0.00381679389312977,0,0,0.00381679389312977,0.00763358778625954,0.0152671755725191,0,0,0,0,0,0.0267175572519084,0.00381679389312977,0,0,0.0152671755725191,0.00381679389312977,0.0229007633587786,0.0114503816793893,0.0190839694656489,0,0.16030534351145,0.0458015267175573,0,0.00381679389312977,0.194656488549618,0,0.0190839694656489,0,0.0916030534351145,0,0.00763358778625954,0.00763358778625954,0,0,0,0.00381679389312977,0,0.0572519083969466,0,0.0114503816793893,0.083969465648855,0,0.0305343511450382,0,0.00763358778625954,0.137404580152672,0.00381679389312977,0
140,1380,0,0,0,0,0.0229885057471264,0.00383141762452107,0,0,0,0,0,0.0153256704980843,0.00383141762452107,0.00766283524904215,0,0.0306513409961686,0,0.0229885057471264,0.0421455938697318,0.0229885057471264,0,0.172413793103448,0.053639846743295,0,0.00383141762452107,0.126436781609195,0.00383141762452107,0.00766283524904215,0,0.118773946360153,0,0.00766283524904215,0.0191570881226054,0,0,0.00383141762452107,0.0153256704980843,0,0.0651340996168582,0,0.0114942528735632,0.0498084291187739,0,0.0229885057471264,0,0,0.14176245210728,0,0.00383141762452107
150,1482,0,0.00343642611683849,0,0.00343642611683849,0.013745704467354,0,0,0,0,0,0,0.013745704467354,0.00687285223367698,0.00687285223367698,0,0.0103092783505155,0,0.0171821305841924,0.013745704467354,0,0.00687285223367698,0.213058419243986,0.0618556701030928,0,0,0.347079037800687,0,0.0309278350515464,0,0.0378006872852234,0,0.00343642611683849,0.00343642611683849,0,0,0.0103092783505155,0.0103092783505155,0,0.0274914089347079,0,0.00343642611683849,0.0412371134020619,0,0,0,0,0.11340206185567,0,0
160,1583,0,0.00335570469798658,0,0.00671140939597315,0.0201342281879195,0,0.00335570469798658,0,0,0,0,0.0436241610738255,0.0134228187919463,0,0,0.0100671140939597,0,0.0335570469798658,0.023489932885906,0.00335570469798658,0,0.248322147651007,0.0738255033557047,0.00671140939597315,0,0.204697986577181,0,0,0,0.0838926174496644,0,0.0100671140939597,0,0,0,0.00335570469798658,0.00671140939597315,0,0.0536912751677852,0,0.0167785234899329,0.0268456375838926,0.00335570469798658,0.0201342281879195,0,0,0.0805369127516778,0,0
170,1685,0.00387596899224806,0,0,0.00387596899224806,0.0155038759689922,0,0,0,0,0,0,0.0426356589147287,0.00387596899224806,0,0,0,0,0.0348837209302326,0.0271317829457364,0.0116279069767442,0.00387596899224806,0.108527131782946,0.0697674418604651,0,0,0.127906976744186,0,0.0193798449612403,0,0.0852713178294574,0,0.00775193798449612,0.0116279069767442,0.00387596899224806,0.00387596899224806,0.00775193798449612,0.0155038759689922,0,0.0736434108527132,0,0.00775193798449612,0.0775193798449612,0,0.0426356589147287,0,0,0.189922480620155,0,0
185,1837,0,0,0,0.0118577075098814,0.0197628458498024,0,0,0,0,0,0.00395256916996047,0.0197628458498024,0,0.00395256916996047,0,0.0118577075098814,0,0.0355731225296443,0.0434782608695652,0.0158102766798419,0,0.134387351778656,0.0632411067193676,0,0,0.138339920948617,0,0,0,0.114624505928854,0,0.00395256916996047,0.00790513833992095,0,0.00790513833992095,0.0316205533596838,0.00790513833992095,0.00395256916996047,0.075098814229249,0,0.0197628458498024,0.067193675889328,0,0,0,0,0.154150197628458,0,0.00395256916996047
195,1938,0,0,0,0.0139372822299652,0.00348432055749129,0.0139372822299652,0,0,0.00696864111498258,0,0.00348432055749129,0.024390243902439,0,0,0,0.0418118466898955,0.00348432055749129,0.0174216027874564,0.0313588850174216,0.0209059233449477,0,0.209059233449477,0.0452961672473868,0,0.00696864111498258,0.261324041811847,0,0.0104529616724739,0,0.0452961672473868,0,0.0139372822299652,0.00696864111498258,0,0,0,0,0,0.0418118466898955,0,0.00696864111498258,0.0557491289198606,0,0.0104529616724739,0,0.00348432055749129,0.101045296167247,0,0
205,2040,0.00393700787401575,0,0.0118110236220472,0.0078740157480315,0.0118110236220472,0,0,0,0,0,0.00393700787401575,0.0196850393700787,0.00393700787401575,0.0078740157480315,0,0.0078740157480315,0,0.0196850393700787,0.0393700787401575,0.0078740157480315,0,0.137795275590551,0.0551181102362205,0,0,0.169291338582677,0,0.0118110236220472,0.0078740157480315,0.0984251968503937,0,0.0118110236220472,0.015748031496063,0,0,0.00393700787401575,0.00393700787401575,0.00393700787401575,0.0433070866141732,0,0.015748031496063,0.078740157480315,0,0.0275590551181102,0,0,0.169291338582677,0,0
215,2141,0,0.00403225806451613,0,0.00403225806451613,0.0282258064516129,0,0,0,0,0,0.00403225806451613,0.0241935483870968,0.00806451612903226,0,0,0.0161290322580645,0,0.0120967741935484,0.0362903225806452,0.0201612903225806,0,0.145161290322581,0.0725806451612903,0,0.00403225806451613,0.120967741935484,0,0,0,0.125,0,0.0161290322580645,0.00403225806451613,0,0,0,0.00806451612903226,0,0.064516129032258,0,0.00806451612903226,0.0685483870967742,0,0.060483870967742,0,0,0.141129032258065,0.00403225806451613,0
225,2243,0,0.00363636363636364,0.00363636363636364,0.0145454545454545,0.0109090909090909,0,0.00363636363636364,0,0,0,0.00363636363636364,0.0472727272727273,0.0109090909090909,0,0,0.0109090909090909,0,0.0218181818181818,0.0436363636363636,0.00363636363636364,0,0.167272727272727,0.0363636363636364,0.00363636363636364,0,0.167272727272727,0,0.00363636363636364,0,0.16,0,0.00727272727272727,0.00727272727272727,0,0,0.04,0.00363636363636364,0,0.0436363636363636,0,0.00727272727272727,0.0290909090909091,0,0,0,0,0.145454545454545,0,0
235,2344,0,0,0,0.00778210116731518,0.0233463035019455,0,0,0,0.00389105058365759,0,0.00389105058365759,0.0194552529182879,0,0,0,0.0155642023346304,0.00389105058365759,0.0116731517509728,0.0350194552529183,0.0116731517509728,0,0.108949416342412,0.0622568093385214,0.00389105058365759,0,0.11284046692607,0,0.00389105058365759,0,0.0622568093385214,0,0,0,0,0,0.00389105058365759,0.0194552529182879,0,0.0544747081712062,0,0.0116731517509728,0.229571984435798,0,0.0311284046692607,0,0,0.159533073929961,0,0
245,2446,0,0,0,0.00416666666666667,0.0125,0,0.00416666666666667,0,0,0,0,0.0166666666666667,0,0,0,0.00833333333333333,0,0.00833333333333333,0.025,0.00416666666666667,0,0.125,0.0958333333333333,0,0,0.116666666666667,0,0.0166666666666667,0,0.108333333333333,0,0.00416666666666667,0.00416666666666667,0,0,0,0.0416666666666667,0,0.0458333333333333,0,0.00833333333333333,0.116666666666667,0,0.0416666666666667,0,0,0.191666666666667,0,0
255,2547,0,0,0,0.0078740157480315,0.0078740157480315,0,0.00393700787401575,0.00393700787401575,0,0,0,0.047244094488189,0.00393700787401575,0,0,0.0078740157480315,0,0.0118110236220472,0.0393700787401575,0,0,0.094488188976378,0.062992125984252,0,0,0.106299212598425,0,0.015748031496063,0,0.145669291338583,0,0,0.0078740157480315,0,0,0,0.00393700787401575,0,0.0669291338582677,0,0.031496062992126,0.125984251968504,0,0.015748031496063,0,0,0.188976377952756,0,0
270,2700,0.004,0,0,0.016,0.004,0,0,0,0,0,0,0.032,0,0,0,0.008,0,0.02,0.024,0.016,0,0.092,0.048,0.008,0,0.16,0,0.004,0,0.14,0,0.016,0.008,0,0,0.016,0.008,0.004,0.044,0,0.028,0.08,0,0.056,0,0,0.164,0,0
280,2801,0,0,0,0.00384615384615385,0.0153846153846154,0,0,0,0,0,0.00769230769230769,0.0269230769230769,0,0,0,0.00769230769230769,0,0.0153846153846154,0.0153846153846154,0.00384615384615385,0,0.0884615384615385,0.0461538461538462,0,0,0.0769230769230769,0,0,0,0.138461538461538,0,0.0115384615384615,0.00769230769230769,0,0,0,0.00384615384615385,0,0.0576923076923077,0,0.0192307692307692,0.219230769230769,0,0.0153846153846154,0.00384615384615385,0,0.211538461538462,0,0.00384615384615385
290,2903,0.00323624595469256,0.00323624595469256,0,0.0129449838187702,0.0258899676375405,0,0,0.00323624595469256,0,0,0.00647249190938511,0.029126213592233,0.00647249190938511,0,0,0.0226537216828479,0.00323624595469256,0.0129449838187702,0.029126213592233,0.00647249190938511,0.00323624595469256,0.0679611650485437,0.0647249190938511,0.00323624595469256,0,0.113268608414239,0,0.00323624595469256,0.00323624595469256,0.132686084142395,0,0.00323624595469256,0.00970873786407767,0,0,0.00970873786407767,0.0226537216828479,0,0.0485436893203883,0,0.00970873786407767,0.129449838187702,0,0.0194174757281553,0.00323624595469256,0,0.184466019417476,0,0.00323624595469256
301,3049,0,0,0,0.00352112676056338,0.00704225352112676,0,0,0,0,0,0,0.0316901408450704,0,0,0,0.0211267605633803,0,0.0105633802816901,0.0105633802816901,0.00352112676056338,0,0.0598591549295775,0.0528169014084507,0.00352112676056338,0.00352112676056338,0.0528169014084507,0,0.00704225352112676,0,0.0774647887323944,0,0,0.0105633802816901,0,0,0,0.0105633802816901,0,0.0633802816901408,0,0.0140845070422535,0.26056338028169,0,0.028169014084507,0,0,0.267605633802817,0,0
311,3257,0,0,0,0,0,0,0,0,0.00395256916996047,0,0,0.0276679841897233,0,0,0,0.0118577075098814,0,0.0118577075098814,0.0355731225296443,0.0118577075098814,0,0.142292490118577,0.154150197628458,0.00395256916996047,0,0.102766798418972,0,0.00395256916996047,0,0.067193675889328,0,0.00790513833992095,0.00395256916996047,0,0.00395256916996047,0.0592885375494071,0.00395256916996047,0,0.0553359683794466,0,0.0158102766798419,0.130434782608696,0.00395256916996047,0,0,0,0.138339920948617,0,0
320,3417,0.00408163265306122,0.00408163265306122,0,0.00408163265306122,0.00816326530612245,0,0,0,0,0,0,0.0489795918367347,0.0122448979591837,0,0,0.00408163265306122,0,0.00408163265306122,0.0204081632653061,0.0122448979591837,0,0.0653061224489796,0.106122448979592,0,0.00408163265306122,0.0775510204081633,0,0.00408163265306122,0,0.0775510204081633,0,0,0,0,0,0.00408163265306122,0.00408163265306122,0,0.0938775510204082,0,0.0204081632653061,0.179591836734694,0,0.0285714285714286,0,0,0.212244897959184,0,0
330,3594,0,0,0,0,0.0119047619047619,0,0,0,0,0,0,0.0317460317460317,0.0119047619047619,0,0,0.00396825396825397,0,0.0158730158730159,0.0198412698412698,0,0,0.115079365079365,0.119047619047619,0,0,0.0952380952380952,0,0.00396825396825397,0,0.130952380952381,0,0,0,0,0,0.0198412698412698,0.0158730158730159,0.00396825396825397,0.0317460317460317,0,0.00396825396825397,0.170634920634921,0,0.0198412698412698,0,0,0.174603174603175,0,0
338,3736,0,0,0,0,0.0115830115830116,0.00772200772200772,0,0,0,0,0,0.0154440154440154,0,0,0,0.00386100386100386,0,0,0.0193050193050193,0.00772200772200772,0,0.084942084942085,0.0656370656370656,0,0,0.0772200772200772,0,0.00772200772200772,0,0.115830115830116,0,0,0.00772200772200772,0,0,0.00386100386100386,0.00772200772200772,0,0.0579150579150579,0,0.00386100386100386,0.281853281853282,0,0.0193050193050193,0.00386100386100386,0,0.196911196911197,0,0
350,3950,0,0,0,0.0140845070422535,0.00704225352112676,0,0,0,0,0,0,0.0387323943661972,0,0,0,0,0,0.0211267605633803,0.0140845070422535,0.0140845070422535,0,0.0633802816901408,0.0492957746478873,0,0,0.102112676056338,0,0.0140845070422535,0,0.190140845070423,0,0,0.0105633802816901,0,0,0.0211267605633803,0.0140845070422535,0,0.0528169014084507,0,0.0316901408450704,0.119718309859155,0,0.0598591549295775,0,0,0.158450704225352,0.00352112676056338,0
360,4127,0,0.00401606425702811,0,0.00803212851405622,0.00401606425702811,0,0,0,0,0,0,0.00401606425702811,0,0,0,0,0,0.0120481927710843,0.0120481927710843,0.00803212851405622,0,0.0803212851405622,0.072289156626506,0,0,0.0321285140562249,0,0.0120481927710843,0.00401606425702811,0.104417670682731,0,0,0,0,0,0.0120481927710843,0.00803212851405622,0,0.0803212851405622,0,0.0200803212851406,0.253012048192771,0,0.036144578313253,0.00401606425702811,0,0.228915662650602,0,0
370,4305,0,0,0,0.0100334448160535,0.0133779264214047,0,0,0,0,0,0,0.0133779264214047,0,0,0,0.0100334448160535,0,0.0100334448160535,0.0434782608695652,0.00668896321070234,0,0.0903010033444816,0.080267558528428,0,0,0.110367892976589,0,0.00334448160535117,0,0.103678929765886,0,0,0.00668896321070234,0,0,0.00334448160535117,0.00334448160535117,0,0.0367892976588629,0,0.0167224080267559,0.204013377926421,0,0.0334448160535117,0,0,0.197324414715719,0,0.00334448160535117
380,4483,0.00432900432900433,0,0,0.00865800865800866,0.012987012987013,0,0,0,0,0,0,0,0,0,0,0.012987012987013,0,0.00432900432900433,0.012987012987013,0,0,0.16017316017316,0.151515151515152,0.00432900432900433,0,0.0822510822510823,0,0.012987012987013,0,0.138528138528139,0,0.00432900432900433,0.00432900432900433,0,0,0.00432900432900433,0.00432900432900433,0,0.0303030303030303,0,0.00865800865800866,0.138528138528139,0,0.0173160173160173,0,0,0.181818181818182,0,0
390,4660,0,0,0,0,0.00816326530612245,0,0,0,0,0,0.00816326530612245,0.0244897959183673,0.00816326530612245,0.00408163265306122,0,0.0163265306122449,0,0,0.036734693877551,0,0,0.118367346938776,0.130612244897959,0.00408163265306122,0,0.146938775510204,0,0.00408163265306122,0,0.0816326530612245,0.00408163265306122,0.00408163265306122,0.00408163265306122,0,0.00408163265306122,0.0285714285714286,0.00408163265306122,0,0.0489795918367347,0,0.00408163265306122,0.142857142857143,0,0,0,0,0.159183673469388,0.00408163265306122,0
400,4838,0,0,0,0.00615384615384615,0.0123076923076923,0,0,0,0,0,0,0.0184615384615385,0.00307692307692308,0,0,0.00923076923076923,0,0.00615384615384615,0.0215384615384615,0.0123076923076923,0,0.116923076923077,0.123076923076923,0,0,0.0861538461538462,0,0.00615384615384615,0.00307692307692308,0.0676923076923077,0,0.00307692307692308,0.00615384615384615,0,0,0.00615384615384615,0.0184615384615385,0.00307692307692308,0.113846153846154,0,0,0.123076923076923,0,0.0215384615384615,0,0,0.212307692307692,0,0
407,4962,0,0,0,0.00668896321070234,0.0100334448160535,0,0,0,0,0,0,0.040133779264214,0,0.00334448160535117,0,0.0133779264214047,0,0.0100334448160535,0.0234113712374582,0.00334448160535117,0.00334448160535117,0.130434782608696,0.147157190635452,0,0,0.110367892976589,0,0,0,0.103678929765886,0,0,0.0100334448160535,0,0,0.0133779264214047,0,0,0.0434782608695652,0,0.0100334448160535,0.137123745819398,0,0.0234113712374582,0,0,0.153846153846154,0.00334448160535117,0
413,5069,0,0.00836820083682008,0.00418410041841004,0.00418410041841004,0.00418410041841004,0,0,0,0,0,0,0.0167364016736402,0,0,0,0.00836820083682008,0,0.0125523012552301,0.0251046025104603,0.0167364016736402,0,0.225941422594142,0.0585774058577406,0.00418410041841004,0,0.092050209205021,0,0.00418410041841004,0,0.0460251046025105,0,0,0,0,0,0.00418410041841004,0.0125523012552301,0,0.0753138075313808,0.00418410041841004,0.0167364016736402,0.146443514644351,0.00418410041841004,0.0418410041841004,0,0,0.163179916317992,0,0
415,5104,0.0037037037037037,0.0037037037037037,0,0,0.00740740740740741,0,0,0,0,0,0,0,0,0,0,0,0,0.0111111111111111,0,0.0037037037037037,0,0.0444444444444444,0.037037037037037,0,0,0.0333333333333333,0,0.00740740740740741,0,0.0703703703703704,0,0.0111111111111111,0,0,0,0.0037037037037037,0.0296296296296296,0,0.0518518518518519,0,0.0185185185185185,0.411111111111111,0,0.0111111111111111,0,0,0.240740740740741,0,0
418,5158,0,0.003584229390681,0,0.003584229390681,0.010752688172043,0,0,0,0,0,0,0.010752688172043,0.003584229390681,0,0,0.003584229390681,0,0,0.021505376344086,0.003584229390681,0,0.060931899641577,0.050179211469534,0,0,0.057347670250896,0,0,0,0.032258064516129,0,0.003584229390681,0,0,0,0,0.010752688172043,0,0.100358422939068,0.003584229390681,0.028673835125448,0.293906810035842,0,0.043010752688172,0,0,0.25089605734767,0.003584229390681,0
422,5229,0,0.0120481927710843,0,0.00803212851405622,0,0,0,0,0,0,0,0.0160642570281124,0,0.00401606425702811,0,0.00401606425702811,0,0.0160642570281124,0.00803212851405622,0.00401606425702811,0,0.036144578313253,0.0321285140562249,0,0.00401606425702811,0.0763052208835341,0,0.00803212851405622,0,0.100401606425703,0,0,0,0,0,0.00803212851405622,0.0441767068273092,0,0.0682730923694779,0,0.0200803212851406,0.301204819277108,0,0.0602409638554217,0,0,0.168674698795181,0,0
437,NA,0,0,0,0,0.00769230769230769,0.00384615384615385,0,0,0,0,0,0.0269230769230769,0,0,0,0.00384615384615385,0.00384615384615385,0.00384615384615385,0.0346153846153846,0.00769230769230769,0,0.05,0.0769230769230769,0.00384615384615385,0,0.0615384615384615,0,0.0115384615384615,0,0.0692307692307692,0,0.00384615384615385,0.00384615384615385,0,0,0.00769230769230769,0.0423076923076923,0,0.123076923076923,0,0.00384615384615385,0.215384615384615,0,0.0461538461538462,0,0,0.188461538461538,0,0
