"sample.depths","sample.ages","Abies","Betula","Corylus","Cupressaceae","Cyperaceae","Ericaceae","Fagus","Larix","Ostrya.Carpinus","Pinus.undiff.","Quercus","Salix","Thalictrum","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus.incana","Ambrosia","Fabaceae","Alnus.viridis","Myrica","Amaranthaceae","Poaceae","Rumex.Oxyria.digyna","Acer.saccharum","Cornus.sericea","Pinus.banksiana.type","Pinus.strobus","Spiraea","Tsuga.canadensis","Picea.undiff.","Fraxinus.nigra","Fraxinus.americana","Populus.balsamifera","Picea.glauca","Picea.mariana","Acer.undiff.","Artemisia","Potentilla","Alnus.undiff.","Carya","Acer.rubrum","Castanea","Caryophyllaceae","Acer.spicatum","Juglans.cinerea","Shepherdia.canadensis","Linnaea.borealis","Ranunculaceae.undiff.","Nyssa","Tilia","Ilex","Apiaceae"
499,12481,0.00336700336700337,0.138047138047138,0,0.00336700336700337,0.35016835016835,0,0,0,0.037037037037037,0.0976430976430976,0.00336700336700337,0.037037037037037,0,0.0168350168350168,0.0168350168350168,0.0336700336700337,0,0,0.117845117845118,0,0.00336700336700337,0.0101010101010101,0,0,0,0.00336700336700337,0.00336700336700337,0,0.00336700336700337,0.0404040404040404,0,0,0,0.0134680134680135,0.0336700336700337,0,0.0101010101010101,0.00336700336700337,0.0101010101010101,0.00336700336700337,0,0,0.00336700336700337,0,0,0.00336700336700337,0,0,0,0,0,0
505,12654,0,0.131672597864769,0,0.00711743772241993,0.241992882562278,0,0,0,0.00355871886120996,0.202846975088968,0.00711743772241993,0.0569395017793594,0,0.0177935943060498,0.00711743772241993,0.00711743772241993,0,0,0.0569395017793594,0.00355871886120996,0,0.0142348754448399,0,0,0,0.0213523131672598,0.00711743772241993,0,0.00355871886120996,0.142348754448399,0.00355871886120996,0,0,0.0177935943060498,0.0320284697508897,0,0.0106761565836299,0,0,0.00355871886120996,0,0,0,0,0,0,0,0,0,0,0,0
511,12828,0,0.115702479338843,0,0.00826446280991736,0.214876033057851,0,0,0,0,0.15702479338843,0.00413223140495868,0.0247933884297521,0,0.0330578512396694,0,0.00826446280991736,0.00413223140495868,0,0.0619834710743802,0,0,0.0330578512396694,0.00413223140495868,0,0,0.0454545454545455,0.012396694214876,0,0,0.132231404958678,0,0,0.00826446280991736,0.00826446280991736,0.0702479338842975,0,0.0289256198347107,0,0.00413223140495868,0,0,0,0.00826446280991736,0,0,0.012396694214876,0,0,0,0,0,0
517,12937,0,0.164516129032258,0,0.0193548387096774,0.245161290322581,0.0032258064516129,0,0,0.00967741935483871,0.1,0.0129032258064516,0.032258064516129,0,0.0290322580645161,0.00967741935483871,0.0032258064516129,0.0032258064516129,0,0.103225806451613,0,0,0.0129032258064516,0.0032258064516129,0,0,0.032258064516129,0.00967741935483871,0,0,0.112903225806452,0,0,0.0064516129032258,0.0258064516129032,0.0129032258064516,0.0032258064516129,0.0161290322580645,0.0032258064516129,0,0,0,0,0.0193548387096774,0,0,0.0064516129032258,0,0,0,0,0,0
523,13035,0,0.203846153846154,0,0.0192307692307692,0.169230769230769,0.00384615384615385,0,0,0.00769230769230769,0.123076923076923,0.0269230769230769,0.0192307692307692,0,0.0461538461538462,0,0.0115384615384615,0.00384615384615385,0,0.0615384615384615,0.00384615384615385,0.00384615384615385,0.0192307692307692,0,0,0,0.00384615384615385,0.0192307692307692,0,0,0.130769230769231,0.00384615384615385,0,0,0.05,0.0423076923076923,0,0.0115384615384615,0,0.00384615384615385,0,0,0,0.00769230769230769,0,0,0.00384615384615385,0,0,0,0,0,0
526,13083,0,0.168103448275862,0,0.0129310344827586,0.172413793103448,0,0,0,0.00862068965517241,0.163793103448276,0.0172413793103448,0.021551724137931,0,0.0732758620689655,0,0,0,0,0.0775862068965517,0,0,0.0560344827586207,0,0,0,0.0344827586206897,0.0129310344827586,0.00862068965517241,0.00862068965517241,0.081896551724138,0,0,0,0.0344827586206897,0.0301724137931034,0,0.0172413793103448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,13115,0.00328947368421053,0.125,0,0.0263157894736842,0.144736842105263,0,0,0,0.00328947368421053,0.141447368421053,0,0.0230263157894737,0.00328947368421053,0.0230263157894737,0.00328947368421053,0.00328947368421053,0,0,0.0789473684210526,0.00657894736842105,0,0.0230263157894737,0,0,0,0.0526315789473684,0.0197368421052632,0,0.00328947368421053,0.203947368421053,0,0,0,0.0328947368421053,0.0592105263157895,0,0.0164473684210526,0,0.00328947368421053,0,0,0,0,0,0,0,0,0,0,0,0,0
530,13148,0,0.064625850340136,0,0.0136054421768707,0.210884353741497,0,0,0,0,0.115646258503401,0,0.0306122448979592,0,0.0136054421768707,0,0.00680272108843537,0.00680272108843537,0,0.0510204081632653,0.00680272108843537,0.00340136054421769,0.0340136054421769,0,0,0,0.0442176870748299,0.0102040816326531,0,0.00340136054421769,0.214285714285714,0.00340136054421769,0,0.00340136054421769,0.0952380952380952,0.0476190476190476,0,0.0136054421768707,0.00340136054421769,0,0,0,0,0,0,0,0.00340136054421769,0,0,0,0,0,0
531,13164,0.00307692307692308,0.0646153846153846,0,0.0123076923076923,0.116923076923077,0.00307692307692308,0,0,0.00923076923076923,0.0861538461538462,0.0153846153846154,0.0153846153846154,0.00307692307692308,0.0123076923076923,0,0,0,0,0.0246153846153846,0.00923076923076923,0,0.0246153846153846,0,0,0,0.0461538461538462,0.0123076923076923,0,0,0.326153846153846,0.00307692307692308,0.00307692307692308,0.00307692307692308,0.163076923076923,0.0184615384615385,0,0.0123076923076923,0.00615384615384615,0,0,0,0.00307692307692308,0,0,0,0.00307692307692308,0,0,0,0,0,0
532,13180,0,0.0796915167095116,0,0.025706940874036,0.0745501285347044,0.0025706940874036,0.0025706940874036,0,0.0077120822622108,0.0719794344473008,0.0205655526992288,0.012853470437018,0,0.0025706940874036,0,0,0,0,0.0205655526992288,0.0051413881748072,0,0.012853470437018,0,0,0,0.0154241645244216,0.0025706940874036,0,0,0.426735218508997,0,0,0.038560411311054,0.154241645244216,0.012853470437018,0,0.0051413881748072,0,0,0.0051413881748072,0,0,0,0,0,0,0,0,0,0,0,0
533,13196,0,0.109289617486339,0,0.0191256830601093,0.0519125683060109,0,0,0.00273224043715847,0.00819672131147541,0.0683060109289618,0.0273224043715847,0.0136612021857923,0,0.00819672131147541,0,0,0,0,0.00273224043715847,0.0109289617486339,0,0.00546448087431694,0,0,0,0.0273224043715847,0,0,0,0.450819672131148,0.00273224043715847,0,0.00273224043715847,0.120218579234973,0.0573770491803279,0,0.00819672131147541,0,0,0,0,0,0,0,0,0,0.00273224043715847,0,0,0,0,0
535,13229,0,0.12874251497006,0,0.0568862275449102,0.11377245508982,0,0.00598802395209581,0,0.0149700598802395,0.0658682634730539,0.0149700598802395,0.0179640718562874,0,0.0179640718562874,0.0029940119760479,0,0,0,0.00598802395209581,0.00898203592814371,0,0.00898203592814371,0,0,0,0.0119760479041916,0,0,0,0.356287425149701,0.0029940119760479,0,0.0568862275449102,0.0329341317365269,0.0598802395209581,0,0.0149700598802395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,13261,0,0.115702479338843,0,0.0495867768595041,0.18732782369146,0,0,0,0.00826446280991736,0.068870523415978,0.00826446280991736,0.00550964187327824,0,0.0165289256198347,0,0,0,0,0,0.00550964187327824,0,0.0110192837465565,0,0,0,0.0165289256198347,0,0.00275482093663912,0,0.316804407713499,0,0,0.0991735537190083,0.0495867768595041,0.0247933884297521,0,0.0110192837465565,0,0,0,0,0,0,0,0,0.00275482093663912,0,0,0,0,0,0
539,13293,0,0.129692832764505,0,0.0204778156996587,0.184300341296928,0.00341296928327645,0,0,0.0068259385665529,0.0784982935153584,0.00341296928327645,0.00341296928327645,0,0.0204778156996587,0.00341296928327645,0,0,0.00341296928327645,0.0102389078498294,0.00341296928327645,0,0.0102389078498294,0,0,0,0.0307167235494881,0,0,0,0.266211604095563,0,0,0.0887372013651877,0.098976109215017,0.0307167235494881,0,0.00341296928327645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,13326,0,0.144578313253012,0,0.0481927710843374,0.216867469879518,0,0,0,0.00602409638554217,0.0572289156626506,0.0120481927710843,0.00301204819277108,0.00301204819277108,0.00903614457831325,0.00301204819277108,0,0,0,0.00301204819277108,0.00602409638554217,0,0.00301204819277108,0,0,0,0.0150602409638554,0,0,0,0.0873493975903614,0,0,0.331325301204819,0.0240963855421687,0.0180722891566265,0,0.00903614457831325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,13358,0,0.200934579439252,0,0.0210280373831776,0.158878504672897,0,0,0,0.00233644859813084,0.0514018691588785,0.014018691588785,0.0163551401869159,0,0.00934579439252336,0.00700934579439252,0,0.00233644859813084,0,0.00467289719626168,0.0116822429906542,0,0.00233644859813084,0,0,0,0.00934579439252336,0.00233644859813084,0,0,0.0677570093457944,0,0,0.373831775700935,0.0210280373831776,0,0,0.0186915887850467,0,0,0,0,0,0,0,0,0.00467289719626168,0,0,0,0,0,0
545,13391,0,0.214893617021277,0,0.0595744680851064,0.123404255319149,0,0,0,0.00425531914893617,0.0468085106382979,0.0148936170212766,0.0319148936170213,0,0.00638297872340425,0,0,0,0,0.00425531914893617,0.00638297872340425,0,0.00425531914893617,0,0,0,0.0148936170212766,0.00212765957446809,0.00212765957446809,0,0.0340425531914894,0.00425531914893617,0,0.378723404255319,0.0106382978723404,0.00638297872340425,0,0.0170212765957447,0,0,0.00425531914893617,0,0,0,0,0,0.00638297872340425,0,0.00212765957446809,0,0,0,0
548,13439,0.00301204819277108,0.177710843373494,0,0.0150602409638554,0.246987951807229,0,0,0,0.00301204819277108,0.0481927710843374,0.0150602409638554,0.0301204819277108,0,0.0120481927710843,0.00301204819277108,0,0,0,0.00301204819277108,0.00301204819277108,0,0.0240963855421687,0,0,0,0.0180722891566265,0,0.00301204819277108,0,0.0421686746987952,0.00301204819277108,0,0.289156626506024,0.00602409638554217,0.00301204819277108,0,0.0421686746987952,0,0,0,0,0,0,0,0,0.00903614457831325,0,0,0,0,0,0
550,13471,0.00298507462686567,0.0776119402985075,0,0.017910447761194,0.22089552238806,0.00298507462686567,0,0,0.00597014925373134,0.0746268656716418,0.00597014925373134,0.0805970149253731,0,0.0208955223880597,0.00298507462686567,0,0,0,0.00597014925373134,0.00597014925373134,0,0.017910447761194,0,0,0,0.017910447761194,0.00298507462686567,0,0,0.0298507462686567,0,0,0.340298507462687,0.0119402985074627,0.00895522388059702,0,0.0328358208955224,0.00298507462686567,0,0,0,0,0,0,0,0.00895522388059702,0,0,0,0,0,0
552,13504,0,0.0681003584229391,0,0.014336917562724,0.297491039426523,0,0,0,0.028673835125448,0.132616487455197,0.043010752688172,0.129032258064516,0,0.003584229390681,0.017921146953405,0.014336917562724,0.007168458781362,0.003584229390681,0.007168458781362,0.010752688172043,0,0.028673835125448,0,0,0,0.021505376344086,0.003584229390681,0,0,0.0537634408602151,0,0.007168458781362,0.003584229390681,0.021505376344086,0.017921146953405,0,0.039426523297491,0.003584229390681,0,0,0,0,0.003584229390681,0,0,0.017921146953405,0,0,0,0,0,0
559,NA,0.00746268656716418,0.111940298507463,0,0.00746268656716418,0.123134328358209,0,0,0,0.0223880597014925,0.16044776119403,0.0447761194029851,0.0298507462686567,0,0.0111940298507463,0.00746268656716418,0.0111940298507463,0.00373134328358209,0,0.0223880597014925,0.041044776119403,0,0.0522388059701493,0,0,0,0.0373134328358209,0.00746268656716418,0,0,0.108208955223881,0.00746268656716418,0,0.0261194029850746,0.0223880597014925,0.0447761194029851,0,0.0186567164179104,0.00373134328358209,0.0149253731343284,0,0,0,0.00373134328358209,0,0,0.0373134328358209,0,0,0.00373134328358209,0.00746268656716418,0,0
568,NA,0,0.119205298013245,0,0,0.0993377483443709,0,0,0,0.00993377483443709,0.223509933774834,0.0364238410596026,0.0198675496688742,0,0,0.0231788079470199,0.0231788079470199,0.00662251655629139,0,0.00993377483443709,0.00993377483443709,0,0.0364238410596026,0,0,0,0.0298013245033113,0.00662251655629139,0,0,0.211920529801325,0.0132450331125828,0,0,0.0529801324503311,0.0281456953642384,0,0.00662251655629139,0,0.00993377483443709,0.0132450331125828,0,0,0,0,0,0.0033112582781457,0,0,0.0033112582781457,0,0.0033112582781457,0
580,NA,0,0.341463414634146,0,0,0.0121951219512195,0,0,0,0,0.148373983739837,0.130081300813008,0.0121951219512195,0,0.016260162601626,0.008130081300813,0.065040650406504,0,0,0.048780487804878,0.032520325203252,0,0.0284552845528455,0,0,0,0,0.008130081300813,0,0,0.040650406504065,0.008130081300813,0,0,0.0040650406504065,0.00609756097560976,0,0.008130081300813,0,0.0365853658536585,0.0284552845528455,0,0,0.0040650406504065,0,0,0,0,0,0,0.008130081300813,0,0.0040650406504065
