"sample.depths","sample.ages","Acer.rubrum","Alnus.incana.type","Ambrosia.type","Betula","Carya","Castanea","Cyperaceae","Ericaceae","Fraxinus.pennsylvanica.type","Poaceae.undiff.","Ilex","Juglans.nigra","Nyssa","Ostrya.Carpinus","Platanus","Quercus","Pinus","Cerealia","Rhamnaceae.Vitaceae","Rubiaceae","Acer.saccharum.type","Alnus.viridis.type","Artemisia","Corylus","Fagus","Tsuga","Apiaceae","Caprifoliaceae","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Abies","Fraxinus.nigra.type","Tilia","Picea","Salix","Anacardiaceae","Myrica","Thalictrum","Larix","Sanguisorba","Cupressaceae"
0,0,0.00571428571428571,0.00285714285714286,0.04,0.02,0.0142857142857143,0.0257142857142857,0.0342857142857143,0.00285714285714286,0.00285714285714286,0.0285714285714286,0.00285714285714286,0.00285714285714286,0.0257142857142857,0.00285714285714286,0.00571428571428571,0.428571428571429,0.165714285714286,0.0171428571428571,0.00285714285714286,0.168571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,67,0.0105540897097625,0.0105540897097625,0.029023746701847,0.029023746701847,0.0211081794195251,0.0474934036939314,0.0263852242744063,0,0,0.0369393139841689,0.00527704485488127,0.00527704485488127,0.0237467018469657,0.00263852242744063,0.00527704485488127,0.369393139841689,0.118733509234828,0.00263852242744063,0.00263852242744063,0.221635883905013,0.0105540897097625,0.00263852242744063,0.00263852242744063,0.00263852242744063,0.00263852242744063,0.00527704485488127,0.00263852242744063,0.00263852242744063,0,0,0,0,0,0,0,0,0,0,0,0,0
10,133,0.00659340659340659,0,0.032967032967033,0.010989010989011,0.0175824175824176,0.0395604395604396,0.0131868131868132,0,0.0043956043956044,0.0197802197802198,0.0043956043956044,0,0.0043956043956044,0.00659340659340659,0.0021978021978022,0.384615384615385,0.0923076923076923,0,0,0.342857142857143,0,0,0,0,0.0043956043956044,0.0021978021978022,0.0021978021978022,0.0021978021978022,0.0021978021978022,0.0043956043956044,0,0,0,0,0,0,0,0,0,0,0
20,776,0.0033112582781457,0,0.00165562913907285,0.0033112582781457,0.00662251655629139,0.0182119205298013,0,0.00165562913907285,0,0.00827814569536424,0.0132450331125828,0,0.0264900662251656,0.00662251655629139,0,0.30794701986755,0.076158940397351,0,0.00165562913907285,0.506622516556291,0.00165562913907285,0,0,0,0.00496688741721854,0.0033112582781457,0.00165562913907285,0,0.00165562913907285,0,0.00165562913907285,0.00165562913907285,0.00165562913907285,0,0,0,0,0,0,0,0
25,1353,0,0.00225225225225225,0,0.00675675675675676,0.0045045045045045,0.0315315315315315,0.0045045045045045,0,0,0.0045045045045045,0.0045045045045045,0,0.126126126126126,0.00225225225225225,0,0.434684684684685,0.0202702702702703,0,0,0.331081081081081,0.0045045045045045,0,0,0.00225225225225225,0.0045045045045045,0.00225225225225225,0,0,0,0,0,0,0.00225225225225225,0.0045045045045045,0.00675675675675676,0,0,0,0,0,0
40,3082,0,0.0221238938053097,0.00442477876106195,0.0176991150442478,0.00442477876106195,0.0287610619469027,0.00442477876106195,0,0,0.0154867256637168,0,0,0.0464601769911504,0.00442477876106195,0,0.424778761061947,0.0508849557522124,0,0,0.351769911504425,0,0,0,0,0.00442477876106195,0.0132743362831858,0.00221238938053097,0,0,0.00442477876106195,0,0,0,0,0,0,0,0,0,0,0
50,4236,0.00246913580246914,0.0123456790123457,0,0.00493827160493827,0.0197530864197531,0.0987654320987654,0.0123456790123457,0,0.00246913580246914,0.00493827160493827,0.00987654320987654,0,0.0691358024691358,0.00493827160493827,0,0.397530864197531,0.0617283950617284,0,0,0.251851851851852,0.00740740740740741,0,0,0.00493827160493827,0.00987654320987654,0.00740740740740741,0,0,0.00246913580246914,0.00246913580246914,0.00246913580246914,0,0,0.00493827160493827,0,0.00246913580246914,0.00246913580246914,0,0,0,0
60,5389,0.00584795321637427,0.0146198830409357,0.00292397660818713,0.0204678362573099,0.0175438596491228,0.00584795321637427,0.0146198830409357,0,0,0.0233918128654971,0,0,0.10233918128655,0,0,0.473684210526316,0.116959064327485,0,0.00292397660818713,0.131578947368421,0,0,0,0.00292397660818713,0.00584795321637427,0.0350877192982456,0,0,0.00292397660818713,0.00584795321637427,0.00584795321637427,0,0,0.0087719298245614,0,0,0,0,0,0,0
70,6542,0,0.0238095238095238,0.00892857142857143,0.0148809523809524,0.0148809523809524,0.0178571428571429,0.0297619047619048,0,0,0.0178571428571429,0,0,0.0476190476190476,0.00892857142857143,0,0.574404761904762,0.0773809523809524,0,0.00297619047619048,0.113095238095238,0,0.00297619047619048,0,0.00595238095238095,0.00892857142857143,0.0178571428571429,0,0,0.00595238095238095,0,0.00297619047619048,0,0,0,0.00297619047619048,0,0,0,0,0,0
80,7695,0.00303030303030303,0.00909090909090909,0,0.0272727272727273,0.00606060606060606,0.00606060606060606,0.096969696969697,0,0,0.0121212121212121,0,0,0.0424242424242424,0,0,0.53030303030303,0.090909090909091,0,0.00303030303030303,0.109090909090909,0,0,0,0.00606060606060606,0.00606060606060606,0.0303030303030303,0,0.00606060606060606,0.00303030303030303,0,0,0.00303030303030303,0,0.00303030303030303,0,0,0,0.00606060606060606,0,0,0
85,8272,0,0.039039039039039,0.003003003003003,0.018018018018018,0.018018018018018,0.003003003003003,0.033033033033033,0,0,0.006006006006006,0,0,0.066066066066066,0,0.003003003003003,0.516516516516517,0.12012012012012,0,0,0.105105105105105,0.003003003003003,0,0,0,0.006006006006006,0.045045045045045,0,0,0,0.006006006006006,0.003003003003003,0,0,0,0,0,0,0.006006006006006,0,0,0
