"sample.depths","sample.ages","Artemisia","Carya","Caryophyllaceae","Amaranthaceae.undiff.","Asteraceae.undiff.","Corylus","Cyperaceae","Epilobium","Picea","Platanus","Quercus","Salix","Thalictrum","Alnus","Ambrosia","Rosaceae.undiff.","Juniperus.type","Fraxinus","Pinus","Amorpha","Poaceae","Brassicaceae","Dalea","Primula","Caltha.type","Polemonium","Anemone.type","Euphorbia.subg..Chamaesyce.type","cf..Valerianella","Potentilla.type.undiff.","Abies","Betula","Ranunculaceae.undiff.","Apiaceae","Phlox","Plantago","Potentilla.subg..Comarum.type","Pinaceae.undiff.","Geum.type","Ostrya.Carpinus","Shepherdia.canadensis","Liliaceae","Dodecatheon.type","Lomatogonium","Castanea","Iva.annua.type","Sarcobatus.vermiculatus","Ulmus","Vitis","Gentianaceae.undiff.","Cornus","Fabaceae.undiff.","Xanthium","Betulaceae.undiff.","Hypericum","Lonicera","Sanguisorba.canadensis","Hedyotis","Boraginaceae","Tilia","Genista.type","Rumex","Viola","Populus","Campanula","Viburnum","Allium.type","Larix","Scrophulariaceae","Sedum","Urtica"
313,19286,0.0112866817155756,0.00225733634311512,0.0609480812641084,0.00225733634311512,0.0090293453724605,0.00225733634311512,0.153498871331828,0.00225733634311512,0.553047404063205,0.00225733634311512,0.0225733634311512,0.0112866817155756,0.0090293453724605,0.00677200902934537,0.0090293453724605,0.00225733634311512,0.00225733634311512,0.00225733634311512,0.0112866817155756,0.00225733634311512,0.0744920993227991,0.00451467268623025,0.00225733634311512,0.0090293453724605,0.00225733634311512,0.0158013544018059,0.00225733634311512,0.00225733634311512,0.00225733634311512,0.00677200902934537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,19740,0.0266222961730449,0,0.00998336106489185,0.00499168053244592,0.00831946755407654,0.00166389351081531,0.166389351081531,0,0.487520798668885,0.00332778702163062,0.00665557404326123,0.00831946755407654,0.00166389351081531,0.00166389351081531,0.00831946755407654,0,0.00831946755407654,0.00499168053244592,0.00998336106489185,0,0.204658901830283,0,0,0.00166389351081531,0.00166389351081531,0.00665557404326123,0,0,0,0,0.00831946755407654,0.00332778702163062,0.00166389351081531,0.00831946755407654,0.00166389351081531,0.00166389351081531,0.00166389351081531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,20194,0.0341394025604552,0.00142247510668563,0.0184921763869132,0.00284495021337127,0.0085348506401138,0.00142247510668563,0.287339971550498,0.00284495021337127,0.382645803698435,0,0.0213371266002845,0.00995732574679943,0.00142247510668563,0.0042674253200569,0.00284495021337127,0,0.00711237553342817,0,0.0142247510668563,0,0.149359886201991,0.00142247510668563,0,0.00568990042674253,0,0.0085348506401138,0.00142247510668563,0,0,0.00284495021337127,0.00711237553342817,0.00284495021337127,0.00142247510668563,0.0042674253200569,0,0,0,0.00711237553342817,0.00142247510668563,0.00142247510668563,0.00142247510668563,0.00142247510668563,0.00142247510668563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,20648,0.0646067415730337,0.00280898876404494,0.00561797752808989,0.00561797752808989,0.00842696629213483,0,0.154494382022472,0,0.544943820224719,0.00280898876404494,0.0252808988764045,0.00280898876404494,0.00280898876404494,0.00280898876404494,0.00842696629213483,0,0.00561797752808989,0,0.0224719101123595,0,0.0393258426966292,0.00280898876404494,0,0.0140449438202247,0,0.0533707865168539,0,0,0.00280898876404494,0.00280898876404494,0.00561797752808989,0.00561797752808989,0,0,0,0,0,0.00280898876404494,0.00280898876404494,0.00280898876404494,0,0,0,0.00561797752808989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,21102,0.0320197044334975,0,0.0147783251231527,0,0.00492610837438424,0,0.25615763546798,0,0.559113300492611,0,0.00985221674876847,0.00246305418719212,0.00246305418719212,0.00738916256157635,0.00492610837438424,0,0.0147783251231527,0,0.00985221674876847,0,0.0467980295566502,0,0,0.00492610837438424,0,0.0123152709359606,0.00246305418719212,0,0,0,0.00246305418719212,0,0,0,0,0,0,0,0.00246305418719212,0,0,0,0,0,0.00246305418719212,0.00246305418719212,0.00246305418719212,0.00246305418719212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,21578,0.0373333333333333,0.00266666666666667,0.00533333333333333,0.00266666666666667,0,0,0.194666666666667,0,0.586666666666667,0.00266666666666667,0.0266666666666667,0.0106666666666667,0,0.00266666666666667,0,0,0.00266666666666667,0.00266666666666667,0.008,0,0.0453333333333333,0,0,0.016,0,0.00533333333333333,0,0,0,0,0.0186666666666667,0.008,0,0,0,0,0,0,0.00266666666666667,0.00533333333333333,0,0,0,0.00533333333333333,0,0,0,0,0.00266666666666667,0.00533333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,22010,0.0201342281879195,0,0,0.00223713646532438,0.00894854586129754,0.00223713646532438,0.134228187919463,0,0.639821029082774,0,0.00447427293064877,0.0201342281879195,0.00223713646532438,0,0.00447427293064877,0,0.0268456375838926,0,0.0536912751677852,0,0.0357941834451902,0,0,0,0,0.00223713646532438,0,0,0,0.00223713646532438,0.0223713646532438,0.00894854586129754,0,0,0,0,0,0.00223713646532438,0,0,0,0.00223713646532438,0,0,0,0,0,0,0.00223713646532438,0,0.00223713646532438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,22577,0.0342105263157895,0.00263157894736842,0.00263157894736842,0,0.0157894736842105,0.00263157894736842,0.184210526315789,0.00263157894736842,0.56578947368421,0,0.00263157894736842,0.00526315789473684,0.00789473684210526,0,0.00789473684210526,0,0.00526315789473684,0,0.0263157894736842,0,0.068421052631579,0,0,0.00789473684210526,0,0.00789473684210526,0,0,0,0,0.0236842105263158,0.00526315789473684,0.00789473684210526,0.00263157894736842,0,0,0,0,0.00263157894736842,0,0,0,0,0.00526315789473684,0,0,0,0,0,0,0,0.00263157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,22917,0.0416666666666667,0,0.00735294117647059,0,0.00980392156862745,0,0.169117647058824,0,0.583333333333333,0,0.0196078431372549,0.0147058823529412,0,0.00490196078431373,0.00245098039215686,0,0.00245098039215686,0,0.0245098039215686,0,0.053921568627451,0,0,0,0,0.00735294117647059,0,0,0.00245098039215686,0,0.0147058823529412,0.00735294117647059,0.0220588235294118,0,0,0,0,0,0,0.00245098039215686,0,0,0,0.00490196078431373,0,0.00245098039215686,0,0,0,0,0,0,0.00245098039215686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,23371,0.037037037037037,0.00231481481481481,0.025462962962963,0.00231481481481481,0.00462962962962963,0.00462962962962963,0.19212962962963,0.00231481481481481,0.574074074074074,0,0.00231481481481481,0.00925925925925926,0.00694444444444444,0.00694444444444444,0.00462962962962963,0,0.00925925925925926,0,0.025462962962963,0,0.0532407407407407,0,0,0.00925925925925926,0,0.00462962962962963,0,0,0,0.00231481481481481,0.00925925925925926,0.00462962962962963,0,0,0,0,0,0,0.00231481481481481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00462962962962963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,23825,0.0563380281690141,0,0.00234741784037559,0.00234741784037559,0.0140845070422535,0,0.190140845070423,0,0.518779342723005,0.00234741784037559,0.0140845070422535,0.00234741784037559,0.00704225352112676,0.00469483568075117,0.00234741784037559,0,0.0164319248826291,0,0.0211267605633803,0,0.0610328638497653,0,0,0.0140845070422535,0.00704225352112676,0.00234741784037559,0,0,0,0,0.0211267605633803,0.0117370892018779,0,0,0,0,0,0,0.00469483568075117,0.00234741784037559,0,0,0,0.00704225352112676,0,0,0,0.00234741784037559,0,0.00469483568075117,0,0,0.00234741784037559,0,0.00234741784037559,0.00234741784037559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,24279,0.018140589569161,0,0,0.00226757369614512,0.0090702947845805,0.00226757369614512,0.201814058956916,0,0.612244897959184,0.00226757369614512,0.0090702947845805,0.00680272108843537,0,0.00226757369614512,0.00226757369614512,0,0.0090702947845805,0,0.018140589569161,0,0.054421768707483,0,0,0.0090702947845805,0,0.00226757369614512,0,0,0,0.00226757369614512,0.00680272108843537,0.00680272108843537,0,0.00453514739229025,0.00226757369614512,0,0,0.00226757369614512,0.00453514739229025,0.00453514739229025,0.00226757369614512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00226757369614512,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,24733,0.0226130653266332,0,0,0.0050251256281407,0.0251256281407035,0.0050251256281407,0.170854271356784,0,0.557788944723618,0,0.0125628140703518,0.00753768844221105,0.00251256281407035,0.0050251256281407,0.00753768844221105,0,0.0150753768844221,0,0.050251256281407,0,0.0577889447236181,0.00251256281407035,0,0.00251256281407035,0,0,0,0,0,0.00251256281407035,0.0125628140703518,0.0175879396984925,0,0.00251256281407035,0,0,0,0.00251256281407035,0,0.00753768844221105,0,0,0,0,0,0,0.00251256281407035,0,0,0,0,0,0,0,0,0,0,0.00251256281407035,0,0,0,0,0,0,0,0,0,0,0,0,0
573,25187,0.0339285714285714,0,0.00178571428571429,0.00535714285714286,0.00178571428571429,0.00178571428571429,0.180357142857143,0,0.585714285714286,0,0.00357142857142857,0.00892857142857143,0,0.00535714285714286,0.00178571428571429,0,0.00892857142857143,0.00178571428571429,0.0696428571428571,0,0.0660714285714286,0,0,0,0,0,0,0,0,0,0.0125,0,0,0.00178571428571429,0,0,0,0.00535714285714286,0,0.00357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,25641,0.0304568527918782,0,0.0050761421319797,0,0.0203045685279188,0.00253807106598985,0.15989847715736,0,0.598984771573604,0,0.0050761421319797,0.0050761421319797,0.00253807106598985,0,0.0050761421319797,0,0.0203045685279188,0,0.0228426395939086,0.00253807106598985,0.0634517766497462,0,0,0.0050761421319797,0,0.00253807106598985,0,0,0,0,0,0.0126903553299492,0,0,0,0,0,0,0.00761421319796954,0.0101522842639594,0,0,0,0,0,0,0,0,0,0.0126903553299492,0,0,0,0.00253807106598985,0,0,0.00253807106598985,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,26095,0.0286806883365201,0,0,0.00382409177820268,0.0152963671128107,0,0.347992351816444,0,0.4282982791587,0,0.00573613766730402,0.00191204588910134,0.00382409177820268,0.00382409177820268,0.00382409177820268,0,0.0095602294455067,0,0.0535372848948375,0,0.0401529636711281,0,0,0.00191204588910134,0.00191204588910134,0,0,0,0,0.00764818355640535,0.00191204588910134,0.011472275334608,0.00191204588910134,0.00191204588910134,0,0,0,0.00191204588910134,0.0133843212237094,0.00382409177820268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00191204588910134,0.00191204588910134,0.00191204588910134,0,0,0,0,0,0,0,0,0,0
633,26549,0.0243478260869565,0,0,0.00173913043478261,0.00173913043478261,0,0.377391304347826,0,0.459130434782609,0,0.00173913043478261,0.00695652173913044,0.00695652173913044,0,0.00521739130434783,0,0.00869565217391304,0.00347826086956522,0.0278260869565217,0,0.0452173913043478,0,0,0.00173913043478261,0,0.00173913043478261,0,0,0,0.00695652173913044,0.00347826086956522,0.00521739130434783,0,0.00173913043478261,0,0,0,0,0,0.00173913043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00173913043478261,0,0,0,0,0.00347826086956522,0.00173913043478261,0,0,0,0,0,0,0,0
653,27003,0.0383795309168444,0,0.00426439232409382,0,0.0127931769722814,0,0.166311300639659,0,0.582089552238806,0.00213219616204691,0.00639658848614072,0,0,0,0.00213219616204691,0.00213219616204691,0.00852878464818763,0.00213219616204691,0.0895522388059701,0,0.0447761194029851,0,0,0,0.00213219616204691,0.00213219616204691,0,0,0,0,0.00213219616204691,0.00852878464818763,0.00426439232409382,0.00426439232409382,0.00213219616204691,0,0,0.00426439232409382,0.00213219616204691,0.00213219616204691,0,0,0,0,0,0,0.00213219616204691,0,0,0,0,0,0,0.00213219616204691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,27457,0.00993377483443709,0,0.0033112582781457,0,0.0165562913907285,0.0033112582781457,0.0264900662251656,0,0.741721854304636,0,0.0033112582781457,0.0033112582781457,0,0.0033112582781457,0,0,0.0033112582781457,0,0.0827814569536424,0,0.0165562913907285,0,0,0,0.0033112582781457,0,0,0,0,0,0,0,0,0.0033112582781457,0.0033112582781457,0,0,0.076158940397351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,27910,0.0206422018348624,0,0,0.00229357798165138,0.00688073394495413,0,0.0229357798165138,0,0.825688073394495,0,0,0.00229357798165138,0,0,0,0,0,0,0.100917431192661,0,0.0114678899082569,0,0,0,0.00229357798165138,0,0,0,0,0,0.00458715596330275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,28410,0.0255681818181818,0.00284090909090909,0.00284090909090909,0.00852272727272727,0.0227272727272727,0,0.139204545454545,0,0.477272727272727,0.00284090909090909,0.00852272727272727,0.0170454545454545,0,0,0.00852272727272727,0,0.0227272727272727,0,0.144886363636364,0,0.0596590909090909,0,0,0.00284090909090909,0.00284090909090909,0,0,0,0,0,0.00284090909090909,0.0142045454545455,0.00568181818181818,0.00284090909090909,0,0,0,0.0198863636363636,0,0.00284090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00284090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,28818,0.043778801843318,0,0.00230414746543779,0,0.0115207373271889,0,0.064516129032258,0,0.612903225806452,0,0.00460829493087558,0.00691244239631336,0.00230414746543779,0,0,0,0.00460829493087558,0,0.179723502304147,0,0.032258064516129,0,0,0.00460829493087558,0.00230414746543779,0,0,0,0.00230414746543779,0.00460829493087558,0,0.0115207373271889,0,0,0,0,0,0,0.00230414746543779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00460829493087558,0.00230414746543779,0,0,0,0,0,0
743,29045,0.0282352941176471,0,0.00470588235294118,0.00470588235294118,0.0211764705882353,0,0.251764705882353,0,0.430588235294118,0,0.00470588235294118,0.00941176470588235,0,0.00235294117647059,0.00470588235294118,0,0.00705882352941176,0,0.152941176470588,0,0.0517647058823529,0,0,0,0.00470588235294118,0,0,0,0,0,0.00235294117647059,0.00470588235294118,0,0,0,0,0,0,0.00235294117647059,0.00470588235294118,0,0,0,0.00470588235294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235294117647059,0,0,0,0,0
753,29272,0.0485232067510548,0,0.00632911392405063,0.00421940928270042,0.0274261603375527,0.00210970464135021,0.227848101265823,0,0.417721518987342,0,0.00632911392405063,0.0210970464135021,0.00843881856540084,0.00210970464135021,0.00843881856540084,0,0.0147679324894515,0,0.090717299578059,0,0.0738396624472574,0,0,0,0.00843881856540084,0,0,0,0,0.00421940928270042,0.00632911392405063,0.00210970464135021,0.00210970464135021,0.00632911392405063,0,0,0,0,0.00210970464135021,0.00210970464135021,0,0.00210970464135021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00210970464135021,0,0,0,0,0.00210970464135021,0,0,0,0
763,NA,0.0434782608695652,0,0.00790513833992095,0.0118577075098814,0.0237154150197628,0,0.41699604743083,0,0.173913043478261,0.00592885375494071,0.0217391304347826,0.0237154150197628,0.00197628458498024,0.00592885375494071,0.00197628458498024,0,0.00790513833992095,0,0.112648221343874,0,0.0948616600790514,0,0,0.00395256916996047,0,0,0.00395256916996047,0,0,0.00197628458498024,0,0.0177865612648221,0,0.00592885375494071,0,0,0,0,0.00395256916996047,0.00197628458498024,0,0,0,0,0.00197628458498024,0,0,0,0,0,0,0,0,0.00197628458498024,0,0,0,0,0,0,0,0.00197628458498024,0,0,0,0,0,0,0,0,0
778,NA,0.056980056980057,0,0.00854700854700855,0.0142450142450142,0.0398860398860399,0.0185185185185185,0.246438746438746,0,0.230769230769231,0,0.0156695156695157,0.0256410256410256,0.00284900284900285,0.00284900284900285,0.00997150997150997,0,0.0341880341880342,0,0.122507122507123,0.00142450142450142,0.121082621082621,0.00142450142450142,0,0.00284900284900285,0.00284900284900285,0,0,0,0,0,0,0.00997150997150997,0.00284900284900285,0.00427350427350427,0.00284900284900285,0,0,0.00712250712250712,0.00284900284900285,0.00284900284900285,0,0,0,0,0,0.00142450142450142,0,0,0,0,0,0,0,0,0,0,0.00142450142450142,0,0,0,0,0,0,0,0,0,0,0.00142450142450142,0.00142450142450142,0.00142450142450142,0.00142450142450142
