"depth","best.age","min.age","max.age"
4,NA,NA,NA
20,NA,NA,NA
50,NA,NA,NA
80,1789,1664,1924
120,2219,2072,2355
150,2541,2347,2713
180,2689,2532,2835
220,2867,2720,3023
250,3000,2818,3205
280,3247,3083,3427
320,3595,3443,3752
350,3856,3691,4030
380,4116,3930,4352
420,4464,4229,4780
450,4657,4470,4907
480,4844,4685,5011
520,5094,4922,5260
540,5219,5019,5413
580,5519,5317,5674
605,5785,5642,5906
620,5950,5818,6072
650,6280,6018,6454
680,6652,6511,6789
720,7153,7050,7254
750,7529,7403,7638
780,7796,7694,7904
820,8137,7985,8310
850,8404,8267,8556
880,8673,8528,8823
920,9030,8852,9211
940,9209,8999,9418
960,9467,9284,9660
980,9736,9506,10070
992,NA,NA,NA
