"sample.depths","sample.ages","upland.sum","Acer.negundo","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Amaranthaceae.undiff.","Corylus","Brassicaceae.undiff.","Cupressaceae","Cyperaceae","Fraxinus.nigra.type","Poaceae.undiff.","Iva.xanthifolia.type","Fabaceae.undiff.","Asteraceae.subf..Cichorioideae","Liliaceae.undiff.","Picea","Pinus.undiff.","Platanus","Populus.tremuloides.type","Quercus","Salix","Salsola","Sarcobatus.vermiculatus","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Xanthium","Rosaceae.undiff.","Asteraceae.tribe.Cynareae","Humulus","Dalea.candida","Fraxinus.pennsylvanica","Ceanothus","Iva.annua.type","Ostrya.Carpinus","Rumex","Symphoricarpos.type","Pinus.subg..Strobus.undiff.","Juglans.cinerea","Dalea.purpurea.type","Pinus.subg..Pinus","Thalictrum","Urtica.type","Triticum.type","Plantago.major.type","Abies","Apiaceae","Zea.mays","Avena.type","Brassica","Acer.saccharum","Plantago.undiff.","Polygonum.aviculare.type","Avena.Triticum","Cerealia.undiff.","Secale.type","Ranunculaceae..tricolpate..undiff.","Amorpha.type","Fraxinus.undiff.","Larix","Acer.saccharinum","Allium","Lycopus.type","Euphorbia","Fagus","Juglans.nigra","Celtis","Tilia","Carya","Pinaceae..vesiculate..undiff.","Populus.balsamifera.type","Vitis","Ranunculaceae..pericolpate.","Zigadenus","Polygonum.bistortoides.type","Pediomelum.type","Cephalanthus","Ephedra.trifurca.type","Acer.rubrum","Juglans.undiff.","Ranunculaceae.undiff.","Sphaeralcea","Pinaceae.undiff.","Pinus.edulis.type","Anemone.canadensis.type","Parthenocissus","Caryophyllaceae.undiff.","Viburnum.lentago","Prunus.type","Phlox","Galium","Gaura","Stellaria","Tsuga","Morus","Polygonum.lapathifolium.type","Shepherdia.canadensis","Ephedra.viridis.type","Shepherdia.argentea","Tidestromia.type","Dalea.undiff.","Rhus","Polygonum.amphibium","cf..Parnassia","Campanula.rotundifolia.type","Amelanchier.type","Ericaceae","Sanguisorba"
2117.9,7441,471.5,1,1,0,101,85,2,67,1,0,2,48,0,84,3,0,1,0,23,6.5,0,3,7,3,0,4,14,1,3,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2120,7444,423,0,0,0,75,64,5,43,2,0,5,51,4,100,3,1,0,0,0.5,21.5,0,0,11,1,0,1,16,2,1,1,0,0,0,0,0,5,2,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
2128.8,7458,452,2.5,3,0,96,12.5,2,46,0,1,10,66,2,79,5,0,0,0,13,8.5,0,22,10,5,0,0,25,5,4,1,0,0,0,0,0,22,2,1,0,0,0,3,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2137.6,7472,484,0,1.5,1,207,46,0,62,1,0,1,25,0,35,10,3,0,0,0,27.5,0,4,10,1,0,3,22,3,3,5,0,0,0,0,0,4,2,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2146.4,7486,487.5,0,2,0,95,67,4,65,0,0,3,65,2,100,7,0,1,0,20.5,12,0,1,10,5,0,3,5,7,2,1,0,0,0,0,0,1,1,1,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2155.2,7500,474.5,3,3,0,154,71.5,2,46,0.5,0,1,33,2,86,6,0,0,0,1.5,18,0,0,10,2,0,5,12,4,0,2,0,0,1,1,0,3,2,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2164,7564,465.5,4.5,3,0,150,51,4,11,2,0,3,58,2,70,7,1,0,0,20.5,2.5,0,2,22,3,0,0,18,5,10,1,0,0,0,0,0,7,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2172.7,7644,416,1,6,2,72,50,3,52,0,0,2,41,0,113,7,0,0,0,1,21,0,3,12,3,0,3,13,3,1,0,0,0,1,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2181.5,7725,468.5,3,3,0,64,72,2,28,2,2,2,56,2,138,2,1,2,0,21,5.5,0,1,7,4,0,5,10,7,7,3,0,0,1,0,0,8,1,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2190.3,7806,421.5,1,3,0,42,58,1,40,1,1,3,54,1,101,0,0,0,0,1.5,34,0,3,29,4,0,5,14,3,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2199.1,7887,557.5,1,0,0,321.5,19,2,30,0,0,3,31,1,44,1,0,0,0,0,16.5,0,4,44.5,2,0,0,12,5,8,1,0,0,0,1,0,0,4,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2207.9,7968,543,0,2,0,107,124,1,45,1,0,3,62,1,90,0,0,0,0,6,19,0,0,38,8,0,3,10,6,0,0,0,0,0,0,0,4,2,1,0,1,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2216.7,8049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2220,8079,435.5,0,3,0,43,81,6,34,1,0,1,37,1,103,0,0,1,0,5,20.5,0,0,57,8,0,1,10,10,0,1,0,0,0,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2224.4,8120,482,2,0,0,216,51,1,25,0,0,6,19,0,60,0,0,0,0,1,23,0,1,47,1,0,0,11,5,0,2,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2228.9,8263,595,0,5,0,137,96,2,67.5,1,0,2,26,0,126,4,1,0,0,0,20.5,0,5,59,11,0,2,13,7,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2233.3,8406,622.5,0,4,0,98,138,3,59,0,1,6,41,2,148,0,0,2,0,6,40.5,0,1,22,7,0,4,14,8,0,4,0,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2237.8,8551,566.5,2,1,2,332,74,0,17,0,0,0,20,0,62,0,0,0,0,0,11.5,0,2,26,1,0,1,3,5,2,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2242.2,8694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2246.7,8840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2251.1,8982,844,0,0,0,453,135,4,49,4,3,1,23,1,59,0,0,1,0,0.5,25.5,0,0,35,5,0,0,25,4,0,1,0,0,0,1,0,3,1,1,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2255.6,9128,408,4,1,2,16,61,2,24,1,0,1,40,4,120,0,0,0,1,0,39,2,3,35,21,0,0,8,3,0,2,0,1,0,1,0,3,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2260,9273,410.5,1,0,0,38,80,4,29,4,0,8,51,2,107,0,0,0,0,0.5,24,0,0,21,6,0,0,8,14,0,1,0,0,0,0,0,2,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2264.4,9417,405,1,2,0,41,67,3,44,3,0,2,50,1,106,0,0,0,0,2.5,28.5,1,0,6,9,0,3,9,15,0,0,0,0,0,0,0,1,3,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2268.9,9565,504.5,0,5,0,85,106,2,24,8,0,1,69,1,94,0,0,1,0,16,23.5,0,4,18,10,0,0,5,13,0,1,0,1,0,0,0,1,4,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2273.3,9709,684.5,1,0,0,158.5,160.5,5,23,5,0,5,57,1,125,0,1,2,0,1,27.5,0,4,33,16,0,0,8,15,4,2,0,1,0,0,0,0,4,0,0,1,0,1,13,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
2277.8,9857,584,0,1,1,85,171,3,112,2,3,0,36,4,38,0,0,1,0,9.5,17,0,0,12,23,0,4,11,22.5,1,1,0,0,0,0,0,4,7,0,0,1,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0
2282.2,10001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2286.7,10149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2291.1,10294,568,1,4,0,18,90,4.5,39.5,2,1,3,76,4,159,0,0,0,0,20.5,36,0,6,21,15,0,1,3,29,0,0,0,0,0,0,0,2,7,0,0,3,1,1,4,1,0,0,0,2.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2295.6,10441,438,1.5,3,0,12,63.5,6,26,5,1,4,51,2,113,0,0,0,0,9.5,26.5,0,4,17,33,0,2,5,37,0,2,0,1,0,0,0,2,4,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2300,10586,752.5,1,10,0,26,91,18,27,20,2,4,89,6,241.5,0,1,0,0,14,47,0,4,22,16,0,1,15,72,0,5,0,1,0,0,0,0,3,0,0,1,0,1,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304.4,10730,429,0,2,0,13,83,7,13,5,0,5,55,4,99,0,0,0,0,6,26,0,3,29,12,0,0,5,42,0,0,0,1,0,0,0,3,6,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308.9,10880,411.5,2,3,0,13,54.5,9,10,14,0,5,41.5,12,95,0,0,0,0,12,20.5,0,0,10,20,0,0,8,53,0,6,0,0,1,0,0,0,6,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
2313.3,11047,580.5,1,3,0,15,67,28,18,20,0,6,65,11,129,0,0,0,0,13,46.5,0,4,37,22,0,3,3,55,3,2,0,0,1,1,0,1,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2317.8,11218,454.5,0,0,0,27,38,13,20,5,0,1,58,4,106,0,0,0,0,23.5,38,0,3,31,12,0,0,2,50,0,1,0,3,0,1,0,0,8,0,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,11301,407.5,0,7,0,14,31,13,11,18,0,6,53,10,61,3,0,1,0,25,27,0,6,28,18,0,1,3,42,2,5,0,1,0,0,0,0,9,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2324,11453,472,1,9,1,7,30,35,7,25,0,3,62,10,62,0,0,0,0,27,41.5,0,4,28,14,0,1,9,46,0,2,0,0,0,0,0,0,5,0,0,1,1,0,5,0,0,0,0,1.5,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0
2328,11605,494,0,4,0,20,43,25,14,3,0,7,57,18,56,0,0,0,0,30.5,49.5,0,20,46,25,0,0,8,21,0,4,0,3,0,0,0,0,6,0,0,2,0,0,0,4,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2332,11759,586.5,5,15,1,8,46,39,9,9,0,8,89,23,80,0,0,0,1,83.5,19.5,1,6,15,38,0,0,7,27,1,3,0,0,0,0,0,1,14,0,0,0,0,2.5,2,0,0,0,0,6.5,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,6.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
2336,11912,413.5,2,11,0,6,21,37,5,9,1,3,57,11,68,0,0,0,0,79.5,13.5,1,11,10,16,0,0,3,20,2,2,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2340,12066,516.5,2,6,0,4,29,46,10,7,1,7,42,16,71,0,0,1,0,163,5.5,0,12,14,13,0,1,8,15,0,3,0,0,0,0,0,1,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0.5,17,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2344,12219,499.5,0,7,0,7,44,5,5,7,0,2,54,5,20,0,0,0,0,250,9.5,0,13,11,6,0,0,3,10,0,3,0,1,0,1,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2348,12373,523.5,0,7,0,7,48,17,4,1,0,9,74,15,43,1,0,0,0,152.5,5,0,2,11,25,0,0,12,4,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0
2352,12527,651,0,8,0,3,59.5,15,5,5,1,15,55,4,35,0,0,0,0,335,13,0,2,6,8,0,0,6,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,31.5,0,0,1,0,0,0,0,0,0,11.5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2356,12680,489,1,11,0,4,40,11,9,2,0,19,84,8,38,0,0,0,1,152.5,6,0,5,5,30,0,0,5,3,2,2.5,0,0,0,0,0,0,4,0,0,1,0,0,1,1,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1.5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2360,12751,591.5,0,3,0,2,48,6,9,0,0,14,123,7,40,0,0,0,0,237.5,11,0,12,8,16,0,0,7,6,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,14,1,0,0,0,0,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
2364,12810,908,1,6,0,7,66,8,9,5,1,18,125,12,58,0,0,0,0,489.5,7,0,0,4,16,0,1,7,7,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,0,0,2,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
2368,12870,609.5,1,5,1,7,64,11,8,2,0,10,75.5,11,33,1,0,0,1,266,8,0,2,2,36,0,1,4,6,1,3,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0
2372,12929,639,0,2,1,6,66,5,23,7,0,9,71,10,29,0,0,0,0,329.5,10,0,0,4,12,0,3,5,5,1,1,0,2,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2376,12988,923,0,3,0,29,52,2,21,5,0,31,74,29,32,0,0,0,0,567,9,0,10,13,5,0,0,4,3,0,0,0,3,0,0,0,1,9,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2380,13047,446,0,0,0,6,18,0,2,1,0,23,67,18,12,1,0,0,0,245.5,8.5,0,3,7,1,0,0,1,1,1,4,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2384,13107,574,0,2,0,11,30,2,8,0,0,23,56,32,16,0,0,0,0,347.5,3.5,0,2,4,4,0,0,4,4,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
2388,13166,524.5,0,1,0,17,26,1,1,0,0,15,80,14,15,0,0,0,0,316.5,3,0,4,3,6,0,1,3,4,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2392,13225,499,0,2,0,3,19,1,3,0,0,12,82,7,15,0,0,0,0,313.5,8.5,0,8,6,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2396,13285,393.5,0,0,0,9,27,6,4,0,0,16,54,24,42,0,0,0,0,146.5,4,0,9,7,9,0,0,2,3,2,3,0,0,0,2,0,1,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1
