"sample.depths","sample.ages","Abies","Acer.rubrum","Acer.saccharum","Acer.undiff.","Alnus.incana","Alnus.viridis.subsp..crispa","Betula..small.","Betula.undiff.","Carya","Castanea","Celtis","Cephalanthus","Cornus","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus.americana","Fraxinus.nigra","Fraxinus.undiff.","Ilex","Juglans.cinerea","Juglans.nigra","Larix","Liquidambar","Morus","Myrica.Comptonia.peregrina","Nyssa","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus","Quercus","Rhamnus.Vitis","Salix","Sambucus","Taxus","Tilia","Tsuga","Ulmus","Viburnum","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Caryophyllaceae","Chenopodiaceae","Cyperaceae","Fabaceae","Galium","Humulus","Iva.annua.type","Plantago","Poaceae.undiff.","Polygonaceae.undiff.","Polygonum.bistortoides","Ranunculaceae.undiff.","Rosaceae","Rumex","Thalictrum","Urtica","Xanthium","Zea"
1.5,-35,0,0.0148698884758364,0.0111524163568773,0,0.00371747211895911,0,0.0111524163568773,0.343866171003717,0.0204460966542751,0.00557620817843866,0,0,0,0.00185873605947955,0.00371747211895911,0,0.0408921933085502,0.00743494423791822,0.00185873605947955,0,0.00185873605947955,0,0.00185873605947955,0,0,0,0.00743494423791822,0,0.00557620817843866,0,0.0130111524163569,0.0371747211895911,0.0576208178438662,0,0.00185873605947955,0.304832713754647,0,0,0,0,0,0.0427509293680297,0.00929368029739777,0,0.0315985130111524,0,0,0.00371747211895911,0,0,0,0.00371747211895911,0,0,0,0,0.00185873605947955,0.00557620817843866,0,0,0,0.00185873605947955,0.00185873605947955,0,0,0,0
3.5,-22,0.00170068027210884,0.0153061224489796,0.00850340136054422,0.00340136054421769,0.0119047619047619,0,0.00680272108843537,0.389455782312925,0.0102040816326531,0.0272108843537415,0,0,0,0,0.00510204081632653,0.00170068027210884,0.0255102040816327,0.0136054421768707,0,0,0.00170068027210884,0,0.00170068027210884,0,0,0,0.0102040816326531,0,0.0102040816326531,0.00340136054421769,0.00510204081632653,0.032312925170068,0.0442176870748299,0.00340136054421769,0,0.20578231292517,0,0.00170068027210884,0,0,0,0.0442176870748299,0.0102040816326531,0,0.0578231292517007,0,0,0,0,0,0.00340136054421769,0.00680272108843537,0,0,0,0,0.00170068027210884,0.0238095238095238,0,0,0,0.00340136054421769,0.00850340136054422,0,0,0,0
5.5,-10,0.00305810397553517,0.0107033639143731,0.0091743119266055,0.00152905198776758,0.0259938837920489,0,0.00458715596330275,0.36697247706422,0.0107033639143731,0.0290519877675841,0,0.00152905198776758,0,0.00152905198776758,0.00152905198776758,0.00305810397553517,0.0351681957186544,0.0137614678899083,0.00152905198776758,0.00305810397553517,0.00305810397553517,0,0.00152905198776758,0,0,0,0.0137614678899083,0,0.0107033639143731,0.00305810397553517,0.00458715596330275,0.0168195718654434,0.0428134556574924,0.00458715596330275,0,0.165137614678899,0,0,0,0,0.00152905198776758,0.0275229357798165,0.0091743119266055,0.00152905198776758,0.0840978593272171,0,0,0.00458715596330275,0,0,0,0.00764525993883792,0,0,0,0,0.00611620795107034,0.055045871559633,0,0,0,0.00152905198776758,0.0122324159021407,0,0,0,0
7.5,3,0.00149925037481259,0.00449775112443778,0.00899550224887556,0.00149925037481259,0.0134932533733133,0,0.00299850074962519,0.334332833583208,0.00599700149925037,0.0674662668665667,0,0,0,0,0.00299850074962519,0.00299850074962519,0.0449775112443778,0.0119940029985007,0,0.00299850074962519,0.00149925037481259,0.00149925037481259,0.00299850074962519,0,0.00149925037481259,0,0.0119940029985007,0,0.00299850074962519,0.00449775112443778,0.00299850074962519,0.0149925037481259,0.0449775112443778,0.00149925037481259,0.00149925037481259,0.149925037481259,0,0,0,0,0,0.0329835082458771,0.0134932533733133,0,0.0764617691154423,0,0,0.00449775112443778,0,0,0,0.00599700149925037,0,0,0,0,0.00599700149925037,0.0689655172413793,0,0,0,0.00449775112443778,0.0374812593703148,0,0,0,0
9.5,16,0.00137174211248285,0.00823045267489712,0.0123456790123457,0.00274348422496571,0.0178326474622771,0,0.00274348422496571,0.334705075445816,0.0123456790123457,0.0425240054869684,0,0,0,0.00137174211248285,0.00274348422496571,0.00411522633744856,0.0397805212620027,0.0150891632373114,0.00137174211248285,0.00137174211248285,0.00274348422496571,0.00137174211248285,0,0,0,0,0.0164609053497942,0,0.00137174211248285,0.00274348422496571,0.00823045267489712,0.00411522633744856,0.0342935528120713,0.00274348422496571,0,0.13443072702332,0,0,0,0,0.00137174211248285,0.0329218106995885,0.0109739368998628,0,0.0946502057613169,0,0.00274348422496571,0.00137174211248285,0,0,0.00274348422496571,0.00548696844993141,0,0,0,0,0.00274348422496571,0.0877914951989026,0,0,0,0.00274348422496571,0.0452674897119342,0,0,0,0
11.5,28,0,0.00592592592592593,0.0162962962962963,0,0.0222222222222222,0,0.00444444444444444,0.33037037037037,0.00740740740740741,0.0888888888888889,0,0,0,0.00148148148148148,0.00148148148148148,0.00296296296296296,0.0518518518518519,0.0118518518518519,0.00296296296296296,0.00148148148148148,0.00148148148148148,0,0.00148148148148148,0,0,0,0.00888888888888889,0,0,0.00148148148148148,0.00888888888888889,0.00888888888888889,0.0651851851851852,0.00148148148148148,0,0.112592592592593,0,0.00296296296296296,0,0,0.00148148148148148,0.0311111111111111,0.0103703703703704,0,0.085925925925926,0,0,0.00148148148148148,0,0,0,0.00148148148148148,0,0,0,0,0.00592592592592593,0.0681481481481482,0,0,0,0,0.0311111111111111,0,0,0,0
13.5,41,0,0.0067842605156038,0.0108548168249661,0.00135685210312076,0.0162822252374491,0,0.00407055630936228,0.225237449118046,0.00407055630936228,0.10719131614654,0,0.00271370420624152,0,0.00135685210312076,0.00407055630936228,0.00271370420624152,0.0583446404341927,0.0189959294436906,0.00135685210312076,0.00135685210312076,0.00271370420624152,0.00407055630936228,0,0,0,0,0.0203527815468114,0.00135685210312076,0.00135685210312076,0.00135685210312076,0.00407055630936228,0.00814111261872456,0.0651289009497965,0.00271370420624152,0,0.132971506105834,0,0.00271370420624152,0,0,0.00271370420624152,0.0488466757123474,0.00814111261872456,0,0.096336499321574,0,0.00135685210312076,0.00135685210312076,0,0,0,0.00542740841248304,0,0,0,0.00135685210312076,0.00135685210312076,0.0597014925373134,0.00135685210312076,0,0,0.00271370420624152,0.0556309362279511,0,0,0,0
15.5,53,0,0.00828729281767956,0.0124309392265193,0.00276243093922652,0.0165745856353591,0,0.00276243093922652,0.203038674033149,0.00828729281767956,0.111878453038674,0,0,0,0,0.00276243093922652,0.00552486187845304,0.0580110497237569,0.0069060773480663,0.00414364640883978,0.00138121546961326,0.00138121546961326,0.00138121546961326,0,0.00138121546961326,0,0,0.037292817679558,0,0.00276243093922652,0.00828729281767956,0.0110497237569061,0.0138121546961326,0.0732044198895028,0.00138121546961326,0,0.11878453038674,0,0,0,0,0,0.0511049723756906,0.00966850828729282,0,0.0580110497237569,0,0.00138121546961326,0.00138121546961326,0,0,0,0.00414364640883978,0,0,0,0,0.00138121546961326,0.102209944751381,0,0,0,0,0.0552486187845304,0,0,0,0
17.5,66,0,0.00696378830083565,0.00139275766016713,0.00278551532033426,0.0139275766016713,0,0.00139275766016713,0.210306406685237,0.00835654596100279,0.0974930362116992,0,0,0,0,0.00278551532033426,0.00139275766016713,0.0557103064066852,0.00557103064066852,0.00139275766016713,0.00139275766016713,0.00139275766016713,0.00417827298050139,0.00139275766016713,0,0,0,0.0236768802228412,0.00139275766016713,0.00278551532033426,0.00557103064066852,0.00278551532033426,0.032033426183844,0.0710306406685237,0,0,0.135097493036212,0,0.00139275766016713,0,0,0.00139275766016713,0.0654596100278552,0.00557103064066852,0,0.0668523676880223,0,0.00139275766016713,0.00557103064066852,0,0,0.00139275766016713,0.00417827298050139,0,0,0,0,0.00139275766016713,0.084958217270195,0,0,0,0.00139275766016713,0.0654596100278552,0.00139275766016713,0,0,0
19.5,79,0.00284495021337127,0.0085348506401138,0.0085348506401138,0.00284495021337127,0.00995732574679943,0,0.00284495021337127,0.234708392603129,0.0142247510668563,0.0825035561877667,0,0.00142247510668563,0,0.00142247510668563,0.00142247510668563,0.00284495021337127,0.0540540540540541,0.00284495021337127,0.00284495021337127,0.0042674253200569,0.00142247510668563,0.00142247510668563,0,0,0.00142247510668563,0,0.0256045519203414,0.00284495021337127,0.00284495021337127,0.00284495021337127,0.00995732574679943,0.0170697012802276,0.0668563300142248,0.00284495021337127,0.00284495021337127,0.13371266002845,0,0.00142247510668563,0,0,0.00142247510668563,0.0725462304409673,0.00568990042674253,0,0.0497866287339972,0,0.00142247510668563,0.00142247510668563,0,0,0,0.0042674253200569,0,0,0,0,0.00142247510668563,0.096728307254623,0,0,0,0.00284495021337127,0.0512091038406828,0,0,0,0
21.5,91,0,0.00302571860816944,0.0075642965204236,0.00151285930408472,0.0121028744326778,0,0,0.210287443267776,0.0136157337367625,0.148260211800303,0,0,0,0,0.00302571860816944,0.00151285930408472,0.0363086232980333,0.00907715582450832,0.00151285930408472,0.00453857791225416,0.00302571860816944,0,0.00151285930408472,0.00151285930408472,0,0,0.010590015128593,0,0.00302571860816944,0.00605143721633888,0.0121028744326778,0.0151285930408472,0.075642965204236,0.00151285930408472,0,0.133131618759455,0,0.00151285930408472,0,0,0.00151285930408472,0.0590015128593041,0.00907715582450832,0.00151285930408472,0.065052950075643,0,0.00151285930408472,0.00151285930408472,0,0,0.00151285930408472,0.00302571860816944,0,0,0,0,0,0.0892586989409985,0,0,0,0.00605143721633888,0.0438729198184569,0,0,0,0
23.5,104,0,0.00287769784172662,0.00719424460431655,0.00287769784172662,0.0143884892086331,0,0.00431654676258993,0.20863309352518,0.00863309352517986,0.113669064748201,0,0,0,0,0.00143884892086331,0.00143884892086331,0.0633093525179856,0.0100719424460432,0.00143884892086331,0.00431654676258993,0.00143884892086331,0,0,0.00143884892086331,0,0,0.0158273381294964,0,0.00431654676258993,0.00431654676258993,0.00287769784172662,0.0201438848920863,0.0676258992805755,0.00143884892086331,0,0.132374100719424,0,0,0,0,0,0.0848920863309353,0.00575539568345324,0.00143884892086331,0.0575539568345324,0,0.00143884892086331,0.00287769784172662,0,0,0,0.00863309352517986,0,0,0,0.00143884892086331,0.00287769784172662,0.0906474820143885,0,0,0,0.00143884892086331,0.0446043165467626,0,0,0,0
