"sample.depths","sample.ages","Artemisia","Betula","Corylus","Cupressaceae","Cyperaceae","Ericaceae","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Salix","Asteraceae.subf..Asteroideae.undiff.","Alnus.incana","Ambrosia","Alnus.viridis","Amaranthaceae","Poaceae","Oxyria.digyna","Tsuga","Plantago","Ulmus","Fabaceae","Fraxinus","Quercus","Thalictrum","Myrica","Epilobium","Larix","Rosaceae.undiff.","Rubus.chamaemorus","Ostrya","Populus","Cornus.canadensis","Acer","Rubiaceae","Platanus","Abies","Caryophyllaceae","Saxifragaceae","Brassicaceae","Fagus","Rumex"
0,7,0.00735294117647059,0.452205882352941,0.00183823529411765,0.00367647058823529,0.117647058823529,0.0551470588235294,0.181066176470588,0.0165441176470588,0.00183823529411765,0.0137867647058824,0.00551470588235294,0.00367647058823529,0.00367647058823529,0.00735294117647059,0.0974264705882353,0.00735294117647059,0.0238970588235294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,651,0.0265017667844523,0.355123674911661,0,0.00176678445229682,0.139575971731449,0.0565371024734982,0.234098939929329,0.00353356890459364,0,0.00088339222614841,0.0176678445229682,0.019434628975265,0.00353356890459364,0.0088339222614841,0.104240282685512,0.00176678445229682,0.0212014134275618,0.00176678445229682,0.00176678445229682,0.00176678445229682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1081,0.0291173794358508,0.356687898089172,0,0.00363967242948135,0.100090991810737,0.0582347588717015,0.258416742493176,0.0200181983621474,0,0.000909918107370337,0.0127388535031847,0.0127388535031847,0.00363967242948135,0.00545950864422202,0.112829845313922,0.00181983621474067,0.0181983621474067,0,0,0,0.00181983621474067,0.00181983621474067,0.00181983621474067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1510,0.013949433304272,0.385353095030514,0,0.00523103748910201,0.0959023539668701,0.05231037489102,0.259808195292066,0.00523103748910201,0,0.000871839581517,0.00523103748910201,0.00871839581517,0.003487358326068,0.010462074978204,0.127288578901482,0,0.013949433304272,0,0.003487358326068,0.003487358326068,0,0,0,0.001743679163034,0.001743679163034,0.001743679163034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2154,0.0141218005295675,0.3477493380406,0.00176522506619594,0.0141218005295675,0.0688437775816417,0.0441306266548985,0.303618711385702,0.0229479258605472,0.00176522506619594,0.00617828773168579,0.00706090026478376,0.0088261253309797,0.00529567519858782,0.00176522506619594,0.134157105030891,0.00353045013239188,0.0141218005295675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2324,0.0149253731343284,0.3,0,0.00597014925373134,0.0746268656716418,0.0447761194029851,0.405970149253731,0.0104477611940299,0,0.00298507462686567,0.00597014925373134,0.00746268656716418,0.00597014925373134,0.00746268656716418,0.0925373134328358,0,0.00746268656716418,0,0,0.00149253731343284,0,0,0,0,0.00149253731343284,0,0.00149253731343284,0.00149253731343284,0.00149253731343284,0.00298507462686567,0.00298507462686567,0,0,0,0,0,0,0,0,0,0,0
30,2449,0.0158982511923688,0.365659777424483,0,0.00635930047694754,0.0556438791732909,0.0540540540540541,0.355325914149444,0.014308426073132,0,0.00397456279809221,0.00158982511923688,0.00794912559618442,0.00476947535771065,0.00317965023847377,0.0890302066772655,0,0.0190779014308426,0,0,0,0.00158982511923688,0,0,0,0,0,0,0,0,0,0,0.00158982511923688,0,0,0,0,0,0,0,0,0,0
34,2533,0.0101317122593718,0.370820668693009,0,0.00810536980749747,0.0567375886524823,0.0445795339412361,0.318135764944276,0.0121580547112462,0,0.00101317122593718,0.00405268490374873,0.00810536980749747,0.0060790273556231,0,0.149949341438703,0,0.00810536980749747,0,0,0,0,0,0,0.00202634245187437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2658,0.0185979971387697,0.397711015736767,0,0.00715307582260372,0.0586552217453505,0.0443490701001431,0.25035765379113,0.0157367668097282,0,0.00715307582260372,0.0128755364806867,0.00572246065808298,0.00858369098712446,0.00286123032904149,0.151645207439199,0.00143061516452074,0.011444921316166,0,0,0,0.00143061516452074,0,0,0.00143061516452074,0,0,0,0,0,0,0.00143061516452074,0,0.00143061516452074,0,0,0,0,0,0,0,0,0
46,2784,0.0131904369332234,0.37757625721352,0,0.00824402308326463,0.0577081615828524,0.023083264633141,0.367683429513603,0.0131904369332234,0.00329760923330585,0.000824402308326463,0.00659521846661171,0.00164880461665293,0.00329760923330585,0,0.102225886232481,0.00329760923330585,0.00824402308326463,0,0,0.00494641384995878,0,0,0,0,0.00164880461665293,0,0,0,0,0.00164880461665293,0,0,0,0.00164880461665293,0,0,0,0,0,0,0,0
50,2867,0.0142729705619982,0.39607493309545,0,0.00535236396074933,0.0713648528099911,0.0410347903657449,0.264942016057092,0.0107047279214987,0.00178412132024978,0.00356824264049955,0.0124888492417484,0.0124888492417484,0.00713648528099911,0.00356824264049955,0.137377341659233,0,0.0107047279214987,0,0,0.00178412132024978,0,0,0.00178412132024978,0,0,0,0,0,0,0,0.00178412132024978,0,0,0,0.00178412132024978,0,0,0,0,0,0,0
56,2993,0.0125293657008614,0.366483946750196,0,0.00156617071260767,0.0532498042286609,0.0454189506656225,0.349256068911511,0.00939702427564605,0,0.000783085356303837,0.00939702427564605,0.00783085356303837,0.00313234142521535,0.00313234142521535,0.123727486296006,0,0.00939702427564605,0,0,0,0.00156617071260767,0,0,0,0,0,0,0,0,0.00156617071260767,0,0,0,0,0,0.00156617071260767,0,0,0,0,0,0
60,3076,0.016,0.354666666666667,0,0.004,0.064,0.0466666666666667,0.273333333333333,0.0146666666666667,0,0.00133333333333333,0.00933333333333333,0.00133333333333333,0.00666666666666667,0.00666666666666667,0.178666666666667,0.00266666666666667,0.0186666666666667,0,0,0,0,0,0,0,0,0.00133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,3160,0.0140944326990839,0.405919661733615,0,0.00563777307963354,0.0422832980972516,0.0380549682875264,0.237491190979563,0.00845665961945032,0.00140944326990839,0,0.00845665961945032,0.00281888653981677,0.0098661028893587,0.00563777307963354,0.193093727977449,0.00140944326990839,0.0211416490486258,0,0,0,0,0,0,0,0,0.00140944326990839,0,0,0.00140944326990839,0.00140944326990839,0,0,0,0,0,0,0,0,0,0,0,0
70,3645,0.0122950819672131,0.319672131147541,0,0.00614754098360656,0.0635245901639344,0.0614754098360656,0.264344262295082,0.0122950819672131,0,0.00204918032786885,0.00819672131147541,0.00204918032786885,0.00204918032786885,0.0102459016393443,0.219262295081967,0,0.0122950819672131,0,0,0,0,0,0,0,0,0,0,0.00204918032786885,0,0,0,0,0,0,0,0,0.00204918032786885,0,0,0,0,0
76,4202,0.0107655502392345,0.324162679425837,0,0.00119617224880383,0.0562200956937799,0.0322966507177034,0.216507177033493,0.00956937799043062,0,0.00358851674641148,0.0083732057416268,0.00239234449760766,0.0155502392344498,0.0083732057416268,0.294258373205742,0.00239234449760766,0.0083732057416268,0,0,0,0.00119617224880383,0,0,0.00119617224880383,0,0.00119617224880383,0.00119617224880383,0,0,0,0,0,0,0,0,0,0.00119617224880383,0,0,0,0,0
80,4573,0.012448132780083,0.394190871369295,0,0,0.0401106500691563,0.033195020746888,0.17911479944675,0.00968188105117566,0.00138312586445367,0.00345781466113416,0.00968188105117566,0.00691562932226833,0.0110650069156293,0.00968188105117566,0.273858921161826,0.00276625172890733,0.00553250345781466,0,0,0.00138312586445367,0,0,0,0.00138312586445367,0,0,0,0.00138312586445367,0,0,0,0,0,0,0,0,0.00138312586445367,0.00138312586445367,0,0,0,0
84,4944,0.0153321976149915,0.359454855195911,0,0.00170357751277683,0.0698466780238501,0.0374787052810903,0.174616695059625,0.00511073253833049,0,0.000851788756388416,0.0170357751277683,0.00851788756388416,0.010221465076661,0.00681431005110733,0.269165247018739,0.00170357751277683,0.0170357751277683,0,0,0,0.00170357751277683,0,0,0,0,0.00170357751277683,0.00170357751277683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,5501,0.00749063670411985,0.37752808988764,0,0.00149812734082397,0.0299625468164794,0.052434456928839,0.133333333333333,0.00449438202247191,0.00149812734082397,0.00374531835205993,0.0149812734082397,0.00599250936329588,0.0104868913857678,0,0.334082397003745,0.00449438202247191,0.0104868913857678,0,0,0.00149812734082397,0.00149812734082397,0,0,0,0,0.00149812734082397,0,0,0,0,0,0,0,0,0,0,0,0,0.00299625468164794,0,0,0
94,5873,0.00927643784786642,0.38404452690167,0,0.00185528756957328,0.0333951762523191,0.0500927643784787,0.157699443413729,0.00185528756957328,0,0,0.0148423005565863,0.00371057513914657,0.00927643784786642,0.00371057513914657,0.311688311688312,0,0.0166975881261596,0,0,0,0,0,0,0,0,0.00185528756957328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
