"sample.depths","sample.ages","Carya","Iva.annua.type","Cupressaceae","Cyperaceae","Fagus","Ilex","Nyssa","Ostrya.Carpinus","Arecaceae","Quercus","Salix","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Vitis","Xanthium","Fabaceae","Myrica","Pinus","Amaranthaceae","Poaceae","Rosaceae","cf..Betula","Castanea","Ambrosia","Celtis","Ericaceae","Rhus","Fraxinus","Cephalanthus","Gordonia","Alnus","Liquidambar","Platanus","Acer","Artemisia","Parthenocissus","Polygonum.lapathifolium.type","Onagraceae","Polygonella.fimbriata.type"
1738,0,0.0124610591900312,0.00623052959501558,0.00311526479750779,0.00623052959501558,0.00623052959501558,0.0809968847352025,0.00934579439252336,0.00311526479750779,0.00934579439252336,0.0809968847352025,0.00934579439252336,0.180685358255452,0.00311526479750779,0.00623052959501558,0.00934579439252336,0.00311526479750779,0.0685358255451713,0.342679127725857,0.0841121495327103,0.0654205607476635,0.00311526479750779,0.00623052959501558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1745,211,0.0181268882175227,0.00906344410876133,0.0120845921450151,0.0211480362537764,0.00302114803625378,0.157099697885196,0.00302114803625378,0.00604229607250755,0.00302114803625378,0.108761329305136,0,0.00906344410876133,0.00302114803625378,0,0,0,0.027190332326284,0.495468277945619,0.0513595166163142,0.0513595166163142,0,0.00604229607250755,0.00302114803625378,0.0120845921450151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750,362,0.0165562913907285,0.00662251655629139,0.0132450331125828,0.0463576158940397,0,0.149006622516556,0,0,0,0.0529801324503311,0,0.0264900662251656,0,0.00662251655629139,0.0231788079470199,0,0.043046357615894,0.423841059602649,0.0827814569536424,0.0827814569536424,0.00662251655629139,0,0,0.00662251655629139,0.0033112582781457,0.0033112582781457,0.0033112582781457,0.0033112582781457,0,0,0,0,0,0,0,0,0,0,0
1755,513,0.00760456273764259,0.0228136882129278,0.00380228136882129,0.0304182509505703,0,0.163498098859316,0,0.00380228136882129,0,0.0874524714828897,0,0.00380228136882129,0.00380228136882129,0,0,0,0.0380228136882129,0.422053231939163,0.0950570342205323,0.102661596958175,0.00380228136882129,0,0,0,0,0,0,0.00380228136882129,0.00380228136882129,0.00380228136882129,0,0,0,0,0,0,0,0,0
1760,664,0.0407523510971787,0.00313479623824451,0.00626959247648903,0.0125391849529781,0,0.166144200626959,0,0.00313479623824451,0.00626959247648903,0.0752351097178683,0,0.00313479623824451,0,0,0,0,0.0250783699059561,0.473354231974922,0.0532915360501567,0.103448275862069,0,0,0,0,0,0.0156739811912226,0,0,0,0.00626959247648903,0.00626959247648903,0,0,0,0,0,0,0,0
1770,965,0.0339622641509434,0.00377358490566038,0,0.00377358490566038,0,0,0,0,0.00377358490566038,0.0981132075471698,0,0.00754716981132075,0,0.00377358490566038,0,0,0.0377358490566038,0.675471698113208,0.0490566037735849,0.0566037735849057,0,0,0,0.00377358490566038,0,0.0113207547169811,0,0,0,0,0.00377358490566038,0.00377358490566038,0.00377358490566038,0,0,0,0,0,0
1782,1327,0.0389221556886228,0.0149700598802395,0.0029940119760479,0.0209580838323353,0,0.0149700598802395,0,0,0.0029940119760479,0.134730538922156,0,0.0119760479041916,0.0029940119760479,0.0029940119760479,0,0,0.0658682634730539,0.395209580838323,0.0718562874251497,0.206586826347305,0,0,0,0.0029940119760479,0.0029940119760479,0,0,0,0,0,0.0029940119760479,0.0029940119760479,0,0,0,0,0,0,0
1790,1568,0.0274390243902439,0.00914634146341463,0,0.024390243902439,0,0.0121951219512195,0,0,0.00609756097560976,0.170731707317073,0,0.00304878048780488,0,0.00304878048780488,0,0,0.0609756097560976,0.38719512195122,0.103658536585366,0.155487804878049,0,0.00304878048780488,0,0.00304878048780488,0.00304878048780488,0.024390243902439,0,0.00304878048780488,0,0,0,0,0,0,0,0,0,0,0
1800,1870,0.0125786163522013,0.00943396226415094,0,0.0157232704402516,0,0,0,0,0,0.116352201257862,0,0.0220125786163522,0,0,0,0,0.0440251572327044,0.474842767295597,0.10377358490566,0.188679245283019,0,0,0,0.00314465408805031,0,0.00943396226415094,0,0,0,0,0,0,0,0,0,0,0,0,0
1810,2172,0.0305810397553517,0.00611620795107034,0.00305810397553517,0.0091743119266055,0,0.018348623853211,0,0,0.00305810397553517,0.17737003058104,0,0,0,0,0,0,0.0948012232415902,0.342507645259939,0.0795107033639144,0.180428134556575,0,0.00305810397553517,0,0,0,0.0458715596330275,0,0,0,0.00305810397553517,0,0.00305810397553517,0,0,0,0,0,0,0
1820,2473,0.0454545454545455,0.0194805194805195,0,0.0162337662337662,0.00324675324675325,0.051948051948052,0,0,0.0064935064935065,0.175324675324675,0,0.0162337662337662,0.0064935064935065,0,0,0,0.0681818181818182,0.188311688311688,0.181818181818182,0.172077922077922,0,0,0,0.00324675324675325,0,0.0357142857142857,0,0,0,0,0.00974025974025974,0,0,0,0,0,0,0,0
1830,2775,0.0566037735849057,0.0314465408805031,0,0.00943396226415094,0,0.0440251572327044,0.00314465408805031,0,0.00943396226415094,0.210691823899371,0,0.00628930817610063,0.00314465408805031,0,0,0,0.0660377358490566,0.242138364779874,0.0817610062893082,0.182389937106918,0,0,0,0.00314465408805031,0,0.050314465408805,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,3077,0.135220125786164,0.00628930817610063,0,0.00314465408805031,0,0.0251572327044025,0,0,0,0.283018867924528,0,0.00628930817610063,0.00314465408805031,0,0,0,0.0754716981132075,0.251572327044025,0.0628930817610063,0.110062893081761,0,0,0,0,0,0.0345911949685535,0,0,0,0.00314465408805031,0,0,0,0,0,0,0,0,0
1850,3378,0.0644171779141104,0.0214723926380368,0,0.00613496932515337,0,0.00306748466257669,0,0,0.00306748466257669,0.374233128834356,0,0.0184049079754601,0.00306748466257669,0.00306748466257669,0,0,0.0521472392638037,0.263803680981595,0.0429447852760736,0.098159509202454,0,0.00613496932515337,0,0.00613496932515337,0,0.0276073619631902,0,0,0,0,0.00306748466257669,0.00306748466257669,0,0,0,0,0,0,0
1860,3680,0.0037593984962406,0.0225563909774436,0,0.0150375939849624,0,0,0,0,0,0.394736842105263,0,0.0488721804511278,0,0.0037593984962406,0,0,0.0075187969924812,0.244360902255639,0.0263157894736842,0.18796992481203,0,0.0037593984962406,0,0.018796992481203,0,0.018796992481203,0,0,0,0,0.0037593984962406,0,0,0,0,0,0,0,0
1870,3981,0.0122699386503067,0.0368098159509202,0,0.0214723926380368,0,0,0,0,0,0.426380368098159,0,0.0306748466257669,0,0,0.00306748466257669,0,0.00920245398773006,0.205521472392638,0.0245398773006135,0.214723926380368,0,0,0,0.00920245398773006,0,0,0,0,0,0,0,0.00306748466257669,0,0.00306748466257669,0,0,0,0,0
1880,4283,0.00647249190938511,0.029126213592233,0,0.0129449838187702,0,0,0,0,0,0.540453074433657,0,0.0323624595469256,0,0.00323624595469256,0,0,0.0129449838187702,0.194174757281553,0.0420711974110032,0.113268608414239,0,0.00323624595469256,0,0.00970873786407767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1890,4585,0.0157728706624606,0.0504731861198738,0,0.0157728706624606,0,0,0,0,0,0.488958990536278,0.00946372239747634,0.0220820189274448,0.00315457413249211,0,0,0,0,0.176656151419558,0.0378548895899054,0.148264984227129,0.00315457413249211,0,0,0.0157728706624606,0,0.00946372239747634,0,0,0.00315457413249211,0,0,0,0,0,0,0,0,0,0
1905,5037,0.0301204819277108,0.0301204819277108,0.00301204819277108,0.0271084337349398,0.00602409638554217,0,0,0,0,0.44578313253012,0.00301204819277108,0.0542168674698795,0,0,0,0,0.0120481927710843,0.210843373493976,0.0180722891566265,0.120481927710843,0.00903614457831325,0,0,0.0120481927710843,0,0.00602409638554217,0.00602409638554217,0,0,0,0.00301204819277108,0,0,0,0.00301204819277108,0,0,0,0
1915,5339,0.0376569037656904,0.0292887029288703,0,0.00418410041841004,0,0,0,0,0,0.414225941422594,0,0.0376569037656904,0,0,0,0,0.00418410041841004,0.280334728033473,0.0125523012552301,0.146443514644351,0.00418410041841004,0,0,0.0209205020920502,0,0,0,0.00418410041841004,0,0,0,0,0,0,0,0.00418410041841004,0,0,0
1925,5640,0.0157232704402516,0,0,0.0283018867924528,0,0,0,0,0,0.40251572327044,0,0.0534591194968553,0,0,0,0,0.00314465408805031,0.289308176100629,0.00628930817610063,0.176100628930818,0.00314465408805031,0,0,0.0125786163522013,0,0.00314465408805031,0,0.00314465408805031,0,0,0,0,0,0,0.00314465408805031,0,0,0,0
1935,5942,0.065359477124183,0.00326797385620915,0,0.0065359477124183,0.00326797385620915,0,0,0,0,0.408496732026144,0,0.0130718954248366,0,0,0,0,0.0261437908496732,0.352941176470588,0.0065359477124183,0.0947712418300654,0,0,0,0.0196078431372549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1945,6244,0.101063829787234,0.0159574468085106,0,0.0106382978723404,0.00531914893617021,0,0,0,0,0.412234042553192,0,0.0159574468085106,0,0,0,0,0.0319148936170213,0.231382978723404,0.0265957446808511,0.125,0.00531914893617021,0,0,0.0132978723404255,0,0.00265957446808511,0,0,0,0,0,0,0,0,0.00265957446808511,0,0,0,0
1955,6545,0.045016077170418,0.0128617363344051,0.00321543408360129,0.0257234726688103,0,0,0,0,0,0.418006430868167,0.00321543408360129,0.0321543408360129,0,0,0,0,0.0192926045016077,0.29903536977492,0.00321543408360129,0.118971061093248,0.00643086816720257,0,0,0.00321543408360129,0,0.00321543408360129,0,0,0.00321543408360129,0,0,0,0,0,0,0,0.00321543408360129,0,0
1965,6847,0.105919003115265,0.0124610591900312,0,0.0155763239875389,0,0,0,0.00311526479750779,0.00311526479750779,0.40809968847352,0,0.0404984423676012,0,0.00623052959501558,0,0,0.043613707165109,0.230529595015576,0.0249221183800623,0.0841121495327103,0,0.00311526479750779,0,0.0155763239875389,0,0.00311526479750779,0,0,0,0,0,0,0,0,0,0,0,0,0
