"sample.depths","sample.ages","Abies","Acer.negundo","Acer.rubrum","Acer.saccharum","Alnus","Betula","Carya","Cornus.racemosa","Cornus.sericea","Cornus.undiff.","Corylus","Cupressaceae","Diervilla","Ephedra","Ericaceae","Fraxinus.nigra","Fraxinus.pennsylvanica","Fraxinus.undiff.","Juglans.cinerea","Juglans.nigra","Larix","Lonicera","Myrica","Ostrya.Carpinus","Parthenocissus","Picea","Pinus.banksiana.P..resinosa","Pinus.strobus","Pinus.undiff.","Populus","Prunus","Quercus","Rhamnus","Salix","Sambucus","Sarcobatus.vermiculatus","Shepherdia.argentea","Shepherdia.canadensis","Spiraea","Symphoricarpos.occidentalis","Tilia","Ulmus","Viburnum.lentago","Viburnum.opulus","Viburnum.rafinesquianum.type","Viburnum.undiff.","Allium","Ambrosia.type","Amorpha","Anemone","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Brassicaceae","Caltha.type","Campanula","Caryophyllaceae.undiff.","Caulophyllum.thalictroides","Chenopodiaceae.Amaranthaceae.undiff.","Comandra","Cyperaceae","Dalea.candida.type","Dalea.purpurea.type","Epilobium","Euphorbia","Fabaceae.undiff.","Galium","Humulus","Impatiens","Iva.annua.type","Iva.xanthifolia","Lysimachia","Maianthemum","Mimulus","Pedicularis","Poaceae","Polygonum.amphibium","Polygonum.aviculare","Polygonum.persicaria","Potentilla","Ranunculus","Rosaceae.undiff.","Rumex","Scrophularia","Stellaria","Thalictrum","Urtica.type","Veronica","Viola","Xanthium"
130,4792,0.0150602409638554,0.00150602409638554,0,0,0.0316265060240964,0.0271084337349398,0,0,0,0,0.00753012048192771,0.00150602409638554,0,0,0,0.00451807228915663,0,0,0,0,0.0617469879518072,0,0,0.00301204819277108,0,0.016566265060241,0.0301204819277108,0.286144578313253,0.30421686746988,0.00451807228915663,0,0.0225903614457831,0,0.00602409638554217,0,0.00150602409638554,0,0,0,0,0,0.00451807228915663,0,0,0,0,0,0.0120481927710843,0,0,0,0.0135542168674699,0.0105421686746988,0,0,0,0,0,0,0.00301204819277108,0,0.0858433734939759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036144578313253,0,0,0,0,0,0.00150602409638554,0.00150602409638554,0,0,0,0.00451807228915663,0,0,0.00150602409638554
155,5595,0.013840830449827,0,0,0,0.0207612456747405,0.0259515570934256,0,0,0,0,0.00865051903114187,0.0103806228373702,0,0,0,0.0069204152249135,0,0,0,0,0.0934256055363322,0,0,0.00173010380622837,0,0.0242214532871972,0.0242214532871972,0.0519031141868512,0.307958477508651,0.00346020761245675,0,0.027681660899654,0,0.0069204152249135,0,0,0,0,0,0,0,0.0069204152249135,0,0,0,0,0,0.0155709342560554,0,0.00173010380622837,0,0.00865051903114187,0.0103806228373702,0,0,0,0,0,0,0.00346020761245675,0,0.21280276816609,0,0,0,0,0,0,0,0.00173010380622837,0,0,0,0,0.00173010380622837,0,0.102076124567474,0,0,0,0,0,0,0.00346020761245675,0,0,0.00173010380622837,0,0,0,0.00173010380622837
170,6076,0.0285261489698891,0,0,0,0.0332805071315372,0.0499207606973059,0,0,0,0,0.00554675118858954,0,0.000792393026941363,0,0,0.000792393026941363,0.00158478605388273,0,0,0.000792393026941363,0.0689381933438986,0,0,0.00237717908082409,0,0.0190174326465927,0.080824088748019,0.0649762282091918,0.302694136291601,0.000792393026941363,0,0.0221870047543582,0,0.00554675118858954,0,0,0,0,0,0,0.00237717908082409,0.0126782884310618,0,0,0,0,0,0.0110935023771791,0.00158478605388273,0,0,0.0134706814580032,0.01743264659271,0,0,0.000792393026941363,0,0.000792393026941363,0,0.00950871632329636,0,0.138668779714739,0,0,0.000792393026941363,0.000792393026941363,0,0.000792393026941363,0,0.000792393026941363,0,0,0,0,0,0,0.0935023771790808,0,0,0.000792393026941363,0,0,0,0.000792393026941363,0,0,0.00158478605388273,0.00316957210776545,0,0,0
185,6558,0.0130293159609121,0,0,0,0.0423452768729642,0.0390879478827362,0,0,0,0,0.00651465798045603,0,0,0,0,0.00325732899022801,0,0,0,0,0.120521172638436,0,0,0.00325732899022801,0,0.00651465798045603,0.0260586319218241,0.0488599348534202,0.371335504885993,0.00325732899022801,0,0.0130293159609121,0,0.00651465798045603,0,0,0,0,0,0,0.00325732899022801,0.00651465798045603,0,0,0,0,0,0.00651465798045603,0,0,0,0.00325732899022801,0.0130293159609121,0,0,0,0,0,0,0.00977198697068404,0,0.159609120521173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0944625407166124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,6719,0.00116822429906542,0,0,0,0.00934579439252336,0.0315420560747664,0.00116822429906542,0,0.00116822429906542,0,0.0128504672897196,0.00233644859813084,0,0.00116822429906542,0,0.00116822429906542,0,0,0,0,0,0,0,0,0,0.00350467289719626,0.00700934579439252,0,0.102803738317757,0,0,0.0630841121495327,0,0.036214953271028,0,0.00116822429906542,0.00116822429906542,0.00116822429906542,0,0.00116822429906542,0,0.0058411214953271,0,0,0,0,0,0.0759345794392523,0,0,0.00116822429906542,0.143691588785047,0.0385514018691589,0,0.00116822429906542,0.00350467289719626,0,0.00233644859813084,0,0.0607476635514019,0,0.273364485981308,0,0.00116822429906542,0.00116822429906542,0,0,0,0,0,0.00116822429906542,0,0.00116822429906542,0,0,0,0.0922897196261682,0,0,0.00700934579439252,0,0,0.00350467289719626,0.00350467289719626,0,0.00116822429906542,0.00116822429906542,0,0,0,0.00116822429906542
200,7040,0,0,0,0,0.00324675324675325,0.0194805194805195,0,0,0,0,0.0194805194805195,0.0064935064935065,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064935064935065,0.025974025974026,0,0.090909090909091,0,0,0.0649350649350649,0,0.0292207792207792,0,0,0,0,0,0,0,0.00974025974025974,0,0,0,0,0,0.051948051948052,0.00974025974025974,0,0,0.168831168831169,0.0162337662337662,0,0,0,0,0,0,0.0779220779220779,0,0.305194805194805,0,0,0,0,0,0,0,0,0.0064935064935065,0,0,0,0,0,0.0811688311688312,0,0,0,0,0,0,0,0,0.0064935064935065,0,0,0,0,0
210,7361,0,0,0,0,0.0108374384236453,0.0413793103448276,0.00197044334975369,0,0,0,0.00394088669950739,0.00689655172413793,0,0,0,0.000985221674876847,0.000985221674876847,0,0,0,0,0,0,0,0,0.00591133004926108,0.0738916256157636,0.000985221674876847,0.189162561576355,0.00591133004926108,0,0.0344827586206897,0,0.0147783251231527,0,0,0.00492610837438424,0,0,0,0,0.0118226600985222,0,0,0,0,0.000985221674876847,0.032512315270936,0,0,0,0.113300492610837,0.0167487684729064,0.00197044334975369,0,0.00197044334975369,0,0.000985221674876847,0,0.000985221674876847,0,0.151724137931034,0,0.00197044334975369,0,0,0,0,0,0,0,0,0,0,0.000985221674876847,0,0.195073891625616,0,0,0.000985221674876847,0,0,0,0.0669950738916256,0,0.00394088669950739,0,0,0,0,0
230,8003,0,0,0,0,0.0138169257340242,0.0284974093264249,0,0,0.000863557858376511,0,0.0138169257340242,0.00518134715025907,0,0.000863557858376511,0,0.00172711571675302,0,0,0.00172711571675302,0,0,0,0.000863557858376511,0.00172711571675302,0,0.00863557858376511,0.075993091537133,0.00172711571675302,0.169257340241796,0.00172711571675302,0.000863557858376511,0.0215889464594128,0,0.0241796200345423,0,0.000863557858376511,0.00259067357512953,0,0.000863557858376511,0,0,0.00604490500863558,0,0,0,0,0,0.03713298791019,0.00172711571675302,0,0.000863557858376511,0.116580310880829,0.0146804835924007,0,0,0.00604490500863558,0,0.000863557858376511,0,0.0829015544041451,0,0.166666666666667,0.000863557858376511,0.000863557858376511,0,0.000863557858376511,0,0,0,0.000863557858376511,0.00172711571675302,0,0,0.000863557858376511,0,0,0.181347150259067,0,0,0,0,0.000863557858376511,0,0,0,0,0,0,0,0,0.000863557858376511
240,8324,0,0,0,0,0.0110091743119266,0.0220183486238532,0,0.0018348623853211,0,0,0.0073394495412844,0.0128440366972477,0,0.0018348623853211,0,0.0055045871559633,0,0,0,0,0,0,0,0.0055045871559633,0.0018348623853211,0.0128440366972477,0.108256880733945,0,0.179816513761468,0.0055045871559633,0,0.0238532110091743,0.0018348623853211,0.0201834862385321,0,0,0.0036697247706422,0,0,0,0,0.0091743119266055,0,0,0,0,0,0.0440366972477064,0,0,0.0018348623853211,0.0990825688073395,0.0091743119266055,0.0018348623853211,0,0.0018348623853211,0,0,0,0.0568807339449541,0,0.185321100917431,0,0,0,0,0,0,0,0,0,0.0018348623853211,0,0,0,0,0.152293577981651,0.0018348623853211,0,0,0,0,0,0,0,0,0,0.0055045871559633,0,0,0.0036697247706422
250,8645,0,0.000763941940412529,0,0.000763941940412529,0.00687547746371276,0.0527119938884645,0,0,0,0,0.00993124522536287,0.00763941940412529,0,0,0,0,0.00305576776165011,0,0.000763941940412529,0,0.000763941940412529,0,0,0.00458365164247517,0,0.00458365164247517,0.204736440030558,0,0.134453781512605,0.00611153552330023,0.000763941940412529,0.014514896867838,0,0.0106951871657754,0,0,0.00381970970206264,0.000763941940412529,0,0,0,0.00687547746371276,0,0,0,0,0,0.0336134453781513,0,0,0,0.0840336134453782,0.0114591291061879,0,0,0.00305576776165011,0,0,0,0.0733384262796028,0,0.155080213903743,0,0,0,0,0.000763941940412529,0,0,0,0,0,0,0,0,0,0.155080213903743,0,0,0.00305576776165011,0,0,0,0,0,0.00229182582123759,0,0.00229182582123759,0,0,0.000763941940412529
