"sample.depths","sample.ages","Acer.rubrum","Artemisia","Betula","Carya","Cephalanthus","Amaranthaceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Fagus","Poaceae.undiff.","Juglans.nigra","Asteraceae.subf..Cichorioideae","Ostrya.Carpinus","Picea","Quercus","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Ambrosia","Fraxinus.americana.type","Pinus","Populus","Ranunculus","Acer.saccharum","Salix","Tilia","Brassicaceae","Rosaceae","Fraxinus.undiff.","Platanus","Shepherdia.canadensis","Apiaceae","Alnus","Plantago","Fraxinus.nigra","Acer.negundo","Impatiens","Larix","Liquidambar","Nyssa","Rumex","Thalictrum","Vitis","Fabaceae","Polygonum","Rubiaceae.undiff.","Sarcobatus.vermiculatus","Taxus","Cornus","Abies","Celtis","Humulus","Arceuthobium","Juglans.cinerea","Zea.mays","Castanea","Lamiaceae","Xanthium","Shepherdia.argentea","Iva.xanthifolia"
1,-29,0.00520833333333333,0.00520833333333333,0.078125,0.0104166666666667,0.00520833333333333,0.0208333333333333,0.00520833333333333,0.0260416666666667,0.0364583333333333,0.0104166666666667,0.0833333333333333,0.0104166666666667,0.00520833333333333,0.0208333333333333,0.00520833333333333,0.114583333333333,0.03125,0.0260416666666667,0.0104166666666667,0.296875,0.00520833333333333,0.078125,0.0416666666666667,0.00520833333333333,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,-21,0.0110497237569061,0.0110497237569061,0.0883977900552486,0,0.00552486187845304,0.0165745856353591,0,0.0441988950276243,0.0386740331491713,0.0276243093922652,0.116022099447514,0,0,0.0331491712707182,0,0.18232044198895,0.0165745856353591,0.0110497237569061,0.0276243093922652,0.171270718232044,0,0.0718232044198895,0.0386740331491713,0.0110497237569061,0.0165745856353591,0.0331491712707182,0.00552486187845304,0.0165745856353591,0.00552486187845304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,-13,0.00555555555555556,0,0.0833333333333333,0,0.00555555555555556,0.0277777777777778,0,0.0333333333333333,0.0444444444444444,0.00555555555555556,0.0666666666666667,0,0.0333333333333333,0,0,0.133333333333333,0,0.0277777777777778,0.0333333333333333,0.116666666666667,0.0222222222222222,0.0722222222222222,0.05,0,0.0388888888888889,0,0.0111111111111111,0,0,0.0777777777777778,0.0111111111111111,0.00555555555555556,0.00555555555555556,0.0277777777777778,0.00555555555555556,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,-5,0,0.00421940928270042,0.0210970464135021,0,0,0.0126582278481013,0.0126582278481013,0,0.0506329113924051,0.00421940928270042,0.126582278481013,0,0.0168776371308017,0.0253164556962025,0.00421940928270042,0.130801687763713,0.00421940928270042,0.0253164556962025,0.029535864978903,0.265822784810127,0.0210970464135021,0.0590717299578059,0.0253164556962025,0,0.0210970464135021,0.00421940928270042,0,0.00421940928270042,0,0.029535864978903,0.00421940928270042,0,0,0.0168776371308017,0,0.00843881856540084,0.00843881856540084,0.0126582278481013,0.00843881856540084,0.00421940928270042,0.00421940928270042,0.00843881856540084,0.00421940928270042,0.00421940928270042,0.0168776371308017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,3,0,0.00609756097560976,0.048780487804878,0.0182926829268293,0,0.024390243902439,0.0121951219512195,0.0914634146341463,0.0548780487804878,0.00609756097560976,0.121951219512195,0,0.00609756097560976,0,0.00609756097560976,0.219512195121951,0,0,0.0121951219512195,0.134146341463415,0,0.073170731707317,0.0426829268292683,0,0.0304878048780488,0.0121951219512195,0.0182926829268293,0,0.00609756097560976,0.0121951219512195,0,0,0.00609756097560976,0.00609756097560976,0,0.0121951219512195,0,0.00609756097560976,0,0,0,0,0,0.00609756097560976,0,0.00609756097560976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,12,0,0.00465116279069767,0.0325581395348837,0.00465116279069767,0,0.0186046511627907,0.00930232558139535,0.190697674418605,0.0744186046511628,0,0.12093023255814,0,0.027906976744186,0,0,0.0511627906976744,0,0,0.013953488372093,0.26046511627907,0.0186046511627907,0.0697674418604651,0.00930232558139535,0,0.0186046511627907,0.0325581395348837,0,0,0,0.0186046511627907,0.00930232558139535,0,0,0.00465116279069767,0,0,0,0,0,0,0,0.00465116279069767,0,0,0,0,0.00465116279069767,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,20,0,0.00943396226415094,0.0471698113207547,0.00471698113207547,0,0.00943396226415094,0,0.0518867924528302,0.0188679245283019,0.00471698113207547,0.160377358490566,0,0.0235849056603774,0.0471698113207547,0.00943396226415094,0.113207547169811,0.0188679245283019,0.0188679245283019,0.0518867924528302,0.245283018867925,0.00471698113207547,0.0660377358490566,0.0141509433962264,0,0.0235849056603774,0.00471698113207547,0,0,0.00471698113207547,0.00471698113207547,0.00943396226415094,0,0,0.0141509433962264,0,0,0,0.00471698113207547,0,0,0,0,0,0,0.00471698113207547,0,0,0.00471698113207547,0.00471698113207547,0,0,0,0,0,0,0,0,0,0,0,0
70,28,0,0.00769230769230769,0.05,0.00769230769230769,0.00769230769230769,0.0192307692307692,0.00384615384615385,0.0384615384615385,0.0115384615384615,0,0.153846153846154,0,0.0192307692307692,0,0.00384615384615385,0.138461538461538,0.00384615384615385,0.00769230769230769,0.0346153846153846,0.353846153846154,0.00384615384615385,0.0423076923076923,0.0192307692307692,0,0.0153846153846154,0.0230769230769231,0.00384615384615385,0,0,0.00384615384615385,0,0,0.00384615384615385,0.00384615384615385,0.00384615384615385,0,0,0,0,0,0,0.00384615384615385,0,0,0.00769230769230769,0,0,0,0,0.00384615384615385,0,0,0,0,0,0,0,0,0,0,0
80,36,0,0.00625,0.01875,0,0.0125,0.00625,0.0125,0.04375,0.0625,0.0125,0.25,0,0.0125,0.00625,0,0.0625,0.03125,0.0125,0.03125,0.30625,0,0.01875,0.01875,0.00625,0.01875,0.0125,0.00625,0.00625,0,0.00625,0,0,0,0.00625,0,0.00625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00625,0,0,0,0,0,0,0,0,0,0
90,44,0.00334448160535117,0,0.0501672240802676,0,0,0.0133779264214047,0,0.00668896321070234,0.020066889632107,0,0.214046822742475,0,0.0267558528428094,0.00334448160535117,0,0.096989966555184,0,0.020066889632107,0.0635451505016722,0.307692307692308,0.00668896321070234,0.0735785953177258,0.0167224080267559,0,0.0100334448160535,0.00668896321070234,0.00334448160535117,0.00334448160535117,0,0.00668896321070234,0,0,0,0.00668896321070234,0.00334448160535117,0,0,0,0,0,0,0.00334448160535117,0,0,0.0267558528428094,0,0,0,0.00334448160535117,0,0,0.00334448160535117,0,0,0,0,0,0,0,0,0
100,53,0,0,0.0606060606060606,0,0,0.0192837465564738,0,0.0440771349862259,0.0137741046831956,0,0.292011019283747,0,0.00550964187327824,0.00826446280991736,0,0.046831955922865,0.00550964187327824,0.0110192837465565,0.0275482093663912,0.352617079889807,0.00275482093663912,0.0358126721763085,0.0110192837465565,0,0.00550964187327824,0.00826446280991736,0.00550964187327824,0,0,0.00275482093663912,0,0,0,0.0137741046831956,0.00275482093663912,0,0,0,0,0,0,0,0,0,0.0110192837465565,0,0,0.00550964187327824,0.00826446280991736,0,0,0,0,0,0,0,0,0,0,0,0
