"sample.depths","sample.ages","Acer.rubrum","Artemisia","Betula","Carya","Cephalanthus","Amaranthaceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Fagus","Poaceae.undiff.","Juglans.nigra","Asteraceae.subf..Cichorioideae","Ostrya.Carpinus","Picea","Quercus","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Ambrosia","Fraxinus.americana.type","Pinus","Populus","Ranunculus","Acer.saccharum","Salix","Tilia","Brassicaceae","Rosaceae","Fraxinus.undiff.","Platanus","Shepherdia.canadensis","Apiaceae","Alnus","Plantago","Fraxinus.nigra","Acer.negundo","Impatiens","Larix","Liquidambar","Nyssa","Rumex","Thalictrum","Vitis","Fabaceae","Polygonum","Rubiaceae.undiff.","Sarcobatus.vermiculatus","Taxus","Cornus","Abies","Celtis","Humulus","Arceuthobium","Juglans.cinerea","Zea.mays","Castanea","Lamiaceae","Xanthium","Shepherdia.argentea","Iva.xanthifolia"
110,61,0,0,0.0124223602484472,0.0062111801242236,0,0.0248447204968944,0.0248447204968944,0.0403726708074534,0.0031055900621118,0,0.422360248447205,0,0.0093167701863354,0.0031055900621118,0.0031055900621118,0.0496894409937888,0.0062111801242236,0.0093167701863354,0.046583850931677,0.211180124223602,0.0062111801242236,0.0279503105590062,0.0527950310559006,0.0031055900621118,0.0062111801242236,0.0093167701863354,0.0031055900621118,0,0,0,0,0,0,0.0062111801242236,0,0.0031055900621118,0,0,0.0031055900621118,0,0,0,0.0031055900621118,0,0.0031055900621118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,69,0,0,0.00506072874493927,0.00101214574898785,0,0.00202429149797571,0.00101214574898785,0.0101214574898785,0.0222672064777328,0.00506072874493927,0.780364372469636,0,0.00506072874493927,0.00101214574898785,0,0.0111336032388664,0.00101214574898785,0.00809716599190283,0.0101214574898785,0.062753036437247,0.00404858299595142,0.0172064777327935,0.0101214574898785,0,0.00708502024291498,0.00303643724696356,0.00607287449392713,0.00202429149797571,0,0.00708502024291498,0,0,0,0.00404858299595142,0.00101214574898785,0.00303643724696356,0,0,0,0,0,0,0,0,0.00404858299595142,0,0,0.00202429149797571,0.00101214574898785,0.00101214574898785,0,0,0.00101214574898785,0,0,0,0,0,0,0,0
130,77,0,0.0037593984962406,0.0093984962406015,0.0018796992481203,0,0.018796992481203,0,0.0206766917293233,0.0357142857142857,0,0.513157894736842,0,0.0131578947368421,0.0018796992481203,0.0018796992481203,0.0319548872180451,0.0093984962406015,0.0075187969924812,0.0131578947368421,0.201127819548872,0.0018796992481203,0.0413533834586466,0.0281954887218045,0.0018796992481203,0.0037593984962406,0.0056390977443609,0.0056390977443609,0,0,0.0056390977443609,0,0,0,0.0075187969924812,0.0056390977443609,0.0037593984962406,0,0,0,0,0,0,0,0,0.0056390977443609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,85,0,0,0.0130434782608696,0,0,0,0,0.000869565217391304,0.00782608695652174,0.00347826086956522,0.861739130434783,0,0.00173913043478261,0.000869565217391304,0,0.00869565217391304,0.00434782608695652,0.00260869565217391,0.0139130434782609,0.028695652173913,0,0.0182608695652174,0.00869565217391304,0,0.00173913043478261,0.00260869565217391,0.00521739130434783,0,0.00173913043478261,0.00260869565217391,0,0,0,0.00173913043478261,0.00173913043478261,0.00260869565217391,0,0,0,0,0,0,0,0,0,0,0,0,0.00260869565217391,0,0,0,0,0.000869565217391304,0.000869565217391304,0.000869565217391304,0,0,0,0,0
150,94,0,0,0.0263157894736842,0.0087719298245614,0,0.0087719298245614,0,0.0701754385964912,0.087719298245614,0,0.333333333333333,0.0087719298245614,0.0263157894736842,0.043859649122807,0,0.0701754385964912,0.0350877192982456,0.0087719298245614,0.0350877192982456,0.0526315789473684,0,0.087719298245614,0,0,0.0614035087719298,0,0.0087719298245614,0,0,0.0087719298245614,0,0,0,0,0,0.0087719298245614,0,0,0.0087719298245614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,102,0,0.004,0.012,0.008,0,0.012,0,0.008,0.048,0.028,0.34,0,0.004,0.004,0,0.028,0.024,0,0.02,0.112,0.016,0.156,0.004,0.012,0.028,0,0.008,0,0,0.04,0.004,0,0,0.032,0,0.024,0,0,0,0,0,0.004,0,0.004,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,110,0,0,0.0235294117647059,0.0196078431372549,0,0.00392156862745098,0,0.0313725490196078,0.0823529411764706,0.0235294117647059,0.407843137254902,0,0.0117647058823529,0.00784313725490196,0,0.0627450980392157,0.0196078431372549,0,0.0352941176470588,0.0705882352941176,0,0.101960784313725,0.00784313725490196,0,0.0117647058823529,0.0117647058823529,0,0,0,0.0235294117647059,0.00784313725490196,0,0,0.00784313725490196,0,0.0235294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00392156862745098,0,0,0,0,0,0,0,0,0,0
180,118,0,0,0.0580645161290323,0.0129032258064516,0,0,0,0,0.032258064516129,0.0258064516129032,0.2,0,0,0.0064516129032258,0,0.109677419354839,0.0387096774193548,0.0064516129032258,0.0903225806451613,0.0580645161290323,0.0129032258064516,0.2,0.0129032258064516,0.0064516129032258,0.0193548387096774,0,0.0129032258064516,0,0,0.0258064516129032,0.0064516129032258,0,0,0.0387096774193548,0,0.0129032258064516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129032258064516,0,0,0,0,0,0,0,0,0,0
190,126,0.0078740157480315,0,0.078740157480315,0.0078740157480315,0,0,0.015748031496063,0,0.031496062992126,0.015748031496063,0.094488188976378,0,0,0.0078740157480315,0,0.078740157480315,0.031496062992126,0,0.0393700787401575,0.015748031496063,0,0.401574803149606,0.0078740157480315,0.015748031496063,0.031496062992126,0,0.0078740157480315,0,0,0.015748031496063,0,0,0,0.0393700787401575,0.0078740157480315,0.015748031496063,0,0,0,0.0078740157480315,0,0,0,0,0,0,0,0,0.015748031496063,0,0,0,0,0,0.0078740157480315,0,0,0,0,0,0
200,135,0,0,0.0519031141868512,0.0069204152249135,0,0,0,0,0.0069204152249135,0.055363321799308,0.629757785467128,0,0,0.0069204152249135,0,0.069204152249135,0,0,0.0242214532871972,0,0.0173010380622837,0.069204152249135,0.0069204152249135,0.0103806228373702,0.00346020761245675,0,0,0,0.0069204152249135,0.0173010380622837,0.00346020761245675,0,0,0.0103806228373702,0,0,0,0,0,0,0,0.00346020761245675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,143,0.0072463768115942,0,0.0652173913043478,0.0072463768115942,0,0,0,0,0.0217391304347826,0.0144927536231884,0.115942028985507,0,0,0.036231884057971,0,0.152173913043478,0.0072463768115942,0,0.036231884057971,0.0072463768115942,0.0144927536231884,0.41304347826087,0,0,0.0217391304347826,0,0.0144927536231884,0,0,0.0217391304347826,0,0,0,0.0289855072463768,0,0.0072463768115942,0,0,0,0,0,0,0,0,0,0,0,0,0.0072463768115942,0,0,0,0,0,0,0,0,0,0,0,0
220,171,0,0.00819672131147541,0.0573770491803279,0.00819672131147541,0,0,0,0,0.0163934426229508,0.00819672131147541,0.0491803278688525,0.00819672131147541,0,0.0245901639344262,0,0.139344262295082,0.0819672131147541,0.0163934426229508,0.0491803278688525,0.00819672131147541,0.00819672131147541,0.352459016393443,0.0163934426229508,0.0163934426229508,0.0245901639344262,0,0.00819672131147541,0,0,0.0327868852459016,0.00819672131147541,0,0,0.0245901639344262,0,0.0245901639344262,0,0,0,0,0,0.00819672131147541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,231,0,0,0.092436974789916,0.0168067226890756,0,0,0,0.0168067226890756,0.0504201680672269,0.0168067226890756,0.0336134453781513,0,0,0.0420168067226891,0,0.168067226890756,0.0504201680672269,0.00840336134453781,0.0672268907563025,0,0.00840336134453781,0.260504201680672,0,0,0.0252100840336134,0,0.0252100840336134,0,0,0.0336134453781513,0,0,0,0.0420168067226891,0.00840336134453781,0.0252100840336134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00840336134453781,0,0,0,0,0,0
250,349,0,0,0.0401069518716578,0.0053475935828877,0,0.00267379679144385,0.0053475935828877,0.0401069518716578,0.0106951871657754,0.0133689839572193,0.438502673796791,0,0,0.00802139037433155,0,0.133689839572193,0.0160427807486631,0.00267379679144385,0.0267379679144385,0,0,0.195187165775401,0,0.00267379679144385,0.0240641711229947,0,0.0053475935828877,0,0,0.00802139037433155,0,0,0,0.0133689839572193,0,0.00802139037433155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,409,0,0,0.0948275862068965,0.0172413793103448,0,0,0,0,0.0172413793103448,0.0862068965517241,0.0344827586206897,0,0,0.0344827586206897,0,0.146551724137931,0.0517241379310345,0,0.0344827586206897,0,0.00862068965517241,0.301724137931034,0.00862068965517241,0.0172413793103448,0.0431034482758621,0.00862068965517241,0.0258620689655172,0,0,0.00862068965517241,0,0,0,0.0344827586206897,0.0172413793103448,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00862068965517241,0,0,0,0,0,0,0,0,0,0,0,0
300,646,0,0.010752688172043,0.0268817204301075,0.00537634408602151,0,0,0,0.032258064516129,0.021505376344086,0.0591397849462366,0.301075268817204,0,0,0.0698924731182796,0.00537634408602151,0.0752688172043011,0.0376344086021505,0.00537634408602151,0.0752688172043011,0.010752688172043,0.00537634408602151,0.102150537634409,0.032258064516129,0,0.0161290322580645,0.010752688172043,0.021505376344086,0,0.00537634408602151,0.0268817204301075,0.010752688172043,0,0,0.00537634408602151,0,0.021505376344086,0,0,0,0,0,0,0.00537634408602151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,765,0,0,0.04,0.008,0,0,0.008,0,0,0.088,0.152,0.016,0,0.008,0.008,0.136,0.048,0.008,0,0,0.008,0.368,0,0,0.024,0,0,0.008,0.008,0.024,0.008,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0
350,943,0.0078740157480315,0,0.0393700787401575,0.0236220472440945,0,0.015748031496063,0,0.0236220472440945,0.094488188976378,0.133858267716535,0.047244094488189,0.0078740157480315,0,0.0078740157480315,0,0.015748031496063,0.094488188976378,0.0078740157480315,0.0393700787401575,0,0,0.094488188976378,0.0078740157480315,0,0.220472440944882,0.015748031496063,0.015748031496063,0,0,0,0.031496062992126,0,0,0.031496062992126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236220472440945,0,0,0,0,0,0
380,1121,0,0,0.0397350993377483,0.0132450331125828,0,0,0.00662251655629139,0,0.0132450331125828,0.119205298013245,0.205298013245033,0,0,0.033112582781457,0,0.139072847682119,0.0132450331125828,0,0.0596026490066225,0,0.0132450331125828,0.245033112582781,0,0,0.0132450331125828,0,0.00662251655629139,0,0,0.0397350993377483,0,0,0,0.00662251655629139,0,0.0264900662251656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00662251655629139,0,0,0,0,0,0
400,1239,0.0078125,0,0.078125,0.0234375,0,0,0,0.0078125,0.015625,0.09375,0.015625,0.0078125,0,0.0390625,0.0078125,0.1796875,0.046875,0,0.09375,0.0078125,0.0078125,0.234375,0,0,0.0390625,0.0078125,0.0078125,0,0,0.0234375,0,0,0,0.0234375,0,0.015625,0,0,0,0,0,0,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078125,0,0,0
420,1358,0.00934579439252336,0,0.0747663551401869,0.0280373831775701,0,0,0.014018691588785,0.00467289719626168,0,0.0934579439252336,0.0420560747663551,0,0,0.00467289719626168,0,0.126168224299065,0.0794392523364486,0,0.0981308411214953,0,0,0.252336448598131,0,0,0.107476635514019,0,0.0327102803738318,0,0,0,0,0,0,0.0186915887850467,0,0.00934579439252336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00467289719626168,0,0,0,0,0,0
480,1714,0,0,0.142857142857143,0.019047619047619,0,0,0,0,0.019047619047619,0.0857142857142857,0.00952380952380952,0.019047619047619,0,0.0857142857142857,0,0.219047619047619,0.019047619047619,0,0.0380952380952381,0,0.00952380952380952,0.2,0,0,0.0571428571428571,0,0.019047619047619,0.00952380952380952,0,0.00952380952380952,0.019047619047619,0,0,0.019047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,1828,0,0.00515463917525773,0.0515463917525773,0.0154639175257732,0,0,0,0,0.0412371134020619,0.0876288659793814,0.257731958762887,0,0,0,0.00515463917525773,0.11340206185567,0.0154639175257732,0,0.0412371134020619,0,0.0103092783505155,0.237113402061856,0,0,0.0360824742268041,0,0.00515463917525773,0,0,0.0360824742268041,0,0,0,0,0,0.0257731958762887,0,0,0,0.00515463917525773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103092783505155,0,0,0,0,0,0
520,1927,0,0,0.0392156862745098,0.0130718954248366,0,0,0,0.0065359477124183,0.0065359477124183,0.169934640522876,0.274509803921569,0,0,0.0065359477124183,0.0261437908496732,0.0457516339869281,0.0588235294117647,0,0.0718954248366013,0,0.0065359477124183,0.137254901960784,0,0,0.0522875816993464,0,0.0065359477124183,0,0,0.0392156862745098,0,0,0,0,0,0.0326797385620915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065359477124183,0,0,0,0,0,0
560,2126,0,0.00657894736842105,0.0986842105263158,0.0131578947368421,0,0,0.00657894736842105,0.0131578947368421,0.0131578947368421,0.171052631578947,0.217105263157895,0.00657894736842105,0,0.0263157894736842,0.0131578947368421,0.0526315789473684,0.0592105263157895,0,0.0592105263157895,0,0.00657894736842105,0.138157894736842,0,0.00657894736842105,0.0394736842105263,0,0.00657894736842105,0,0,0.00657894736842105,0,0,0,0.0394736842105263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,2325,0,0,0.161016949152542,0.00847457627118644,0,0,0,0.00847457627118644,0.0338983050847458,0.26271186440678,0.0677966101694915,0.00847457627118644,0,0.0169491525423729,0,0.11864406779661,0.0169491525423729,0,0.101694915254237,0,0,0.0932203389830508,0,0,0.0254237288135593,0,0.00847457627118644,0.00847457627118644,0,0,0,0,0,0,0,0.0254237288135593,0,0,0,0,0,0.00847457627118644,0,0,0,0,0,0,0,0.0169491525423729,0,0,0,0,0.00847457627118644,0,0,0,0,0,0
620,2425,0,0,0.100840336134454,0.0252100840336134,0,0.00840336134453781,0,0,0.00840336134453781,0.159663865546218,0.109243697478992,0,0,0,0.00840336134453781,0.210084033613445,0.0336134453781513,0.0168067226890756,0.117647058823529,0,0.0336134453781513,0.0672268907563025,0,0.00840336134453781,0.0420168067226891,0,0.00840336134453781,0,0,0,0,0,0,0.0252100840336134,0,0.00840336134453781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00840336134453781,0,0,0,0,0,0,0,0,0,0
640,2524,0.00285714285714286,0,0.0285714285714286,0,0.00285714285714286,0,0,0.00571428571428571,0,0.0571428571428571,0.694285714285714,0,0,0.0114285714285714,0,0.04,0.00285714285714286,0.00285714285714286,0.0257142857142857,0,0.00285714285714286,0.0571428571428571,0.00285714285714286,0,0.0171428571428571,0,0.0171428571428571,0,0,0.00857142857142857,0,0,0.00285714285714286,0.00857142857142857,0,0.00571428571428571,0,0,0,0,0,0,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,2624,0,0,0.031055900621118,0.0062111801242236,0,0,0.0124223602484472,0.0124223602484472,0.0062111801242236,0.093167701863354,0.304347826086957,0,0,0,0.0062111801242236,0.0807453416149068,0.0372670807453416,0,0.0683229813664596,0.0062111801242236,0.0186335403726708,0.192546583850932,0,0,0.0248447204968944,0,0.0062111801242236,0,0.0062111801242236,0.031055900621118,0.0062111801242236,0,0,0.0186335403726708,0,0.0124223602484472,0,0,0,0,0.0062111801242236,0.0062111801242236,0,0.0062111801242236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,2723,0,0,0.0338345864661654,0.0300751879699248,0,0.0150375939849624,0,0.0037593984962406,0.0300751879699248,0.0338345864661654,0.578947368421053,0.0037593984962406,0,0.0112781954887218,0,0.0526315789473684,0.0037593984962406,0,0.056390977443609,0,0,0.120300751879699,0,0,0.0037593984962406,0,0.0112781954887218,0,0,0,0,0,0,0.0037593984962406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037593984962406,0,0,0,0.0037593984962406,0,0,0,0,0,0
700,2823,0,0,0.0854700854700855,0.0213675213675214,0,0,0.0128205128205128,0.0256410256410256,0.00854700854700855,0.115384615384615,0.188034188034188,0.0170940170940171,0,0,0,0.102564102564103,0.0256410256410256,0.00854700854700855,0.0299145299145299,0.00854700854700855,0.0213675213675214,0.192307692307692,0.00427350427350427,0,0.0897435897435897,0.00427350427350427,0.0299145299145299,0,0,0,0,0,0,0,0,0.00427350427350427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00427350427350427,0,0
720,2922,0,0,0.0409090909090909,0.0227272727272727,0,0,0.00454545454545455,0.00454545454545455,0,0.0454545454545455,0.468181818181818,0,0,0.0136363636363636,0.00454545454545455,0.0545454545454545,0.0363636363636364,0.00454545454545455,0.00454545454545455,0,0.00454545454545455,0.186363636363636,0.00909090909090909,0.00909090909090909,0.0272727272727273,0.00454545454545455,0.0227272727272727,0,0,0,0.00909090909090909,0,0,0.00909090909090909,0,0,0,0,0,0,0.00454545454545455,0,0.00454545454545455,0,0,0,0,0,0,0,0.00454545454545455,0,0,0,0,0,0,0,0,0,0
740,3022,0,0,0.0311111111111111,0.00444444444444444,0,0,0,0,0,0.04,0.453333333333333,0,0,0.00888888888888889,0,0.115555555555556,0.00444444444444444,0,0.0133333333333333,0,0.00444444444444444,0.271111111111111,0,0,0.0177777777777778,0,0.0133333333333333,0,0,0.00888888888888889,0.00444444444444444,0,0,0,0,0.00444444444444444,0,0,0,0,0.00444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,3121,0.00210970464135021,0,0.0253164556962025,0.00210970464135021,0,0.00421940928270042,0,0.00421940928270042,0.00210970464135021,0.0316455696202532,0.753164556962025,0,0,0.0105485232067511,0.00210970464135021,0.0632911392405063,0.00843881856540084,0.00421940928270042,0.0105485232067511,0.00421940928270042,0.00210970464135021,0.0316455696202532,0,0.00210970464135021,0.00632911392405063,0,0.00210970464135021,0,0,0.00632911392405063,0.00210970464135021,0,0,0.0105485232067511,0,0.00421940928270042,0,0,0,0,0,0.00210970464135021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00210970464135021,0
780,3221,0,0.00225225225225225,0.036036036036036,0.0045045045045045,0,0.0045045045045045,0.0045045045045045,0.0045045045045045,0,0.027027027027027,0.752252252252252,0,0,0.0045045045045045,0,0.027027027027027,0,0.0045045045045045,0.0112612612612613,0,0.00675675675675676,0.063063063063063,0,0,0.009009009009009,0.00225225225225225,0.00675675675675676,0,0,0.00675675675675676,0.00225225225225225,0,0,0.018018018018018,0,0.00225225225225225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,3320,0,0,0.21551724137931,0.00862068965517241,0.00862068965517241,0.00862068965517241,0,0.00862068965517241,0,0.0344827586206897,0.0517241379310345,0.0172413793103448,0.00862068965517241,0.0258620689655172,0.0172413793103448,0.0517241379310345,0.0258620689655172,0.0258620689655172,0.0258620689655172,0,0.0344827586206897,0.301724137931034,0,0,0.0603448275862069,0,0,0,0,0,0,0,0,0.0172413793103448,0,0.0344827586206897,0,0,0,0,0,0.00862068965517241,0,0.00862068965517241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,3519,0,0.0064935064935065,0.038961038961039,0.0064935064935065,0,0,0,0,0,0.038961038961039,0.337662337662338,0,0,0.0064935064935065,0.051948051948052,0.0974025974025974,0.0064935064935065,0,0.0454545454545455,0,0,0.272727272727273,0,0,0.051948051948052,0.0064935064935065,0.0064935064935065,0,0,0,0,0,0,0.025974025974026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
