"sample.depths","sample.ages","Acer.undiff.","Alnus.undiff.","Ambrosia.type","Betula","Carya","Amaranthaceae.undiff.","Cyperaceae","Fagus","Fraxinus.undiff.","Juglans.cinerea","Ostrya.Carpinus","Pinus.undiff.","Quercus","Rumex","Salix","Tilia","Tsuga","Ulmus","Juniperus.Thuja","Populus","Poaceae","Artemisia","Fraxinus.nigra.type","Larix","Platanus","Brassicaceae","Corylus","Ilex","Asteraceae.subf..Asteroideae.undiff.","Iva.annua","Acer.saccharum.type","Castanea","Juglans.nigra","Magnolia","Picea","Thalictrum","Apiaceae","Alnus.incana","Pinus.strobus","Shepherdia.canadensis","Liquidambar","Impatiens","Asteraceae.subf..Cichorioideae","Nyssa","Lamiaceae","Plantago","Rosaceae","Sarcobatus.vermiculatus","Celtis","Ericales","Taxus","Ephedra","Myrica","Viburnum","Ilex.Nemopanthus.undiff.","Alnus.viridis","Cephalanthus","Abies","Cornus","Caryophyllaceae","Rubiaceae.undiff."
922,1139,0.010515247108307,0,0.0010515247108307,0.0431125131440589,0.0252365930599369,0,0.00420609884332282,0.187171398527865,0.0220820189274448,0.010515247108307,0.067297581493165,0.0399579390115668,0.267087276550999,0,0,0.0136698212407992,0.0220820189274448,0.0935856992639327,0.00420609884332282,0.00210304942166141,0.00210304942166141,0.0010515247108307,0.0368033648790747,0.0210304942166141,0.0115667718191377,0,0.0010515247108307,0,0.0010515247108307,0,0.082018927444795,0.00841219768664564,0,0,0,0,0,0.00315457413249211,0.0157728706624606,0,0,0,0,0,0,0.0010515247108307,0,0,0.0010515247108307,0,0,0,0,0,0,0,0,0,0,0,0
928,1236,0.00982318271119843,0,0,0.0510805500982318,0.055992141453831,0,0.0108055009823183,0.246561886051081,0.0196463654223969,0.00982318271119843,0.0677799607072692,0.0265225933202358,0.170923379174853,0,0.000982318271119843,0.012770137524558,0.0216110019646365,0.0982318271119843,0.00196463654223969,0.0068762278978389,0.00196463654223969,0.00392927308447937,0.0324165029469548,0.0324165029469548,0.0108055009823183,0,0.000982318271119843,0,0.00785854616895874,0,0.0854616895874263,0.00196463654223969,0,0,0,0.000982318271119843,0,0.00196463654223969,0.00785854616895874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
938,1396,0.00382165605095541,0,0.00127388535031847,0.067515923566879,0.0394904458598726,0,0.0165605095541401,0.243312101910828,0.0382165605095541,0.00764331210191083,0.0471337579617834,0.0496815286624204,0.192356687898089,0,0.00127388535031847,0.00764331210191083,0.0229299363057325,0.0955414012738854,0.0101910828025478,0.00382165605095541,0.00636942675159236,0,0.021656050955414,0.0152866242038217,0.00636942675159236,0.00127388535031847,0,0,0,0,0.0789808917197452,0.00254777070063694,0,0,0,0.00127388535031847,0,0.0089171974522293,0.0089171974522293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
946,1595,0.0128712871287129,0,0.00594059405940594,0.0495049504950495,0.0247524752475248,0.00198019801980198,0.0118811881188119,0.262376237623762,0.0237623762376238,0.00792079207920792,0.0495049504950495,0.0485148514851485,0.207920792079208,0,0.00396039603960396,0.0168316831683168,0.0178217821782178,0.103960396039604,0.00495049504950495,0.00198019801980198,0.00198019801980198,0.00297029702970297,0.0227722772277228,0.0158415841584158,0.0118811881188119,0,0.00099009900990099,0,0.00198019801980198,0,0.0603960396039604,0.00396039603960396,0.00198019801980198,0,0.00099009900990099,0,0,0.00396039603960396,0.0108910891089109,0,0.00099009900990099,0,0,0,0,0,0.00198019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0
954,1794,0.00511247443762781,0,0,0.0470347648261759,0.0224948875255624,0.00102249488752556,0.0173824130879346,0.223926380368098,0.0347648261758691,0.0081799591002045,0.0470347648261759,0.049079754601227,0.233128834355828,0,0,0.0102249488752556,0.0235173824130879,0.119631901840491,0.00511247443762781,0.00102249488752556,0,0.00204498977505112,0.0255623721881391,0.0102249488752556,0.0143149284253579,0,0.00102249488752556,0,0,0,0.0797546012269939,0.00306748466257669,0,0,0.00102249488752556,0,0,0.00204498977505112,0.0112474437627812,0,0,0,0,0,0,0,0,0,0.00102249488752556,0,0,0,0,0,0,0,0,0,0,0,0
962,1993,0.00556586270871985,0,0,0.0500927643784787,0.038961038961039,0,0.012987012987013,0.200371057513915,0.0352504638218924,0.00834879406307978,0.0547309833024119,0.0445269016697588,0.294063079777366,0,0,0.0120593692022263,0.0157699443413729,0.103896103896104,0.00185528756957328,0.00556586270871985,0,0.000927643784786642,0.0269016697588126,0.000927643784786642,0.0111317254174397,0.000927643784786642,0,0,0.000927643784786642,0,0.0667903525046382,0,0,0,0,0.000927643784786642,0,0.00278293135435993,0.00278293135435993,0,0.000927643784786642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,2192,0.0124095139607032,0,0.00103412616339193,0.0713547052740434,0.0361944157187177,0.0031023784901758,0.0103412616339193,0.240951396070321,0.0382626680455016,0.00827300930713547,0.0589451913133402,0.0341261633919338,0.249224405377456,0,0.00517063081695967,0.0206825232678387,0.015511892450879,0.0031023784901758,0.00206825232678387,0.00206825232678387,0.00103412616339193,0.00413650465356774,0.0382626680455016,0.0144777662874871,0.0206825232678387,0,0.00103412616339193,0,0,0,0.0910031023784902,0.00206825232678387,0,0,0.00206825232678387,0,0,0.00413650465356774,0.0062047569803516,0,0,0,0,0,0,0,0,0,0.00206825232678387,0,0,0,0,0,0,0,0,0,0,0,0
978,2391,0.005,0,0.001,0.037,0.039,0,0.011,0.302,0.03,0.006,0.042,0.029,0.183,0,0.001,0.012,0.012,0.092,0.01,0.002,0.002,0,0.047,0.01,0.007,0,0,0,0,0,0.083,0.001,0.001,0,0,0,0,0.005,0.025,0,0.002,0,0,0,0,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0
986,2590,0.00391389432485323,0,0.00391389432485323,0.0724070450097847,0.0283757338551859,0,0.0107632093933464,0.272015655577299,0.0371819960861057,0.00782778864970646,0.0362035225048924,0.0352250489236791,0.173189823874755,0,0.00587084148727984,0.0176125244618395,0.0166340508806262,0.0949119373776908,0.00684931506849315,0.00195694716242661,0.00195694716242661,0.000978473581213307,0.0362035225048924,0.00978473581213307,0.012720156555773,0,0.000978473581213307,0,0.000978473581213307,0,0.0968688845401174,0.000978473581213307,0,0,0,0,0,0.00195694716242661,0.00880626223091976,0,0,0,0,0,0,0,0.00195694716242661,0,0.000978473581213307,0,0,0,0,0,0,0,0,0,0,0,0
996,2816,0.0072463768115942,0,0.0010351966873706,0.05175983436853,0.020703933747412,0.0010351966873706,0.015527950310559,0.250517598343685,0.0383022774327122,0.0165631469979296,0.05175983436853,0.0631469979296066,0.165631469979296,0,0.0031055900621118,0.0175983436853002,0.0196687370600414,0.123188405797101,0.0031055900621118,0,0.005175983436853,0.0010351966873706,0.0186335403726708,0.0041407867494824,0.0082815734989648,0,0.0010351966873706,0,0.005175983436853,0,0.0890269151138716,0.0010351966873706,0,0,0.0020703933747412,0,0,0.0031055900621118,0.0093167701863354,0,0,0,0,0,0,0,0.0010351966873706,0,0.0010351966873706,0,0,0,0,0,0,0,0,0,0,0,0
1002,2898,0.011988011988012,0,0.001998001998002,0.044955044955045,0.03996003996004,0.003996003996004,0.02997002997003,0.232767232767233,0.02997002997003,0.00899100899100899,0.0609390609390609,0.021978021978022,0.1998001998002,0,0.001998001998002,0.01998001998002,0.022977022977023,0.127872127872128,0.002997002997003,0.001998001998002,0,0,0.02997002997003,0.000999000999001,0.007992007992008,0.000999000999001,0.001998001998002,0,0.000999000999001,0,0.066933066933067,0.000999000999001,0,0,0.000999000999001,0,0,0.005994005994006,0.012987012987013,0,0,0,0,0,0,0,0,0,0,0,0.001998001998002,0.000999000999001,0.000999000999001,0,0,0,0,0,0,0,0
1010,3008,0.0248190279214064,0,0.00206825232678387,0.0651499482936918,0.0227507755946225,0,0.00413650465356774,0.270941054808687,0.0299896587383661,0.00517063081695967,0.0486039296794209,0.0217166494312306,0.190279214064116,0,0.00103412616339193,0.0144777662874871,0.0103412616339193,0.0961737331954498,0.0103412616339193,0.00517063081695967,0.00413650465356774,0.0031023784901758,0.0558428128231644,0.00413650465356774,0.0217166494312306,0,0,0,0.00103412616339193,0,0.0744570837642192,0,0.00103412616339193,0,0.00103412616339193,0,0,0.00206825232678387,0.0062047569803516,0,0,0,0,0,0,0,0.00103412616339193,0,0,0,0,0,0,0.00103412616339193,0,0,0,0,0,0,0
1018,3118,0.00739957716701903,0,0.00317124735729387,0.0687103594080338,0.0380549682875264,0.00105708245243129,0.0158562367864693,0.281183932346723,0.0433403805496829,0.0158562367864693,0.0412262156448203,0.0348837209302326,0.169133192389006,0,0.00105708245243129,0.0137420718816068,0.0158562367864693,0.0919661733615222,0.00634249471458774,0,0.00105708245243129,0.00317124735729387,0.0380549682875264,0.00422832980972516,0.0126849894291755,0,0.00105708245243129,0,0,0,0.072938689217759,0.00211416490486258,0,0,0.00317124735729387,0.00105708245243129,0,0.00422832980972516,0.00422832980972516,0,0.00105708245243129,0,0,0,0,0,0,0.00105708245243129,0.00105708245243129,0,0,0,0,0,0,0,0,0,0,0,0
1026,3227,0.00790960451977401,0,0.00112994350282486,0.0519774011299435,0.0418079096045198,0.00225988700564972,0.0146892655367232,0.224858757062147,0.0338983050847458,0.00338983050847458,0.0497175141242938,0.0395480225988701,0.259887005649718,0,0.00451977401129944,0.0259887005649717,0.015819209039548,0.088135593220339,0.00338983050847458,0,0.00564971751412429,0.00564971751412429,0.0225988700564972,0,0.0192090395480226,0.00225988700564972,0,0,0.00112994350282486,0,0.0553672316384181,0.00112994350282486,0,0,0.00225988700564972,0.00112994350282486,0,0.00564971751412429,0.00903954802259887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,3337,0.00723888314374354,0,0.00103412616339193,0.0455015511892451,0.0372285418821096,0,0.00827300930713547,0.230610134436401,0.0268872802481903,0.0062047569803516,0.0506721820062048,0.0527404343329886,0.211995863495346,0,0.00103412616339193,0.0144777662874871,0.0186142709410548,0.106514994829369,0.0062047569803516,0.00103412616339193,0.00103412616339193,0.0031023784901758,0.0455015511892451,0.00827300930713547,0.00723888314374354,0,0.00206825232678387,0,0.00103412616339193,0,0.0816959669079628,0.00103412616339193,0,0,0.00103412616339193,0.00103412616339193,0,0.00517063081695967,0.0134436401240951,0,0,0,0,0,0,0,0,0,0.00103412616339193,0,0.00103412616339193,0,0,0,0,0,0,0,0,0,0
1042,3446,0.0229885057471264,0,0.00104493207941484,0.0491118077324974,0.0522466039707419,0,0.00835945663531871,0.189132706374086,0.0198537095088819,0.0135841170323929,0.058516196447231,0.03239289446186,0.193312434691745,0,0.00208986415882968,0.0229885057471264,0.0198537095088819,0.124346917450366,0.0208986415882968,0.00208986415882968,0.00417972831765935,0.00313479623824451,0.0261233019853709,0.00626959247648903,0.0146290491118077,0,0,0,0.00417972831765935,0,0.0783699059561129,0,0,0,0,0.00208986415882968,0,0.00208986415882968,0.0208986415882968,0.00104493207941484,0.00104493207941484,0,0,0,0,0,0.00208986415882968,0,0,0,0.00104493207941484,0,0,0,0,0,0,0,0,0,0
1049,3542,0.0100401606425703,0,0.00100401606425703,0.0562248995983936,0.0311244979919679,0,0.00803212851405622,0.206827309236948,0.0311244979919679,0.00602409638554217,0.0421686746987952,0.0170682730923695,0.198795180722892,0,0.00200803212851406,0.0150602409638554,0.00803212851405622,0.139558232931727,0.00803212851405622,0.00301204819277108,0,0.00200803212851406,0.070281124497992,0.0120481927710843,0.0140562248995984,0,0.00100401606425703,0,0.00100401606425703,0,0.0963855421686747,0,0,0,0.00100401606425703,0,0,0.0070281124497992,0.00903614457831325,0,0,0,0,0,0,0,0,0.00100401606425703,0,0,0,0,0,0,0.00100401606425703,0,0,0,0,0,0
1058,3701,0.00824742268041237,0,0.00412371134020619,0.0597938144329897,0.0237113402061856,0,0.0103092783505155,0.250515463917526,0.034020618556701,0.00412371134020619,0.0329896907216495,0.0381443298969072,0.206185567010309,0,0.00515463917525773,0.0134020618556701,0.00824742268041237,0.116494845360825,0.00927835051546392,0.00103092783505155,0.00206185567010309,0,0.0371134020618557,0.00721649484536083,0.00927835051546392,0,0.00309278350515464,0,0,0,0.097938144329897,0,0,0,0,0,0,0.00618556701030928,0.011340206185567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1066,3867,0.007502679528403,0,0.00214362272240086,0.0267952840300107,0.022508038585209,0,0.00857449088960343,0.202572347266881,0.0310825294748124,0.0107181136120043,0.067524115755627,0.045016077170418,0.233654876741693,0,0.00214362272240086,0.0278670953912111,0.00643086816720257,0.117899249732047,0.007502679528403,0.00214362272240086,0.00107181136120043,0.00321543408360129,0.0385852090032154,0.00214362272240086,0.0139335476956056,0,0,0,0.00107181136120043,0,0.0889603429796356,0,0,0,0,0,0,0.00535905680600214,0.0203644158628081,0,0.00107181136120043,0,0,0,0,0,0,0.00107181136120043,0.00107181136120043,0,0,0,0,0,0,0,0,0,0,0,0
1074,4034,0.0272585669781931,0,0.00233644859813084,0.0366043613707165,0.0350467289719626,0,0.00623052959501558,0.227414330218069,0.0186915887850467,0.00856697819314642,0.0373831775700935,0.0257009345794393,0.274922118380062,0,0.00700934579439252,0.014797507788162,0.00155763239875389,0.134735202492212,0.00545171339563863,0,0.000778816199376947,0.00155763239875389,0.0451713395638629,0.00233644859813084,0.0155763239875389,0,0.00155763239875389,0,0,0,0.0498442367601246,0,0.00155763239875389,0,0,0,0,0.00545171339563863,0.0116822429906542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000778816199376947,0,0,0,0,0
1082,4200,0.00299102691924227,0,0.00299102691924227,0.036889332003988,0.0348953140578265,0.000997008973080758,0.00398803589232303,0.17148554336989,0.0229312063808574,0.0149551345962114,0.0458624127617149,0.0628115653040877,0.362911266201396,0,0.00299102691924227,0.0119641076769691,0.00199401794616152,0.0917248255234297,0.00299102691924227,0,0,0.00299102691924227,0.0149551345962114,0.00299102691924227,0.0109670987038883,0.000997008973080758,0.000997008973080758,0,0.000997008973080758,0,0.0608175473579262,0.000997008973080758,0,0,0,0,0,0.000997008973080758,0.0249252243270189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000997008973080758,0,0.000997008973080758,0,0,0,0
1090,4366,0.00484496124031008,0,0.00484496124031008,0.0348837209302326,0.0523255813953488,0,0.00387596899224806,0.137596899224806,0.0281007751937985,0.00484496124031008,0.0542635658914729,0.0358527131782946,0.317829457364341,0,0.000968992248062015,0.0145348837209302,0.0116279069767442,0.131782945736434,0.00872093023255814,0.000968992248062015,0,0.00387596899224806,0.0348837209302326,0.00387596899224806,0.0164728682170543,0,0.000968992248062015,0,0,0,0.0717054263565891,0.000968992248062015,0,0,0.00193798449612403,0.000968992248062015,0,0.00290697674418605,0.00775193798449612,0,0,0,0,0,0,0.000968992248062015,0.000968992248062015,0,0,0,0.00387596899224806,0,0,0,0,0,0,0,0,0,0
1106,4699,0.0188323917137476,0,0.00753295668549906,0.0489642184557439,0.044256120527307,0,0.00376647834274953,0.178907721280603,0.0112994350282486,0.0188323917137476,0.0291902071563089,0.0301318267419962,0.251412429378531,0,0.00847457627118644,0.019774011299435,0.0141242937853107,0.112994350282486,0.00376647834274953,0.000941619585687382,0.00376647834274953,0.00282485875706215,0.0621468926553672,0.00564971751412429,0.0112994350282486,0,0,0,0.00282485875706215,0,0.0800376647834275,0,0,0,0.00188323917137476,0.000941619585687382,0,0.00564971751412429,0.0169491525423729,0,0,0,0,0,0.000941619585687382,0,0,0,0,0,0.00188323917137476,0,0,0,0,0,0,0,0,0,0
1116,4960,0.00508646998982706,0,0.00305188199389624,0.0417090539165819,0.034587995930824,0.00101729399796541,0.00508646998982706,0.252288911495422,0.0264496439471007,0.017293997965412,0.051881993896236,0.017293997965412,0.166836215666328,0,0,0.0152594099694812,0.0142421159715158,0.149542217700916,0.00508646998982706,0.00203458799593082,0.00305188199389624,0.00203458799593082,0.0528992878942014,0.0101729399796541,0.0274669379450661,0.00101729399796541,0.00101729399796541,0,0,0,0.0773143438453713,0,0,0,0,0.00203458799593082,0,0.00203458799593082,0.0101729399796541,0,0,0,0,0,0,0,0,0,0,0,0.00203458799593082,0,0,0,0,0,0,0,0,0,0
1124,5231,0.000963391136801541,0,0.00578034682080925,0.0317919075144509,0.0375722543352601,0.00192678227360308,0.00963391136801541,0.251445086705202,0.0308285163776493,0.010597302504817,0.0346820809248555,0.023121387283237,0.158959537572254,0,0.000963391136801541,0.0279383429672447,0.0375722543352601,0.14354527938343,0.00674373795761079,0.000963391136801541,0.00192678227360308,0.00289017341040462,0.0394990366088632,0.00770712909441233,0.0385356454720617,0,0,0,0.000963391136801541,0,0.0732177263969171,0,0.000963391136801541,0,0,0.00192678227360308,0,0.00963391136801541,0.00481695568400771,0,0.000963391136801541,0,0,0,0,0,0,0,0,0,0.000963391136801541,0,0,0,0,0,0.000963391136801541,0,0,0,0
1132,5502,0.00205973223480947,0,0.00205973223480947,0.0257466529351184,0.0308959835221421,0.00102986611740474,0.00205973223480947,0.253347064881565,0.0216271884654995,0.0144181256436663,0.0257466529351184,0.0257466529351184,0.180226570545829,0.00102986611740474,0.00205973223480947,0.0257466529351184,0.043254376930999,0.155509783728115,0.00617919670442842,0.00102986611740474,0.00205973223480947,0.00411946446961895,0.0267765190525232,0.00720906282183316,0.0370751802265705,0,0,0,0.00205973223480947,0,0.0875386199794027,0,0,0,0,0.00102986611740474,0,0.00205973223480947,0.00926879505664264,0,0,0,0,0,0,0,0,0,0,0,0.00102986611740474,0,0,0,0,0,0,0,0,0,0
1140,5773,0.00277008310249307,0,0.00184672206832872,0.0203139427516159,0.0655586334256694,0,0.000923361034164358,0.25207756232687,0.0304709141274238,0.0313942751615882,0.0304709141274238,0.0221606648199446,0.1865189289012,0,0.00184672206832872,0.0156971375807941,0.0433979686057248,0.127423822714681,0.00461680517082179,0,0.00277008310249307,0,0.0443213296398892,0.0064635272391505,0.0249307479224377,0,0.00277008310249307,0,0.00184672206832872,0,0.0664819944598338,0,0,0,0,0,0,0.00461680517082179,0.0064635272391505,0,0,0,0,0,0,0.000923361034164358,0,0,0,0,0,0,0.000923361034164358,0,0,0,0,0,0,0,0
1148,6044,0.0230991337824832,0,0.00481231953801732,0.0221366698748797,0.0577478344562079,0.00192492781520693,0,0.204042348411935,0.0230991337824832,0.0327237728585178,0.0356111645813282,0.0173243503368624,0.196342637151107,0,0.00577478344562079,0.0327237728585178,0.0510105871029836,0.153994225216554,0.00192492781520693,0,0.00288739172281039,0.000962463907603465,0.0452358036573628,0.00384985563041386,0.0279114533205005,0,0,0,0.000962463907603465,0,0.0365736284889317,0,0,0,0.000962463907603465,0,0,0.00769971126082772,0.00769971126082772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000962463907603465,0,0,0,0,0
1156,6315,0.0028436018957346,0,0.0037914691943128,0.0104265402843602,0.0227488151658768,0.0018957345971564,0.0037914691943128,0.369668246445498,0.0199052132701422,0.009478672985782,0.037914691943128,0.0161137440758294,0.153554502369668,0,0.0018957345971564,0.0075829383886256,0.0597156398104265,0.127962085308057,0.0018957345971564,0,0.0018957345971564,0.0018957345971564,0.0265402843601896,0.0018957345971564,0.0161137440758294,0,0.0009478672985782,0,0,0,0.0900473933649289,0,0,0,0,0,0,0.0009478672985782,0.0085308056872038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,6586,0.00382775119617225,0,0.00191387559808612,0.0143540669856459,0.0162679425837321,0,0.0076555023923445,0.22200956937799,0.0124401913875598,0.00287081339712919,0.0593301435406699,0.0277511961722488,0.230622009569378,0,0.00191387559808612,0.0191387559808612,0.0698564593301435,0.160765550239234,0.00478468899521531,0,0.00191387559808612,0.00287081339712919,0.0133971291866029,0.000956937799043062,0.0229665071770335,0,0.000956937799043062,0,0.000956937799043062,0,0.0870813397129187,0,0,0,0,0.000956937799043062,0,0.00287081339712919,0.00861244019138756,0,0.000956937799043062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
