"sample.depths","sample.ages","Acer.undiff.","Alnus.undiff.","Ambrosia.type","Betula","Carya","Amaranthaceae.undiff.","Cyperaceae","Fagus","Fraxinus.undiff.","Juglans.cinerea","Ostrya.Carpinus","Pinus.undiff.","Quercus","Rumex","Salix","Tilia","Tsuga","Ulmus","Juniperus.Thuja","Populus","Poaceae","Artemisia","Fraxinus.nigra.type","Larix","Platanus","Brassicaceae","Corylus","Ilex","Asteraceae.subf..Asteroideae.undiff.","Iva.annua","Acer.saccharum.type","Castanea","Juglans.nigra","Magnolia","Picea","Thalictrum","Apiaceae","Alnus.incana","Pinus.strobus","Shepherdia.canadensis","Liquidambar","Impatiens","Asteraceae.subf..Cichorioideae","Nyssa","Lamiaceae","Plantago","Rosaceae","Sarcobatus.vermiculatus","Celtis","Ericales","Taxus","Ephedra","Myrica","Viburnum","Ilex.Nemopanthus.undiff.","Alnus.viridis","Cephalanthus","Abies","Cornus","Caryophyllaceae","Rubiaceae.undiff."
806,-29,0.0418994413407821,0.00279329608938547,0.053072625698324,0.053072625698324,0.0111731843575419,0.00279329608938547,0.0251396648044693,0.053072625698324,0.0167597765363128,0.00279329608938547,0.0614525139664804,0.139664804469274,0.335195530726257,0.0139664804469274,0.0167597765363128,0.00558659217877095,0.0251396648044693,0.0726256983240224,0.0111731843575419,0.00558659217877095,0.0502793296089385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,24,0.0486486486486487,0.00540540540540541,0.0918918918918919,0.0459459459459459,0,0.0027027027027027,0.0027027027027027,0.0459459459459459,0.0108108108108108,0.00540540540540541,0.0621621621621622,0.154054054054054,0.321621621621622,0.0243243243243243,0.0027027027027027,0.0027027027027027,0.0216216216216216,0.0783783783783784,0.0027027027027027,0,0.0459459459459459,0.0027027027027027,0.0135135135135135,0.0027027027027027,0.0027027027027027,0.0027027027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,80,0.046242774566474,0.00867052023121387,0.0404624277456647,0.0664739884393064,0.0173410404624277,0.00289017341040462,0.0202312138728324,0.069364161849711,0.0115606936416185,0,0.0549132947976879,0.11849710982659,0.346820809248555,0.0144508670520231,0.00578034682080925,0.00867052023121387,0.0115606936416185,0.0722543352601156,0.0144508670520231,0.00289017341040462,0.0375722543352601,0,0.0144508670520231,0.00578034682080925,0.00578034682080925,0,0.00289017341040462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,136,0.0433673469387755,0.00255102040816327,0.0153061224489796,0.0561224489795918,0.0153061224489796,0.0127551020408163,0.0102040816326531,0.076530612244898,0.0153061224489796,0.0102040816326531,0.0663265306122449,0.114795918367347,0.280612244897959,0.0127551020408163,0.00255102040816327,0.00510204081632653,0.0178571428571429,0.0841836734693878,0.0153061224489796,0.00255102040816327,0.0612244897959184,0.00510204081632653,0.0153061224489796,0.0408163265306122,0.00510204081632653,0,0.00510204081632653,0.00255102040816327,0.00255102040816327,0.00255102040816327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,315,0.0108910891089109,0,0.00594059405940594,0.0475247524752475,0.0158415841584158,0.00099009900990099,0.00495049504950495,0.0742574257425743,0.0128712871287129,0.00396039603960396,0.0663366336633663,0.0702970297029703,0.374257425742574,0.00396039603960396,0.00396039603960396,0.00198019801980198,0.0257425742574257,0.0801980198019802,0.0158415841584158,0.0099009900990099,0.00495049504950495,0.00792079207920792,0.0306930693069307,0.00594059405940594,0.0217821782178218,0,0.00198019801980198,0,0.00099009900990099,0,0.0227722772277228,0.00198019801980198,0.00099009900990099,0.00099009900990099,0.00198019801980198,0.00198019801980198,0.00099009900990099,0.00495049504950495,0.0594059405940594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883,512,0,0,0.00883002207505519,0.0441501103752759,0.0176600441501104,0.0011037527593819,0.00883002207505519,0.0739514348785872,0.0275938189845475,0.0011037527593819,0.0562913907284768,0.126931567328918,0.398454746136865,0.0011037527593819,0.0022075055187638,0.00441501103752759,0.022075055187638,0.0816777041942605,0.00662251655629139,0.0022075055187638,0.0132450331125828,0.0022075055187638,0.0121412803532009,0.00772626931567329,0.00883002207505519,0,0,0,0.0022075055187638,0,0.0408388520971302,0.00441501103752759,0,0,0.0022075055187638,0.0011037527593819,0,0.0011037527593819,0.0176600441501104,0.0011037527593819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890,625,0.00426439232409382,0,0.00639658848614072,0.0554371002132196,0.0298507462686567,0,0.0170575692963753,0.0863539445628998,0.0127931769722814,0.00746268656716418,0.0511727078891258,0.0991471215351812,0.347547974413646,0,0.00533049040511727,0.00533049040511727,0.0255863539445629,0.079957356076759,0.0106609808102345,0.00106609808102345,0.00533049040511727,0.00106609808102345,0.0245202558635394,0.00106609808102345,0.0138592750533049,0,0.00106609808102345,0,0.00213219616204691,0,0.0362473347547974,0.00213219616204691,0,0,0.00106609808102345,0,0,0.00533049040511727,0.0597014925373134,0,0.00106609808102345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898,753,0.00789733464955577,0,0.00592300098716683,0.0641658440276407,0.0286278381046397,0.000987166831194472,0.0157946692991115,0.0927936821322804,0.0138203356367226,0.00592300098716683,0.0552813425468904,0.0454096742349457,0.304047384007897,0,0.000987166831194472,0.00296150049358342,0.0266535044422507,0.115498519249753,0.00789733464955577,0.0118460019743337,0.0069101678183613,0.00296150049358342,0.033563672260612,0.0069101678183613,0.0157946692991115,0,0.000987166831194472,0,0.000987166831194472,0,0.0375123395853899,0,0.00197433366238894,0.00197433366238894,0.000987166831194472,0.000987166831194472,0,0.00987166831194472,0.0621915103652517,0,0,0.000987166831194472,0.000987166831194472,0.00296150049358342,0.000987166831194472,0.000987166831194472,0.00296150049358342,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906,882,0,0,0.00644468313641246,0.0537056928034372,0.041890440386681,0,0.00644468313641246,0.0988184747583244,0.0150375939849624,0.00322234156820623,0.0397422126745435,0.0590762620837809,0.272824919441461,0,0.00429645542427497,0.0107411385606874,0.0290010741138561,0.134264232008593,0.00644468313641246,0.00429645542427497,0.00859291084854995,0.00644468313641246,0.0569280343716434,0.00644468313641246,0.0204081632653061,0,0.00107411385606874,0,0.00537056928034372,0,0.0580021482277121,0.00214822771213749,0,0,0,0,0,0.00644468313641246,0.0408163265306122,0,0,0,0,0,0,0,0,0.00107411385606874,0,0,0,0,0,0,0,0,0,0,0,0,0
914,1011,0.028229255774166,0,0.00256629597946963,0.0718562874251497,0.0342172797262618,0.00171086398631309,0.0102651839178785,0.16082121471343,0.0171086398631309,0.00855431993156544,0.0590248075278015,0.0316509837467921,0.23267750213858,0,0.000855431993156544,0.00940975192472198,0.0239520958083832,0.112061591103507,0.00598802395209581,0.00427715996578272,0.00940975192472198,0.00256629597946963,0.048759623609923,0.00940975192472198,0.0153977758768178,0,0,0,0.000855431993156544,0,0.0633019674935843,0.000855431993156544,0.000855431993156544,0,0.000855431993156544,0,0,0.00427715996578272,0.0239520958083832,0,0,0,0,0.000855431993156544,0,0,0.00342172797262618,0,0,0,0,0,0,0,0,0,0,0,0,0,0
