"depth","best.age","min.age","max.age"
0,-45,-46,-42
10,965,934,995
20,1973,1911,2035
30,2982,2888,3074
40,3991,3865,4114
50,4999,4842,5154
60,6008,5820,6194
70,7017,6796,7233
80,8025,7773,8273
90,9034,8750,9312
100,10043,9727,10352
110,11051,10705,11393
120,12071,11866,12275
130,13092,12874,13292
155,15846,15186,16473
180,NA,NA,NA
200,NA,NA,NA
222,NA,NA,NA
247,NA,NA,NA
272,NA,NA,NA
297,NA,NA,NA
320,NA,NA,NA
