"sample.depths","sample.ages","Abies","Acer.saccharum.type","Acer.rubrum","Alnus.viridis.type","Alnus.undiff.","Ambrosia.type","Artemisia","Betula","Amaranthaceae.undiff.","Cupressaceae","Cyperaceae","Larix","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Platanus","Quercus","Salix","Trees.undiff.","Tsuga","Ulmus","Fraxinus","Pinus","Populus","Carya","Herbs.undiff.","Rumex","Acer.saccharinum.type","Shrubs.undiff.","Tilia","Myricaceae","Rosaceae","Corylus","Acer.undiff.","Ericaceae","Shepherdia","Juglans","Morus","Sarcobatus.vermiculatus"
0,1,0.008,0.013,0.003,0.012,0.007,0.022,0.004,0.15,0.006,0.003,0.016,0.001,0.004,0.043,0.269,0.025,0.001,0.028,0.001,0.001,0.024,0.004,0.002,0.344,0.003,0.001,0.002,0.003,0,0,0,0,0,0,0,0,0,0,0,0
15,122,0.00316455696202532,0.0110759493670886,0.00474683544303797,0.0158227848101266,0.00474683544303797,0.0079113924050633,0.00316455696202532,0.215189873417722,0.00316455696202532,0.00158227848101266,0.00949367088607595,0,0.0126582278481013,0.0427215189873418,0.185126582278481,0.151898734177215,0.00158227848101266,0.0237341772151899,0.00632911392405063,0,0.0221518987341772,0.00316455696202532,0.00316455696202532,0.256329113924051,0,0,0,0,0.00158227848101266,0.00158227848101266,0.00158227848101266,0.00158227848101266,0.00474683544303797,0,0,0,0,0,0,0
25,1252,0.00314465408805031,0.00314465408805031,0.00157232704402516,0.0172955974842767,0,0.00314465408805031,0,0.157232704402516,0.00157232704402516,0.00943396226415094,0.0235849056603774,0,0.00314465408805031,0.0141509433962264,0.25,0.0566037735849057,0,0.0251572327044025,0,0,0.0141509433962264,0.00786163522012579,0.00314465408805031,0.39937106918239,0,0,0.00314465408805031,0,0,0.00314465408805031,0,0,0,0,0,0,0,0,0,0
35,2195,0.00164744645799012,0.00494233937397035,0.00494233937397035,0.00658978583196046,0.0115321252059308,0.00329489291598023,0.00329489291598023,0.161449752883031,0.00329489291598023,0.00494233937397035,0.0131795716639209,0,0.00823723228995058,0.0131795716639209,0.28995057660626,0.0197693574958814,0,0.0230642504118616,0.00494233937397035,0,0.0181219110378913,0.00658978583196046,0.00164744645799012,0.392092257001647,0,0.00164744645799012,0,0,0,0,0,0,0,0.00164744645799012,0,0,0,0,0,0
50,2491,0.00375469336670839,0.00375469336670839,0,0.00876095118898623,0.00375469336670839,0.00375469336670839,0.00250312891113892,0.101376720901126,0.00125156445556946,0.0112640801001252,0.016270337922403,0,0.00750938673341677,0.00750938673341677,0.300375469336671,0.11514392991239,0,0.0175219023779725,0.00125156445556946,0,0.0225281602002503,0.00250312891113892,0.00876095118898623,0.351689612015019,0.00375469336670839,0,0.00125156445556946,0,0,0,0,0.00250312891113892,0,0,0.00125156445556946,0,0,0,0,0
65,2823,0,0.00805523590333717,0.00345224395857307,0.0046029919447641,0.00575373993095512,0.00230149597238205,0.00345224395857307,0.104718066743383,0,0,0.0207134637514384,0,0.0149597238204833,0.00345224395857307,0.327963176064442,0.0333716915995397,0.00115074798619102,0.0172612197928654,0.00115074798619102,0,0.0149597238204833,0.00575373993095512,0.00230149597238205,0.417721518987342,0.00115074798619102,0.00115074798619102,0,0,0.00230149597238205,0,0,0,0,0,0.00115074798619102,0.00115074798619102,0,0,0,0
75,2989,0.00166944908180301,0.00834724540901502,0.00166944908180301,0.00500834724540901,0.00333889816360601,0.00667779632721202,0.00500834724540901,0.0584307178631052,0,0.00500834724540901,0.0200333889816361,0,0.00333889816360601,0.00166944908180301,0.307178631051753,0.156928213689482,0,0.0233722871452421,0.00166944908180301,0,0.00834724540901502,0.00166944908180301,0.00166944908180301,0.378964941569282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,3059,0.00258397932816537,0.00904392764857881,0.00129198966408269,0.0103359173126615,0.00387596899224806,0.00258397932816537,0,0.0710594315245478,0.00387596899224806,0.00258397932816537,0.0167958656330749,0,0.00645994832041344,0.00516795865633075,0.344961240310078,0.0374677002583979,0,0.0180878552971576,0.00129198966408269,0,0.00645994832041344,0.00387596899224806,0.00129198966408269,0.445736434108527,0,0.00129198966408269,0.00129198966408269,0,0,0,0,0,0,0,0.00129198966408269,0,0.00129198966408269,0,0,0
100,3659,0.00143472022955524,0.00573888091822095,0.00143472022955524,0.00860832137733142,0.00286944045911047,0.00143472022955524,0.00430416068866571,0.0659971305595409,0.00286944045911047,0.0100430416068867,0.0157819225251076,0,0.00573888091822095,0.00717360114777618,0.324246771879483,0.126255380200861,0,0.0143472022955524,0,0,0.00860832137733142,0.00143472022955524,0.00143472022955524,0.377331420373027,0.00573888091822095,0,0.00143472022955524,0,0,0.00143472022955524,0.00143472022955524,0,0,0.00143472022955524,0.00143472022955524,0,0,0,0,0
125,5095,0.00103305785123967,0.0134297520661157,0.00206611570247934,0.0134297520661157,0.00206611570247934,0.00516528925619835,0.00309917355371901,0.0506198347107438,0.00309917355371901,0.00516528925619835,0.0144628099173554,0,0.00723140495867769,0.00309917355371901,0.34504132231405,0.00413223140495868,0.00103305785123967,0.0371900826446281,0,0,0.0165289256198347,0.00619834710743802,0.00309917355371901,0.452479338842975,0.00309917355371901,0,0.00516528925619835,0,0,0,0.00103305785123967,0,0.00103305785123967,0,0,0,0,0,0,0
130,5247,0.00232919254658385,0.00854037267080745,0.0015527950310559,0.0046583850931677,0.00077639751552795,0.0031055900621118,0.00388198757763975,0.0481366459627329,0,0.0100931677018634,0.0201863354037267,0,0.0062111801242236,0,0.375,0.047360248447205,0,0.0302795031055901,0,0,0.00077639751552795,0.00232919254658385,0.00543478260869565,0.422360248447205,0.0015527950310559,0,0.0046583850931677,0,0,0,0,0,0,0.00077639751552795,0,0,0,0,0,0
155,6000,0,0.00188679245283019,0.00188679245283019,0.00566037735849057,0,0.00566037735849057,0.00377358490566038,0.00943396226415094,0.00754716981132075,0.00566037735849057,0.00943396226415094,0,0.00377358490566038,0,0.39622641509434,0.00188679245283019,0,0.0358490566037736,0,0.00188679245283019,0.00188679245283019,0.0132075471698113,0.00188679245283019,0.490566037735849,0.00188679245283019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,6421,0.00112803158488438,0.00451212633953751,0,0.00282007896221094,0.00282007896221094,0.00169204737732657,0.0050761421319797,0.0344049633389735,0.00394811054709532,0.00112803158488438,0.0107163000564016,0,0.0124083474337281,0.00169204737732657,0.330513254371122,0.0558375634517767,0.00169204737732657,0.0174844895657078,0,0,0,0.00902425267907501,0.00169204737732657,0.498589960518895,0.000564015792442188,0,0,0,0,0.000564015792442188,0,0.000564015792442188,0,0.00112803158488438,0,0,0,0,0,0
175,6561,0,0.0026246719160105,0,0.00612423447069116,0.000874890638670166,0.005249343832021,0,0.0384951881014873,0.00612423447069116,0,0.0227471566054243,0,0.00699912510936133,0.00349956255468067,0.328083989501312,0.0647419072615923,0,0.00962379702537183,0.00174978127734033,0.000874890638670166,0,0.0113735783027122,0.00612423447069116,0.481189851268591,0,0,0.00174978127734033,0,0,0,0.000874890638670166,0,0,0,0.000874890638670166,0,0,0,0,0
190,6982,0.00854700854700855,0,0,0.0142450142450142,0.00284900284900285,0.00854700854700855,0.0284900284900285,0.0740740740740741,0.00854700854700855,0.00854700854700855,0.0398860398860399,0,0.00284900284900285,0.0142450142450142,0.287749287749288,0.0142450142450142,0.00284900284900285,0.0113960113960114,0,0,0,0.0056980056980057,0.0113960113960114,0.441595441595442,0.00284900284900285,0,0.0056980056980057,0,0,0,0,0.00284900284900285,0.00284900284900285,0,0,0,0,0,0,0
200,7262,0,0.00214592274678112,0,0,0.00643776824034335,0.00858369098712446,0.00214592274678112,0.055793991416309,0,0.00214592274678112,0.0214592274678112,0,0.00858369098712446,0.0171673819742489,0.272532188841202,0.156652360515021,0.00214592274678112,0.0107296137339056,0.00429184549356223,0,0,0.00214592274678112,0,0.416309012875536,0.00858369098712446,0.00214592274678112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,7542,0.00748129675810474,0,0.00249376558603491,0.00249376558603491,0.00249376558603491,0.00997506234413965,0.0224438902743142,0.0773067331670823,0.00249376558603491,0,0.0324189526184539,0,0.00997506234413965,0.0124688279301746,0.224438902743142,0.109725685785536,0,0.00498753117206983,0.00249376558603491,0,0,0.00498753117206983,0,0.458852867830424,0.00498753117206983,0,0.00748129675810474,0,0,0,0,0,0,0,0,0,0,0,0,0
220,7822,0.00290697674418605,0.00145348837209302,0,0.0101744186046512,0.0101744186046512,0.00726744186046512,0.0101744186046512,0.063953488372093,0.00145348837209302,0.00290697674418605,0.0305232558139535,0,0.00726744186046512,0.0101744186046512,0.203488372093023,0.0973837209302326,0.00145348837209302,0.0130813953488372,0.00145348837209302,0,0,0.00436046511627907,0,0.517441860465116,0.00145348837209302,0,0,0,0,0,0,0,0,0,0,0,0,0.00145348837209302,0,0
230,8103,0.00383877159309021,0.00575815738963532,0,0.00959692898272553,0.00575815738963532,0.00383877159309021,0.00959692898272553,0.0479846449136276,0.00767754318618042,0.00191938579654511,0.0211132437619962,0.00383877159309021,0.00383877159309021,0.00383877159309021,0.18426103646833,0.186180422264875,0,0.0153550863723608,0,0,0,0.0115163147792706,0.00383877159309021,0.466410748560461,0,0,0.00191938579654511,0,0,0,0,0,0,0.00191938579654511,0,0,0,0,0,0
