"sample.depths","sample.ages","Abies","Betula","Cyperaceae","Ericaceae","Picea","Quercus","Rumex","Salix","Sanguisorba","Thalictrum","Asteraceae.subf..Asteroideae.undiff.","Apiaceae","Alnus","Ambrosia","Myrica","Pinus","Poaceae","Larix","Tsuga","Artemisia","Ostrya.Carpinus","Rosaceae.undiff.","Fraxinus.nigra","Carya","Ulmus","Tilia","Acer.rubrum"
1,-2,0.0310077519379845,0.116279069767442,0.0174418604651163,0.0988372093023256,0.218992248062016,0.00387596899224806,0.00581395348837209,0.00387596899224806,0.00387596899224806,0.00387596899224806,0.00193798449612403,0.00387596899224806,0.430232558139535,0.00387596899224806,0.0387596899224806,0.00968992248062015,0.00775193798449612,0,0,0,0,0,0,0,0,0,0
11,301,0.100436681222707,0.0960698689956332,0.0174672489082969,0.0436681222707424,0.427947598253275,0,0,0,0.00436681222707424,0,0.00436681222707424,0,0.235807860262009,0.00873362445414847,0.0436681222707424,0.0174672489082969,0,0,0,0,0,0,0,0,0,0,0
21,604,0.0782918149466192,0.202846975088968,0.0320284697508897,0.234875444839858,0.288256227758007,0,0.00355871886120996,0,0,0,0,0,0.120996441281139,0.00711743772241993,0.0142348754448399,0.0106761565836299,0,0.00355871886120996,0.00355871886120996,0,0,0,0,0,0,0,0
31,907,0.0851063829787234,0.0936170212765957,0.0680851063829787,0.0468085106382979,0.412765957446808,0.00425531914893617,0,0,0,0,0,0,0.221276595744681,0,0.0170212765957447,0.0212765957446809,0,0.00425531914893617,0.00425531914893617,0.00425531914893617,0.00425531914893617,0.00851063829787234,0.00425531914893617,0,0,0,0
41,1210,0.0677290836653386,0.163346613545817,0.047808764940239,0.0677290836653386,0.382470119521912,0,0,0,0.0199203187250996,0,0,0,0.199203187250996,0,0.00398406374501992,0.0199203187250996,0.00796812749003984,0.00398406374501992,0,0.00398406374501992,0.00796812749003984,0.00398406374501992,0,0,0,0,0
51,1513,0.032994923857868,0.152284263959391,0.0304568527918782,0.065989847715736,0.238578680203046,0.00253807106598985,0.00253807106598985,0,0,0,0,0,0.192893401015228,0,0.0177664974619289,0.0152284263959391,0.0050761421319797,0,0,0.0050761421319797,0.00253807106598985,0.236040609137056,0,0,0,0,0
61,1816,0.063973063973064,0.138047138047138,0.0168350168350168,0.0336700336700337,0.313131313131313,0,0,0,0,0.00336700336700337,0,0,0.218855218855219,0,0,0.0269360269360269,0,0.00336700336700337,0,0,0,0.181818181818182,0,0,0,0,0
71,2119,0.0367965367965368,0.0735930735930736,0.00432900432900433,0.53030303030303,0.246753246753247,0,0,0,0,0,0.00216450216450216,0,0.0476190476190476,0.0064935064935065,0.012987012987013,0.0367965367965368,0,0,0,0,0,0.00216450216450216,0,0,0,0,0
81,2422,0.0602409638554217,0.15421686746988,0.224096385542169,0.0289156626506024,0.253012048192771,0.00481927710843374,0,0,0.0168674698795181,0,0,0,0.132530120481928,0,0.0795180722891566,0.0168674698795181,0.0192771084337349,0.00481927710843374,0,0,0,0,0.00481927710843374,0,0,0,0
91,2918,0.089041095890411,0.0924657534246575,0.0136986301369863,0.0171232876712329,0.575342465753425,0,0,0,0.023972602739726,0,0,0.00684931506849315,0.089041095890411,0,0.047945205479452,0.0308219178082192,0,0.0136986301369863,0,0,0,0,0,0,0,0,0
101,3449,0.12448132780083,0.087136929460581,0.04149377593361,0,0.605809128630705,0,0,0,0.012448132780083,0,0.00829875518672199,0,0.037344398340249,0,0.016597510373444,0.037344398340249,0.016597510373444,0.012448132780083,0,0,0,0,0,0,0,0,0
111,3979,0.0594713656387665,0.0572687224669604,0.0198237885462555,0.00440528634361234,0.286343612334802,0.00440528634361234,0,0,0.0066079295154185,0,0.00440528634361234,0,0.00881057268722467,0,0.508810572687225,0.0308370044052863,0,0.0066079295154185,0,0,0,0,0,0.00220264317180617,0,0,0
121,4510,0.099009900990099,0.0792079207920792,0.0231023102310231,0,0.603960396039604,0.0066006600660066,0,0,0.0033003300330033,0,0.0033003300330033,0,0.0726072607260726,0,0.0594059405940594,0.0231023102310231,0.0033003300330033,0.0165016501650165,0,0.0033003300330033,0,0,0,0,0.0033003300330033,0,0
131,5040,0.0957446808510638,0.0815602836879433,0.0106382978723404,0,0.570921985815603,0,0,0,0,0,0,0,0.131205673758865,0,0.074468085106383,0.0283687943262411,0,0.00709219858156028,0,0,0,0,0,0,0,0,0
141,5571,0.095890410958904,0.095890410958904,0.00684931506849315,0,0.585616438356164,0,0,0,0,0,0,0,0.14041095890411,0,0.047945205479452,0.0205479452054795,0,0.00342465753424658,0,0,0,0,0,0,0,0.00342465753424658,0
151,6101,0.124528301886792,0.105660377358491,0.00754716981132075,0,0.577358490566038,0,0,0.00754716981132075,0,0.00377358490566038,0,0.00377358490566038,0.030188679245283,0,0.060377358490566,0.0264150943396226,0.00377358490566038,0.0490566037735849,0,0,0,0,0,0,0,0,0
161,6632,0.0980392156862745,0.183006535947712,0,0.00326797385620915,0.5,0.00326797385620915,0,0.042483660130719,0,0,0,0,0.0359477124183007,0,0.0849673202614379,0.0294117647058824,0.0065359477124183,0.0130718954248366,0,0,0,0,0,0,0,0,0
171,7162,0.107594936708861,0.161392405063291,0.00632911392405063,0.00632911392405063,0.531645569620253,0.00632911392405063,0,0.00949367088607595,0,0,0.00632911392405063,0,0.0443037974683544,0.00316455696202532,0.069620253164557,0.0379746835443038,0.00316455696202532,0.00316455696202532,0,0,0,0,0,0,0,0,0.00316455696202532
