"depth","best.age","min.age","max.age"
0,-35,-37,-32
20,204,187,223
40,443,409,481
60,683,631,740
80,922,853,999
100,1161,1074,1257
120,1401,1296,1516
140,1640,1519,1776
160,1879,1740,2034
180,2118,1962,2292
200,2358,2184,2551
220,2597,2406,2810
240,2836,2627,3068
260,3075,2850,3328
280,3407,3207,3627
300,3741,3565,3932
320,4075,3917,4241
340,4409,4263,4558
360,4743,4595,4889
380,5077,4887,5224
400,5411,5182,5565
420,5765,5545,5915
440,6138,5985,6271
460,6512,6377,6648
480,6886,6731,7033
500,7259,7080,7445
510,7442,7249,7647
520,7549,7388,7703
540,7762,7602,7906
560,8105,7924,8262
580,8579,8423,8723
600,9053,8912,9194
620,9527,9383,9678
640,10001,9840,10174
660,10492,10309,10685
680,11078,10897,11266
700,11664,11439,11880
720,12250,11953,12521
740,12836,12446,13174
745,12983,12568,13338
750,13129,12691,13505
755,13209,12793,13567
760,13273,12890,13608
780,13527,13231,13824
800,13781,13498,14171
810,13908,13613,14366
816,13984,13661,14482
818,14097,13776,14584
820,14469,14137,14884
824,15213,14721,15597
828,15958,15283,16452
830,16330,15534,16908
835,NA,NA,NA
838,NA,NA,NA
840,NA,NA,NA
842,NA,NA,NA
843,NA,NA,NA
848,NA,NA,NA
