"sample.depths","sample.ages","Acer.pensylvanicum","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Cyperaceae","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Poaceae.undiff.","Larix","Picea.mariana.type","Pinus.undiff.","Populus.balsamifera.type","Populus.tremuloides.type","Quercus","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Juniperus.type","Amaranthaceae","Abies.balsamea","Acer.saccharum","Ilex.Nemopanthus","Pinus.banksiana.type","Pinus.strobus","Rumex.type","Juniperus.communis.Thuja.occidentalis.type","Tsuga.canadensis","Picea.undiff.","Ericaceae.undiff.","Salix.undiff.","Acer.rubrum","Caryophyllaceae","Chamaedaphne.calyculata","Rubiaceae.undiff.","Thalictrum","Tilia","Rosaceae.undiff.","Cerealia","Acer.saccharinum","Corylus.cornuta","Impatiens","Ribes","Sambucus","Taxus","Fabaceae","Lamiaceae","Castanea.dentata","Potentilla.palustris.type","Carya.ovata","Picea.glauca.type","Vaccinium.uliginosum.type","Urticaceae","Cephalanthus.occidentalis","Myrica.gale","Juglans.cinerea","Juglans.nigra","Ostrya.Carpinus","Salix.herbacea.type","Acer.spicatum","Brassicaceae","Saxifragaceae","Fraxinus.americana.type","Viburnum.edule","Elymus.type"
0,0,0.00728155339805825,0.0558252427184466,0.00485436893203883,0.0558252427184466,0.00485436893203883,0.162621359223301,0.104368932038835,0.0169902912621359,0.00970873786407767,0.00242718446601942,0.203883495145631,0.00485436893203883,0.0145631067961165,0.0606796116504854,0.00242718446601942,0.00242718446601942,0.0169902912621359,0.00970873786407767,0.00970873786407767,0.0218446601941748,0.00242718446601942,0.0121359223300971,0.00242718446601942,0.00485436893203883,0.0169902912621359,0.0922330097087379,0.00728155339805825,0.00485436893203883,0.0218446601941748,0.00970873786407767,0.00485436893203883,0.0485436893203883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,110,0,0.0390625,0.0078125,0.0598958333333333,0,0.1953125,0.1640625,0.00520833333333333,0.0104166666666667,0.00260416666666667,0.1015625,0.00520833333333333,0.0078125,0.0703125,0,0.0182291666666667,0.0234375,0.0078125,0.00520833333333333,0,0,0.00520833333333333,0.00520833333333333,0.0078125,0.0390625,0.0442708333333333,0.0286458333333333,0.00520833333333333,0.015625,0.00520833333333333,0.00260416666666667,0.0625,0.0078125,0.0078125,0.00520833333333333,0.00520833333333333,0.00260416666666667,0.0130208333333333,0.00520833333333333,0.00260416666666667,0.00260416666666667,0.00260416666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,219,0.00103412616339193,0.0134436401240951,0.0062047569803516,0.0289555325749741,0.0031023784901758,0.124095139607032,0.428128231644261,0.00413650465356774,0.0103412616339193,0.00103412616339193,0.104446742502585,0.0031023784901758,0.0330920372285419,0.0382626680455016,0,0.00413650465356774,0.0113753877973113,0.00827300930713547,0.00413650465356774,0.00827300930713547,0,0.0124095139607032,0.00103412616339193,0.00103412616339193,0.0113753877973113,0.0506721820062048,0.0186142709410548,0.00103412616339193,0.015511892450879,0.0093071354705274,0,0.0124095139607032,0,0,0.00103412616339193,0,0,0.00103412616339193,0.0093071354705274,0,0,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00413650465356774,0.00103412616339193,0.00103412616339193,0.00827300930713547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,329,0,0.0104529616724739,0.00348432055749129,0.00348432055749129,0,0.0435540069686411,0.0627177700348432,0.00174216027874564,0.00348432055749129,0,0.722996515679443,0.00348432055749129,0.00871080139372822,0.0278745644599303,0,0.00522648083623693,0.0121951219512195,0.00348432055749129,0.00174216027874564,0.00174216027874564,0,0.00174216027874564,0.00174216027874564,0,0.00174216027874564,0.0261324041811847,0.00348432055749129,0.00348432055749129,0.0348432055749129,0.00348432055749129,0,0.00174216027874564,0.00174216027874564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00348432055749129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,439,0.00134770889487871,0.00539083557951483,0.00134770889487871,0,0,0.0444743935309973,0,0.00539083557951483,0.00404312668463612,0.00134770889487871,0.776280323450135,0.0134770889487871,0.00943396226415094,0.0242587601078167,0,0,0,0.00134770889487871,0.00269541778975741,0.00808625336927224,0,0.00134770889487871,0.00134770889487871,0,0,0.0444743935309973,0.00808625336927224,0.00269541778975741,0.0296495956873315,0.00404312668463612,0,0.00134770889487871,0,0,0.00134770889487871,0.00134770889487871,0,0,0,0,0,0,0,0.00134770889487871,0,0,0,0,0,0,0.00134770889487871,0.00134770889487871,0.00134770889487871,0,0,0,0,0,0,0,0,0,0,0,0,0
50,549,0.00336700336700337,0.0286195286195286,0.00673400673400673,0.00505050505050505,0.00673400673400673,0.225589225589226,0.0202020202020202,0.0505050505050505,0.0101010101010101,0.00505050505050505,0.122895622895623,0.0185185185185185,0.0117845117845118,0.0555555555555556,0,0.00505050505050505,0.0235690235690236,0.00168350168350168,0.0151515151515152,0.0471380471380471,0.00168350168350168,0.0101010101010101,0.00673400673400673,0.00673400673400673,0.0151515151515152,0.104377104377104,0.00168350168350168,0.00673400673400673,0.138047138047138,0.00336700336700337,0.00168350168350168,0.00673400673400673,0.00841750841750842,0,0,0,0,0.00336700336700337,0,0,0.00505050505050505,0,0.00168350168350168,0,0,0,0,0,0,0.00168350168350168,0.00505050505050505,0,0.00168350168350168,0.00336700336700337,0.00168350168350168,0.00168350168350168,0,0,0,0,0,0,0,0,0,0
60,700,0.00272479564032698,0.0354223433242507,0.00817438692098093,0.00136239782016349,0.00272479564032698,0.219346049046322,0.0190735694822888,0.0395095367847411,0.0204359673024523,0.00408719346049046,0.0653950953678474,0.0272479564032698,0.0313351498637602,0.0572207084468665,0,0.00681198910081744,0.0245231607629428,0,0.0231607629427793,0,0,0.0122615803814714,0.0122615803814714,0.00272479564032698,0.0258855585831063,0.129427792915531,0.00272479564032698,0.0122615803814714,0.149863760217984,0.00681198910081744,0.00136239782016349,0.00136239782016349,0,0,0.00136239782016349,0.00136239782016349,0.00136239782016349,0.00272479564032698,0.00408719346049046,0,0.00272479564032698,0,0,0,0,0.00272479564032698,0,0,0.00136239782016349,0,0.00544959128065395,0,0,0,0,0,0.00136239782016349,0.00136239782016349,0.00136239782016349,0.0272479564032698,0,0,0,0,0,0
80,1086,0.00170357751277683,0.0340715502555366,0.0119250425894378,0.00170357751277683,0.00170357751277683,0.253833049403748,0.0170357751277683,0.0528109028960818,0.0238500851788756,0.00170357751277683,0.0919931856899489,0.0238500851788756,0.0136286201022147,0.0477001703577513,0,0.00170357751277683,0.0187393526405451,0,0.00851788756388416,0.0238500851788756,0,0.00851788756388416,0.010221465076661,0.00340715502555366,0.00511073253833049,0.143100511073254,0,0.0153321976149915,0.156729131175468,0.00511073253833049,0,0.00170357751277683,0.00340715502555366,0,0,0,0.00170357751277683,0.00340715502555366,0,0,0,0.00170357751277683,0,0,0,0.00170357751277683,0,0,0,0,0.00511073253833049,0,0,0,0,0,0.00170357751277683,0,0.00170357751277683,0,0,0,0,0,0,0
100,1473,0.0031104199066874,0.0248833592534992,0.0015552099533437,0,0,0.1850699844479,0.0139968895800933,0.0715396578538103,0.031104199066874,0.0015552099533437,0.121306376360809,0.015552099533437,0.015552099533437,0.0513219284603421,0,0.0046656298600311,0.0217729393468118,0.0015552099533437,0.0171073094867807,0.0202177293934681,0,0.0062208398133748,0.0077760497667185,0.0031104199066874,0.0108864696734059,0.22706065318818,0,0.0108864696734059,0.110419906687403,0.0046656298600311,0.0015552099533437,0.0015552099533437,0.0031104199066874,0,0.0015552099533437,0,0,0,0,0,0.0015552099533437,0,0,0,0,0.0015552099533437,0.0015552099533437,0,0,0,0.0015552099533437,0,0,0,0,0,0,0,0.0031104199066874,0,0,0,0,0,0,0
120,1859,0.0021978021978022,0.0175824175824176,0.00659340659340659,0.0021978021978022,0,0.204395604395604,0.010989010989011,0.0681318681318681,0.0373626373626374,0.00879120879120879,0.101098901098901,0.0263736263736264,0.00879120879120879,0.0549450549450549,0,0.00879120879120879,0.0153846153846154,0,0.0197802197802198,0.021978021978022,0,0.00659340659340659,0.00879120879120879,0.0021978021978022,0.010989010989011,0.156043956043956,0,0.010989010989011,0.12967032967033,0.0021978021978022,0.0021978021978022,0,0.0131868131868132,0.0021978021978022,0,0,0,0.00659340659340659,0.0043956043956044,0,0,0.0021978021978022,0,0,0,0.00659340659340659,0.0021978021978022,0,0,0,0.0043956043956044,0,0,0,0.0021978021978022,0,0,0,0.00659340659340659,0,0.0021978021978022,0.0021978021978022,0,0,0,0
140,2245,0.00196850393700787,0.0334645669291339,0.00196850393700787,0,0.00393700787401575,0.242125984251968,0.0118110236220472,0.0688976377952756,0.0295275590551181,0.00590551181102362,0.0393700787401575,0.0216535433070866,0.015748031496063,0.0433070866141732,0,0.00984251968503937,0.0295275590551181,0,0.0177165354330709,0.0275590551181102,0,0.00984251968503937,0.00984251968503937,0.00393700787401575,0.00393700787401575,0.202755905511811,0,0.00393700787401575,0.122047244094488,0.00196850393700787,0,0,0.00393700787401575,0.00196850393700787,0,0,0.00393700787401575,0.00393700787401575,0.00196850393700787,0,0,0,0,0,0,0.00393700787401575,0,0,0.00196850393700787,0,0.00196850393700787,0,0,0,0,0.0078740157480315,0.00393700787401575,0,0.00196850393700787,0,0,0,0,0,0,0
160,2632,0.00411522633744856,0.0329218106995885,0.00617283950617284,0,0,0.248971193415638,0.01440329218107,0.065843621399177,0.0329218106995885,0.00205761316872428,0.051440329218107,0.0308641975308642,0.00617283950617284,0.0679012345679012,0,0,0.0185185185185185,0,0.0246913580246914,0.01440329218107,0,0.0102880658436214,0.0123456790123457,0,0.00823045267489712,0.164609053497942,0.01440329218107,0.0267489711934156,0.106995884773663,0.00205761316872428,0,0,0.00411522633744856,0,0,0,0.00205761316872428,0.00205761316872428,0,0,0.00411522633744856,0.00205761316872428,0,0,0,0.00617283950617284,0,0,0.00205761316872428,0.00411522633744856,0,0,0.00205761316872428,0,0,0,0,0,0.00411522633744856,0,0,0,0,0,0,0
180,3018,0.00202429149797571,0.0283400809716599,0.00607287449392713,0,0.00202429149797571,0.220647773279352,0.0202429149797571,0.0708502024291498,0.0263157894736842,0.00404858299595142,0.062753036437247,0.0263157894736842,0.0101214574898785,0.0647773279352227,0,0.0121457489878543,0.0283400809716599,0,0.0202429149797571,0.00809716599190283,0,0.00202429149797571,0.0202429149797571,0,0.00404858299595142,0.178137651821862,0,0.0222672064777328,0.107287449392713,0.00202429149797571,0,0.00202429149797571,0.00607287449392713,0,0,0,0,0.00809716599190283,0.00202429149797571,0,0.00202429149797571,0.00202429149797571,0,0,0,0.00202429149797571,0,0,0,0,0.00404858299595142,0,0,0,0,0,0.0101214574898785,0,0.00607287449392713,0,0,0,0.00202429149797571,0.00202429149797571,0.00202429149797571,0
