"sample.depths","sample.ages","upland.sum","Artemisia","Betula","Carya","Castanea","Corylus","Ilex","Liquidambar","Nyssa","Ostrya.Carpinus","Pinus.subg..Pinus","Pinus.undiff.","Platanus","Quercus","Salix","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Ambrosia","Myrica","Amaranthaceae","Poaceae","Acer.rubrum","Fraxinus.undiff.","Taxodium","Tsuga","Vitis","Populus","Fagus","Polygonum.undiff.","Ranunculus","cf..Rhus","Cephalanthus","Ericaceae","Fabaceae.undiff.","Gentianella","Acer.undiff.","Cyperaceae","Hypericum","Cupressaceae.undiff.","Jasione","Boraginaceae.undiff.","Juglans","Plantaginaceae.undiff.","Parthenocissus","Picea","Brassicaceae","Iva","Xanthium","Magnolia","Rosaceae","Thalictrum","Apiaceae","Fraxinus..tricolpate.","Pinus.subg..Strobus","Tilia","Polygonum.persicaria.type","Fagus.Nyssa","Caryophyllaceae","cf..Rhamnus","Celtis","Asteraceae.subf..Cichorioideae","Plantago","Larix","Asteraceae.undiff.","Polygonella","cf..Sanguisorba","Heliotropium","Trifolium","cf..Verbena","Cornus","Acer.saccharum","Abies","Fraxinus..tetracolpate.","Parnassia","Epilobium","Impatiens","cf..Rumex","Polygala"
496,11319,477,0,6,21,1,0,4,14,1,11,0,20,1,233,0,9,7,3,3,0,3,77,0,1,0,1,2,0,20,0,8,1,0,0,2,0,2,18,0,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,11452,935.5,1,3,23,19,2,29,17,4.6,50,14,25.5,0,318,1,44,17,32,2,2,1,147,0,11,0,0,3,9,110.4,0,0,0,2,1,0,0,1,19,0,13,0,0,1,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,11585,408,1,7,16,4,0,12,10,0,15,0,15,3,147,0,17,4,8,3,0,0,29,0,5,0,0,1,0,76,0,1,0,0,0,0,0,2,21,0,1,0,1,0,0,0,1,0,0,0,0,0,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,11849,383.5,2,4,24,0,0,12,7,2,18,1,20.5,2,117,0,14,0,10,4,0,0,59,1,2,0,0,3,0,54,0,0,0,2,1,0,0,1,11,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,11980,545,1,0,2,5,0,13,7,0,21,1.5,7.5,0,301,2,24,1,13,3,0,1,36,0,4,0,0,2,3,75,0,1,0,0,2,0,0,3,5,0,2,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
520,12110,357,0,5,22,0,0,13,5,3,22,1,12,1,138,0,10,3,9,1,0,0,26,2,9,0,0,0,0,62,0,1,0,1,0,0,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,12239,468.5,0,4,15,2,1,20,2,1,12,1,28.5,4,183,0,10,5,12,3,0,1,29,1,10,0,1,1,1,104,0,0,1,0,1,0,0,1,5,0,2,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
528,12368,643,2,11,18,3,0,8,7,0,30,7,41,1,249,2,36,6,16,2,0,0,35,0,7,0,1,2,1,130,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,5,0,0,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
532,12495,419.5,0,7,8,0,0,15,1,1,17,1,81.5,6,157,0,19,7,3,5,2,0,20,2,1,0,2,1,1,48,0,2,0,0,0,0,0,0,3,0,4,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,12622,415,0,2,8,5,0,8,5,0,19,0,18,4,172,2,17,6,9,2,0,0,22,0,5,0,1,7,0,84,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,12874,400.5,0,5,10,3,0,15,3,3,23,0,18.5,0,150,0,15,3,8,5,0,0,40,0,10,0,0,2,2,68,0,0,2,1,0,0,0,1,5,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,12999,414,1,4,24,2,0,21,8,2,15,0.5,14.5,1,147,0,13,7,14,1,1,2,24,0,6,0,0,4,1,73,0,1,0,0,0,1,0,2,13,0,1,0,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,13123,292.7,1,3,11,2,0,8,7,1,11,2,13,0,137,0,15,5,11,5,0,0,20,0,5,0,0,2,1,19.2,0,0,0,1,1,0,0,0,3,0,5,0,0,1,0,0,0.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,13246,508,0,7,12,0,2,20,9,2,21,0,19,7,192,0,18,8,16,1,0,1,32,2,6,0,0,1,2,105,0,0,1,0,0,0,0,1,7,0,5,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,13368,428.5,1,5,12,0,0,8,2,9,20,0,14.5,0,181,2,30,8,16,4,0,1,21,0,3,0,0,2,0,72,0,1,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
564,13490,436.5,0,6,8,2,0,16,4,5,22,0,15.5,1,171,2,25,6,8,5,0,0,34,1,3,0,0,1,0,84,0,1,0,0,0,2,0,0,6,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,13611,390,3,7,16,1,0,13,4,1,26,2,10.5,1,145,0,23,3,9,6,0,0,29,0,6,0,0,0,0,65,0,2,0,0,1,0,0,0,3,0,5,0,0,0,0,1,0.5,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
576,13850,375,0,4,5,3,0,17,4,2,17,0,9.5,1,151,0,13,6,6,2,0,2,24,0,10,0,1,4,0,70,0,1,0,0,0,0,0,1,6,0,8,0,0,0,0,0,0.5,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
580,13969,400.5,1,5,12,2,0,16,2,1,25,0,10.5,8,132,0,21,8,11,6,0,0,38,1,4,0,0,5,0,73,0,2,0,0,0,0,0,1,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,14086,411.5,1,5,14,1,1,22,1,7,24,2,15.5,2,144,0,28,7,9,8,0,2,32,0,5,0,1,2,2,59,0,1,1,1,1,0,0,2,2,0,3,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,14203,387,1,3,10,0,0,16,0,0,27,0,11.5,2,149,1,24,11,13,6,0,0,12,1,3,0,0,1,0,77,0,2,0,0,0,0,0,2,7,0,1,0,2,0,0,1,0.5,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,14320,479.5,0,4,11,0,0,9,1,3,30,1,26.5,1,186,1,37,5,22,0,0,0,30,0,16,0,1,0,0,64,0,2,2,0,0,5,0,2,4,0,4,0,3,1,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
596,14435,957.5,2,7,18,9,3,32,4,4.2,38,1,31,1,310,2,53,10,35,1,2,3,187,0,17,0,1,2,10,101.8,0,0,0,4,1,0,0,0,10,0,26,0,0,1,0,1,1,0,0,0,0,0,2,13,0,0,3,0,0,2,2,1,2,0,0,0,0,0,2,0,0,0,0,1.5,0,0,0,0,0,0
600,14550,400.5,0,4,10,0,0,15,1,0,38,1,20.5,3,145,3,18,3,6,6,0,0,27,1,9,0,0,2,0,63,0,2,0,0,0,0,0,0,5,0,3,0,1,1,0,0,5,0,0,0,1,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
612,14890,520,5,12,9,1,0,22,0,1,35,0,19.5,0,234,1,22,4,10,11,1,1,38,0,10,0,1,2,1,65,0,3,0,0,0,0,0,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
616,15001,490,5,7,5,0,0,6,0,0,24,5,12,0,164,2,42,1,14,11,0,1,99,0,0,0,0,6,5,47,0,0,0,0,0,0,0,4,7,0,1,0,0,0,0,0,3.5,3,0,0,0,0,0,5,5,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,2,0,0,0,0,0
620,15112,380,2,2,14,0,0,13,0,3,29,0,37.5,6,146,1,23,4,8,4,0,0,28,1,3,0,1,2,0,33,0,3,0,0,0,0,0,1,9,0,2,0,0,0,0,0,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,15222,385,4,9,7,5,0,17,0,0,25,0,23,7,172,2,22,4,14,11,1,0,38,0,1,0,0,1,0,0,0,3,2,1,1,0,0,2,2,0,3,0,1,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,15332,395,0,2,8,0,0,14,0,1,24,0,21.5,2,135,2,21,9,9,6,0,1,34,0,3,0,1,2,0,70,0,2,0,1,0,2,0,1,16,0,3,0,0,0,1,0,1.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,15441,398.5,6,2,11,1,0,6,0,4,30,2,25.5,0,177,1,32,6,6,15,0,0,23,0,14,0,0,1,0,16,0,1,0,0,2,0,0,0,4,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
636,15548,539.5,1,8,21,0,0,2,1,3,43,0,49,6,211,2,41,5,22,11,0,1,40,0,9,0,0,2,1,21,0,8,0,0,2,1,0,3,8,0,4,0,2,0,0,0,2.5,0,0,0,0,0,2,3,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,15656,488.5,6,11,16,0,0,4,0,1,36,0,44.5,6,173,1,46,9,18,21,0,0,34,0,13,0,1,0,0,8,0,6,0,0,1,2,0,2,12,0,7,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,15682,712,9,14,12,4,1,10,4,4,51,2,53.5,0,295,2,68,10,25,27,1,2,50,0,17,0,2,1,1,9,0,0,0,1,4,0,0,2,3,0,6,0,0,1,0,0,0.5,2,0,0,0,3,3,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
642,15709,430.5,1,10,17,0,0,0,0,2,28,0,30,5,171,2,55,9,12,10,0,1,41,1,3,0,1,0,0,4,0,1,0,1,1,1,0,2,12,0,5,0,0,0,0,1,1.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,15762,509,2,14,17,0,1,5,1,2,27,1,48.5,3,185,1,43,8,16,13,0,2,50,0,6,0,3,0,0,13,0,6,0,0,1,2,0,1,15,0,9,0,1,1,0,0,3.5,0,0,0,0,1,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
648,15867,422,6,5,20,0,0,7,0,0,15,3,27.5,4,192,0,48,11,19,9,1,0,28,0,5,0,1,0,0,6,1,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
652,15972,548,12,10,13,0,0,0,1,1,9,0,85,1,171,2,66,7,20,10,0,0,89,0,4,0,0,0,0,2,0,3,0,0,2,0,0,0,26,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
654,16024,386,4,7,12,1,0,1,0,1,9,0,46.5,4,131,0,48,5,14,15,0,2,49,0,0,0,0,0,1,4,0,5,0,1,1,0,0,1,11,0,2,0,0,0,0,0,0.5,0,0,0,0,0,1,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,16050,408.5,8,3,22,1,3,1,0,1,10,1,50,1,124,2,56,2,26,10,1,0,39,0,8,0,0,0,1,5,0,5,0,0,0,0,0,2,9,0,0,0,0,2,1,0,4.5,0,0,0,0,0,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
656,16076,359,10,5,6,0,0,0,0,0,5,0,45.5,4,110,2,54,11,14,12,0,1,40,0,1,0,0,0,0,2,0,4,0,0,0,0,0,4,19,0,1,0,0,0,0,0,4.5,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,16180,425,9,10,22,0,0,0,2,0,6,0,51,2,140,0,63,4,23,11,0,1,43,0,1,0,1,0,0,3,0,3,0,0,2,1,0,0,16,0,0,0,0,0,1,0,4,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
664,16282,468,16,9,13,0,0,0,0,2,13,4,56,4,163,1,65,9,17,21,1,0,42,0,8,0,0,0,0,4,0,7,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
668,16384,409,17,10,12,0,0,1,1,1,12,0,68.5,5,123,0,51,6,15,6,0,0,42,0,1,0,0,0,0,5,0,7,0,0,1,0,0,2,11,0,0,0,0,0,0,0,4.5,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
672,16485,363,5,12,24,0,0,1,0,0,7,2,50,4,100,0,47,4,14,11,0,1,35,0,1,0,0,1,0,4,0,4,0,0,3,1,0,1,12,0,0,0,0,1,0,0,6,0,0,0,0,1,1,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,16585,679,22,11,24,0,0,0,0,1,30,11,124,2,185,0,91,3,29,19,0,2,61,0,11,0,1,0,0,1,0,0,0,0,1,0,0,4,13,0,1,0,0,1,0,0,3,1,0,0,0,0,2,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
680,16685,397,5,11,8,0,0,1,0,0,4,0,79,2,112,0,57,6,8,14,0,0,62,0,2,0,0,0,1,2,0,1,0,0,0,0,0,0,9,0,1,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
684,16783,380.5,14,4,11,0,1,2,0,0,11,2,63,0,115,1,56,9,16,4,0,0,38,0,2,0,0,1,3,0,0,11,0,0,0,0,0,1,5,0,1,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
688,16881,423,6,7,9,0,0,0,0,0,6,3,72,5,128,2,61,6,14,14,1,0,39,0,2,0,2,0,0,2,0,6,0,0,0,0,0,0,24,0,2,0,0,0,0,0,2.5,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0.5,0,0,0,0,0,0
692,16979,358.5,3,10,11,0,0,1,0,0,6,0,72,2,109,0,53,6,11,12,0,0,39,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,7,0,2,0,0,0,0,0,4.5,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
696,17075,676.5,12,3,9,1,1,2,0,0,13,39.5,126,0,142,2,114,1,21,27,2,2,115,0,7,0,1,0,1,0,0,0,0,0,3,0,0,0,13,0,4,0,0,1,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,17171,413.5,8,5,12,0,0,0,0,0,3,0,118,0,70,1,68,8,18,10,0,0,44,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,17407,412,13,2,5,0,0,0,0,0,4,5,132.5,3,47,0,81,2,5,19,0,0,66,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0.5,1,0,0,0,0,1,2,0,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
714,17500,488.5,10,2,0,2,1,1,2,1,5,21.5,95,0,75,4,97,1,15,12,0,1,112,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,6,0,0,0,0,0,0,0,4,1,0,0,0,2,0,1,4,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0
718,17592,351,3,4,2,0,0,1,0,0,2,0,142,0,20,0,83,1,5,16,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,2,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
722,17683,652.5,8,11,4,0,0,1,0,1,10,17.5,243.5,0,75,2,78,2,9,28,0,2,111,0,0,0,0,1,1,0,0,1,0,0,3,0,0,0,21,0,0,0,0,1,0,0,6.5,0,0,0,0,1,1,2,0,0,0,0,0,4,0,0,2,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
726,17774,446.5,5,1,4,3,0,0,0,0,1,1,240.5,0,23,1,56,0,4,16,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,7,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
730,17864,648.5,10,5,3,5,2,0,0,1,4,21,197.5,0,64,2,152,1,17,22,0,1,86,0,1,0,0,0,8,0,0,0,0,0,2,0,0,0,12,0,1,0,0,0,0,0,6,0,0,0,0,1,6,8,0,0,0,0,0,5,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
734,17953,451.5,11,3,5,1,0,2,0,0,0,1,174,0,44,1,108,1,10,15,0,0,55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3.5,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
738,18042,403,13,2,5,0,0,0,0,0,4,4,155.5,0,40,3,68,1,13,17,0,0,58,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,4.5,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
742,18129,450,6,2,1,0,0,0,0,0,0,0,253,0,24,0,67,0,5,7,0,0,43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
746,18216,357,10,3,1,1,0,0,0,0,5,1,140.5,0,18,1,67,2,12,6,0,1,63,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,12,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
754,18388,379.5,4,2,5,1,0,0,0,0,4,7,149,0,33,2,64,0,12,11,0,1,47,0,2,0,0,0,0,1,0,5,0,0,0,0,0,0,13,0,3,0,0,0,1,0,0.5,0,0,0,0,0,0,1,0,0,0,1,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
758,18472,409,2,3,2,1,0,1,0,1,2,1,167.5,0,29,0,84,0,4,11,0,1,53,0,1,0,0,0,0,0,0,5,1,0,1,0,0,0,25,0,0,0,0,0,0,0,4.5,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
762,18556,710.5,18,8,7,7,1,0,1,1,2,36,225,1,77,0,120,2,15,21,0,1,98,0,8,0,0,1,2,1,0,0,0,1,5,0,0,3,9,0,2,0,0,0,0,0,5.5,1,0,0,0,3,5,1,0,0,0,0,0,16,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0
766,18639,375,5,0,1,3,0,0,0,1,1,0,131,1,53,2,71,1,11,6,0,0,57,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,1,0,0,0,0,0,4,0,0,0,0,1,1,3,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
770,18721,371.5,6,5,2,0,0,0,0,0,2,3,153.5,0,32,0,68,2,7,6,2,1,49,0,1,0,1,0,0,1,0,2,0,0,2,0,0,0,12,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,18803,360.5,9,10,4,0,0,0,0,0,2,2,127.5,0,37,2,65,3,6,6,0,2,56,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,3,0,0,0,2,2,2,0,0,0,0,0,5,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
778,18884,358.5,6,3,1,3,0,0,0,0,0,1,196.5,0,23,0,53,2,2,4,0,0,38,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,5.5,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0,0,0
782,18964,389,7,1,5,1,1,0,0,0,3,16,120,0,32,0,69,0,10,12,1,0,74,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,13,0,1,0,0,0,0,0,3,0,0,0,0,0,1,3,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
786,19043,473,8,5,2,2,0,0,0,0,5,3,204.5,1,40,0,88,0,6,10,0,2,59,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,10,0,0,0,0,0,0,0,4.5,0,0,0,0,1,1,5,0,0,0,0,0,8,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0
790,19122,382.5,12,8,6,1,0,0,0,0,3,0,162.5,0,19,2,74,6,5,5,1,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,3,0,0,0,0,1,1,2,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
794,19199,413,5,5,1,0,1,1,1,0,4,5,161,1,38,1,58,1,6,9,0,0,61,0,0,0,0,0,1,1,0,3,0,0,2,0,0,0,25,0,3,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,19276,687.5,10,2,1,3,3,2,0,0,5,38.5,186.5,0,46,2,101,1,18,18,5,0,193,0,2,0,1,0,1,0,0,0,0,0,3,0,0,0,13,0,1,0,0,0,0,0,3.5,0,0,0,0,0,1,6,0,0,0,0,0,10,0,0,4,1,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0
802,19352,459,12,9,5,1,0,0,0,0,0,0,160,0,42,0,106,4,9,8,0,1,56,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,16,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
810,19503,378.5,10,3,4,0,0,0,0,3,3,17.5,162.5,0,32,1,35,2,5,10,0,1,54,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,18,0,0,0,0,0,0,0,5.5,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
818,19650,415.5,7,4,2,1,0,0,0,0,0,3.5,179.5,0,31,3,80,3,8,9,0,0,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,1,0,8.5,0,0,0,0,1,2,3,0,0,0,0,0,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
822,19722,441.5,6,6,1,0,0,0,0,0,2,0,252,0,22,0,60,0,4,12,0,0,40,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,6,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,19794,400.5,5,6,1,1,1,0,0,0,4,5,196.5,0,28,2,58,1,4,7,1,1,45,0,1,0,4,0,0,2,0,0,0,0,2,0,0,1,9,0,0,0,0,0,0,0,2.5,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,2,0,0,0,0,0,0.5,0,0,0,0,0,1
830,19865,375,9,2,1,1,3,1,0,1,4,14.5,148,0,23,3,72,1,18,5,0,1,43,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,3,0,2,0,0,0,0,0,0.5,1,0,0,0,1,1,1,0,0,0,0,0,6,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
834,19935,343.5,0,0,2,1,0,0,0,0,1,0,224.5,0,8,0,39,0,1,2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
