"depth","best.age","min.age","max.age"
0,-43,-45,-40
0.5,-26,-28,-24
1,-9,-14,-7
1.5,8,2,12
2,25,17,31
2.5,42,31,49
3,59,47,68
3.5,75,62,86
4,92,77,105
4.5,109,92,123
5,126,106,141
6,160,136,178
7,194,167,215
8,228,197,252
9,262,226,288
10,296,256,325
11.5,346,301,381
13,397,346,436
15,465,406,511
16.5,516,450,565
18,566,495,621
20,634,555,695
21.5,760,686,817
23,886,817,940
25,1054,989,1111
26.5,1179,1113,1241
28,1305,1236,1372
30,1473,1400,1558
31.5,1599,1524,1686
33,1725,1646,1824
35,1893,1803,2015
40,2080,1993,2193
45,2209,2123,2307
50,2339,2248,2435
60,2598,2484,2712
75,2986,2816,3151
85,NA,NA,NA
93,NA,NA,NA
